2009-01-23,600064.SH,建筑
2009-01-23,600066.SH,汽车
2009-01-23,600067.SH,房地产
2009-01-23,600068.SH,建筑
2009-01-23,600069.SH,轻工制造
2009-01-23,600070.SH,纺织服装
2009-01-23,600071.SH,电子元器件
2009-01-23,600072.SH,机械
2009-01-23,600073.SH,食品饮料
2009-01-23,600074.SH,基础化工
2009-01-23,600075.SH,基础化工
2009-01-23,600077.SH,钢铁
2009-01-23,600078.SH,基础化工
2009-01-23,600079.SH,医药
2009-01-23,600081.SH,汽车
2009-01-23,600082.SH,房地产
2009-01-23,600085.SH,医药
2009-01-23,600086.SH,商贸零售
2009-01-23,600088.SH,传媒
2009-01-23,600089.SH,电力设备
2009-01-23,600090.SH,食品饮料
2009-01-23,600091.SH,基础化工
2009-01-23,600093.SH,机械
2009-01-23,600095.SH,综合
2009-01-23,600096.SH,基础化工
2009-01-23,600097.SH,电力设备
2009-01-23,600098.SH,电力及公用事业
2009-01-23,600099.SH,汽车
2009-01-23,600100.SH,计算机
2009-01-23,600101.SH,电力及公用事业
2009-01-23,600103.SH,基础化工
2009-01-23,600104.SH,汽车
2009-01-23,600105.SH,通信
2009-01-23,600106.SH,交通运输
2009-01-23,600107.SH,纺织服装
2009-01-23,600108.SH,农林牧渔
2009-01-23,600109.SH,非银行金融
2009-01-23,600110.SH,电力设备
2009-01-23,600111.SH,有色金属
2009-01-23,600112.SH,电力设备
2009-01-23,600113.SH,家电
2009-01-23,600114.SH,机械
2009-01-23,600115.SH,交通运输
2009-01-23,600116.SH,电力及公用事业
2009-01-23,600117.SH,钢铁
2009-01-23,600118.SH,国防军工
2009-01-23,600119.SH,交通运输
2009-01-23,600120.SH,商贸零售
2009-01-23,600121.SH,煤炭
2009-01-23,600122.SH,商贸零售
2009-01-23,600123.SH,煤炭
2009-01-23,600125.SH,交通运输
2009-01-23,600126.SH,钢铁
2009-01-23,600127.SH,农林牧渔
2009-01-23,600128.SH,纺织服装
2009-01-23,600129.SH,医药
2009-01-23,600130.SH,通信
2009-01-23,600131.SH,电力及公用事业
2009-01-23,600132.SH,食品饮料
2009-01-23,600133.SH,房地产
2009-01-23,600135.SH,基础化工
2009-01-23,600137.SH,纺织服装
2009-01-23,600138.SH,餐饮旅游
2009-01-23,600141.SH,基础化工
2009-01-23,600143.SH,基础化工
2009-01-23,600145.SH,机械
2009-01-23,600146.SH,基础化工
2009-01-23,600148.SH,汽车
2009-01-23,600149.SH,通信
2009-01-23,600150.SH,机械
2009-01-23,600151.SH,电力设备
2009-01-23,600152.SH,纺织服装
2009-01-23,600153.SH,商贸零售
2009-01-23,600156.SH,纺织服装
2009-01-23,600157.SH,石油石化
2009-01-23,600158.SH,房地产
2009-01-23,600159.SH,房地产
2009-01-23,600160.SH,基础化工
2009-01-23,600161.SH,医药
2009-01-23,600162.SH,房地产
2009-01-23,600163.SH,轻工制造
2009-01-23,600165.SH,机械
2009-01-23,600166.SH,汽车
2009-01-23,600167.SH,电力及公用事业
2009-01-23,600168.SH,电力及公用事业
2009-01-23,600169.SH,机械
2009-01-23,600170.SH,建筑
2009-01-23,600171.SH,电子元器件
2009-01-23,600172.SH,建材
2009-01-23,600173.SH,房地产
2009-01-23,600175.SH,商贸零售
2009-01-23,600176.SH,建材
2009-01-23,600177.SH,纺织服装
2009-01-23,600178.SH,汽车
2009-01-23,600179.SH,煤炭
2009-01-23,600182.SH,汽车
2009-01-23,600183.SH,电子元器件
2009-01-23,600184.SH,国防军工
2009-01-23,600185.SH,综合
2009-01-23,600186.SH,食品饮料
2009-01-23,600188.SH,煤炭
2009-01-23,600189.SH,农林牧渔
2009-01-23,600190.SH,交通运输
2009-01-23,600191.SH,农林牧渔
2009-01-23,600192.SH,电力设备
2009-01-23,600193.SH,综合
2009-01-23,600195.SH,农林牧渔
2009-01-23,600196.SH,医药
2009-01-23,600197.SH,食品饮料
2009-01-23,600199.SH,食品饮料
2009-01-23,600200.SH,医药
2009-01-23,600201.SH,农林牧渔
2009-01-23,600202.SH,电力设备
2009-01-23,600203.SH,电子元器件
2009-01-23,600206.SH,电子元器件
2009-01-23,600208.SH,房地产
2009-01-23,600209.SH,建筑
2009-01-23,600210.SH,轻工制造
2009-01-23,600211.SH,医药
2009-01-23,600213.SH,汽车
2009-01-23,600215.SH,房地产
2009-01-23,600216.SH,医药
2009-01-23,600218.SH,汽车
2009-01-23,600219.SH,有色金属
2009-01-23,600220.SH,纺织服装
2009-01-23,600221.SH,交通运输
2009-01-23,600222.SH,医药
2009-01-23,600226.SH,医药
2009-01-23,600227.SH,基础化工
2009-01-23,600228.SH,基础化工
2009-01-23,600229.SH,基础化工
2009-01-23,600230.SH,基础化工
2009-01-23,600231.SH,钢铁
2009-01-23,600232.SH,纺织服装
2009-01-23,600233.SH,纺织服装
2009-01-23,600235.SH,轻工制造
2009-01-23,600236.SH,电力及公用事业
2009-01-23,600237.SH,电子元器件
2009-01-23,600238.SH,食品饮料
2009-01-23,600239.SH,食品饮料
2009-01-23,600240.SH,房地产
2009-01-23,600241.SH,商贸零售
2009-01-23,600243.SH,机械
2009-01-23,600246.SH,房地产
2009-01-23,600247.SH,商贸零售
2009-01-23,600249.SH,基础化工
2009-01-23,600250.SH,商贸零售
2009-01-23,600251.SH,基础化工
2009-01-23,600252.SH,医药
2009-01-23,600255.SH,有色金属
2009-01-23,600256.SH,石油石化
2009-01-23,600257.SH,农林牧渔
2009-01-23,600258.SH,餐饮旅游
2009-01-23,600260.SH,基础化工
2009-01-23,600261.SH,家电
2009-01-23,600262.SH,机械
2009-01-23,600263.SH,建筑
2009-01-23,600265.SH,农林牧渔
2009-01-23,600266.SH,房地产
2009-01-23,600267.SH,医药
2009-01-23,600268.SH,电力设备
2009-01-23,600269.SH,交通运输
2009-01-23,600270.SH,交通运输
2009-01-23,600271.SH,国防军工
2009-01-23,600272.SH,纺织服装
2009-01-23,600273.SH,纺织服装
2009-01-23,600276.SH,医药
2009-01-23,600277.SH,基础化工
2009-01-23,600278.SH,商贸零售
2009-01-23,600279.SH,交通运输
2009-01-23,600280.SH,商贸零售
2009-01-23,600281.SH,基础化工
2009-01-23,600282.SH,钢铁
2009-01-23,600283.SH,电力及公用事业
2009-01-23,600284.SH,建筑
2009-01-23,600285.SH,医药
2009-01-23,600287.SH,商贸零售
2009-01-23,600288.SH,电子元器件
2009-01-23,600289.SH,通信
2009-01-23,600290.SH,电力设备
2009-01-23,600291.SH,建材
2009-01-23,600292.SH,电力及公用事业
2009-01-23,600293.SH,建材
2009-01-23,600295.SH,钢铁
2009-01-23,600297.SH,医药
2009-01-23,600298.SH,农林牧渔
2009-01-23,600299.SH,基础化工
2009-01-23,600300.SH,食品饮料
2009-01-23,600301.SH,基础化工
2009-01-23,600302.SH,机械
2009-01-23,600303.SH,汽车
2009-01-23,600305.SH,房地产
2009-01-23,600306.SH,商贸零售
2009-01-23,600307.SH,钢铁
2009-01-23,600308.SH,轻工制造
2009-01-23,600309.SH,基础化工
2009-01-23,600310.SH,电力及公用事业
2009-01-23,600311.SH,有色金属
2009-01-23,600312.SH,电力设备
2009-01-23,600315.SH,基础化工
2009-01-23,600316.SH,国防军工
2009-01-23,600317.SH,交通运输
2009-01-23,600318.SH,建材
2009-01-23,600319.SH,基础化工
2009-01-23,600320.SH,机械
2009-01-23,600321.SH,建材
2009-01-23,600322.SH,房地产
2009-01-23,600323.SH,电力及公用事业
2009-01-23,600325.SH,房地产
2009-01-23,600326.SH,建筑
2009-01-23,600327.SH,汽车
2009-01-23,600328.SH,基础化工
2009-01-23,600330.SH,有色金属
2009-01-23,600331.SH,有色金属
2009-01-23,600332.SH,医药
2009-01-23,600333.SH,电力及公用事业
2009-01-23,600335.SH,机械
2009-01-23,600336.SH,家电
2009-01-23,600337.SH,轻工制造
2009-01-23,600339.SH,石油石化
2009-01-23,600340.SH,房地产
