,ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,end_type,total_share,cap_rese,undistr_porfit,surplus_rese,special_rese,money_cap,trad_asset,notes_receiv,accounts_receiv,oth_receiv,prepayment,div_receiv,int_receiv,inventories,amor_exp,nca_within_1y,sett_rsrv,loanto_oth_bank_fi,premium_receiv,reinsur_receiv,reinsur_res_receiv,pur_resale_fa,oth_cur_assets,total_cur_assets,fa_avail_for_sale,htm_invest,lt_eqt_invest,invest_real_estate,time_deposits,oth_assets,lt_rec,fix_assets,cip,const_materials,fixed_assets_disp,produc_bio_assets,oil_and_gas_assets,intan_assets,r_and_d,goodwill,lt_amor_exp,defer_tax_assets,decr_in_disbur,oth_nca,total_nca,cash_reser_cb,depos_in_oth_bfi,prec_metals,deriv_assets,rr_reins_une_prem,rr_reins_outstd_cla,rr_reins_lins_liab,rr_reins_lthins_liab,refund_depos,ph_pledge_loans,refund_cap_depos,indep_acct_assets,client_depos,client_prov,transac_seat_fee,invest_as_receiv,total_assets,lt_borr,st_borr,cb_borr,depos_ib_deposits,loan_oth_bank,trading_fl,notes_payable,acct_payable,adv_receipts,sold_for_repur_fa,comm_payable,payroll_payable,taxes_payable,int_payable,div_payable,oth_payable,acc_exp,deferred_inc,st_bonds_payable,payable_to_reinsurer,rsrv_insur_cont,acting_trading_sec,acting_uw_sec,non_cur_liab_due_1y,oth_cur_liab,total_cur_liab,bond_payable,lt_payable,specific_payables,estimated_liab,defer_tax_liab,defer_inc_non_cur_liab,oth_ncl,total_ncl,depos_oth_bfi,deriv_liab,depos,agency_bus_liab,oth_liab,prem_receiv_adva,depos_received,ph_invest,reser_une_prem,reser_outstd_claims,reser_lins_liab,reser_lthins_liab,indept_acc_liab,pledge_borr,indem_payable,policy_div_payable,total_liab,treasury_share,ordin_risk_reser,forex_differ,invest_loss_unconf,minority_int,total_hldr_eqy_exc_min_int,total_hldr_eqy_inc_min_int,total_liab_hldr_eqy,lt_payroll_payable,oth_comp_income,oth_eqt_tools,oth_eqt_tools_p_shr,lending_funds,acc_receivable,st_fin_payable,payables,hfs_assets,hfs_sales,cost_fin_assets,fair_value_fin_assets,contract_assets,contract_liab,accounts_receiv_bill,accounts_pay,oth_rcv_total,fix_assets_total,cip_total,oth_pay_total,long_pay_total,debt_invest,oth_debt_invest,update_flag
142,601113.SH,20201028,20210428,20200930,1,1,3,1141481073.0,3966966718.22,-630916828.58,83764453.81,,720963117.77,50644100.0,26809769.04,932676336.92,,393396431.71,,,1123774614.5,,,,,,,,,169529353.79,3695380552.97,,,38469365.49,,,,,1526581068.91,1259268130.55,,,,,193240917.34,8480686.38,684933855.35,5845394.61,21528342.92,,6387959.43,3769416520.98,,,,,,,,,,,,,,,,,7464797073.95,627317446.42,647000000.0,,,,,41616300.0,741968717.46,,,,53431860.73,176963999.5,3631254.92,,,,,,,,,,81158678.21,,1839124868.18,,,,180912853.37,27589363.34,105477058.74,,941296721.87,,,,,,,,,,,,,,,,,2780421590.05,,,,,123080067.45,4561295416.45,4684375483.9,7464797073.95,,,,,,,,,,,,,175333109.57,67763578.13,959486105.96,783585017.46,102253719.67,1526581068.91,1259268130.55,29221734.15,,,,0
143,300201.SZ,20201027,20210615,20200930,1,1,3,1040921518.0,97891890.71,165980278.35,35405756.77,4895497.76,107829727.28,383951.79,8283607.53,1044949670.68,,48829663.69,,,518363649.33,,60788851.52,,,,,,,31270196.84,1873481972.02,,,162461997.34,116632764.32,,,26974246.1,,108738397.86,,,,,151015144.16,,4325109.88,5333048.53,35185663.17,,66686151.86,1101382524.7,,,,,,,,,,,,,,,,,2974864496.72,123029286.24,549295628.19,,,,,64059145.62,646465081.54,,,,5983784.3,38117663.68,,1255988.35,,,,,,,,,24958760.7,27141972.46,1479969665.96,,,,942703.44,16850606.5,2054174.23,2275766.59,148493598.16,,,,,,,,,,,,,,,,,1628463264.12,,,,,-654802.16,1347056034.76,1346401232.6,2974864496.72,,1961093.17,,,,,,,,,,,,97026957.48,1053233278.21,710524227.16,49099783.88,418030001.48,108738397.86,26920671.99,3341061.16,,,1
144,000730.SZ,20201031,20201031,20200930,1,1,3,345832567.0,-175860800.93,203362727.78,1236504.62,,92357687.69,,,144350830.95,,15528224.02,,,116493825.92,,5579443.2,,,,,,,4733385.63,398208111.51,,,,,,,,16329007.77,,,,,,2991205.29,3056603.69,119386229.4,476742.22,6278957.26,,12464770.5,166483516.13,,,,,,,,,,,,,,,,,564691627.64,,66436882.0,,,,,,37614615.04,,,,6285091.88,8862270.68,,,,,,,,,,,,,165169634.11,,,,,412242.51,,,412242.51,,,,,,,,,,,,,,,,,165581876.62,,,,,23716923.59,375392827.43,399109751.02,564691627.64,,821828.96,,,,,,,,,,,4644986.13,35973160.37,144350830.95,37614615.04,6974418.07,16329007.77,,9997614.14,,,,1
145,688269.SH,20201110,20201110,20200930,1,1,3,70000000.0,109852887.35,107078880.22,17836081.09,,115521395.87,,29655469.98,78197891.34,327459.66,845941.22,,,152235058.22,,,,,,,,,161640.72,407796678.96,,,,,,,2558281.13,94334174.2,3849702.08,,113586.43,,,39698905.66,,,,1106176.11,,2987974.83,145648800.44,,,,,,,,,,,,,,,,,553445479.4,,75185325.4,,,,,,56263756.67,42000620.92,,,9706435.99,8723930.88,39097.5,,1022298.96,,,,,,,,11000000.0,4532683.4,208474149.72,,8152322.74,,,,32051158.28,,40203481.02,,,,,,,,,,,,,,,,,248677630.74,,,,,,304767848.66,304767848.66,553445479.4,,,,,,,,,,,,,,,107853361.32,56263756.67,327459.66,94447760.63,3849702.08,1061396.46,8152322.74,,,1
146,301001.SZ,20201230,20201230,20200930,1,1,3,60000000.0,66063616.53,160279738.62,22226087.6,,145101631.58,,,138262106.09,19142727.58,2965047.8,,,137036928.03,,,,,,,,,5946815.98,448455257.06,,,,,,,,1568502.76,,,,,,134834.34,,,1823250.18,2441441.96,,,5968029.24,,,,,,,,,,,,,,,,,454423286.3,,32000000.0,,,,,,69771018.88,,,,16711868.97,11812988.23,147888.89,,9182586.93,,,,,,,,,545367.98,145606656.52,,,,,,,,,,,,,,,,,,,,,,,,,145606656.52,,,,,,308816629.78,308816629.78,454423286.3,,247187.03,,,,,,,,,,,,5434936.64,138262106.09,69771018.88,19142727.58,1568502.76,,9330475.82,,,,1
147,600593.SH,20201030,20210430,20200930,1,1,3,128800000.0,173471737.89,141824403.4,42468251.85,,69517972.33,,,6553690.81,,120156684.58,,,2949803.18,,,,,,,,,44520700.38,290727407.48,,,89017960.14,52889642.52,,,12410570.64,161516536.42,,,,33261893.55,,564716783.53,,,29929838.81,9344082.32,,,2010348168.74,,,,,,,,,,,,,,,,,2301075576.22,427635154.51,159932259.12,,,,,,4300644.72,783158.4,,,11815372.5,8132300.23,,4136920.63,,,,,,,,,41228155.51,1892858.69,769043330.8,,,,,85540025.41,2123975.85,223109906.65,738409062.42,,,,,,,,,,,,,,,,,1507452393.22,,,,,310679330.76,482943852.24,793623183.0,2301075576.22,,-3620540.9,,,,,,,,,,,,12466210.85,6553690.81,4300644.72,47028556.2,161516536.42,1029309320.3,528492370.78,,,,1
148,300348.SZ,20201028,20210511,20200930,1,1,3,721479478.0,428706740.28,58639468.78,22788573.26,,306065084.98,,,276965609.05,,6033558.37,,,561280153.27,,,,,,,,,1821226.91,1276108472.77,,,3339209.11,,,,,241971539.21,,,,,,113100127.7,42238824.29,128683575.25,4165210.26,92790084.54,,5783786.49,672587252.05,,,,,,,,,,,,,,,,,1948695724.82,41112500.0,250000000.0,,,,,,14294548.37,,,,2242161.04,32117733.29,,,,,,,,,,,7475000.0,,660921547.83,,,,8684653.61,336091.1,,56550547.95,106699924.04,,,,,,,,,,,,,,,,,767621471.87,56550547.95,,,,10456931.14,1170617321.81,1181074252.95,1948695724.82,16131.38,-4446390.56,,,,,,,,,,,87894414.66,338461087.3,276965609.05,14294548.37,36048425.53,241971539.21,,16331017.83,,,,1
149,600614.SH,20201030,20210430,20200930,1,1,3,1752773758.0,2558677651.92,-4221615497.34,32770164.07,12213700.87,8053593.88,,628980.01,388303541.14,,105864647.82,1600000.0,,345762497.39,,,,,,,,,4123540.49,1015550741.64,,,156740827.49,5698907.0,,,,247089286.93,33425786.23,,,,,66143091.17,,619425173.44,4458160.22,,,10352309.85,1534283031.33,,,,,,,,,,,,,,,,,2549833772.97,,560579684.93,,,,,,146661533.85,4905767.09,,,31132282.02,92818146.1,100427737.07,6211091.9,328816135.07,,,,,,,,279184165.14,,1550736543.17,,,,798450206.79,4838724.41,70639936.95,,873928868.15,,,,,,,,,,,,,,,,,2424665411.32,,,,,-5733377.55,130901739.2,125168361.65,2549833772.97,,-3918038.32,,,,,,,,,,,,,388932521.15,146661533.85,162813940.91,247089286.93,33425786.23,435454964.04,,,,1
150,002450.SZ,20201026,20210316,20200930,1,1,3,3540900282.0,6819717511.99,-17488899880.96,51329913.55,,1633920097.28,,12584488.22,615343597.95,,39352851.0,,,355565676.34,,,,,,,,,778699370.29,4051264956.19,,,4697210.52,,,,,3232650208.67,534630898.42,,,,,314262877.94,,,1272171.23,1138410.83,,7966833.61,4659211408.5,,,,,,,,,,,,,,,,,8710476364.69,1602691666.61,4524504622.82,,,,,,724019220.17,,,,57392860.36,87429271.07,1162284992.53,25369160.34,1259113875.62,,,,,,,,,1509743162.21,9411875261.68,1999935853.34,,,2718241720.09,,46015463.12,,6366884703.16,,,,,,,,,,,,,,,,,15778759964.84,,,,,8986779.0,-7077270379.15,-7068283600.15,8710476364.69,,-318205.73,,,,,,,,,,,,62018096.56,627928086.17,724019220.17,612953587.51,3232650208.67,534630898.42,2446768028.49,,,,1
151,000408.SZ,20201031,20210205,20200930,1,1,3,1993779522.0,1244581428.23,4228974810.29,400000000.0,59674647.18,783839328.21,,4000000.0,62341786.95,,199507780.66,,,615838530.75,,,,,,,,,120851961.25,2408370820.13,,,2149252769.76,6221178.66,,,,3645450521.42,,,,,,292118470.59,,,7977201.84,40662785.81,,51239337.38,6432171428.42,,,,,,,,,,,,,,,,,8840542248.55,,50000000.0,,,,,,267136727.4,4213842.75,,,21514520.99,108111423.78,,40761.09,,,,,,,,,,30450715.86,853902552.18,,,,,23104964.87,6118888.8,,29223853.67,,,,,,,,,,,,,,,,,883126405.85,,,,,,7957415842.7,7957415842.7,8840542248.55,,30405435.0,,,,,,,,,,,,293896842.79,66341786.95,267136727.4,47842955.77,3645450521.42,8913062.96,78578478.61,,,,1
152,300027.SZ,20201028,20201208,20200930,1,1,3,2787959919.0,2578306242.54,-1482471187.55,448694498.74,,411613225.37,,243180.0,949697532.57,,1589981556.58,3064546.36,,395258446.6,,,,,,,,,82734957.61,3544729781.72,,,3981083973.44,34549595.24,,,46936175.68,836167016.42,,,,,,30457621.29,,595480195.32,73613236.26,181447632.66,,,7163340942.73,,,,,,,,,,,,,,,,,10708070724.45,824852222.68,2192256860.31,,,,,,1236802943.98,3109372.26,,,9613665.95,69362183.41,,,,,,,,,,,275000000.0,,5018314102.85,227856617.18,,,,51496717.04,18579278.69,,1122784835.59,,,,,,,,,,,,,,,,,6141098938.44,51394280.0,,,,545693192.21,4021278593.8,4566971786.01,10708070724.45,,-259816598.93,,,,,,,,,,,,919652769.65,949940712.57,1236802943.98,115200882.99,836167016.42,,312516307.29,,,,1
153,603559.SH,20201012,20210507,20200930,1,1,3,143313207.0,452523564.26,223602211.22,34876318.67,23969810.81,146472933.48,,218801.99,653535135.62,,76305828.16,,162000.0,334713897.32,,,,,,,,,1593723.53,1274497973.18,,,,13558499.82,,,,66799072.25,,,,,,29153094.13,,325260397.65,3601368.18,19225501.83,,1609278.18,461849563.66,,,,,,,,,,,,,,,,,1736347536.84,,297686930.04,,,,,42841630.76,221815401.52,253893058.57,,,4295712.5,5170109.53,,,,,,,,,,,,,859249997.87,,,,1380611.06,2807429.59,,,4188040.65,,,,,,,,,,,,,,,,,863438038.52,,,,,-3831755.64,876741253.96,872909498.32,1736347536.84,,-1543858.0,,,,,,,,,,,1944188.28,1550131.0,653753937.61,264657032.28,59713464.8,66799072.25,,31997023.95,,,,1
154,601665.SH,20201031,20201031,20200930,1,2,3,4122750000.0,6315921993.0,5809257762.0,1409732272.0,,,21513850526.0,,,,,,,,,,,1017707868.0,,,,,,,,,1176734420.0,,,1392355251.0,,749834397.0,191573672.0,,,,,41905829.0,,,99035546.0,2217070515.0,161360986877.0,,,29896633183.0,2731425173.0,,32018578.0,,,,,,,,,,,,,339287626087.0,,,9884514250.0,,1920075584.0,30083988.0,,,,9668265590.0,,986704595.0,187182337.0,,,,,,,,,,,,,,34316958568.0,,,731977419.0,,,,,7392070751.0,15456124.0,247267053322.0,,567611604.0,,,,,,,,,,,,312967954132.0,,3401261080.0,,,210807712.0,26108864243.0,26319671955.0,339287626087.0,,52467136.0,4997474000.0,1997990000.0,,,,,,,,,,,,,,,,,,58997319581.0,57820639832.0,1
155,603822.SH,20201028,20201028,20200930,1,1,3,73356509.0,227976565.08,408767714.08,41270656.38,1395026.13,233944914.82,,51397028.49,57994570.36,,115511538.49,,,435486712.61,,,,,,,,,33412061.09,932411063.78,,,,,,,,441391902.76,298123551.06,,,,,119208255.36,,75820916.77,693090.71,11430186.09,,98101980.0,1044769882.75,,,,,,,,,,,,,,,,,1977180946.53,199188000.0,563130661.69,,,,,80000000.0,48981900.09,8993863.26,,,828081.0,2943853.19,2678339.96,,,,,,,,,,18776613.31,,755416736.25,162309084.28,,,,19851282.37,10548598.07,,391896964.72,,,,,,,,,,,,,,,,,1147313700.97,,,,,36216535.74,793650709.82,829867245.56,1977180946.53,,,40884239.15,,,,,,,,,,,,109391598.85,128981900.09,4664237.92,441391902.76,298123551.06,31761763.71,,,,0
156,000606.SZ,20201031,20210430,20200930,1,1,3,765799353.0,1965092917.68,-986694441.85,28016004.53,,314814725.6,13084090.49,,129221850.73,,44004923.76,1250000.0,,4236.38,,,,,,,,,45615459.88,745730793.34,,,193859363.9,49879635.08,,,,29857390.34,,,,,,60777072.18,20039290.63,1693806174.65,2327840.35,4701208.67,,200000.0,2125781116.19,,,,,,,,,,,,,,,,,2871511909.53,24109041.94,100000000.0,,,,,,16121037.58,2528749.73,,,14147852.81,77462518.29,296926.57,,,,,,,,,,457127375.13,73206064.19,1036288720.03,,,,,4621024.32,,38592000.0,67322066.26,,,,,,,,,,,,,,,,,1103610786.29,,,,,24827672.32,1743073450.92,1767901123.24,2871511909.53,,-29140382.44,,,,,,,,,,,,67866100.73,129221850.73,16121037.58,198985506.5,29857390.34,,227829021.57,,,,1
157,300157.SZ,20201030,20210429,20200930,1,1,3,712113257.0,2532411813.26,-1273456905.53,25671103.21,9044568.51,158213659.23,,50833995.57,902222280.33,,43060423.9,,,248624072.52,,,,,,,,,23536034.33,1660894073.06,,,425479544.39,60347477.81,,,,456704115.71,60502519.44,,,,580373207.48,121442644.63,5326833.24,720377719.61,6508978.4,186857272.7,,10359791.38,2826094774.79,,,,,,,,,,,,,,,,,4486988847.85,,385800000.0,,,,,9038343.87,213156305.74,,,,10026264.02,107736033.65,,24326201.75,,,,,,,,,7000000.0,18564240.61,1750796568.58,,,,19255275.66,255650541.89,150540.0,110697.0,373240510.1,,,,,,,,,,,,,,,,,2124037078.68,,,,,365203317.42,1997748451.75,2362951769.17,4486988847.85,,-8035384.7,,,,,,,,,,,,149946176.19,953056275.9,222194649.61,190360878.44,456704115.71,60502519.44,849529204.5,98073455.55,,,1
158,603922.SH,20201031,20210430,20200930,1,1,3,128000000.0,715467466.99,136458338.49,37912799.21,,196785650.45,10000000.0,14333128.74,146443766.45,,54166275.38,,,272374085.06,,,,,,,,,9432470.66,744026327.34,,,5709475.2,,,,5928492.08,285970683.78,23762521.08,,,,,89080342.08,,,22090715.47,16146113.15,,3220884.05,451909226.89,,,,,,,,,,,,,,,,,1195935554.23,,30035753.43,,,,,60013471.21,53543932.0,,,,6842678.67,4090570.18,,,,,,,,,,,,2758019.35,166051982.19,,,,,,12044967.35,,12044967.35,,,,,,,,,,,,,,,,,178096949.54,,,,,,1017838604.69,1017838604.69,1195935554.23,,,,,,,,,,,,,,8352157.3,160776895.19,113557403.21,1812564.51,285970683.78,23762521.08,415400.05,,,,1
159,603157.SH,20201030,20210430,20200930,1,1,3,547672000.0,1910806000.0,-2198034000.0,246788000.0,,256026000.0,,,281721000.0,,76668000.0,,,721167000.0,,26286000.0,,,,,,,14844000.0,1502679000.0,,,187159000.0,,,,92280000.0,1590276000.0,142534000.0,,,,,170017000.0,,78231000.0,127950000.0,543544000.0,,14614000.0,3315337000.0,,,,,,,,,,,,,,,,,4818016000.0,,1457122000.0,,,,,,1281330000.0,,,,105769000.0,78991000.0,72626000.0,,,,,,,,,,466900000.0,,4147276000.0,,,,197000.0,1915000.0,,13249000.0,260977000.0,,,,,,,,,,,,,,,,,4408253000.0,20010000.0,,,,-49507000.0,459270000.0,409763000.0,4818016000.0,,-27952000.0,,,,,,,,,,,,3352000.0,281721000.0,1281330000.0,125967000.0,1590276000.0,142534000.0,753812000.0,,,,1
160,600463.SH,20201030,20210430,20200930,1,1,3,300000000.0,502109890.31,357853660.98,79132057.0,,226741939.04,,700000.0,108701595.54,,12469636.92,,6010309.22,457945055.43,,,,,,,,,49229949.7,1593298740.13,,,13320977.6,690744337.52,,,,121732284.02,65879671.25,,,,,13883019.57,,,42478341.84,55556442.32,,,1214876798.0,,,,,,,,,,,,,,,,,2808175538.13,143000000.0,668000000.0,,,,,,400570025.95,,,,1862820.18,2789256.82,,,,,,,,,,,42500000.0,,1367004073.69,,,,,7225641.81,10651919.53,,160877561.34,,,,,,,,,,,,,,,,,1527881635.03,,,,,41198294.81,1239095608.29,1280293903.1,2808175538.13,,,,,,,,,,,,,600831938.1,189811374.35,109401595.54,400570025.95,136527475.49,121732284.02,65879671.25,61470596.39,,,,1
161,002889.SZ,20201030,20210430,20200930,1,1,3,138101429.0,489555428.52,990543692.45,74931907.54,,6779101299.52,3693586819.83,,345616102.39,,89529542.29,,36281848.41,3082625.06,,,,,,,,,605094198.27,11940214859.51,,,35886264.8,,,,,206677372.82,,,,,,62527211.22,,17330780.76,,10614417.14,22686589.89,5888453.71,441323843.62,,,,,,,,,,,,,,,,,12381538703.13,18136020.0,10269935773.26,,,,,,72953017.95,,,,10781705.16,19615733.38,9687208.35,13127890.57,185850614.19,,,,,,,,1500000.0,2360048.65,10617297128.23,,,,,9444759.86,2824275.05,,30405054.91,,,,,,,,,,,,,,,,,10647702183.14,,1369774.92,,,39362202.82,1694474317.17,1733836519.99,12381538703.13,,-27915.26,,,,,,,,,,,,31485136.72,345616102.39,72953017.95,424204272.15,206677372.82,14712753.28,208665713.11,,,,1
162,002575.SZ,20201028,20210430,20200930,1,1,3,618720000.0,234641942.43,43714022.97,29195887.54,,124303340.54,1000.0,,3559901.34,,2698749.28,,,1527002.29,,,,,,,,,5074015.96,359891685.97,,,,392192209.76,,,,103050.46,,,,,,41927650.62,,,,25183.79,,,686804392.15,,,,,,,,,,,,,,,,,1046696078.12,,,,,,,,6351701.45,,,,2088491.52,6386393.21,,,,,,,,,,,,,191316678.36,,,,,,,3598920.0,3598920.0,,,,,,,,,,,,,,,,,194915598.36,111000000.0,,,,30061807.38,821718672.38,851780479.76,1046696078.12,,6446819.44,,,,,,,,,,,,22193923.1,3559901.34,6351701.45,222727676.56,103050.46,,154296169.08,,,,1
163,300339.SZ,20201030,20210429,20200930,1,1,3,796410841.0,2864778256.0,-757897257.85,79632498.72,,316749418.23,19929852.6,19880282.64,1219114819.56,,69380638.93,,27300.0,333971649.38,,,,,,,,,4324101.6,2092661691.59,,,62621876.33,,,,,633996517.4,,,,,,152652559.24,12401631.03,986181014.18,9835862.38,77858611.17,,,2169015852.11,,,,,,,,,,,,,,,,,4261677543.7,503858464.82,380512998.0,,,,,,29617796.83,6094466.17,,,158874095.4,25464306.82,,,,,,,,,,,46963321.11,62002739.51,927597567.55,,,,,1751969.66,19052500.0,,524662934.48,,,,,,,,,,,,,,,,,1452260502.03,162988941.2,,,,-8596583.5,2818013625.17,2809417041.67,4261677543.7,,-1921771.5,,,,,,,,,,,8720927.51,152975829.74,1238995102.2,29617796.83,99556802.4,633996517.4,,65092013.97,,,,1
164,002769.SZ,20201030,20210429,20200930,1,1,3,373318054.0,255030524.77,710933425.13,81890189.36,,4204015450.67,6808628.95,,955613139.2,,250088165.63,,,160431306.17,,50049663.31,,,,,,,28497043.53,6315159852.1,,,,,,,78149033.14,9651525.42,,,,,,2307433.19,,,,74238244.71,,,297593538.84,,,,,,,,,,,,,,,,,6612753390.94,,2310223435.81,,,,47368382.51,,222317336.95,,,,4650421.81,107511649.9,,,,,,,,,,,4387617.36,1913863836.97,5186322341.83,,,,,,,,7060345.09,,,,,,,,,,,,,,,,,5193382686.92,,,,,130899.85,1419239804.17,1419370704.02,6612753390.94,,-1932389.09,,,,,,,,,,,43761822.25,142185716.28,955613139.2,222317336.95,615894632.39,9651525.42,,433813944.24,7060345.09,,,1
165,002217.SZ,20201028,20210429,20200930,1,1,3,3116416220.0,4495614113.41,4176361742.15,351606346.26,3570960.18,2522625718.54,17789600.27,,8554382559.96,,474724735.66,,,8317932145.18,,,,,,,,,2738332574.47,22720966871.35,,,19750199.36,1232183.13,,,203946581.89,4918103578.79,,,,,,438170806.76,425734738.51,2321589740.78,695718710.37,216932287.22,,332381125.38,10618782279.81,,,,,,,,,,,,,,,,,33339749151.16,601500000.0,6712412071.55,,,,,1336256022.31,5530843692.42,,,,204196769.83,239632390.59,,,,,,,,,,,1440300420.29,820000000.0,17042876940.57,994300314.46,,,,99697201.37,280480204.84,,2649623933.09,,,,,,,,,,,,,,,,,19692500873.66,,,,,1499097421.19,12148150856.31,13647248277.5,33339749151.16,,4581474.31,,,,,,,,,,,,96903566.87,8554382559.96,6867099714.73,95179537.27,4918103578.79,1045222327.62,662332006.71,673646212.42,,,1
166,000688.SZ,20201029,20210429,20200930,1,1,3,1137299314.0,188831724.36,1132151270.47,218031444.74,6585508.56,984770700.23,,,48527809.03,,11645892.87,,219071.09,60570551.69,,,,,,,,,12454682.84,1453304355.39,,,199083626.75,64103101.83,,,,908303307.17,,,,,,372038046.5,,,7082489.95,22366366.85,,242870295.68,2100173466.65,,,,,,,,,,,,,,,,,3553477822.04,,,,,,,,128120467.59,,,,22338760.32,24954313.55,531250.0,,,,,,,,,,,,462990307.58,695594732.41,,,25939698.72,7988907.1,1103690.3,,730627028.53,,,,,,,,,,,,,,,,,1193617336.11,469379801.03,,,,,2359860485.93,2359860485.93,3553477822.04,,-1201595.35,147542620.18,,,,,,,,,,,9427026.06,48527809.03,128120467.59,322235581.23,908303307.17,284326231.92,278149740.06,,,,1
167,002310.SZ,20201031,20210429,20200930,1,1,3,2685462004.0,1660460067.8,7272151716.09,751819695.18,4763147.41,991835839.01,,,9531078900.53,,113382782.14,,,524564078.69,,18013098.28,,,,,,,476205111.37,29201197918.73,,,272713433.08,7219884.0,,,10426764.31,1270760563.09,500059322.11,,,,,740569565.13,,2027578156.51,18960592.84,376936543.31,,2963791837.31,16599572298.68,,,,,,,,,,,,,,,,,45800770217.41,7392673995.87,4686392940.33,,,,,167993469.09,12490518270.22,,,,82736910.29,220993619.54,,110809060.37,,,,,,,,,1810304108.9,703372387.13,23996645466.4,578945248.0,,,,52397287.41,26256802.18,,8050273333.46,,,,,,,,,,,,,,,,,32046918799.86,,,,,1379194787.07,12374656630.48,13753851417.55,45800770217.41,,,,,,,,,,,,,16765392437.55,2536906234.12,9531078900.53,12658511739.31,768635904.5,1270760563.09,500059322.11,1297427526.78,,,,1
168,600834.SH,20201031,20201031,20200930,1,1,3,477381905.0,27897075.75,797967016.51,219895859.92,,632290115.54,,,26544672.5,,75217.46,13877500.0,,4942518.41,,1030000.0,,,,,,,13514754.63,714805933.37,,,162199500.53,240703.46,,,920945380.56,32178707.31,,,,,,,,,,1315663.8,,186120000.0,2017281320.28,,,,,,,,,,,,,,,,,2732087253.65,736000000.0,14000000.0,,,,,,33899348.76,9932992.97,,,6709645.74,19164053.63,7737925.15,482509.58,149665693.92,,,,,,,,6000000.0,18454.64,253865924.39,200000000.0,,,,1357586.58,,,937357586.58,,,,,,,,,,,,,,,,,1191223510.97,,,,,15420921.54,1525442821.14,1540863742.68,2732087253.65,,2300963.96,,,,,,,,,,,20123589.07,6255300.0,26544672.5,33899348.76,16285065.76,32178707.31,10277412.68,157886128.65,,,,1
169,000893.SZ,20201030,20210428,20200930,1,1,3,756903272.0,3764748702.52,-898378987.56,31563109.2,,416093875.02,,,50441585.8,,54026373.46,,,49934469.9,,,,,,,,,35582864.43,609210343.5,,,,,,,,782584274.44,61642107.65,,,,,2757737177.17,,,,954020.62,,,3602917579.88,,,,,,,,,,,,,,,,,4212127923.38,,,,,,,,139664065.84,,,,5132710.29,51511685.4,,,,,,,,,,,,15663.23,222081202.99,,,,,61537449.81,,,61537449.81,,,,,,,,,,,,,,,,,283618652.8,,,,,270005406.07,3658503864.51,3928509270.58,4212127923.38,,3667768.35,,,,,,,,,,,,6317074.38,50441585.8,139664065.84,3131174.89,782584274.44,61642107.65,19440003.85,,,,1
170,002502.SZ,20201031,20210428,20200930,1,1,3,857994639.0,1631629937.04,-1203540844.62,47784436.8,,431037297.41,15000000.0,,90380893.12,,142824156.81,,,21968634.6,,,,,,,,,23314154.2,809437891.79,,,97912712.59,56836775.16,,,,37574893.48,,,,,,140018246.84,,,65758711.53,20462824.89,,872916249.54,1438371946.95,,,,,,,,,,,,,,,,,2247809838.74,,,,,,,,31770975.49,,,,2591844.65,2403913.43,,,,,,,,,,,,,82120207.13,,,,,247485080.9,,,247485080.9,,,,,,,,,,,,,,,,,329605288.03,,,,,600213981.47,1317990569.24,1918204550.71,2247809838.74,,-15877598.98,,,,,,,,,,,,3915102.0,90380893.12,31770975.49,84912755.65,37574893.48,55883731.76,41438371.56,,,,1
171,601577.SH,20201030,20201030,20200930,1,2,3,3421554000.0,5900504000.0,18431562000.0,2021865000.0,,,86738367000.0,,,,,,,,,,,2421393000.0,,,,4097842000.0,,,,,,,,5172968000.0,,1585538000.0,,,,,,581360000.0,,,,3207633000.0,299451886000.0,,,50315855000.0,7466525000.0,,225330000.0,,,,,,,,,,,,,684249467000.0,,,14284844000.0,,11106155000.0,198179000.0,,,,6077475000.0,,792459000.0,1240639000.0,,,,,,,,,,,,,,108952405000.0,,,509883000.0,,,,,24392995000.0,230543000.0,465171211000.0,,6422980000.0,,,,,,,,,,,,639379768000.0,,7721936000.0,,,1349288000.0,43520411000.0,44869699000.0,684249467000.0,,31405000.0,5991585000.0,5991585000.0,,,,,,,,,,,,,,,,,,197197248000.0,25783772000.0,1
172,002573.SZ,20201031,20210424,20200930,1,1,3,1081272100.0,849545652.34,2394301895.36,347793669.99,49585.0,531426021.8,24000000.0,69020000.0,2598065859.47,,554115391.58,16683678.16,,2026388874.86,,,,,,,,,50415138.45,6410866248.09,,,598024657.45,,,,,2910215291.78,,,,,,372152100.22,100091691.18,94757351.42,32315386.59,111624744.24,,75749919.59,5262125981.36,,,,,,,,,,,,,,,,,11672992229.45,713204914.47,848218544.15,,,,,160737341.04,986490978.91,,,,29511923.22,203639027.16,,22848060.0,,,,,,,,,502057349.73,54404372.24,4980224422.54,796152389.48,,,,,340728435.05,,1850085739.0,,,,,,,,,,,,,,,,,6830310161.54,,,,,204292442.54,4638389625.37,4842682067.91,11672992229.45,,-34573277.32,,,,,,,,,,,270247156.26,1978342193.52,2667085859.47,1147228319.95,208335674.11,2910215291.78,899482730.89,216822692.57,,50000000.0,,1
