,ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,end_type,total_share,cap_rese,undistr_porfit,surplus_rese,special_rese,money_cap,trad_asset,notes_receiv,accounts_receiv,oth_receiv,prepayment,div_receiv,int_receiv,inventories,amor_exp,nca_within_1y,sett_rsrv,loanto_oth_bank_fi,premium_receiv,reinsur_receiv,reinsur_res_receiv,pur_resale_fa,oth_cur_assets,total_cur_assets,fa_avail_for_sale,htm_invest,lt_eqt_invest,invest_real_estate,time_deposits,oth_assets,lt_rec,fix_assets,cip,const_materials,fixed_assets_disp,produc_bio_assets,oil_and_gas_assets,intan_assets,r_and_d,goodwill,lt_amor_exp,defer_tax_assets,decr_in_disbur,oth_nca,total_nca,cash_reser_cb,depos_in_oth_bfi,prec_metals,deriv_assets,rr_reins_une_prem,rr_reins_outstd_cla,rr_reins_lins_liab,rr_reins_lthins_liab,refund_depos,ph_pledge_loans,refund_cap_depos,indep_acct_assets,client_depos,client_prov,transac_seat_fee,invest_as_receiv,total_assets,lt_borr,st_borr,cb_borr,depos_ib_deposits,loan_oth_bank,trading_fl,notes_payable,acct_payable,adv_receipts,sold_for_repur_fa,comm_payable,payroll_payable,taxes_payable,int_payable,div_payable,oth_payable,acc_exp,deferred_inc,st_bonds_payable,payable_to_reinsurer,rsrv_insur_cont,acting_trading_sec,acting_uw_sec,non_cur_liab_due_1y,oth_cur_liab,total_cur_liab,bond_payable,lt_payable,specific_payables,estimated_liab,defer_tax_liab,defer_inc_non_cur_liab,oth_ncl,total_ncl,depos_oth_bfi,deriv_liab,depos,agency_bus_liab,oth_liab,prem_receiv_adva,depos_received,ph_invest,reser_une_prem,reser_outstd_claims,reser_lins_liab,reser_lthins_liab,indept_acc_liab,pledge_borr,indem_payable,policy_div_payable,total_liab,treasury_share,ordin_risk_reser,forex_differ,invest_loss_unconf,minority_int,total_hldr_eqy_exc_min_int,total_hldr_eqy_inc_min_int,total_liab_hldr_eqy,lt_payroll_payable,oth_comp_income,oth_eqt_tools,oth_eqt_tools_p_shr,lending_funds,acc_receivable,st_fin_payable,payables,hfs_assets,hfs_sales,cost_fin_assets,fair_value_fin_assets,contract_assets,contract_liab,accounts_receiv_bill,accounts_pay,oth_rcv_total,fix_assets_total,cip_total,oth_pay_total,long_pay_total,debt_invest,oth_debt_invest,update_flag
0,001217.SZ,20210908,20210908,20200331,1,1,1,248900000.0,170730505.9,160022914.2,38145472.13,19620029.44,14020080.91,,,33160847.25,707682.46,26020875.42,,,59010052.09,,,,,,,,,147152.37,265432994.54,,,,,,,,503080554.5,24973300.85,821592.91,,,,50778254.36,,,47130074.39,12909907.1,,1524906.0,641218590.11,,,,,,,,,,,,,,,,,906651584.65,,40052055.57,,,,,9090000.0,102610180.62,,,,14180276.56,15538944.78,,14520000.0,3002210.4,,,,,,,,,2331226.63,219257407.09,,,,,3976069.48,45999186.41,,49975255.89,,,,,,,,,,,,,,,,,269232662.98,,,,,,637418921.67,637418921.67,906651584.65,,,,,,,,,,,,,,17932512.53,33160847.25,111700180.62,707682.46,503080554.5,25794893.76,17522210.4,,,,0
1,301046.SZ,20210105,20210105,20200331,1,1,1,112110000.0,96268775.16,134674967.31,14789432.83,,131094552.53,99511788.55,2327779.45,90944484.21,,7140110.39,,,49917928.94,,,,,,,,,20291277.5,495161501.33,,,,,,,,182174409.31,,,,,,307385.18,,,,6252896.87,,,188734691.36,,,,,,,,,,,,,,,,,683896192.69,,,,,,,85682245.3,131886939.29,,,,4931201.62,552012.04,,,,,,,,,,,,2943002.4,247878775.6,,,,,181200.4,77993041.89,,78174242.29,,,,,,,,,,,,,,,,,326053017.89,,,,,-0.5,357843175.3,357843174.8,683896192.69,,,,,,,,,,,,,88907858.09,20345580.0,93272263.66,217569184.59,4270740.24,182174409.31,,1537794.95,,,,1
2,301004.SZ,20210607,20210607,20200331,1,1,1,75000000.0,82688721.55,160975653.87,17222777.3,,133826501.28,,,37879907.35,,2845484.21,,,60462300.63,,,,,,,,,10283780.34,249078002.09,,,1069200.87,,,,,94297325.28,375903.54,,,,,55200913.72,,,3847366.35,822062.13,,1468298.0,157081069.89,,,,,,,,,,,,,,,,,406159071.98,,,,,,927737.55,,40233352.08,,,,12699331.27,7499722.19,,,1202852.88,,,,,,,,,,65583926.26,,,,,,3085989.03,,3085989.03,,,,,,,,,,,,,,,,,68669915.29,,,,,1297626.87,336191529.82,337489156.69,406159071.98,,304377.1,,,,,,,,,,,,3020930.29,37879907.35,40233352.08,3780028.28,94297325.28,375903.54,1202852.88,,,,1
3,301002.SZ,20210517,20210517,20200331,1,1,1,70890000.0,93319707.17,91380719.88,15918528.55,,73384611.48,,,144552509.19,,5547588.8,,,80240077.03,,,,,,,,,40039082.48,350371854.15,,,,,,,,,,,,,,1092365.63,,,,1494577.26,,2456324.43,47124340.74,,,,,,,,,,,,,,,,,397496194.89,,,,,,,,101183737.94,,,,8606168.26,8089384.82,,,,,,,,,,,,248223.67,124445205.7,,,,1542033.59,,,,1542033.59,,,,,,,,,,,,,,,,,125987239.29,,,,,,271508955.6,271508955.6,397496194.89,,,,,,,,,,,,,,6317691.01,144552509.19,101183737.94,3423589.18,42081073.42,,,,,,0
4,301092.SZ,20200824,20200824,20200331,1,1,1,100000000.0,13172717.31,126355517.45,22065589.62,1139806.88,31945031.91,,121351.66,66928656.6,3547075.63,2831711.83,,,100317436.71,,,,,,,,,1767185.17,220623897.38,,,,37869874.85,,,,123755817.41,3193861.27,,,,,9931689.19,,,1245802.86,3273361.92,,181500.43,180651907.93,,,,,,,,,,,,,,,,,401275805.31,,49416296.14,,,,,3540018.0,38934666.53,2336772.24,,,7204594.32,7898857.45,,,23498449.78,,,,,,,,,,138337605.84,,,,,27387.44,177180.77,,204568.21,,,,,,,,,,,,,,,,,138542174.05,,,,,,262733631.26,262733631.26,401275805.31,,,,,,,,,,,,,,5507951.38,67050008.26,42474684.53,3547075.63,123755817.41,3193861.27,23498449.78,,,,1
5,688739.SH,20200425,20200718,20200331,1,1,1,374800000.0,734444685.8,2384648206.35,187400000.0,,453451668.09,1016735200.42,,664663417.2,,37402291.8,,,244576244.79,,,,,,,,,303773633.56,2721707177.84,,,,,,,,419472523.06,446978380.38,,,,,125270724.06,,,4245425.13,15763256.33,,137652286.16,1286144854.24,,,,,,,,,,,,,,,,,4007852032.08,,,,,,,,81940945.3,,,,52880098.7,42143276.84,,,,,,,,,,,,,190890289.22,,,,,8225416.48,127438350.23,5084.0,135668850.71,,,,,,,,,,,,,,,,,326559139.93,,,,,,3681292892.15,3681292892.15,4007852032.08,,,,,,,,,,,,,,13524509.7,664663417.2,81940945.3,1104721.98,419472523.06,446978380.38,401458.68,,,,1
6,830799.BJ,20200501,20200501,20200331,1,1,1,65695500.0,7448439.38,62315838.11,17149757.53,,121169241.27,,,78587144.45,,579544.03,,,15657599.01,,,,,,,,,,217932225.26,,,,,,,,687685.65,50081118.05,,,,,90182.66,,,,2580831.12,,,53439817.48,,,,,,,,,,,,,,,,,271372042.74,21580780.33,70200257.09,,,,,,3428958.44,2051646.97,,,15722336.04,2853686.22,,,,,,,,,,,,,96129417.9,,,,,,,,21580780.33,,,,,,,,,,,,,,,,,117710198.23,,,,,1052309.49,152609535.02,153661844.51,271372042.74,,,,,,,,,,,,,,,78587144.45,3428958.44,1938696.5,687685.65,50081118.05,1872533.14,,,,1
7,834765.BJ,20200804,20200804,20200331,1,1,1,55700000.0,55598704.16,62068203.98,11390441.21,,123916493.59,3003336.67,232994.1,56025119.43,5204375.85,1541854.99,,,41233331.46,,,,,,,,,3382951.99,239148678.67,,,,,,,,45109726.8,,,478650.97,,,6046180.51,,,4294899.57,3853619.67,,1600780.55,61383858.07,,,,,,,,,,,,,,,,,300532536.74,22100000.0,7309702.92,,,,2176329.45,22977989.0,47826409.71,,,,7225384.04,1370399.74,,,1067343.65,,,,,,,,1909504.19,,92447679.0,,,,,,2383299.92,,24483299.92,,,,,,,,,,,,,,,,,116930978.92,,,,,,183601557.82,183601557.82,300532536.74,,-1155791.53,,,,,,,,,,,,584616.3,56258113.53,70804398.71,5204375.85,45588377.77,,1067343.65,,,,1
8,831445.BJ,20200428,20200428,20200331,1,1,1,94490800.0,5284683.58,85653808.85,19326691.06,,23739970.78,,,15568229.24,,1563106.53,,,36095693.57,,,,,,,,,4915398.25,84172782.8,,,,,,,,114364021.24,6534343.02,,,,,27932217.7,,,556933.63,4473118.91,,5656340.06,159516974.56,,,,,,,,,,,,,,,,,243689757.36,,,,,,,,26441579.91,868700.28,,,2897844.82,3520035.36,,,,,,,,,,,,,34586464.82,,,,298708.05,9726.51,10449699.13,,10758133.69,,,,,,,,,,,,,,,,,45344598.51,6410824.64,,,,0.0,198345158.85,198345158.85,243689757.36,,,,,,,,,,,,,,,15568229.24,26441579.91,2290384.43,114364021.24,6534343.02,858304.45,,,,0
9,832566.BJ,20200430,20200430,20200331,1,1,1,56758800.0,142792842.37,132269570.95,22682361.84,,24121926.48,90000000.0,20460214.74,98041882.51,,6734868.06,,,52801421.92,,,,,,,,,,293897794.07,,,500000.0,,,,,120967249.67,580784.43,,,1090790.68,,60498386.83,11922895.57,11301552.19,19911.5,5764162.18,,263200.0,212908933.05,,,,,,,,,,,,,,,,,506806727.12,,10039352.78,,,,,629000.0,16940670.6,1696622.85,,,1355671.79,12199384.82,,,,,,,,,,,,,79098436.53,,,,,8776769.65,60293443.15,,69070212.8,,,,,,,,,,,,,,,,,148168649.33,,,,,4134502.63,354503575.16,358638077.79,506806727.12,,,,,,,,,,,,,,,118502097.25,17569670.6,1737480.36,120967249.67,580784.43,36237733.69,,,,0
10,430489.BJ,20200429,20200429,20200331,1,1,1,63965200.0,57964574.89,91006739.87,18207263.55,899280.3,90695583.52,25000000.0,15454493.35,19543883.34,,2198292.51,,191668.49,8925555.34,,,,,,,,,7810918.08,174228433.06,,,,,,,,34220347.48,202413617.79,,,,,38764859.51,,,3433773.86,769076.36,,833869.28,280435544.28,,,,,,,,,,,,,,,,,454663977.34,107055894.5,9900000.0,,,,,,45283828.11,921741.75,,,2473504.86,3862123.76,150939.93,,,,,,,,,,,,66385598.75,,,,,,13719203.93,,156235319.98,,,,,,,,,,,,,,,,,222620918.73,,,,,,232043058.61,232043058.61,454663977.34,,,,,,,,,,,,,,,34998376.69,45283828.11,1500471.89,34220347.48,202413617.79,3944400.27,35460221.55,,,0
11,832735.BJ,20200501,20200501,20200331,1,1,1,45591000.0,83973604.68,143752938.66,17185088.29,,78036216.68,,36372830.13,89485428.31,,2648852.47,,,32056526.41,,,,,,,,,3000000.0,243669816.45,,,,,,,,75640896.01,45011226.71,,,,,20872047.8,,,287359.62,3612069.56,,534682.25,149958281.95,,,,,,,,,,,,,,,,,393628098.4,,33046055.61,,,,,5413015.79,20187819.33,417901.52,,,10059550.53,8037274.93,,,,,,,,,,,,,88620057.17,,,,,,14505409.6,,14505409.6,,,,,,,,,,,,,,,,,103125466.77,,,,,,290502631.63,290502631.63,393628098.4,,,,,,,,,,,,,,,125858258.44,25600835.12,2069962.45,75640896.01,45011226.71,11458439.46,,,,0
12,831010.BJ,20200430,20200430,20200331,1,1,1,182500000.0,19360000.0,119026823.37,21806503.35,1090267.22,86105899.92,,,60484340.05,,14485242.94,,,39131643.46,,,,,,,,,6354868.42,221670831.35,,,20940118.95,,,,,,,,,,,22781169.54,,1476815.23,,4086371.85,,,399307206.36,,,,,,,,,,,,,,,,,620978037.71,,30500000.0,,,,,,30005558.37,69846276.69,,,828140.96,5365747.48,,,,,,,,,,,10998000.0,,157173575.81,,,,,106316.16,113500000.0,,120020867.96,,,,,,,,,,,,,,,,,277194443.77,,,,,,343783593.94,343783593.94,620978037.71,,,,,,,,,,,,,,,60484340.05,30005558.37,8008836.56,186725014.77,163297716.02,9629852.31,6414551.8,,,0
13,831961.BJ,20200501,20200501,20200331,1,1,1,72550276.0,99429849.01,188646503.46,19571914.37,,63204477.74,,1485000.0,70504917.04,,6795243.21,,,57994726.05,,,,,,,,,8306730.55,210495752.74,,,6503195.46,,,,,52166983.61,,,,,,152119799.96,173420806.07,432187.65,2337789.62,4196284.71,,13997755.9,405174802.98,,,,,,,,,,,,,,,,,615670555.72,,39689409.08,,,,,971840.6,22006955.01,3652995.35,,,1623764.96,1578439.64,,,,,,,,,,,,,70936837.22,,,,,,164287984.52,,164287984.52,,,,,,,,,,,,,,,,,235224821.74,,,,,231384.75,380214349.23,380445733.98,615670555.72,,15806.39,,,,,,,,,,,,,71989917.04,22978795.61,2104658.15,52166983.61,,1413432.58,,,,0
14,832278.BJ,20200501,20200501,20200331,1,1,1,92500000.0,74187443.57,25806107.72,9962910.97,,27809898.64,,,26574278.19,,2894571.59,,,59819301.9,,,,,,,,,59283507.71,181396335.15,,,,,,,,56527012.36,3574757.98,,,,,6147367.8,,,1276400.3,803708.77,,2021198.0,70350445.21,,,,,,,,,,,,,,,,,251746780.36,,,,,,,,29029598.07,12492849.27,,,3905170.46,931096.47,,,,,,,,,,,,,47044364.99,,,,,,2245953.11,,2245953.11,,,,,,,,,,,,,,,,,49290318.1,,,,,,202456462.26,202456462.26,251746780.36,,,,,,,,,,,,,,,26574278.19,29029598.07,3666517.12,56527012.36,3574757.98,685650.72,,,,0
15,832317.BJ,20200501,20200501,20200331,1,1,1,118750000.0,64059761.03,136061518.82,14920543.86,,79315233.63,,,84087449.28,,41669096.19,,,23971564.11,,,,,,,,,67500.0,229943389.94,,,17975437.65,,,,,121150190.37,2358490.5,,,,,4366105.14,5191521.62,,5385540.8,772975.5,,,157200261.58,,,,,,,,,,,,,,,,,387143651.52,,34913915.61,,,,,,,,,,1818441.3,16535143.99,,,,,,,,,,,,,53351827.81,,,,,,,,,,,,,,,,,,,,,,,,,53351827.81,,,,,,333791823.71,333791823.71,387143651.52,,,,,,,,,,,,,,,84087449.28,,832546.73,121150190.37,2358490.5,84326.91,,,,0
16,430090.BJ,20200501,20200724,20200331,1,1,1,128333497.0,8157231.1,71178190.99,10852052.36,,42267958.39,,1700000.0,131274746.97,13200679.02,15814310.57,,,155014393.34,,,,,,,,,1998968.41,361271056.7,,,,,,,,2173586.65,,,,,,2861294.09,,9190474.65,68077.57,1954012.26,,,16437445.22,,,,,,,,,,,,,,,,,377708501.92,,40020000.0,,,,,,30388970.73,,,,1818260.07,20945670.5,,,6771678.25,,,,,,,,,1862907.24,158798070.22,,,,,184002.06,,,184002.06,,,,,,,,,,,,,,,,,158982072.28,,,,,205458.19,218520971.45,218726429.64,377708501.92,,,,,,,,,,,,,,56990583.43,132974746.97,30388970.73,13200679.02,2173586.65,,6771678.25,,,,0
17,830839.BJ,20200430,20200722,20200331,1,1,1,60000000.0,117331710.07,63861461.93,8814663.87,,23391232.03,,1716809.6,81448950.99,345743.0,1068028.49,,,77367259.64,,,,,,,,,,250814475.28,,,,3217544.84,,,,63440536.05,3356578.47,,,,,22689433.12,,,,,,2608370.26,97518062.74,,,,,,,,,,,,,,,,,348332538.02,,29000000.0,,,,,,41874945.74,,,,3942612.47,2387725.26,37034.25,,11360789.09,,,,,,,,,,93202034.16,,,,,842676.79,4279991.2,,5122667.99,,,,,,,,,,,,,,,,,98324702.15,,,,,,250007835.87,250007835.87,348332538.02,,,,,,,,,,,,,20459266.53,4598927.35,83165760.59,41874945.74,345743.0,63440536.05,3356578.47,11397823.34,,,,0
18,831370.BJ,20200428,20200428,20200331,1,1,1,246280000.0,127425.49,172964834.4,6221221.19,,45671965.66,,497377.23,289754937.88,,552065.86,,,22958752.53,,,,,,,,,528008.25,404405264.58,,,,,,,,218275016.75,,,,,,1466226.42,,11393573.55,2096405.93,984212.42,,116000.0,235331435.07,,,,,,,,,,,,,,,,,639736699.65,28500000.0,80500000.0,,,,,598000.0,33998245.25,,,,38275667.0,4163075.06,,,,,,,,,,,1805966.68,,169486333.36,,,,,128938.47,,,28628938.47,,,,,,,,,,,,,,,,,198115271.83,,,,,16027946.74,425593481.08,441621427.82,639736699.65,,,,,,,,,,,,,,,290252315.11,34596245.25,44442157.17,218275016.75,,10145379.37,,,,0
19,430047.BJ,20200430,20200430,20200331,1,1,1,213113454.0,20992119.44,-146379891.54,10618.7,,4656042.89,,,99906.01,,3983429.35,,,924782.22,,,,,,,,,6756288.39,16658746.38,,,,,,,,,,,,,,39788003.03,,,26543533.43,20341.33,,4527273.97,135777171.27,,,,,,,,,,,,,,,,,152435917.65,,,,,,,,1036433.65,10000000.0,,,20800.0,16618.31,,,,,,,,,,,,,20718802.15,,,,,445392.91,9293450.77,,9738843.68,,,,,,,,,,,,,,,,,30457645.83,,,,,31718078.14,90260193.68,121978271.82,152435917.65,,2523893.08,,,,,,,,,,,,,99906.01,1036433.65,238297.52,57406912.7,,9644950.19,,,,0
20,835508.BJ,20200501,20200501,20200331,1,1,1,40000000.0,19588566.69,65329813.04,10790296.35,,1127091.4,68642600.0,,58069708.09,,320388.98,,,21074951.16,,,,,,,,,1051831.78,152909889.76,,,,,,,,602999.09,,,,,,,,,627258.46,1217807.76,,,2448065.31,,,,,,,,,,,,,,,,,155357955.07,,,,,,,,8309635.77,10501017.68,,,689145.88,6655.03,,,,,,,,,,,,,19627888.99,,,,,21390.0,,,21390.0,,,,,,,,,,,,,,,,,19649278.99,,,,,,135708676.08,135708676.08,155357955.07,,,,,,,,,,,,,,,58069708.09,8309635.77,1623318.35,602999.09,,121434.63,,,,0
21,834415.BJ,20200501,20200514,20200331,1,1,1,99141987.0,106261095.51,12510342.17,,,46218203.65,,1400000.0,172268031.87,,8320303.24,,,38539567.36,,,,,,,,,229566.69,272097904.59,,,,,,,,25162377.74,28854.89,,,,,4142032.76,,45390432.79,485102.04,7779092.78,,,82987893.0,,,,,,,,,,,,,,,,,355085797.59,,22000000.0,,,,,,20437133.42,23075696.54,,,11725272.92,18868696.78,,,,,,,,,,,,,136762581.23,,,,,425660.05,,,425660.05,,,,,,,,,,,,,,,,,137188241.28,,,,,-15868.37,217913424.68,217897556.31,355085797.59,,,,,,,,,,,,,,,173668031.87,20437133.42,5122231.78,25162377.74,28854.89,40655781.57,,,,0
22,835640.BJ,20200430,20200529,20200331,1,1,1,78864000.0,33075416.72,150243823.94,38526335.74,,67222995.59,,68470045.91,225563365.62,2650167.99,782365.14,214500.0,,76610610.02,,,,,,,,,77292.87,462818745.73,,,9945387.42,,,,,82739097.2,11456962.44,,,,,13370804.3,,,547660.16,3943888.5,,7793344.34,134048367.52,,,,,,,,,,,,,,,,,596867113.25,3000000.0,57854665.54,,,,,77694641.58,111132413.51,,,,8488916.01,3541966.75,17812.5,,1457308.78,,,,,,,,1099121.95,267022.63,263639968.26,,,-6820221.43,,,15310333.34,,14852388.7,,,,,,,,,,,,,,,,,278492356.96,,,,,17430681.95,300944074.34,318374756.29,596867113.25,,234497.94,,,,,,,,,,,,2086099.01,294033411.53,188827055.09,2864667.99,82739097.2,11456962.44,1475121.28,-6820221.43,,,0
23,838163.BJ,20200501,20200501,20200331,1,1,1,110895000.0,49589785.62,71040895.63,11827699.86,,69147585.3,,,20995069.49,,1627467.29,,,59498541.12,,,,,,,,,6290947.58,158635562.82,,,,,,,,75684441.17,13124139.36,,,,,9154651.9,,,490677.61,240621.79,,31566561.07,130261092.9,,,,,,,,,,,,,,,,,288896655.72,,10000000.0,,,,,,23586753.03,,,,2263846.48,1671730.12,14620.83,,,,,,,,,,,,42209609.27,,,,,3333665.34,,,3333665.34,,,,,,,,,,,,,,,,,45543274.61,,,,,,243353381.11,243353381.11,288896655.72,,,,,,,,,,,,,,4621349.37,20995069.49,23586753.03,1075952.04,75684441.17,13124139.36,65930.27,,,,0
24,833994.BJ,20200501,20200501,20200331,1,1,1,59050000.0,284926690.08,353817078.4,4158551.21,,294550030.06,,,566616619.34,,16368132.33,,,256877257.13,,,,,,,,,61118699.61,1209852393.16,,,,,,,,527619131.97,148515807.45,,,,,99752147.97,,23246143.77,16140236.54,30380671.62,,16491278.01,862145417.33,,,,,,,,,,,,,,,,,2071997810.49,22216910.42,300787591.86,,,,,35776511.45,688950752.48,9437014.41,,,37526493.5,16423698.03,1965403.76,10308773.6,26537680.06,,,,,,,,23603969.16,28831670.55,1180149558.86,,,,,900966.6,50777508.21,,73895385.23,,,,,,,,,,,,,,,,,1254044944.09,,,,,110872478.83,707080387.57,817952866.4,2071997810.49,,5128067.88,,,,,,,,,,,,,566616619.34,724727263.93,10788383.12,527619131.97,148515807.45,38811857.42,,,,0
25,836826.BJ,20200501,20200804,20200331,1,1,1,45725000.0,394209.85,30851283.2,16051097.04,,15952701.23,10318341.92,,37771567.88,303739.16,2587840.33,,,27114400.35,,,,,,,,,771921.42,94820512.29,,,,,,,,40583960.37,451327.44,,,,,1458299.69,,,,139538.48,,17500.0,42650625.98,,,,,,,,,,,,,,,,,137471138.27,,25000000.0,,,,,,9272610.99,,,,1232670.07,1023769.71,,,5218446.6,,,,,,,,,,43911959.26,,,,,,,,0.0,,,,,,,,,,,,,,,,,43911959.26,,,,,453082.48,93106096.53,93559179.01,137471138.27,,84506.44,,,,,,,,,,,,2164461.89,37771567.88,9272610.99,303739.16,40583960.37,451327.44,5218446.6,,,,0
26,836149.BJ,20200430,20200430,20200331,1,1,1,27620000.0,25952082.63,25054312.95,3078100.37,,37347927.96,,,125092921.51,,3126477.23,,,26193151.55,,,,,,,,,6387869.28,212196545.94,,,,,,,,61576754.97,,,,,,,,,18520034.74,6223143.11,,500000.0,86819932.82,,,,,,,,,,,,,,,,,299016478.76,,51124000.0,,,,,,61625873.79,,,,2361385.81,3549728.11,,,,,,,,,,,18114146.9,1614108.29,145393033.19,10818862.84,,,,,,,14728378.98,,,,,,,,,,,,,,,,,160121412.17,,,,,57383805.87,81511260.72,138895066.59,299016478.76,,-193235.23,,,,,,,,,,,,5227256.61,125092921.51,61625873.79,3707198.41,61576754.97,,1776533.68,3909516.14,,,0
27,834475.BJ,20200429,20200429,20200331,1,1,1,42900000.0,61444928.48,69986207.97,8666084.67,,45739825.6,25000000.0,25580719.28,63226458.7,,17401718.88,,,69470184.48,,,,,,,,,574528.3,249902359.49,,,,,,,,25846029.96,,,,,,6443045.41,,,,2473244.4,,,36762319.77,,,,,,,,,,,,,,,,,286664679.26,,40900000.0,,,,,1342000.0,13240981.73,38716509.55,,,1104763.25,2683507.17,,,,,,,,,,,,,97987761.7,,,,,195694.87,5484001.57,,5679696.44,,,,,,,,,,,,,,,,,103667458.14,,,,,,182997221.12,182997221.12,286664679.26,,,,,,,,,,,,,,,88807177.98,14582981.73,2462815.06,25846029.96,,,,,,0
28,836263.BJ,20200501,20200501,20200331,1,1,1,104970000.0,22363271.09,127237396.23,23875994.74,,12318928.54,,26865794.0,174917195.08,,3593057.84,,,175219894.21,,,,,,,,,1615078.35,453111986.35,,,,,,,,4642820.59,,,,,,903140.85,,,2810215.56,5569080.79,,,15925257.79,,,,,,,,,,,,,,,,,469037244.14,20000000.0,78343000.0,,,,,1500000.0,80790005.2,,,,5257509.16,2485894.36,,,,,,,,,,,,,170590582.08,,,,,,,,20000000.0,,,,,,,,,,,,,,,,,190590582.08,,,,,,278446662.06,278446662.06,469037244.14,,,,,,,,,,,,,,,201782989.08,82290005.2,14660765.83,4642820.59,,2214173.36,,,,0
29,836433.BJ,20200428,20200428,20200331,1,1,1,109105601.0,1250831.36,118565510.53,17025811.85,,17489528.29,97209970.64,14699193.83,35303238.17,,15566487.91,,,49774630.93,,,,,,,,,,237448031.24,,,,,,,,71793352.18,,,,,,23801692.51,,,243208.51,499609.31,,28784683.14,128147663.02,,,,,,,,,,,,,,,,,365595694.26,,45790000.0,,,,,,9966872.8,4907215.83,,,2484016.97,1089899.24,,,,,,,,,,,,,73958454.82,,,,,109701.31,,172533.45,45689484.7,,,,,,,,,,,,,,,,,119647939.52,,,,,,245947754.74,245947754.74,365595694.26,,,,,,,,,,,,,,,50002432.0,9966872.8,7404981.47,71793352.18,3025117.37,9720449.98,45407249.94,,,0
30,839729.BJ,20200430,20200430,20200331,1,1,1,76900000.0,193104316.58,296271550.36,41379527.7,,156195022.8,,7372586.4,81605078.75,,688053.0,,,40989734.65,,,,,,,,,200924666.67,491358136.77,,,,,,,,174133898.08,12368767.23,,,,,8396980.7,,,,2507007.5,,8213924.63,205620578.14,,,,,,,,,,,,,,,,,696978714.91,,,,,,,,41045996.14,7077417.94,,,7665546.04,3400166.52,,,,,,,,,,,,,60047389.82,,,,,,29275930.45,,29275930.45,,,,,,,,,,,,,,,,,89323320.27,,,,,,607655394.64,607655394.64,696978714.91,,,,,,,,,,,,,,,88977665.15,41045996.14,3582994.5,174133898.08,12368767.23,858263.18,,,,0
31,835184.BJ,20200501,20200501,20200331,1,1,1,100340000.0,132227939.63,141710367.47,25941409.15,,11726717.26,48680000.0,,292740917.29,,10377721.94,,,3734971.24,,,,,,,,,,402152700.25,,,,,,,,12064350.02,,,,,,511931.39,,,408124.25,7657344.31,,,20691749.97,,,,,,,,,,,,,,,,,422844450.22,,,,,,,,4315560.1,5346557.03,,,6433040.75,3827346.4,,,,,,,,,,,,,22068282.99,,,,556450.98,,,,556450.98,,,,,,,,,,,,,,,,,22624733.97,,,,,,400219716.25,400219716.25,422844450.22,,,,,,,,,,,,,,,292740917.29,4315560.1,34892372.52,12064350.02,,2145778.71,,,,0
32,837344.BJ,20200501,20200917,20200331,1,1,1,110500000.0,62904700.09,126039313.86,18894159.93,,177737154.35,,18792304.88,91425073.66,,1688064.51,,,18948893.63,,,,,,,,,1429883.26,310254098.02,,,,,,,,,,,,,,5354476.9,,,1166492.65,886365.71,,,93507596.84,,,,,,,,,,,,,,,,,403761694.86,14003495.98,4639886.01,,,,,,13083216.25,,,,6390483.6,10050441.44,,,,,,,,,,,1500000.0,,68396755.62,,,,,,2603321.07,,17026765.36,,,,,,,,,,,,,,,,,85423520.98,,,,,,318338173.88,318338173.88,403761694.86,,,,,,,,,,,,,,870699.88,110217378.54,13083216.25,232723.73,86100261.58,,31862028.44,419948.31,,,0
33,839167.BJ,20200501,20200501,20200331,1,1,1,45400000.0,16782351.89,67788040.56,7145187.62,,18460563.92,,56757550.56,136496906.75,,897189.19,,,18316402.95,,,,,,,,,,281779067.83,,,,,,,,36159937.09,,,,,,3313861.18,,,1741230.76,1846224.78,,,43061253.81,,,,,,,,,,,,,,,,,324840321.64,,95010757.13,,,,,24600000.0,59321126.74,,,,1441984.16,5521992.73,858435.72,,,,,,,,,,,,187724741.57,,,,,,,,,,,,,,,,,,,,,,,,,187724741.57,,,,,,137115580.07,137115580.07,324840321.64,,,,,,,,,,,,,,,193254457.31,83921126.74,2307838.1,36159937.09,,1828880.81,,,,0
34,833509.BJ,20200501,20200905,20200331,1,1,1,82200000.0,3453425.86,33468985.27,13421830.53,,26307412.59,39240000.0,1410660.85,5178839.06,,407177.45,,,28794508.73,,,,,,,,,1311016.59,102852994.77,,,,,,,,,,,,,,22286485.04,,,50000.0,894573.14,,460000.0,58795210.19,,,,,,,,,,,,,,,,,161648204.96,,,,,,,1000000.0,7818714.34,,,,28641.95,375140.86,,,,,,,,,,,,,27078492.24,,,,,,1553189.95,,1553189.95,,,,,,,,,,,,,,,,,28631682.19,,,,,472281.11,132544241.66,133016522.77,161648204.96,,,,,,,,,,,,,,17766534.06,6589499.91,8818714.34,203379.5,10620653.6,24483498.41,89461.03,,,,0
