,p03563_f001,p03563_f002,p03563_f003,p03563_f004,date
2481,2009-06-30,000800.SZ,一汽解放,0.27000000,20090630
2482,2009-06-30,600123.SH,兰花科创,0.26000000,20090630
2483,2009-06-30,600675.SH,中华企业,0.26000000,20090630
2484,2009-06-30,000562.SZ,宏源证券,0.26000000,20090630
2485,2009-06-30,600881.SH,亚泰集团,0.26000000,20090630
2486,2009-06-30,601001.SH,晋控煤业,0.26000000,20090630
2487,2009-06-30,000338.SZ,潍柴动力,0.25000000,20090630
2488,2009-06-30,600808.SH,马钢股份,0.25000000,20090630
2489,2009-06-30,600997.SH,开滦股份,0.25000000,20090630
2490,2009-06-30,600887.SH,伊利股份,0.25000000,20090630
2491,2009-06-30,601111.SH,中国国航,0.24000000,20090630
2492,2009-06-30,600362.SH,江西铜业,0.24000000,20090630
2493,2009-06-30,600001.SH,邯郸钢铁,0.24000000,20090630
2494,2009-06-30,600875.SH,东方电气,0.24000000,20090630
2495,2009-06-30,600655.SH,豫园股份,0.24000000,20090630
2496,2009-06-30,000895.SZ,双汇发展,0.23000000,20090630
2497,2009-06-30,600100.SH,同方股份,0.23000000,20090630
2498,2009-06-30,600690.SH,海尔智家,0.23000000,20090630
2499,2009-06-30,600196.SH,复星医药,0.23000000,20090630
2500,2009-06-30,000768.SZ,中航西飞,0.23000000,20090630
2501,2009-06-30,600029.SH,南方航空,0.22000000,20090630
2502,2009-06-30,600717.SH,天津港,0.22000000,20090630
2503,2009-06-30,601866.SH,中远海发,0.22000000,20090630
2504,2009-06-30,600068.SH,葛洲坝,0.22000000,20090630
2505,2009-06-30,600010.SH,包钢股份,0.22000000,20090630
2506,2009-06-30,000031.SZ,大悦城,0.22000000,20090630
2507,2009-06-30,600153.SH,建发股份,0.22000000,20090630
2508,2009-06-30,600663.SH,陆家嘴,0.22000000,20090630
2509,2009-06-30,600331.SH,宏达股份,0.21000000,20090630
2510,2009-06-30,000009.SZ,中国宝安,0.21000000,20090630
2511,2009-06-30,601808.SH,中海油服,0.21000000,20090630
2512,2009-06-30,600694.SH,大商股份,0.21000000,20090630
2513,2009-06-30,601588.SH,北辰实业,0.21000000,20090630
2514,2009-06-30,600208.SH,衢州发展,0.20000000,20090630
2515,2009-06-30,600741.SH,华域汽车,0.20000000,20090630
2516,2009-06-30,600111.SH,北方稀土,0.20000000,20090630
2517,2009-06-30,600188.SH,兖矿能源,0.20000000,20090630
2518,2009-06-30,000046.SZ,*ST泛海,0.19000000,20090630
2519,2009-06-30,000100.SZ,TCL科技,0.19000000,20090630
2520,2009-06-30,600598.SH,北大荒,0.19000000,20090630
2521,2009-06-30,600811.SH,东方集团,0.19000000,20090630
2522,2009-06-30,600664.SH,哈药股份,0.19000000,20090630
2523,2009-06-30,000933.SZ,神火股份,0.19000000,20090630
2524,2009-06-30,600500.SH,中化国际,0.18000000,20090630
2525,2009-06-30,600528.SH,中铁工业,0.18000000,20090630
2526,2009-06-30,000039.SZ,中集集团,0.18000000,20090630
2527,2009-06-30,600611.SH,大众交通,0.18000000,20090630
2528,2009-06-30,600631.SH,百联股份,0.18000000,20090630
2529,2009-06-30,600643.SH,爱建集团,0.18000000,20090630
2530,2009-06-30,600660.SH,福耀玻璃,0.18000000,20090630
2531,2009-06-30,600150.SH,中国船舶,0.18000000,20090630
2532,2009-06-30,600026.SH,中远海能,0.17000000,20090630
2533,2009-06-30,000932.SZ,华菱钢铁,0.17000000,20090630
2534,2009-06-30,601872.SH,招商轮船,0.17000000,20090630
2535,2009-06-30,600058.SH,五矿发展,0.17000000,20090630
2536,2009-06-30,600688.SH,上海石化,0.17000000,20090630
2537,2009-06-30,000652.SZ,泰达股份,0.17000000,20090630
2538,2009-06-30,600497.SH,驰宏锌锗,0.17000000,20090630
2539,2009-06-30,000725.SZ,京东方A,0.16000000,20090630
2540,2009-06-30,600748.SH,上实发展,0.16000000,20090630
2541,2009-06-30,000027.SZ,深圳能源,0.16000000,20090630
2542,2009-06-30,600596.SH,新安股份,0.16000000,20090630
2543,2009-06-30,000538.SZ,云南白药,0.16000000,20090630
2544,2009-06-30,600220.SH,ST阳光,0.16000000,20090630
2545,2009-06-30,600256.SH,广汇能源,0.16000000,20090630
2546,2009-06-30,000729.SZ,燕京啤酒,0.16000000,20090630
2547,2009-06-30,000718.SZ,苏宁环球,0.16000000,20090630
2548,2009-06-30,000423.SZ,东阿阿胶,0.16000000,20090630
2549,2009-06-30,600037.SH,歌华有线,0.16000000,20090630
2550,2009-06-30,000960.SZ,锡业股份,0.16000000,20090630
2551,2009-06-30,000686.SZ,东北证券,0.16000000,20090630
2552,2009-06-30,600601.SH,方正科技,0.16000000,20090630
2553,2009-06-30,000488.SZ,晨鸣纸业,0.15000000,20090630
2554,2009-06-30,600600.SH,青岛啤酒,0.15000000,20090630
2555,2009-06-30,600108.SH,亚盛集团,0.15000000,20090630
2556,2009-06-30,600812.SH,华北制药,0.15000000,20090630
2557,2009-06-30,000897.SZ,津滨发展,0.15000000,20090630
2558,2009-06-30,600062.SH,华润双鹤,0.15000000,20090630
2559,2009-06-30,600432.SH,退市吉恩,0.15000000,20090630
2560,2009-06-30,600428.SH,中远海特,0.15000000,20090630
2561,2009-06-30,000959.SZ,首钢股份,0.15000000,20090630
2562,2009-06-30,000667.SZ,ST美置,0.14000000,20090630
2563,2009-06-30,600653.SH,申华控股,0.14000000,20090630
2564,2009-06-30,000680.SZ,山推股份,0.14000000,20090630
2565,2009-06-30,600096.SH,云天化,0.14000000,20090630
2566,2009-06-30,000401.SZ,冀东水泥,0.14000000,20090630
2567,2009-06-30,000969.SZ,安泰科技,0.14000000,20090630
2568,2009-06-30,600269.SH,赣粤高速,0.14000000,20090630
2569,2009-06-30,600886.SH,国投电力,0.14000000,20090630
2570,2009-06-30,600266.SH,城建发展,0.14000000,20090630
2571,2009-06-30,000778.SZ,新兴铸管,0.13000000,20090630
2572,2009-06-30,600143.SH,金发科技,0.13000000,20090630
2573,2009-06-30,600170.SH,上海建工,0.13000000,20090630
2574,2009-06-30,600271.SH,航天信息,0.13000000,20090630
2575,2009-06-30,600638.SH,新黄浦,0.13000000,20090630
2576,2009-06-30,600674.SH,川投能源,0.13000000,20090630
2577,2009-06-30,600737.SH,中粮糖业,0.13000000,20090630
2578,2009-06-30,600820.SH,隧道股份,0.13000000,20090630
2579,2009-06-30,600839.SH,四川长虹,0.13000000,20090630
2580,2009-06-30,600859.SH,王府井,0.13000000,20090630
2581,2009-06-30,600879.SH,航天电子,0.13000000,20090630
2582,2009-06-30,601918.SH,新集能源,0.13000000,20090630
2583,2009-06-30,000012.SZ,南玻A,0.13000000,20090630
2584,2009-06-30,000422.SZ,湖北宜化,0.13000000,20090630
2585,2009-06-30,000528.SZ,柳工,0.13000000,20090630
2586,2009-06-30,000690.SZ,宝新能源,0.13000000,20090630
2587,2009-06-30,000758.SZ,中色股份,0.13000000,20090630
2588,2009-06-30,000783.SZ,长江证券,0.13000000,20090630
2589,2009-06-30,002128.SZ,电投能源,0.13000000,20090630
2590,2009-06-30,000625.SZ,长安汽车,0.12000000,20090630
2591,2009-06-30,000968.SZ,蓝焰控股,0.12000000,20090630
2592,2009-06-30,000539.SZ,粤电力A,0.12000000,20090630
2593,2009-06-30,600022.SH,山东钢铁,0.12000000,20090630
2594,2009-06-30,600779.SH,水井坊,0.12000000,20090630
2595,2009-06-30,000807.SZ,云铝股份,0.12000000,20090630
2596,2009-06-30,600008.SH,首创环保,0.12000000,20090630
2597,2009-06-30,600125.SH,铁龙物流,0.12000000,20090630
2598,2009-06-30,600132.SH,重庆啤酒,0.12000000,20090630
2599,2009-06-30,000717.SZ,中南股份,0.12000000,20090630
2600,2009-06-30,600219.SH,南山铝业,0.12000000,20090630
2601,2009-06-30,000089.SZ,深圳机场,0.11000000,20090630
2602,2009-06-30,601991.SH,大唐发电,0.11000000,20090630
2603,2009-06-30,000021.SZ,深科技,0.11000000,20090630
2604,2009-06-30,000061.SZ,农产品,0.11000000,20090630
2605,2009-06-30,600549.SH,厦门钨业,0.11000000,20090630
2606,2009-06-30,600508.SH,上海能源,0.11000000,20090630
2607,2009-06-30,600456.SH,宝钛股份,0.11000000,20090630
2608,2009-06-30,000301.SZ,东方盛虹,0.11000000,20090630
2609,2009-06-30,600357.SH,承德钒钛,0.11000000,20090630
2610,2009-06-30,600158.SH,中体产业,0.11000000,20090630
2611,2009-06-30,600110.SH,诺德股份,0.11000000,20090630
2612,2009-06-30,600087.SH,退市长油,0.11000000,20090630
2613,2009-06-30,000900.SZ,现代投资,0.11000000,20090630
2614,2009-06-30,000917.SZ,电广传媒,0.11000000,20090630
2615,2009-06-30,600835.SH,上海机电,0.11000000,20090630
2616,2009-06-30,600117.SH,西宁特钢,0.10000000,20090630
2617,2009-06-30,600066.SH,宇通客车,0.10000000,20090630
2618,2009-06-30,600588.SH,用友网络,0.10000000,20090630
2619,2009-06-30,600307.SH,酒钢宏兴,0.10000000,20090630
2620,2009-06-30,600804.SH,*ST鹏博,0.10000000,20090630
2621,2009-06-30,600236.SH,桂冠电力,0.10000000,20090630
2622,2009-06-30,600251.SH,冠农股份,0.10000000,20090630
2623,2009-06-30,600027.SH,华电国际,0.10000000,20090630
2624,2009-06-30,600426.SH,华鲁恒升,0.10000000,20090630
2625,2009-06-30,600109.SH,国金证券,0.10000000,20090630
2626,2009-06-30,002001.SZ,新和成,0.10000000,20090630
2627,2009-06-30,600418.SH,江淮汽车,0.10000000,20090630
2628,2009-06-30,600210.SH,紫江企业,0.10000000,20090630
2629,2009-06-30,002155.SZ,湖南黄金,0.09000000,20090630
2630,2009-06-30,600098.SH,广州发展,0.09000000,20090630
2631,2009-06-30,002202.SZ,金风科技,0.09000000,20090630
2632,2009-06-30,000503.SZ,国新健康,0.09000000,20090630
2633,2009-06-30,600004.SH,白云机场,0.09000000,20090630
2634,2009-06-30,600616.SH,金枫酒业,0.09000000,20090630
2635,2009-06-30,600569.SH,安阳钢铁,0.09000000,20090630
2636,2009-06-30,000951.SZ,中国重汽,0.09000000,20090630
2637,2009-06-30,600747.SH,退市大控,0.09000000,20090630
2638,2009-06-30,600085.SH,同仁堂,0.09000000,20090630
2639,2009-06-30,000793.SZ,华闻集团,0.09000000,20090630
2640,2009-06-30,600221.SH,海航控股,0.08000000,20090630
2641,2009-06-30,600639.SH,浦东金桥,0.08000000,20090630
2642,2009-06-30,600308.SH,华泰股份,0.08000000,20090630
2643,2009-06-30,600183.SH,生益科技,0.08000000,20090630
2644,2009-06-30,600316.SH,洪都航空,0.08000000,20090630
2645,2009-06-30,600350.SH,山东高速,0.08000000,20090630
2646,2009-06-30,600685.SH,中船防务,0.08000000,20090630
2647,2009-06-30,600151.SH,航天机电,0.08000000,20090630
2648,2009-06-30,600961.SH,株冶集团,0.08000000,20090630
2649,2009-06-30,600837.SH,海通证券,0.08000000,20090630
2650,2009-06-30,600033.SH,福建高速,0.08000000,20090630
2651,2009-06-30,000088.SZ,盐田港,0.08000000,20090630
2652,2009-06-30,002152.SZ,广电运通,0.08000000,20090630
2653,2009-06-30,600770.SH,综艺股份,0.08000000,20090630
2654,2009-06-30,000876.SZ,新希望,0.08000000,20090630
2655,2009-06-30,600006.SH,东风股份,0.08000000,20090630
2656,2009-06-30,000829.SZ,天音控股,0.08000000,20090630
2657,2009-06-30,600115.SH,中国东航,0.08000000,20090630
2658,2009-06-30,000822.SZ,山东海化,0.08000000,20090630
2659,2009-06-30,002097.SZ,山河智能,0.08000000,20090630
2660,2009-06-30,600282.SH,南钢股份,0.08000000,20090630
2661,2009-06-30,000612.SZ,焦作万方,0.08000000,20090630
2662,2009-06-30,000927.SZ,中国铁物,0.07000000,20090630
2663,2009-06-30,600376.SH,首开股份,0.07000000,20090630
2664,2009-06-30,600978.SH,*ST宜生,0.07000000,20090630
2665,2009-06-30,600118.SH,中国卫星,0.07000000,20090630
2666,2009-06-30,600102.SH,莱钢股份,0.07000000,20090630
2667,2009-06-30,000912.SZ,泸天化,0.07000000,20090630
2668,2009-06-30,600780.SH,通宝能源,0.07000000,20090630
2669,2009-06-30,600021.SH,上海电力,0.07000000,20090630
2670,2009-06-30,600020.SH,中原高速,0.07000000,20090630
2671,2009-06-30,600017.SH,日照港,0.07000000,20090630
2672,2009-06-30,600595.SH,中孚实业,0.07000000,20090630
2673,2009-06-30,600591.SH,*ST上航,0.07000000,20090630
2674,2009-06-30,000059.SZ,华锦股份,0.07000000,20090630
2675,2009-06-30,600809.SH,山西汾酒,0.07000000,20090630
2676,2009-06-30,002146.SZ,荣盛发展,0.06000000,20090630
2677,2009-06-30,000559.SZ,万向钱潮,0.06000000,20090630
2678,2009-06-30,601003.SH,柳钢股份,0.06000000,20090630
2679,2009-06-30,600380.SH,健康元,0.06000000,20090630
2680,2009-06-30,600299.SH,安迪苏,0.06000000,20090630
2681,2009-06-30,600863.SH,内蒙华电,0.06000000,20090630
2682,2009-06-30,600270.SH,外运发展,0.06000000,20090630
2683,2009-06-30,600007.SH,中国国贸,0.05000000,20090630
2684,2009-06-30,000543.SZ,皖能电力,0.05000000,20090630
2685,2009-06-30,600597.SH,光明乳业,0.05000000,20090630
2686,2009-06-30,000767.SZ,晋控电力,0.05000000,20090630
2687,2009-06-30,000755.SZ,山西高速,0.05000000,20090630
2688,2009-06-30,600761.SH,安徽合力,0.05000000,20090630
2689,2009-06-30,000728.SZ,国元证券,0.05000000,20090630
2690,2009-06-30,600548.SH,深高速,0.04000000,20090630
2691,2009-06-30,601005.SH,重庆钢铁,0.04000000,20090630
2692,2009-06-30,600874.SH,创业环保,0.04000000,20090630
2693,2009-12-31,600036.SH,招商银行,3.54000000,20091231
2694,2009-12-31,601328.SH,交通银行,3.04000000,20091231
2695,2009-12-31,601318.SH,中国平安,2.83000000,20091231
2696,2009-12-31,600016.SH,民生银行,2.67000000,20091231
2697,2009-12-31,600030.SH,中信证券,2.64000000,20091231
2698,2009-12-31,601166.SH,兴业银行,2.53000000,20091231
2699,2009-12-31,601088.SH,中国神华,2.06000000,20091231
2700,2009-12-31,600000.SH,浦发银行,2.05700000,20091231
2701,2009-12-31,000002.SZ,万科A,1.87000000,20091231
2702,2009-12-31,601169.SH,北京银行,1.51000000,20091231
2703,2009-12-31,601601.SH,中国太保,1.44000000,20091231
2704,2009-12-31,601398.SH,工商银行,1.43000000,20091231
2705,2009-12-31,600837.SH,海通证券,1.41000000,20091231
2706,2009-12-31,000001.SZ,平安银行,1.35500000,20091231
2707,2009-12-31,600519.SH,贵州茅台,1.15000000,20091231
2708,2009-12-31,600050.SH,中国联通,1.11000000,20091231
2709,2009-12-31,000858.SZ,五粮液,1.08000000,20091231
2710,2009-12-31,600028.SH,中国石化,1.05000000,20091231
2711,2009-12-31,600900.SH,长江电力,1.05000000,20091231
2712,2009-12-31,002024.SZ,ST易购,1.04000000,20091231
2713,2009-12-31,601939.SH,建设银行,1.00000000,20091231
2714,2009-12-31,601857.SH,中国石油,0.93000000,20091231
2715,2009-12-31,600019.SH,宝钢股份,0.91000000,20091231
2716,2009-12-31,000983.SZ,山西焦煤,0.87000000,20091231
2717,2009-12-31,601628.SH,中国人寿,0.85000000,20091231
2718,2009-12-31,000063.SZ,中兴通讯,0.74000000,20091231
2719,2009-12-31,601006.SH,大秦铁路,0.72000000,20091231
2720,2009-12-31,000651.SZ,格力电器,0.68000000,20091231
2721,2009-12-31,600739.SH,辽宁成大,0.61000000,20091231
2722,2009-12-31,600089.SH,特变电工,0.61000000,20091231
2723,2009-12-31,600104.SH,上汽集团,0.61000000,20091231
2724,2009-12-31,601390.SH,中国中铁,0.58000000,20091231
2725,2009-12-31,601919.SH,中远海控,0.57000000,20091231
2726,2009-12-31,600048.SH,保利发展,0.56000000,20091231
2727,2009-12-31,000898.SZ,鞍钢股份,0.53000000,20091231
2728,2009-12-31,000527.SZ,美的电器,0.52000000,20091231
2729,2009-12-31,600547.SH,山东黄金,0.51000000,20091231
2730,2009-12-31,000623.SZ,吉林敖东,0.50000000,20091231
2731,2009-12-31,601186.SH,中国铁建,0.50000000,20091231
2732,2009-12-31,601600.SH,中国铝业,0.50000000,20091231
2733,2009-12-31,601988.SH,中国银行,0.50000000,20091231
2734,2009-12-31,000568.SZ,泸州老窖,0.49000000,20091231
2735,2009-12-31,000825.SZ,太钢不锈,0.49000000,20091231
2736,2009-12-31,600383.SH,金地集团,0.49000000,20091231
2737,2009-12-31,000069.SZ,华侨城A,0.48000000,20091231
2738,2009-12-31,600585.SH,海螺水泥,0.48000000,20091231
2739,2009-12-31,000792.SZ,盐湖股份,0.47000000,20091231
2740,2009-12-31,600005.SH,武钢股份,0.46000000,20091231
2741,2009-12-31,601009.SH,南京银行,0.45000000,20091231
2742,2009-12-31,000783.SZ,长江证券,0.45000000,20091231
2743,2009-12-31,600015.SH,华夏银行,0.44000000,20091231
2744,2009-12-31,600018.SH,上港集团,0.44000000,20091231
2745,2009-12-31,601898.SH,中煤能源,0.44000000,20091231
2746,2009-12-31,601168.SH,西部矿业,0.44000000,20091231
2747,2009-12-31,601699.SH,潞安环能,0.43000000,20091231
2748,2009-12-31,002202.SZ,金风科技,0.43000000,20091231
2749,2009-12-31,000402.SZ,金融街,0.43000000,20091231
2750,2009-12-31,600348.SH,华阳股份,0.42000000,20091231
2751,2009-12-31,600489.SH,中金黄金,0.41000000,20091231
2752,2009-12-31,601766.SH,中国中车,0.40000000,20091231
2753,2009-12-31,601666.SH,平煤股份,0.40000000,20091231
2754,2009-12-31,002142.SZ,宁波银行,0.39000000,20091231
2755,2009-12-31,600011.SH,华能国际,0.39000000,20091231
2756,2009-12-31,600031.SH,三一重工,0.39000000,20091231
2757,2009-12-31,000629.SZ,钒钛股份,0.39000000,20091231
2758,2009-12-31,000800.SZ,一汽解放,0.38000000,20091231
2759,2009-12-31,600309.SH,万华化学,0.36000000,20091231
2760,2009-12-31,601899.SH,紫金矿业,0.36000000,20091231
2761,2009-12-31,600795.SH,国电电力,0.36000000,20091231
2762,2009-12-31,600690.SH,海尔智家,0.36000000,20091231
2763,2009-12-31,000338.SZ,潍柴动力,0.36000000,20091231
2764,2009-12-31,000060.SZ,中金岭南,0.36000000,20091231
2765,2009-12-31,600362.SH,江西铜业,0.35000000,20091231
2766,2009-12-31,601998.SH,中信银行,0.34000000,20091231
2767,2009-12-31,000878.SZ,云南铜业,0.34000000,20091231
2768,2009-12-31,000768.SZ,中航西飞,0.34000000,20091231
2769,2009-12-31,600550.SH,保变电气,0.33000000,20091231
2770,2009-12-31,000024.SZ,招商地产,0.33000000,20091231
2771,2009-12-31,601958.SH,金钼股份,0.33000000,20091231
2772,2009-12-31,600320.SH,振华重工,0.33000000,20091231
2773,2009-12-31,600832.SH,东方明珠,0.32000000,20091231
2774,2009-12-31,600655.SH,豫园股份,0.31000000,20091231
2775,2009-12-31,600881.SH,亚泰集团,0.31000000,20091231
2776,2009-12-31,000157.SZ,中联重科,0.31000000,20091231
2777,2009-12-31,600009.SH,上海机场,0.30000000,20091231
2778,2009-12-31,000933.SZ,神火股份,0.30000000,20091231
2779,2009-12-31,000728.SZ,国元证券,0.30000000,20091231
2780,2009-12-31,600497.SH,驰宏锌锗,0.29000000,20091231
2781,2009-12-31,000937.SZ,冀中能源,0.29000000,20091231
2782,2009-12-31,000895.SZ,双汇发展,0.29000000,20091231
2783,2009-12-31,600177.SH,雅戈尔,0.29000000,20091231
2784,2009-12-31,600276.SH,恒瑞医药,0.29000000,20091231
2785,2009-12-31,600642.SH,申能股份,0.29000000,20091231
2786,2009-12-31,600997.SH,开滦股份,0.28000000,20091231
2787,2009-12-31,600875.SH,东方电气,0.27000000,20091231
2788,2009-12-31,600123.SH,兰花科创,0.27000000,20091231
2789,2009-12-31,600415.SH,小商品城,0.27000000,20091231
2790,2009-12-31,600068.SH,葛洲坝,0.27000000,20091231
2791,2009-12-31,600660.SH,福耀玻璃,0.27000000,20091231
2792,2009-12-31,601001.SH,晋控煤业,0.27000000,20091231
2793,2009-12-31,600741.SH,华域汽车,0.27000000,20091231
2794,2009-12-31,601111.SH,中国国航,0.27000000,20091231
2795,2009-12-31,000630.SZ,铜陵有色,0.26000000,20091231
2796,2009-12-31,600196.SH,复星医药,0.26000000,20091231
2797,2009-12-31,600583.SH,海油工程,0.26000000,20091231
2798,2009-12-31,600649.SH,城投控股,0.26000000,20091231
2799,2009-12-31,600664.SH,哈药股份,0.25000000,20091231
2800,2009-12-31,000562.SZ,宏源证券,0.25000000,20091231
2801,2009-12-31,000839.SZ,中信国安,0.25000000,20091231
2802,2009-12-31,600188.SH,兖矿能源,0.24000000,20091231
2803,2009-12-31,601333.SH,广深铁路,0.24000000,20091231
2804,2009-12-31,000423.SZ,东阿阿胶,0.24000000,20091231
2805,2009-12-31,600111.SH,北方稀土,0.24000000,20091231
2806,2009-12-31,600600.SH,青岛啤酒,0.23000000,20091231
2807,2009-12-31,000709.SZ,河钢股份,0.23000000,20091231
2808,2009-12-31,600635.SH,大众公用,0.23000000,20091231
2809,2009-12-31,000538.SZ,云南白药,0.23000000,20091231
2810,2009-12-31,600518.SH,康美药业,0.23000000,20091231
2811,2009-12-31,000778.SZ,新兴铸管,0.23000000,20091231
2812,2009-12-31,600100.SH,同方股份,0.23000000,20091231
2813,2009-12-31,600219.SH,南山铝业,0.23000000,20091231
2814,2009-12-31,600694.SH,大商股份,0.23000000,20091231
2815,2009-12-31,600808.SH,马钢股份,0.22000000,20091231
2816,2009-12-31,000100.SZ,TCL科技,0.22000000,20091231
2817,2009-12-31,000425.SZ,徐工机械,0.22000000,20091231
2818,2009-12-31,600325.SH,华发股份,0.22000000,20091231
2819,2009-12-31,000422.SZ,湖北宜化,0.21000000,20091231
2820,2009-12-31,600010.SH,包钢股份,0.21000000,20091231
2821,2009-12-31,600631.SH,百联股份,0.21000000,20091231
2822,2009-12-31,600331.SH,宏达股份,0.20000000,20091231
2823,2009-12-31,601866.SH,中远海发,0.20000000,20091231
2824,2009-12-31,000039.SZ,中集集团,0.20000000,20091231
2825,2009-12-31,600432.SH,退市吉恩,0.20000000,20091231
2826,2009-12-31,600256.SH,广汇能源,0.20000000,20091231
2827,2009-12-31,600675.SH,中华企业,0.20000000,20091231
2828,2009-12-31,600688.SH,上海石化,0.19000000,20091231
2829,2009-12-31,600717.SH,天津港,0.19000000,20091231
2830,2009-12-31,600352.SH,浙江龙盛,0.19000000,20091231
2831,2009-12-31,600598.SH,北大荒,0.19000000,20091231
2832,2009-12-31,600895.SH,张江高科,0.18000000,20091231
2833,2009-12-31,000686.SZ,东北证券,0.18000000,20091231
2834,2009-12-31,000031.SZ,大悦城,0.18000000,20091231
2835,2009-12-31,600029.SH,南方航空,0.18000000,20091231
2836,2009-12-31,600150.SH,中国船舶,0.18000000,20091231
2837,2009-12-31,600269.SH,赣粤高速,0.18000000,20091231
2838,2009-12-31,600663.SH,陆家嘴,0.18000000,20091231
2839,2009-12-31,000960.SZ,锡业股份,0.18000000,20091231
2840,2009-12-31,600208.SH,衢州发展,0.18000000,20091231
2841,2009-12-31,600839.SH,四川长虹,0.18000000,20091231
2842,2009-12-31,000401.SZ,冀东水泥,0.17000000,20091231
2843,2009-12-31,600153.SH,建发股份,0.17000000,20091231
2844,2009-12-31,600216.SH,浙江医药,0.17000000,20091231
2845,2009-12-31,600395.SH,盘江股份,0.17000000,20091231
2846,2009-12-31,600528.SH,中铁工业,0.17000000,20091231
2847,2009-12-31,600582.SH,天地科技,0.17000000,20091231
2848,2009-12-31,600596.SH,新安股份,0.17000000,20091231
2849,2009-12-31,600643.SH,爱建集团,0.17000000,20091231
2850,2009-12-31,600811.SH,东方集团,0.17000000,20091231
2851,2009-12-31,600812.SH,华北制药,0.17000000,20091231
2852,2009-12-31,601588.SH,北辰实业,0.17000000,20091231
2853,2009-12-31,601808.SH,中海油服,0.17000000,20091231
2854,2009-12-31,000009.SZ,中国宝安,0.17000000,20091231
2855,2009-12-31,000625.SZ,长安汽车,0.17000000,20091231
2856,2009-12-31,600601.SH,方正科技,0.16000000,20091231
2857,2009-12-31,000027.SZ,深圳能源,0.16000000,20091231
2858,2009-12-31,600859.SH,王府井,0.16000000,20091231
2859,2009-12-31,600037.SH,歌华有线,0.16000000,20091231
2860,2009-12-31,600026.SH,中远海能,0.16000000,20091231
2861,2009-12-31,000729.SZ,燕京啤酒,0.16000000,20091231
2862,2009-12-31,600500.SH,中化国际,0.15000000,20091231
2863,2009-12-31,600426.SH,华鲁恒升,0.15000000,20091231
2864,2009-12-31,600418.SH,江淮汽车,0.15000000,20091231
2865,2009-12-31,000652.SZ,泰达股份,0.15000000,20091231
2866,2009-12-31,000528.SZ,柳工,0.15000000,20091231
2867,2009-12-31,600058.SH,五矿发展,0.15000000,20091231
2868,2009-12-31,600595.SH,中孚实业,0.15000000,20091231
2869,2009-12-31,000932.SZ,华菱钢铁,0.15000000,20091231
2870,2009-12-31,600737.SH,中粮糖业,0.15000000,20091231
2871,2009-12-31,000900.SZ,现代投资,0.15000000,20091231
2872,2009-12-31,000717.SZ,中南股份,0.14000000,20091231
2873,2009-12-31,600638.SH,新黄浦,0.14000000,20091231
2874,2009-12-31,000488.SZ,晨鸣纸业,0.14000000,20091231
2875,2009-12-31,600210.SH,紫江企业,0.14000000,20091231
2876,2009-12-31,600611.SH,大众交通,0.14000000,20091231
2877,2009-12-31,000680.SZ,山推股份,0.14000000,20091231
2878,2009-12-31,000807.SZ,云铝股份,0.14000000,20091231
2879,2009-12-31,601872.SH,招商轮船,0.14000000,20091231
2880,2009-12-31,000999.SZ,华润三九,0.14000000,20091231
2881,2009-12-31,600779.SH,水井坊,0.14000000,20091231
2882,2009-12-31,600108.SH,亚盛集团,0.14000000,20091231
2883,2009-12-31,600125.SH,铁龙物流,0.14000000,20091231
2884,2009-12-31,600132.SH,重庆啤酒,0.14000000,20091231
2885,2009-12-31,000012.SZ,南玻A,0.14000000,20091231
2886,2009-12-31,000667.SZ,ST美置,0.14000000,20091231
2887,2009-12-31,000612.SZ,焦作万方,0.14000000,20091231
2888,2009-12-31,000897.SZ,津滨发展,0.14000000,20091231
2889,2009-12-31,600653.SH,申华控股,0.14000000,20091231
2890,2009-12-31,600820.SH,隧道股份,0.13000000,20091231
2891,2009-12-31,600220.SH,ST阳光,0.13000000,20091231
2892,2009-12-31,600271.SH,航天信息,0.13000000,20091231
2893,2009-12-31,000969.SZ,安泰科技,0.13000000,20091231
2894,2009-12-31,000959.SZ,首钢股份,0.13000000,20091231
2895,2009-12-31,600066.SH,宇通客车,0.13000000,20091231
2896,2009-12-31,600087.SH,退市长油,0.13000000,20091231
2897,2009-12-31,002028.SZ,思源电气,0.13000000,20091231
2898,2009-12-31,600096.SH,云天化,0.13000000,20091231
2899,2009-12-31,600109.SH,国金证券,0.13000000,20091231
2900,2009-12-31,000725.SZ,京东方A,0.13000000,20091231
2901,2009-12-31,000718.SZ,苏宁环球,0.13000000,20091231
2902,2009-12-31,600508.SH,上海能源,0.13000000,20091231
2903,2009-12-31,600879.SH,航天电子,0.13000000,20091231
2904,2009-12-31,600143.SH,金发科技,0.13000000,20091231
2905,2009-12-31,000968.SZ,蓝焰控股,0.12000000,20091231
2906,2009-12-31,600588.SH,用友网络,0.12000000,20091231
2907,2009-12-31,601918.SH,新集能源,0.12000000,20091231
2908,2009-12-31,600428.SH,中远海特,0.12000000,20091231
2909,2009-12-31,000046.SZ,*ST泛海,0.12000000,20091231
2910,2009-12-31,000059.SZ,华锦股份,0.12000000,20091231
2911,2009-12-31,600266.SH,城建发展,0.12000000,20091231
2912,2009-12-31,000690.SZ,宝新能源,0.12000000,20091231
2913,2009-12-31,600022.SH,山东钢铁,0.12000000,20091231
2914,2009-12-31,002001.SZ,新和成,0.12000000,20091231
