trade_date,symbol,OPEN,HIGH,LOW,CLOSE
2021-12-30,000300.SH,4882.1561,4940.178,4878.6478,4921.5109
2021-12-30,000688.SH,1355.9678,1381.4354,1355.4075,1375.5602
2021-12-30,000852.SH,7863.1748,7949.9552,7861.5396,7924.5275
2021-12-30,000903.SH,4747.5803,4801.1036,4741.5187,4780.3699
2021-12-30,000905.SH,7246.0313,7324.4981,7244.2221,7310.96
2021-12-30,000906.SH,5273.6253,5334.5953,5273.6253,5317.2742
2021-12-30,399001.SZ,14652.0812,14846.8171,14652.0812,14796.2313
2021-12-30,399005.SZ,9804.0853,9952.5064,9804.0853,9922.1793
2021-12-30,399006.SZ,3285.7694,3339.6536,3280.3083,3322.7947
2021-12-30,399330.SZ,6788.1698,6891.0337,6785.6053,6862.8098
2021-12-31,000009.SH,6709.3232,6774.5656,6709.3232,6768.8705
2021-12-31,000010.SH,10112.0019,10152.9192,10101.1877,10130.4725
2021-12-31,000016.SH,3269.6113,3282.6803,3261.8361,3274.3209
2021-12-31,000300.SH,4937.463,4950.3639,4923.1392,4940.3733
2021-12-31,000688.SH,1384.2783,1399.7538,1383.8355,1398.1941
2021-12-31,000852.SH,7946.9446,8016.4036,7946.9446,8010.3235
2021-12-31,000903.SH,4797.0106,4808.6266,4775.7689,4792.9137
2021-12-31,000905.SH,7320.9363,7368.1297,7317.7047,7359.4024
2021-12-31,000906.SH,5332.1128,5347.9253,5324.3645,5341.2201
2021-12-31,399001.SZ,14842.0716,14871.9757,14797.1137,14857.3453
2021-12-31,399005.SZ,9961.1874,9995.145,9905.5438,9985.7383
2021-12-31,399006.SZ,3342.1867,3353.5674,3315.0726,3322.6725
2021-12-31,399330.SZ,6890.1297,6898.0267,6846.5225,6879.0877
2022-01-04,000009.SH,6792.7456,6800.6436,6700.6989,6722.97
2022-01-04,000010.SH,10146.0962,10154.979,9984.5435,10074.1655
2022-01-04,000016.SH,3277.6652,3281.74,3224.3399,3264.0657
2022-01-04,000300.SH,4957.9835,4961.4527,4874.5337,4917.7653
2022-01-04,000688.SH,1403.3937,1405.5148,1361.4322,1364.9894
2022-01-04,000852.SH,8045.0957,8060.9903,7948.9137,7983.0677
2022-01-04,000903.SH,4812.6358,4816.7835,4726.5184,4779.4839
2022-01-04,000905.SH,7387.8055,7392.1023,7317.5011,7354.4562
2022-01-04,000906.SH,5360.6382,5363.8863,5280.4931,5321.7957
2022-01-04,399001.SZ,14935.2277,14941.1926,14681.7095,14791.3136
2022-01-04,399005.SZ,10055.0638,10069.7819,9882.9785,9994.2122
2022-01-04,399006.SZ,3348.1278,3349.4548,3238.2446,3250.159
2022-01-04,399330.SZ,6920.7076,6924.0547,6777.7523,6840.0702
2022-01-05,000009.SH,6711.5609,6711.5609,6557.7609,6583.5313
2022-01-05,000010.SH,10061.4592,10108.361,9980.4277,10009.4975
2022-01-05,000016.SH,3259.2059,3289.1578,3244.2134,3254.2793
2022-01-05,000300.SH,4907.9347,4916.2822,4851.9835,4868.1202
2022-01-05,000688.SH,1364.0143,1365.7661,1328.2901,1333.3348
2022-01-05,000852.SH,7968.7389,7968.9176,7733.5067,7781.6778
2022-01-05,000903.SH,4767.9053,4799.2109,4735.6089,4751.6706
2022-01-05,000905.SH,7343.8995,7346.2621,7200.7314,7222.6747
2022-01-05,000906.SH,5311.8815,5313.5773,5241.1398,5258.0227
2022-01-05,399001.SZ,14752.0826,14767.223,14469.3692,14525.7588
2022-01-05,399005.SZ,9947.5071,9967.0665,9692.6482,9744.7945
2022-01-05,399006.SZ,3242.4353,3245.758,3145.0474,3161.5072
2022-01-05,399330.SZ,6816.6654,6827.3008,6701.5963,6726.9212
2022-01-06,000009.SH,6554.761,6618.6816,6534.6317,6608.3037
2022-01-06,000010.SH,9970.2692,9997.0971,9861.4723,9920.3484
2022-01-06,000016.SH,3242.5327,3251.1167,3194.9538,3210.3853
2022-01-06,000300.SH,4842.156,4857.5596,4786.433,4818.2318
2022-01-06,000688.SH,1327.6967,1331.4326,1309.8973,1320.935
2022-01-06,000852.SH,7743.8624,7863.5489,7721.7784,7844.5166
2022-01-06,000903.SH,4728.1449,4741.6119,4665.3142,4687.4347
2022-01-06,000905.SH,7187.9499,7242.766,7167.8078,7229.9601
2022-01-06,000906.SH,5230.6421,5247.6826,5181.6759,5218.3386
2022-01-06,399001.SZ,14432.4586,14497.765,14298.4764,14429.5075
2022-01-06,399005.SZ,9674.7491,9729.5396,9565.1932,9650.208
2022-01-06,399006.SZ,3133.0457,3150.1126,3093.0385,3127.4798
2022-01-06,399330.SZ,6677.4072,6710.5714,6589.7694,6643.7051
2022-01-07,000009.SH,6606.8414,6633.8109,6542.5283,6547.9488
2022-01-07,000010.SH,9926.6897,10005.5348,9926.6897,9945.2124
2022-01-07,000016.SH,3213.2642,3240.7428,3213.2642,3223.267
2022-01-07,000300.SH,4824.3181,4856.6522,4818.1931,4822.3689
2022-01-07,000688.SH,1322.8916,1331.9148,1305.1409,1305.4918
2022-01-07,000852.SH,7841.1337,7867.4898,7681.125,7682.6973
2022-01-07,000903.SH,4696.8045,4731.9565,4693.2034,4704.7564
2022-01-07,000905.SH,7232.4087,7262.805,7168.0396,7175.676
2022-01-07,000906.SH,5223.7629,5253.9365,5207.7671,5212.254
2022-01-07,399001.SZ,14449.5403,14495.6715,14331.9758,14343.6547
2022-01-07,399005.SZ,9658.2537,9697.601,9562.1801,9572.9701
2022-01-07,399006.SZ,3137.0748,3147.2272,3093.2066,3096.8812
2022-01-07,399330.SZ,6659.1079,6687.8609,6620.1947,6628.3145
2022-01-10,000009.SH,6541.4818,6580.6583,6505.2454,6577.5351
2022-01-10,000010.SH,9933.2342,9990.5998,9876.5226,9987.9587
2022-01-10,000016.SH,3217.3451,3237.2168,3197.8997,3236.1163
2022-01-10,000300.SH,4812.23,4844.3928,4780.8191,4844.0451
2022-01-10,000688.SH,1306.5973,1323.1549,1291.4089,1318.2665
2022-01-10,000852.SH,7669.045,7756.9704,7624.9336,7734.1865
2022-01-10,000903.SH,4692.1878,4727.8746,4661.7372,4724.5464
2022-01-10,000905.SH,7161.4375,7193.9224,7122.0892,7191.4511
2022-01-10,000906.SH,5201.4435,5233.4689,5168.8052,5232.8054
2022-01-10,399001.SZ,14304.8596,14430.0941,14194.3505,14406.9731
2022-01-10,399005.SZ,9538.0647,9660.6947,9453.4215,9645.481
2022-01-10,399006.SZ,3082.7808,3115.4696,3051.531,3095.6894
2022-01-10,399330.SZ,6605.9432,6669.7959,6549.1336,6652.8887
2022-01-11,000009.SH,6580.7041,6598.369,6506.6507,6517.8636
2022-01-11,000010.SH,9974.1956,10025.1804,9906.3764,9919.4168
2022-01-11,000016.SH,3229.459,3247.904,3210.4032,3214.5287
2022-01-11,000300.SH,4840.0087,4850.879,4791.8854,4797.7735
2022-01-11,000688.SH,1317.9239,1317.9274,1291.5074,1294.4038
2022-01-11,000852.SH,7734.5362,7768.7439,7632.0716,7646.6932
2022-01-11,000903.SH,4719.531,4737.5475,4681.2704,4686.5565
2022-01-11,000905.SH,7187.0155,7206.9187,7118.8378,7135.2232
2022-01-11,000906.SH,5228.7168,5239.5733,5177.5351,5184.9969
2022-01-11,399001.SZ,14402.2173,14433.5582,14201.8988,14223.3506
2022-01-11,399005.SZ,9669.9992,9675.6254,9451.3173,9466.5961
2022-01-11,399006.SZ,3094.7031,3103.8266,3050.5856,3056.1533
2022-01-11,399330.SZ,6650.573,6662.4165,6550.8796,6558.7082
2022-01-12,000009.SH,6539.6753,6590.3458,6536.0036,6590.3458
2022-01-12,000010.SH,9947.3494,10013.137,9922.4522,9997.0762
2022-01-12,000016.SH,3220.1944,3244.2281,3211.2802,3236.3081
2022-01-12,000300.SH,4818.8902,4852.7314,4810.919,4845.5787
2022-01-12,000688.SH,1298.6229,1317.523,1298.6229,1316.3531
2022-01-12,000852.SH,7691.845,7779.5237,7682.5524,7779.5237
2022-01-12,000903.SH,4708.7394,4737.9452,4698.9757,4729.6343
2022-01-12,000905.SH,7160.1762,7196.9327,7148.6276,7196.9327
2022-01-12,000906.SH,5206.6915,5240.0953,5199.2159,5235.0216
2022-01-12,399001.SZ,14316.532,14426.1177,14293.4085,14421.1981
2022-01-12,399005.SZ,9537.2863,9635.7551,9530.9962,9628.2481
2022-01-12,399006.SZ,3091.6687,3139.38,3088.7809,3136.6852
2022-01-12,399330.SZ,6606.7161,6659.9738,6589.6953,6651.2901
2022-01-13,000009.SH,6596.8497,6596.8497,6490.0903,6490.7556
2022-01-13,000010.SH,10008.0004,10019.6701,9855.3222,9858.041
2022-01-13,000016.SH,3243.0468,3247.8173,3182.8465,3184.1069
2022-01-13,000300.SH,4853.0314,4853.0632,4765.2416,4765.9191
2022-01-13,000688.SH,1319.1868,1319.1868,1294.6527,1294.6527
2022-01-13,000852.SH,7781.3108,7781.3108,7644.7873,7644.7873
2022-01-13,000903.SH,4740.7667,4743.0019,4653.5222,4654.3305
2022-01-13,000905.SH,7203.2434,7203.2434,7096.3251,7097.7594
2022-01-13,000906.SH,5242.2423,5242.2423,5152.19,5152.3022
2022-01-13,399001.SZ,14440.9829,14440.9829,14138.3361,14138.3361
2022-01-13,399005.SZ,9639.1674,9639.1674,9420.99,9422.9539
2022-01-13,399006.SZ,3145.0202,3145.0202,3083.1414,3083.1414
2022-01-13,399330.SZ,6665.7397,6665.7397,6511.0553,6511.0667
2022-01-14,000009.SH,6468.3423,6523.8361,6447.8352,6491.449
2022-01-14,000010.SH,9821.877,9821.877,9724.195,9729.534
2022-01-14,000016.SH,3173.8485,3173.8485,3136.9924,3139.0453
2022-01-14,000300.SH,4743.9124,4764.0522,4723.9428,4726.7317
2022-01-14,000688.SH,1289.3818,1316.3277,1288.8503,1312.2923
2022-01-14,000852.SH,7611.2909,7714.4965,7590.1936,7675.3707
2022-01-14,000903.SH,4632.8145,4648.6613,4603.9483,4605.955
2022-01-14,000905.SH,7063.4231,7125.092,7052.6348,7081.1408
2022-01-14,000906.SH,5128.2386,5153.5576,5112.6072,5117.227
2022-01-14,399001.SZ,14054.6659,14219.4413,14039.8693,14150.5689
2022-01-14,399005.SZ,9368.9346,9501.5394,9359.4969,9452.9721
2022-01-14,399006.SZ,3059.1432,3128.2509,3057.9395,3119.4077
2022-01-14,399330.SZ,6470.6818,6549.4493,6462.4734,6505.4449
2022-01-17,000009.SH,6491.3921,6539.7818,6472.9494,6525.2822
2022-01-17,000010.SH,9727.4037,9795.2756,9722.9123,9772.2765
2022-01-17,000016.SH,3139.4109,3159.188,3134.0754,3147.6987
2022-01-17,000300.SH,4728.7595,4775.2385,4726.7083,4767.2762
2022-01-17,000688.SH,1317.385,1341.1732,1313.6157,1338.3172
2022-01-17,000852.SH,7687.7103,7815.6558,7683.3755,7808.0861
2022-01-17,000903.SH,4610.5832,4649.877,4606.423,4640.9482
2022-01-17,000905.SH,7080.6157,7169.3446,7078.6629,7157.8593
2022-01-17,000906.SH,5118.8001,5171.0919,5117.366,5163.9112
2022-01-17,399001.SZ,14162.9991,14374.4737,14159.2655,14363.5672
2022-01-17,399005.SZ,9463.1404,9637.9937,9463.1404,9623.325
2022-01-17,399006.SZ,3124.6277,3176.242,3113.977,3170.4078
2022-01-17,399330.SZ,6515.1356,6614.012,6512.601,6609.2202
2022-01-18,000009.SH,6526.6248,6565.598,6490.5304,6551.1959
2022-01-18,000010.SH,9770.3149,9930.4111,9743.0774,9899.8758
2022-01-18,000016.SH,3147.8455,3198.4731,3137.112,3187.5244
2022-01-18,000300.SH,4766.7811,4826.3003,4747.92,4813.3472
2022-01-18,000688.SH,1340.414,1362.4779,1328.4021,1342.356
2022-01-18,000852.SH,7808.9899,7827.1863,7743.7191,7758.6048
2022-01-18,000903.SH,4641.1103,4701.3676,4620.8109,4689.7381
2022-01-18,000905.SH,7163.1284,7191.0046,7133.1954,7163.1586
2022-01-18,000906.SH,5164.425,5217.6828,5144.2332,5202.6603
2022-01-18,399001.SZ,14365.186,14444.5381,14285.6258,14391.3891
2022-01-18,399005.SZ,9626.0315,9738.74,9581.9042,9686.9475
2022-01-18,399006.SZ,3168.7856,3177.8223,3136.251,3144.3336
2022-01-18,399330.SZ,6611.0634,6664.1134,6571.3231,6646.0462
2022-01-19,000009.SH,6534.9798,6559.1571,6465.5033,6499.6936
2022-01-19,000010.SH,9904.4173,9932.1281,9832.3139,9876.6666
2022-01-19,000016.SH,3194.9189,3201.9402,3172.2633,3187.1921
2022-01-19,000300.SH,4815.8106,4828.7522,4755.9301,4780.3784
2022-01-19,000688.SH,1340.7132,1343.3027,1318.3106,1324.0889
2022-01-19,000852.SH,7728.1576,7745.8112,7617.0571,7665.1848
2022-01-19,000903.SH,4699.1955,4711.3354,4642.2785,4667.3108
2022-01-19,000905.SH,7144.4768,7182.0623,7078.3609,7118.762
2022-01-19,000906.SH,5201.4202,5217.1276,5141.1142,5167.8401
2022-01-19,399001.SZ,14376.3642,14413.3815,14120.2414,14207.1932
2022-01-19,399005.SZ,9675.4511,9710.3201,9483.1969,9542.2819
2022-01-19,399006.SZ,3139.2304,3141.2811,3052.6451,3075.9766
2022-01-19,399330.SZ,6649.6314,6669.5022,6509.1114,6549.2081
2022-01-20,000009.SH,6501.0876,6514.4179,6423.0466,6431.341
2022-01-20,000010.SH,9880.462,10021.8635,9877.9021,9975.8331
2022-01-20,000016.SH,3188.1377,3251.2226,3187.6052,3233.7011
2022-01-20,000300.SH,4778.2616,4845.0048,4777.5683,4823.5091
2022-01-20,000688.SH,1326.6377,1329.8129,1304.6922,1306.023
2022-01-20,000852.SH,7664.1197,7672.7618,7488.8588,7492.6095
2022-01-20,000903.SH,4662.577,4755.2995,4662.0781,4732.7625
2022-01-20,000905.SH,7119.5101,7135.7759,7040.0143,7056.7854
2022-01-20,000906.SH,5166.2328,5215.798,5162.5771,5192.4262
2022-01-20,399001.SZ,14188.509,14311.9963,14149.4995,14198.3023
2022-01-20,399005.SZ,9534.1633,9639.7631,9511.5662,9577.8004
2022-01-20,399006.SZ,3072.3878,3102.3062,3056.9594,3065.9942
2022-01-20,399330.SZ,6537.2621,6629.986,6534.1441,6597.7631
2022-01-21,000009.SH,6418.5148,6419.1508,6350.0454,6358.7087
2022-01-21,000010.SH,9953.3165,9962.9325,9870.9097,9903.0938
2022-01-21,000016.SH,3227.2023,3234.4671,3202.7321,3218.7352
2022-01-21,000300.SH,4808.7733,4818.3052,4762.5641,4779.3142
2022-01-21,000688.SH,1304.1581,1308.4372,1288.7805,1290.4057
2022-01-21,000852.SH,7474.7553,7493.0205,7384.4037,7388.7443
2022-01-21,000903.SH,4718.094,4730.2382,4674.9507,4697.3503
2022-01-21,000905.SH,7037.9389,7040.425,6965.333,6976.6155
2022-01-21,000906.SH,5177.037,5183.1156,5127.5056,5142.1421
2022-01-21,399001.SZ,14144.2187,14181.6231,13991.6388,14029.5456
2022-01-21,399005.SZ,9542.696,9575.8722,9431.77,9457.6545
2022-01-21,399006.SZ,3052.9771,3069.8808,3020.2999,3034.6795
2022-01-21,399330.SZ,6568.1669,6596.6444,6495.1158,6521.0112
2022-01-24,000009.SH,6328.9835,6403.4447,6311.2835,6384.5477
2022-01-24,000010.SH,9860.1855,9935.1007,9825.7822,9905.3025
2022-01-24,000016.SH,3204.1785,3218.9767,3185.5225,3209.7445
2022-01-24,000300.SH,4753.9413,4801.0976,4746.4479,4786.7377
2022-01-24,000688.SH,1286.1386,1311.5068,1285.0377,1307.7417
2022-01-24,000852.SH,7346.3861,7462.5267,7332.9977,7425.402
2022-01-24,000903.SH,4671.6757,4708.506,4656.8908,4691.6443
2022-01-24,000905.SH,6942.9178,7006.7008,6925.7709,6979.2456
2022-01-24,000906.SH,5115.4263,5163.2464,5107.8005,5148.696
2022-01-24,399001.SZ,13941.9008,14133.0363,13918.9878,14081.7951
2022-01-24,399005.SZ,9404.5756,9577.7796,9378.7872,9544.3855
2022-01-24,399006.SZ,3011.6277,3071.058,3010.2041,3056.4336
2022-01-24,399330.SZ,6478.7736,6575.2278,6468.8471,6553.4807
2022-01-25,000009.SH,6364.3813,6390.55,6189.4106,6189.4106
2022-01-25,000010.SH,9854.1275,9882.1739,9686.3416,9686.7499
2022-01-25,000016.SH,3192.1213,3198.1138,3144.7259,3144.949
2022-01-25,000300.SH,4761.95,4781.3908,4678.2472,4678.4511
2022-01-25,000688.SH,1303.93,1311.7283,1276.196,1277.0039
2022-01-25,000852.SH,7398.7631,7440.5452,7133.0663,7133.0663
2022-01-25,000903.SH,4663.0527,4680.3913,4592.2625,4592.5272
2022-01-25,000905.SH,6959.995,6979.483,6743.9566,6743.9566
2022-01-25,000906.SH,5124.9837,5144.3477,5018.7039,5018.7039
2022-01-25,399001.SZ,14018.9314,14091.8785,13682.7232,13683.8949
2022-01-25,399005.SZ,9511.7472,9578.0558,9312.4056,9316.4502
2022-01-25,399006.SZ,3035.8243,3055.8765,2974.9553,2974.9553
2022-01-25,399330.SZ,6517.9773,6560.6691,6400.473,6401.4146
2022-01-26,000009.SH,6203.1926,6240.3523,6162.3661,6227.1979
2022-01-26,000010.SH,9721.6279,9771.4586,9641.8086,9760.3402
2022-01-26,000016.SH,3156.6496,3169.529,3126.5452,3163.6743
2022-01-26,000300.SH,4697.0991,4718.9946,4648.1283,4712.3109
2022-01-26,000688.SH,1281.5104,1289.4081,1261.9509,1276.3622
2022-01-26,000852.SH,7158.5673,7226.6386,7071.4707,7171.0289
2022-01-26,000903.SH,4613.0553,4633.5532,4569.3334,4632.7505
2022-01-26,000905.SH,6762.3509,6799.8129,6721.8961,6782.5763
2022-01-26,000906.SH,5037.2261,5061.5097,4989.9645,5053.2469
2022-01-26,399001.SZ,13742.025,13820.9407,13580.3995,13780.3008
2022-01-26,399005.SZ,9348.5142,9410.4005,9248.4619,9389.6327
2022-01-26,399006.SZ,2993.1571,3008.3827,2952.9081,3004.4123
2022-01-26,399330.SZ,6429.3285,6462.513,6348.454,6453.9329
2022-01-27,000009.SH,6224.75,6241.9611,6086.416,6089.4815
2022-01-27,000010.SH,9763.7316,9764.5362,9601.5117,9610.3272
2022-01-27,000016.SH,3168.1353,3168.7617,3115.8577,3119.2386
2022-01-27,000300.SH,4708.0989,4708.4364,4616.0273,4619.8765
2022-01-27,000688.SH,1274.6265,1280.2453,1239.4889,1240.5543
2022-01-27,000852.SH,7178.5439,7191.4839,6959.4648,6960.1096
2022-01-27,000903.SH,4628.2996,4629.1477,4542.9035,4546.8243
2022-01-27,000905.SH,6781.6081,6785.7265,6605.9159,6605.9159
2022-01-27,000906.SH,5049.6192,5049.8467,4943.7368,4946.513
2022-01-27,399001.SZ,13756.8734,13773.4998,13395.3564,13398.8443
2022-01-27,399005.SZ,9378.0868,9402.075,9148.8165,9152.0979
2022-01-27,399006.SZ,2993.9954,3001.549,2904.7145,2906.7627
2022-01-27,399330.SZ,6434.1305,6444.0838,6279.8064,6283.8598
2022-01-28,000009.SH,6142.0823,6146.1307,5996.7145,6064.8979
2022-01-28,000010.SH,9637.0107,9673.1334,9433.1614,9444.8468
2022-01-28,000016.SH,3127.1756,3140.2909,3048.3257,3054.0209
2022-01-28,000300.SH,4641.8137,4660.519,4559.8331,4563.772
2022-01-28,000688.SH,1253.942,1255.1908,1229.2236,1229.2236
2022-01-28,000852.SH,6996.7679,7071.3194,6861.4739,6973.0104
2022-01-28,000903.SH,4570.0063,4588.4747,4480.6198,4486.9071
2022-01-28,000905.SH,6690.1755,6690.1755,6510.1811,6580.53
2022-01-28,000906.SH,4979.2318,4989.8632,4886.8351,4896.0119
2022-01-28,399001.SZ,13515.4659,13553.222,13227.8326,13328.0559
2022-01-28,399005.SZ,9218.519,9252.3074,9011.6168,9077.8201
2022-01-28,399006.SZ,2945.7177,2962.7686,2882.6738,2908.9448
2022-01-28,399330.SZ,6333.1217,6362.2944,6211.3845,6251.7341
2022-02-07,000009.SH,6150.567,6202.1433,6145.4734,6175.0747
2022-02-07,000010.SH,9589.101,9679.6597,9582.0387,9647.3226
2022-02-07,000016.SH,3102.6201,3129.1928,3096.6882,3114.2603
2022-02-07,000300.SH,4638.5754,4672.6535,4615.0052,4634.0899
2022-02-07,000688.SH,1247.5846,1263.9658,1230.7044,1233.6183
2022-02-07,000852.SH,7080.6116,7102.4202,7037.1567,7061.6204
2022-02-07,000903.SH,4563.6273,4591.4739,4533.3904,4555.2436
2022-02-07,000905.SH,6664.5682,6702.3323,6656.1312,6676.6122
2022-02-07,000906.SH,4972.1045,5006.2217,4952.245,4970.5224
2022-02-07,399001.SZ,13558.9445,13632.4474,13412.2027,13456.6473
2022-02-07,399005.SZ,9247.8652,9328.7838,9144.2964,9176.0326
2022-02-07,399006.SZ,2972.1937,2987.4978,2905.2486,2917.8638
2022-02-07,399330.SZ,6369.9541,6405.1812,6272.8482,6295.5916
2022-02-08,000009.SH,6176.0458,6202.2744,6076.7723,6202.2744
2022-02-08,000010.SH,9636.9201,9672.883,9495.8586,9670.7624
2022-02-08,000016.SH,3107.8857,3118.5815,3061.2242,3116.5048
2022-02-08,000300.SH,4626.4365,4626.4365,4522.4709,4608.7729
2022-02-08,000688.SH,1233.6572,1233.6572,1191.4926,1204.0542
2022-02-08,000852.SH,7058.2468,7080.6181,6928.9024,7080.6181
2022-02-08,000903.SH,4546.3118,4546.3118,4443.5108,4528.4183
2022-02-08,000905.SH,6678.9894,6742.4015,6599.3668,6742.1921
2022-02-08,000906.SH,4964.6521,4964.6521,4866.635,4961.1742
2022-02-08,399001.SZ,13432.0783,13432.3347,13051.8025,13325.4117
2022-02-08,399005.SZ,9138.1336,9140.2968,8831.2444,9003.1908
2022-02-08,399006.SZ,2913.3188,2913.3188,2782.2769,2846.4823
2022-02-08,399330.SZ,6278.7866,6279.873,6055.6314,6183.37
2022-02-09,000009.SH,6198.2269,6266.6577,6167.775,6262.2152
2022-02-09,000010.SH,9669.5024,9760.8552,9644.1855,9741.5622
2022-02-09,000016.SH,3118.969,3148.2303,3110.882,3139.5636
2022-02-09,000300.SH,4608.1491,4659.4611,4595.2826,4652.0609
2022-02-09,000688.SH,1204.241,1212.4495,1195.0854,1210.2863
2022-02-09,000852.SH,7083.4255,7212.7513,7056.6174,7211.4299
2022-02-09,000903.SH,4529.2544,4581.0295,4520.5173,4571.5982
2022-02-09,000905.SH,6736.7511,6848.6947,6725.7983,6843.0271
2022-02-09,000906.SH,4959.7126,5021.2969,4949.9355,5014.3159
2022-02-09,399001.SZ,13321.8058,13541.8744,13283.2012,13531.3104
2022-02-09,399005.SZ,9002.2505,9141.7066,8959.5489,9131.8469
2022-02-09,399006.SZ,2844.8378,2887.731,2818.3933,2883.5971
2022-02-09,399330.SZ,6182.4178,6276.3146,6156.0924,6269.6569
2022-02-10,000009.SH,6267.3335,6286.3007,6225.0871,6265.39
2022-02-10,000010.SH,9750.7103,9762.6607,9694.4292,9755.3945
2022-02-10,000016.SH,3145.3284,3146.9643,3125.1126,3145.1126
2022-02-10,000300.SH,4657.2107,4657.2107,4608.0905,4639.8625
2022-02-10,000688.SH,1214.9815,1215.2781,1182.3976,1188.1974
2022-02-10,000852.SH,7208.5675,7222.1866,7126.0691,7175.6171
2022-02-10,000903.SH,4578.0095,4578.0095,4523.0924,4556.1841
2022-02-10,000905.SH,6841.1608,6864.6863,6797.0071,6840.485
2022-02-10,000906.SH,5018.2196,5018.2196,4970.3281,5003.8546
2022-02-10,399001.SZ,13537.3055,13537.3055,13339.4972,13432.0677
2022-02-10,399005.SZ,9141.9126,9164.9823,9054.5774,9110.8671
2022-02-10,399006.SZ,2891.2998,2891.2998,2796.9008,2826.5166
2022-02-10,399330.SZ,6274.6342,6274.8302,6156.3914,6204.2788
2022-02-11,000009.SH,6236.0226,6278.7488,6175.9765,6182.4642
2022-02-11,000010.SH,9716.8266,9820.5851,9704.2591,9716.5229
2022-02-11,000016.SH,3133.7956,3172.0862,3130.6942,3142.9117
2022-02-11,000300.SH,4617.8741,4662.5963,4595.8751,4601.3953
2022-02-11,000688.SH,1182.8686,1188.5179,1168.9044,1169.5896
2022-02-11,000852.SH,7140.9296,7151.2352,7024.7932,7033.8514
2022-02-11,000903.SH,4533.8878,4583.1537,4523.8096,4529.4746
2022-02-11,000905.SH,6811.7797,6840.7212,6735.894,6745.0235
2022-02-11,000906.SH,4980.7888,5021.4807,4949.5799,4955.6099
2022-02-11,399001.SZ,13360.3973,13452.7239,13206.6259,13224.3775
2022-02-11,399005.SZ,9065.663,9146.6373,8955.2002,8969.6653
2022-02-11,399006.SZ,2800.7486,2811.7767,2742.5144,2746.3826
2022-02-11,399330.SZ,6165.6043,6228.0616,6104.8024,6113.2839
2022-02-14,000009.SH,6156.3627,6196.4563,6103.6085,6129.709
2022-02-14,000010.SH,9673.7158,9675.3753,9555.626,9592.5301
2022-02-14,000016.SH,3131.3937,3131.8409,3093.6424,3103.997
2022-02-14,000300.SH,4579.4202,4593.6324,4530.0566,4551.6878
2022-02-14,000688.SH,1161.8449,1179.8879,1148.7033,1169.4421
2022-02-14,000852.SH,6991.6334,7096.5532,6961.3009,7006.0752
2022-02-14,000903.SH,4509.8091,4522.1318,4461.6239,4481.5464
2022-02-14,000905.SH,6711.5875,6765.5158,6667.4898,6695.6958
2022-02-14,000906.SH,4931.7297,4952.8033,4883.8377,4906.1819
2022-02-14,399001.SZ,13140.3522,13280.0758,13049.4503,13123.2122
2022-02-14,399005.SZ,8934.781,9037.5086,8871.4309,8924.904
2022-02-14,399006.SZ,2723.5103,2776.2332,2710.884,2732.0103
2022-02-14,399330.SZ,6078.6243,6131.1635,6022.4197,6060.5775
2022-02-15,000009.SH,6133.4343,6210.1967,6123.4092,6206.6031
2022-02-15,000010.SH,9589.2099,9658.6314,9579.5881,9654.3291
2022-02-15,000016.SH,3101.3643,3126.4234,3097.0829,3119.9276
2022-02-15,000300.SH,4553.8112,4601.453,4550.543,4600.1025
2022-02-15,000688.SH,1172.7707,1204.34,1171.6756,1203.1243
2022-02-15,000852.SH,7020.1331,7125.0964,6990.4005,7124.8489
2022-02-15,000903.SH,4482.3252,4522.2849,4477.939,4518.6592
2022-02-15,000905.SH,6700.8179,6762.8586,6686.9491,6760.2776
2022-02-15,000906.SH,4908.8193,4958.7686,4904.5841,4957.2093
2022-02-15,399001.SZ,13143.1028,13346.6735,13138.4417,13345.6264
2022-02-15,399005.SZ,8928.5324,9115.0976,8926.6655,9115.0976
2022-02-15,399006.SZ,2744.3853,2817.8074,2739.4199,2816.4435
2022-02-15,399330.SZ,6068.9173,6173.4666,6067.7923,6172.1288
2022-02-16,000009.SH,6226.4036,6250.5408,6209.5924,6236.3476
2022-02-16,000010.SH,9698.5724,9751.5188,9679.3473,9703.6562
2022-02-16,000016.SH,3134.8826,3150.8568,3129.0405,3136.0821
2022-02-16,000300.SH,4619.8458,4643.1003,4607.2178,4617.9893
2022-02-16,000688.SH,1210.4158,1211.5529,1195.9717,1197.5615
2022-02-16,000852.SH,7164.2292,7201.0819,7132.0806,7183.1058
2022-02-16,000903.SH,4538.0492,4562.3161,4528.6995,4538.8431
2022-02-16,000905.SH,6779.2077,6788.3641,6751.8001,6772.0336
2022-02-16,000906.SH,4976.726,4997.2468,4961.6205,4973.9498
2022-02-16,399001.SZ,13403.6361,13446.0606,13339.7969,13376.3566
2022-02-16,399005.SZ,9158.0531,9181.6575,9095.0817,9118.6253
2022-02-16,399006.SZ,2829.6523,2841.3262,2808.2654,2818.3969
2022-02-16,399330.SZ,6198.3818,6227.0713,6172.3578,6187.5766
2022-02-17,000009.SH,6235.9311,6278.4445,6201.693,6258.9541
2022-02-17,000010.SH,9706.1333,9769.551,9685.2107,9720.3544
2022-02-17,000016.SH,3138.7704,3156.8652,3132.0947,3139.1771
2022-02-17,000300.SH,4616.8955,4650.1591,4606.9522,4629.1649
