,ts_code,ann_date,f_ann_date,end_date,comp_type,report_type,end_type,net_profit,finan_exp,c_fr_sale_sg,recp_tax_rends,n_depos_incr_fi,n_incr_loans_cb,n_inc_borr_oth_fi,prem_fr_orig_contr,n_incr_insured_dep,n_reinsur_prem,n_incr_disp_tfa,ifc_cash_incr,n_incr_disp_faas,n_incr_loans_oth_bank,n_cap_incr_repur,c_fr_oth_operate_a,c_inf_fr_operate_a,c_paid_goods_s,c_paid_to_for_empl,c_paid_for_taxes,n_incr_clt_loan_adv,n_incr_dep_cbob,c_pay_claims_orig_inco,pay_handling_chrg,pay_comm_insur_plcy,oth_cash_pay_oper_act,st_cash_out_act,n_cashflow_act,oth_recp_ral_inv_act,c_disp_withdrwl_invest,c_recp_return_invest,n_recp_disp_fiolta,n_recp_disp_sobu,stot_inflows_inv_act,c_pay_acq_const_fiolta,c_paid_invest,n_disp_subs_oth_biz,oth_pay_ral_inv_act,n_incr_pledge_loan,stot_out_inv_act,n_cashflow_inv_act,c_recp_borrow,proc_issue_bonds,oth_cash_recp_ral_fnc_act,stot_cash_in_fnc_act,free_cashflow,c_prepay_amt_borr,c_pay_dist_dpcp_int_exp,incl_dvd_profit_paid_sc_ms,oth_cashpay_ral_fnc_act,stot_cashout_fnc_act,n_cash_flows_fnc_act,eff_fx_flu_cash,n_incr_cash_cash_equ,c_cash_equ_beg_period,c_cash_equ_end_period,c_recp_cap_contrib,incl_cash_rec_saims,uncon_invest_loss,prov_depr_assets,depr_fa_coga_dpba,amort_intang_assets,lt_amort_deferred_exp,decr_deferred_exp,incr_acc_exp,loss_disp_fiolta,loss_scr_fa,loss_fv_chg,invest_loss,decr_def_inc_tax_assets,incr_def_inc_tax_liab,decr_inventories,decr_oper_payable,incr_oper_payable,others,im_net_cashflow_oper_act,conv_debt_into_cap,conv_copbonds_due_within_1y,fa_fnc_leases,im_n_incr_cash_equ,net_dism_capital_add,net_cash_rece_sec,credit_impa_loss,use_right_asset_dep,oth_loss_asset,end_bal_cash,beg_bal_cash,end_bal_cash_equ,beg_bal_cash_equ,update_flag
0,688772.SH,20211014,20211014,20200930,1,1,3,,,4057822194.83,241825027.37,,,,,,,,,,,,83954995.29,4383602217.49,2136643334.24,903029026.21,74570124.49,,,,,,114863054.17,3229105539.11,1154496678.38,9046842.0,,,3320516.18,,12367358.18,1073969898.05,2100000.0,,7257882.4,,1083327780.45,-1070960422.27,1458723506.42,,1100442.97,1867012330.94,80705486.7731,977608253.51,31663344.79,,146875923.13,1156147521.43,710864809.51,-10009501.1,784391564.52,119930029.81,904321594.33,407188381.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1,688272.SH,20211015,20211015,20200930,1,1,3,,,218560101.17,6883747.92,,,,,,,,,,,,540320.23,225984169.32,133870598.19,35137471.77,14162765.7,,,,,,12711206.5,195882042.16,30102127.16,101913.73,,,,,101913.73,4317647.29,300000.0,,,,4617647.29,-4515733.56,24000000.0,,,80717127.04,-5729865.936,12000000.0,2145797.77,,16574354.25,30720152.02,49996975.02,,75583368.62,21384496.33,96967864.95,56717127.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2,605507.SH,20211019,20211019,20200930,1,1,3,,,1560425471.18,121054602.38,,,,,,,,,,,,40702259.55,1722182333.11,436898416.82,263229532.38,159330243.49,,,,,,184283355.89,1043741548.58,678440784.53,,506849814.39,,1098435.94,,507948250.33,376762328.73,390000000.0,,1438295.52,,768200624.25,-260252373.92,412152518.9,,2500000.0,414652518.9,,322178597.6,195518153.63,16984390.39,151038134.82,668734886.05,-254082367.15,1811050.12,165917093.58,783097043.01,949014136.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3,688670.SH,20211019,20211019,20200930,1,1,3,,,136967477.79,,,,,,,,,,,,,31765935.94,168733413.73,53642659.42,20480946.02,7952549.3,,,,,,52721377.14,134797531.88,33935881.85,,,241381.43,15000.0,,256381.43,16522098.16,,,26870000.0,,43392098.16,-43135716.73,283350000.0,,,283350000.0,,94500000.0,5361252.65,,166850000.0,266711252.65,16638747.35,,7438912.47,7551947.44,14990859.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
4,688383.SH,20211019,20211019,20200930,1,1,3,,,450700174.32,20883478.93,,,,,,,,,,,,19099070.68,490682723.93,270906933.46,80804489.63,37211166.78,,,,,,39459678.5,428382268.37,62300455.56,,2000000.0,31068.49,31842.7,,2062911.19,43554733.74,,,,,43554733.74,-41491822.55,63644286.44,,,63644286.44,,65605500.0,5014483.01,,,70619983.01,-6975696.57,,13832936.44,9834427.52,23667363.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
5,301081.SZ,20211019,20211019,20200930,1,1,3,,,297922382.37,6967972.95,,,,,,,,,,,,21969394.23,326859749.55,167877440.39,56969402.89,13151991.18,,,,,,59180903.38,297179737.84,29680011.71,10545046.3,,,4368.36,,10549414.66,54798267.81,,,,,54798267.81,-44248853.15,220600000.0,,,220600000.0,143483704.7068,177300000.0,17831642.67,,2191490.2,197323132.87,23276867.13,-978186.95,7729838.74,22769580.79,30499419.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
6,688148.SH,20211019,20211019,20200930,1,1,3,,,650579990.31,60325499.01,,,,,,,,,,,,79780802.58,790686291.9,484986661.24,47704257.53,17882907.03,,,,,,110919587.03,661493412.83,129192879.07,,20000000.0,58602.74,451543.76,,20510146.5,96226561.46,1289600.0,,,,97516161.46,-77006014.96,392444243.76,,,392444243.76,,360400264.57,35136896.53,,39441437.7,434978598.8,-42534355.04,-3323776.2,6328732.87,123745266.38,130073999.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
7,688285.SH,20211019,20211019,20200930,1,1,3,,,743862186.27,59125.41,,,,,,,,,,,,93610653.47,837531965.15,655877972.2,92273556.11,47828638.2,,,,,,109853531.89,905833698.4,-68301733.25,,,,323462.0,,323462.0,33712657.53,,,,,33712657.53,-33389195.53,210000000.0,,,210000000.0,484266225.2952,100056836.78,136057955.78,,,236114792.56,-26114792.56,,-127805721.34,207611753.3,79806031.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
8,301083.SZ,20211020,20211020,20200930,1,1,3,,,380070396.39,1738929.57,,,,,,,,,,,,6251564.95,388060890.91,282410963.88,41483968.77,21703025.17,,,,,,28368881.18,373966839.0,14094051.91,,,1150896.9,200000.0,,1350896.9,3069743.41,55000000.0,,,,58069743.41,-56718846.51,,,,,166322198.8934,,,,2935040.0,2935040.0,-2935040.0,-377613.01,-45937447.61,105530273.12,59592825.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
9,301075.SZ,20211021,20211021,20200930,1,1,3,,,366303703.85,3903971.0,,,,,,,,,,,,24000630.21,394208305.06,37216711.08,26518158.08,46524776.29,,,,,,248827733.62,359087379.07,35120925.99,,,,,,,49659358.8,,,,,49659358.8,-49659358.8,40000000.0,,80000.0,41080000.0,,40000000.0,1705371.76,,,41705371.76,-625371.76,,-15163804.57,95589484.03,80425679.46,1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
10,831726.BJ,20211021,20211021,20200930,1,1,3,,,185324103.13,,,,,,,,,,,,,2362235.09,187686338.22,91622787.43,22780915.95,20300480.16,,,,,,9720553.19,144424736.73,43261601.49,,,,37457.45,,37457.45,11721110.81,,,,,11721110.81,-11683653.36,50000000.0,,,50000000.0,,30000000.0,40414390.0,,,70414390.0,-20414390.0,,11163558.13,10535673.77,21699231.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
11,001206.SZ,20211022,20211022,20200930,1,1,3,,,883112810.47,68804504.75,,,,,,,,,,,,45220979.37,997138294.59,708657986.33,53260710.62,52464422.88,,,,,,19513695.24,833896815.07,163241479.52,,445000000.0,2257585.9,182388.36,,447439974.26,195637356.26,445000000.0,,,,640637356.26,-193197382.0,,,,,,,,,1196746.52,1196746.52,-1196746.52,-6061939.91,-37214588.91,81471889.42,44257300.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
12,430510.BJ,20211022,20211022,20200930,1,1,3,,,140551214.14,1168006.93,,,,,,,,,,,,5415503.51,147134724.58,65126178.56,28540500.34,6626735.65,,,,,,2816424.83,103109839.38,44024885.2,,,,12740.0,,12740.0,52299687.56,,,,,52299687.56,-52286947.56,,,,,,1000000.0,14790.0,,1132452.82,2147242.82,-2147242.82,-770311.47,-11179616.65,52387273.55,41207656.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
13,301025.SZ,20211022,20211022,20200930,1,1,3,,,315579573.46,,,,,,,,,,,,,8327116.03,323906689.49,180337291.73,48274561.03,26812751.04,,,,,,42931546.65,298356150.45,25550539.04,,90000000.0,521095.82,,,90521095.82,801116.86,160000000.0,,,,160801116.86,-70280021.04,19000000.0,,,19000000.0,,,317305.49,,,317305.49,18682694.51,,-26046787.49,235657833.37,209611045.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
14,300980.SZ,20211022,20211022,20200930,1,1,3,,,171848711.4,,,,,,,,,,,,,16470205.52,188318916.92,84290941.84,37139848.39,15771676.7,,,,,,13632687.06,150835153.99,37483762.93,,35000000.0,223503.6,3528515.42,,38752019.02,36386354.11,45000000.0,,,,81386354.11,-42634335.09,23000000.0,,,23000000.0,,46100000.0,10833341.18,,,56933341.18,-33933341.18,-51817.74,-39135731.08,62153831.07,23018099.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
15,605296.SH,20211022,20211022,20200930,1,1,3,,,1997302459.4,,,,,,,,,,,,,35994472.37,2033296931.77,872855620.91,130886377.72,7586224.38,,,,,,92865211.08,1104193434.09,929103497.68,700000.0,330863013.7,1645367.24,3018206.39,,336226587.33,453388503.65,800000000.0,,6900000.0,,1260288503.65,-924061916.32,117400000.0,,,117400000.0,,139230769.44,111839141.09,,23728851.33,274798761.86,-157398761.86,,-152357180.5,461001377.87,308644197.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
16,605566.SH,20211022,20211022,20200930,1,1,3,,,261267428.62,40276.67,,,,,,,,,,,,4494228.12,265801933.41,69544226.11,35551691.81,28095597.64,,,,,,22000306.17,155191821.73,110610111.68,,,,,,,26733494.93,,,,,26733494.93,-26733494.93,250000000.0,,,250000000.0,374536578.8741,350000000.0,9554920.81,,,359554920.81,-109554920.81,-1318605.5,-26996909.56,97814844.87,70817935.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
17,603324.SH,20211022,20211022,20200930,1,1,3,,,386067765.92,,,,,,,,,,,,,55748327.34,441816093.26,298035822.92,72233685.57,47600391.11,,,,,,82617368.54,500487268.14,-58671174.88,500000.0,495000000.0,1399512.93,,,496899512.93,38524548.52,495000000.0,,,,533524548.52,-36625035.59,50000000.0,,1450000.0,51450000.0,,147492902.78,4877162.76,,3370000.0,155740065.54,-104290065.54,-479039.25,-200065315.26,383944873.9,183879558.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
18,605086.SH,20211022,20211022,20200930,1,1,3,,,161093075.96,,,,,,,,,,,,,804509.94,161897585.9,26523740.54,30287287.56,34950324.34,,,,,,7072690.51,98834042.95,63063542.95,,137000000.0,1526165.29,70400.21,,138596565.5,60788724.68,117000000.0,,,,177788724.68,-39192159.18,,,,0.0,,19500000.0,372467.36,,852213.65,20724681.01,-20724681.01,,3146702.76,32908477.36,36055180.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
19,688255.SH,20211022,20211022,20200930,1,1,3,,,319330027.55,1140322.44,,,,,,,,,,,,18620799.99,339091149.98,212548655.46,38734550.27,16935751.5,,,,,,12193924.44,280412881.67,58678268.31,,,,134690.27,,134690.27,3201335.16,,,,,3201335.16,-3066644.89,30000000.0,,,30000000.0,128694607.6955,50000000.0,1777166.66,,,51777166.66,-21777166.66,-372912.18,33461544.58,31360693.54,64822238.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
20,001207.SZ,20211023,20211023,20200930,1,1,3,,,493845366.03,2432979.42,,,,,,,,,,,,9168837.92,505447183.37,409266360.59,32249051.29,17536630.91,,,,,,23948575.76,483000618.55,22446564.82,,726606100.0,734676.3,8828.0,,727349604.3,9283351.45,748112139.2,,,,757395490.65,-30045886.35,111418858.0,,4050000.0,118463076.0,,145156557.0,5552401.57,,,150708958.57,-32245882.57,-82102.21,-39927306.31,78199222.76,38271916.45,2994218.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
21,835670.BJ,20211023,20211023,20200930,1,1,3,,,34165725.98,1947962.65,,,,,,,,,,,,15897430.84,52011119.47,8772730.28,21160413.3,9001414.65,,,,,,11754305.09,50688863.32,1322256.15,,,,82100.0,,82100.0,4149475.66,,,,,4149475.66,-4067375.66,,,,,,,23345600.0,,,23345600.0,-23345600.0,18518.86,-26072200.65,78005590.34,51933389.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
22,003032.SZ,20211025,20211025,20200930,1,1,3,,,442295996.08,,,,,,,,,,,,,48911547.19,491207543.27,67783572.58,375808049.6,8037237.26,,,,,,61902288.28,513531147.72,-22323604.45,,1455000000.0,9848665.67,164490.0,,1465013155.67,12945840.89,1675000000.0,,,,1687945840.89,-222932685.22,,,,,,,,,700000.0,700000.0,-700000.0,,-245956289.67,871053172.43,625096882.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
23,301036.SZ,20211025,20211025,20200930,1,1,3,,,637440969.52,,,,,,,,,,,,,2896001.91,640336971.43,402895015.49,69110855.71,35946873.27,,,,,,44855071.36,552807815.83,87529155.6,,,702240.0,289507.56,,991747.56,6539392.16,,,,,6539392.16,-5547644.6,398882840.0,,,398882840.0,,389991931.0,38916052.05,,3900000.0,432807983.05,-33925143.05,-159090.44,47897277.51,9942940.18,57840217.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
24,001212.SZ,20211025,20211025,20200930,1,1,3,,,355294015.05,27527.94,,,,,,,,,,,,28716213.22,384037756.21,179430585.44,60540720.45,48415950.78,,,,,,15614172.82,304001429.49,80036326.72,,790429800.0,5171204.82,106472.5,,795707477.32,46452222.34,742845260.0,,,,789297482.34,6409994.98,,,,,,,46274700.0,,,46274700.0,-46274700.0,-1103331.86,39068289.84,14394833.35,53463123.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
25,688681.SH,20211025,20211025,20200930,1,1,3,,,172512397.53,6456121.72,,,,,,,,,,,,10548544.89,189517064.14,67496346.28,48608044.05,27079684.84,,,,,,51315433.22,194499508.39,-4982444.25,,43500000.0,104426.97,697452.53,,44301879.5,10119344.1,43450000.0,,,,53569344.1,-9267464.6,33132078.07,,1495000.0,34627078.07,,25689923.03,11075376.12,,2605000.0,39370299.15,-4743221.08,-58904.52,-19052034.45,55086324.55,36034290.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
26,605033.SH,20211025,20211025,20200930,1,1,3,,,251220496.42,,,,,,,,,,,,,1635573.18,252856069.6,177416685.27,37335695.59,13206960.61,,,,,,60351008.88,288310350.35,-35454280.75,283615.3,464000000.0,2415418.54,37546.05,,466736579.89,57921596.22,452000000.0,,,,509921596.22,-43185016.33,,,16000000.0,16000000.0,,40000000.0,892538.89,,10000000.0,50892538.89,-34892538.89,710.43,-113531125.54,197738672.75,84207547.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
27,301068.SZ,20211025,20211025,20200930,1,1,3,,,284804928.3,1685013.51,,,,,,,,,,,,7306469.16,293796410.97,251969997.5,34865529.73,18147607.83,,,,,,11509367.19,316492502.25,-22696091.28,,,,27109053.98,,27109053.98,135205059.54,,,203299.77,,135408359.31,-108299305.33,187320000.0,,,187320000.0,,88500000.0,7280933.39,,2465094.34,98246027.73,89073972.27,,-41921424.34,81976908.81,40055484.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
28,688553.SH,20211025,20211025,20200930,1,1,3,,,1040905779.33,6853176.77,,,,,,,,,,,,42378356.39,1090137312.49,133094454.91,88232381.84,36941869.45,,,,,,482894613.8,741163320.0,348973992.49,,3117500000.0,7630566.1,,,3125130566.1,102187486.79,3545500000.0,,,,3647687486.79,-522556920.69,,,13194258.51,13294258.51,,35000000.0,1690724.85,,20611605.41,57302330.26,-44008071.75,-275216.54,-217866216.49,259142370.78,41276154.29,100000.0,100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
29,001208.SZ,20211025,20211025,20200930,1,1,3,,,861608367.8,,,,,,,,,,,,,12764774.98,874373142.78,952962038.9,58727820.36,38440187.07,,,,,,84064106.46,1134194152.79,-259821010.01,,,,1152042.0,,1152042.0,17433544.14,,,,,17433544.14,-16281502.14,343000000.0,,,343000000.0,,272500000.0,12618868.6,,3981165.47,289100034.07,53899965.93,,-222202546.22,347411206.57,125208660.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
30,001205.SZ,20211025,20211025,20200930,1,1,3,,,325048115.91,,,,,,,,,,,,,3437156.3,328485272.21,147835653.39,66442178.96,12531211.18,,,,,,8706411.4,235515454.93,92969817.28,,,,2235100.0,,2235100.0,42396408.9,,,,,42396408.9,-40161308.9,29140000.0,,40000000.0,69140000.0,,68141217.52,15418503.25,,34585273.62,118144994.39,-49004994.39,5758.22,3809272.21,16473001.14,20282273.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
31,001210.SZ,20211025,20211025,20200930,1,1,3,,,260683864.83,2091189.03,,,,,,,,,,,,17939492.8,280714546.66,265237963.47,75571684.29,18373173.04,,,,,,20296939.11,379479759.91,-98765213.25,388000.0,634000.0,,1324139.91,,2346139.91,59421427.98,,,,,59421427.98,-57075288.07,15000000.0,,20114367.0,37914367.0,,,66702384.07,,,66702384.07,-28788017.07,,-184628518.39,333634307.01,149005788.62,2800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
32,001211.SZ,20211025,20211025,20200930,1,1,3,,,624556572.28,,,,,,,,,,,,,14083412.27,638639984.55,378890670.68,79018354.29,43488066.46,,,,,,88821485.81,590218577.24,48421407.31,120690.09,,,142800.0,,263490.09,42009711.77,9000000.0,,,,51009711.77,-50746221.68,90318846.97,,,90318846.97,,105958846.97,7121883.04,,4795380.14,117876110.15,-27557263.18,-10129.72,-29892207.27,66097689.36,36205482.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
33,688211.SH,20211025,20211025,20200930,1,1,3,,,976917723.35,,,,,,,,,,,,,39910150.0,1016827873.35,852339574.2,54177942.12,86967731.64,,,,,,43619773.44,1037105021.4,-20277148.05,952515.94,1021559795.23,4058669.89,,,1026570981.06,96613018.42,1098490000.0,12487456.03,,,1207590474.45,-181019493.39,43434000.0,,,273434000.0,-230107396.6463,10000000.0,21056346.94,,12800000.0,43856346.94,229577653.06,-47425.83,28233585.79,11821975.19,40055560.98,230000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
34,003039.SZ,20211026,20211026,20200930,1,1,3,,,925871450.43,2005177.52,,,,,,,,,,,,16680614.77,944557242.72,236988337.16,157375547.28,110571114.2,,,,,,31192821.57,536127820.21,408429422.51,10984685.86,,300000.0,189198.28,,11473884.14,149128641.45,,,,,149128641.45,-137654757.31,345000000.0,,,345000000.0,,824500000.0,119413649.63,22520027.47,813000.0,944726649.63,-599726649.63,,-328951984.43,1048723019.83,719771035.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
35,003041.SZ,20211026,20211026,20200930,1,1,3,,,553986593.66,46976629.33,,,,,,,,,,,,14592244.5,615555467.49,460459952.33,100361470.09,14784679.28,,,,,,22415663.7,598021765.4,17533702.09,5470000.0,258400000.0,1842896.06,18208525.19,,283921421.25,19043942.67,258400000.0,,,,277443942.67,6477478.58,100000.0,,19567725.25,19667725.25,,9900000.0,116842.24,,5563681.16,15580523.4,4087201.85,-1833557.87,26264824.65,133663529.76,159928354.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
36,001203.SZ,20211026,20211026,20200930,1,1,3,,,1372852481.12,,,,,,,,,,,,,35830594.17,1408683075.29,456659015.06,139920522.33,302426246.55,,,,,,152250428.82,1051256212.76,357426862.53,35000000.0,,528138.78,1536437.55,,37064576.33,128587986.53,,,35000000.0,,163587986.53,-126523410.2,2713216000.0,,173344862.23,2886560862.23,,2704810000.0,194278227.88,,152483643.17,3051571871.05,-165011008.82,,65892443.51,34765246.61,100657690.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
37,688660.SH,20211026,20211026,20200930,1,1,3,,,16438078755.57,,,,,,,,,,,,,350775245.23,16788854000.8,12513788227.12,398974309.85,837115885.81,,,,,,461308232.14,14211186654.92,2577667345.88,,,,683028.86,,683028.86,481988094.25,135739733.95,10006842.98,500000000.0,,1127734671.18,-1127051642.32,267122586.86,,,267122586.86,,772200017.89,16916767.92,,,789116785.81,-521994198.95,-85938.44,928535566.17,3918845329.23,4847380895.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
38,605588.SH,20211026,20211026,20200930,1,1,3,,,744624100.47,4284176.84,,,,,,,,,,,,25052239.05,773960516.36,619520531.84,53295639.51,32160068.4,,,,,,25993708.6,730969948.35,42990568.01,,55000000.0,415045.2,10821.41,,55425866.61,81780399.26,35000000.0,,,,116780399.26,-61354532.65,152053063.93,,41971.94,152095035.87,,44000000.0,30838199.26,,,74838199.26,77256836.61,-1163192.68,57729679.29,52791405.42,110521084.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
39,300774.SZ,20211026,20211026,20200930,1,1,3,,,202309053.58,164721.35,,,,,,,,,,,,25781395.26,228255170.19,88835979.78,32597631.62,38550173.31,,,,,,52844414.17,212828198.88,15426971.31,,1546307315.07,8084976.16,5309.73,,1554397600.96,39353129.31,1852650000.0,,,,1892003129.31,-337605528.35,,,10000868.33,10000868.33,,,40101924.55,,3000000.0,43101924.55,-33101056.22,,-355279613.26,382564545.27,27284932.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
40,301053.SZ,20211026,20211026,20200930,1,1,3,,,208115653.6,5746023.15,,,,,,,,,,,,6789883.12,220651559.87,80907601.77,39238550.33,15645287.51,,,,,,35143000.1,170934439.71,49717120.16,,,,10500.0,,10500.0,65926433.98,,,,,65926433.98,-65915933.98,30000000.0,,,31800000.0,,,20353969.72,,1498525.42,21852495.14,9947504.86,-10326.58,-6261635.54,57347806.37,51086170.83,1800000.0,1800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
41,301049.SZ,20211026,20211026,20200930,1,1,3,,,168189924.88,6744932.17,,,,,,,,,,,,13594943.68,188529800.73,62278464.2,22997181.83,16867980.17,,,,,,19060701.68,121204327.88,67325472.85,,,,,,,60963468.35,,,662769.32,,61626237.67,-61626237.67,32000000.0,,,32000000.0,,20000000.0,14762453.08,,3107168.32,37869621.4,-5869621.4,,-170386.22,35200541.88,35030155.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
42,605069.SH,20211026,20211026,20200930,1,1,3,,,439180270.26,64778.22,,,,,,,,,,,,24350157.32,463595205.8,248086513.68,117824147.86,25938696.26,,,,,,299313969.44,691163327.24,-227568121.44,,,,31400.0,,31400.0,508118.27,,,,,508118.27,-476718.27,422702661.11,,19000000.0,544244011.11,,316394227.49,18188671.0,,32842740.22,367425638.71,176818372.4,,-51226467.31,88951799.46,37725332.15,102541350.0,102541350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
43,300990.SZ,20211026,20211026,20200930,1,1,3,,,265696464.03,839917.01,,,,,,,,,,,,1835351.79,268371732.83,105392760.25,54970330.81,30920646.95,,,,,,19549282.2,210833020.21,57538712.62,2442000.0,35000000.0,214486.95,,,37656486.95,52125704.52,85000000.0,,37696.8,,137163401.32,-99506914.37,,,,,,82881.58,,,943396.23,1026277.81,-1026277.81,486233.0,-42508246.56,69698172.1,27189925.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
44,300989.SZ,20211026,20211026,20200930,1,1,3,,,333276019.03,,,,,,,,,,,,,9409339.51,342685358.54,61842848.94,146740933.19,42190268.88,,,,,,31908372.97,282682423.98,60002934.56,160000000.0,2743000.0,2341232.86,108000.0,,165192232.86,5884102.06,,,200000000.0,,205884102.06,-40691869.2,30000000.0,,,30000000.0,,8400000.0,8037285.0,,2000000.0,18437285.0,11562715.0,,30873780.36,111173616.28,142047396.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
45,605389.SH,20211026,20211026,20200930,1,1,3,,,432818157.06,,,,,,,,,,,,,22470808.16,455288965.22,211144523.34,40441386.84,63259539.86,,,,,,36650453.58,351495903.62,103793061.6,,,,1906901.5,,1906901.5,25772653.56,,,,,25772653.56,-23865752.06,,,,,,1000000.0,58406597.51,,,59406597.51,-59406597.51,-158532.16,20362179.87,128544844.32,148907024.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
46,300953.SZ,20211026,20211026,20200930,1,1,3,,,295214485.11,2874621.02,,,,,,,,,,,,4471277.5,302560383.63,154976173.33,133723910.83,28156357.47,,,,,,27930049.59,344786491.22,-42226107.59,,,,1870907.13,,1870907.13,82401528.89,,,,,82401528.89,-80530621.76,455000000.0,,11733293.63,466733293.63,,332500000.0,12402255.11,,35158818.73,380061073.84,86672219.79,-130941.98,-36215451.54,80178732.25,43963280.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
47,688776.SH,20211026,20211026,20200930,1,1,3,,,193425390.31,149683.41,,,,,,,,,,,,5550495.63,199125569.35,82844043.02,83897192.19,28772542.14,,,,,,21824243.31,217338020.66,-18212451.31,,36885398.85,,,7878500.0,44763898.85,2208482.88,,,,,2208482.88,42555415.97,30000000.0,,,30000000.0,,,60575750.0,,,60575750.0,-30575750.0,-5594.85,-6238380.19,105546498.22,99308118.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
48,605589.SH,20211026,20211026,20200930,1,1,3,,,4795644228.66,92163269.11,,,,,,,,,,,,165120268.53,5052927766.3,3551271758.65,461230580.37,450892466.13,,,,,,682605953.69,5146000758.84,-93072992.54,,6304535464.4,21302725.76,149789.03,,6325987979.19,733077446.07,5968272400.0,29105298.64,,,6730455144.71,-404467165.52,1798827283.89,,,1798827283.89,,643658267.35,161416410.38,,553346709.47,1358421387.2,440405896.69,71586800.67,14452539.3,657019961.77,671472501.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
49,605289.SH,20211026,20211026,20200930,1,1,3,,,315686839.07,,,,,,,,,,,,,15753937.03,331440776.1,215848920.24,28059315.01,37524694.09,,,,,,30868776.91,312301706.25,19139069.85,,,317939.2,179300.0,,497239.2,2159317.94,,,,,2159317.94,-1662078.74,19000000.0,,20668465.09,39668465.09,,20000000.0,1744173.62,,16050804.51,37794978.13,1873486.96,,19350478.07,232928940.95,252279419.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
