,ts_code,ann_date,f_ann_date,end_date,comp_type,report_type,end_type,net_profit,finan_exp,c_fr_sale_sg,recp_tax_rends,n_depos_incr_fi,n_incr_loans_cb,n_inc_borr_oth_fi,prem_fr_orig_contr,n_incr_insured_dep,n_reinsur_prem,n_incr_disp_tfa,ifc_cash_incr,n_incr_disp_faas,n_incr_loans_oth_bank,n_cap_incr_repur,c_fr_oth_operate_a,c_inf_fr_operate_a,c_paid_goods_s,c_paid_to_for_empl,c_paid_for_taxes,n_incr_clt_loan_adv,n_incr_dep_cbob,c_pay_claims_orig_inco,pay_handling_chrg,pay_comm_insur_plcy,oth_cash_pay_oper_act,st_cash_out_act,n_cashflow_act,oth_recp_ral_inv_act,c_disp_withdrwl_invest,c_recp_return_invest,n_recp_disp_fiolta,n_recp_disp_sobu,stot_inflows_inv_act,c_pay_acq_const_fiolta,c_paid_invest,n_disp_subs_oth_biz,oth_pay_ral_inv_act,n_incr_pledge_loan,stot_out_inv_act,n_cashflow_inv_act,c_recp_borrow,proc_issue_bonds,oth_cash_recp_ral_fnc_act,stot_cash_in_fnc_act,free_cashflow,c_prepay_amt_borr,c_pay_dist_dpcp_int_exp,incl_dvd_profit_paid_sc_ms,oth_cashpay_ral_fnc_act,stot_cashout_fnc_act,n_cash_flows_fnc_act,eff_fx_flu_cash,n_incr_cash_cash_equ,c_cash_equ_beg_period,c_cash_equ_end_period,c_recp_cap_contrib,incl_cash_rec_saims,uncon_invest_loss,prov_depr_assets,depr_fa_coga_dpba,amort_intang_assets,lt_amort_deferred_exp,decr_deferred_exp,incr_acc_exp,loss_disp_fiolta,loss_scr_fa,loss_fv_chg,invest_loss,decr_def_inc_tax_assets,incr_def_inc_tax_liab,decr_inventories,decr_oper_payable,incr_oper_payable,others,im_net_cashflow_oper_act,conv_debt_into_cap,conv_copbonds_due_within_1y,fa_fnc_leases,im_n_incr_cash_equ,net_dism_capital_add,net_cash_rece_sec,credit_impa_loss,use_right_asset_dep,oth_loss_asset,end_bal_cash,beg_bal_cash,end_bal_cash_equ,beg_bal_cash_equ,update_flag
10,301013.SZ,20210607,20210607,20201231,1,1,4,84871215.46,-23197.58,581770596.16,10934825.23,,,,,,,,,,,,27227107.66,619932529.05,409412486.33,88182137.61,41481245.72,,,,,,32371110.1,571446979.76,48485549.29,,331000000.0,2976887.8,,,333976887.8,98658827.99,260000000.0,,,,358658827.99,-24681940.19,60000000.0,,,62100000.0,-20639712.7173,900000.0,2945950.0,,4920800.0,8766750.0,53333250.0,23197.58,77160056.68,140737863.35,217897920.03,2100000.0,2100000.0,,7403194.81,4203075.99,251359.89,1963657.19,,,,15085.46,,-3149981.38,-835490.07,77354.09,56870640.97,59609390.8,-160252944.33,,48485549.29,,,,77160056.68,,,-2517812.01,,,217897920.03,140737863.35,,,1
11,688601.SH,20210607,20210607,20201231,1,1,4,65619182.62,5387256.41,498051035.1,31510631.09,,,,,,,,,,,,17930140.33,547491806.52,401090150.07,42809620.66,7390984.82,,,,,,39529213.38,490819968.93,56671837.59,293649.62,244820800.0,7044875.07,18893.5,,252178218.19,7153822.05,204520800.0,,122500.0,,211797122.05,40381096.14,1000000.0,,,1000000.0,81080939.9222,1000000.0,20048248.77,,5471698.03,26519946.8,-25519946.8,-5632657.26,65900329.67,47232339.73,113132669.4,,,,8984325.1,3973141.35,649600.63,,,,41730.51,,328882.19,-7044875.07,31600.55,-102816.81,-7704835.17,-2805631.72,-11124792.23,,56671837.59,,,,65900329.67,,,439069.23,,,113132669.4,47232339.73,,,1
12,001209.SZ,20210607,20210607,20201231,1,1,4,133718900.25,,1245721161.43,,,,,,,,,,,,,6436449.72,1252157611.15,618636640.65,152915423.14,99008919.25,,,,,,182679444.72,1053240427.76,198917183.39,286000000.0,,1279685.3,174519.86,,287454205.16,83251566.6,,,286000000.0,,369251566.6,-81797361.44,,,,,124335457.3079,,,,2388679.25,2388679.25,-2388679.25,,114731142.7,124677873.53,239409016.23,,,,20512572.28,4104183.14,5385938.13,4065263.52,,,65537.97,,,-1279685.3,-100481.54,,-8378896.42,5690303.37,38902698.24,,198917183.39,,,,114731142.7,,,,,,239409016.23,124677873.53,,,1
13,301004.SZ,20210607,20210607,20201231,1,1,4,64303009.25,7988616.96,341816097.18,13613658.92,,,,,,,,,,,,18095555.07,373525311.17,164526005.54,91450549.45,15261362.5,,,,,,31991864.66,303229782.15,70295529.02,1007769.2,430806544.27,1412631.56,994678.45,,434221623.48,13756112.38,430806544.27,,685185.73,,445247842.38,-11026218.9,,,,,46006450.0345,,,,3756323.77,3756323.77,-3756323.77,-6173610.8,49339375.55,123833572.96,173172948.51,,,,2685862.71,10005694.68,2193707.79,3360721.02,,,-478456.13,,-3502719.86,-1636866.77,657796.76,,5924491.99,-17554256.09,-3652073.29,,70295529.02,,,,49339375.55,,,,,,173172948.51,123833572.96,,,1
14,603171.SH,20210608,20210608,20201231,1,1,4,301290559.71,326483.88,1570316698.21,1299554.81,,,,,,,,,,,,158751854.16,1730368107.18,185248219.72,941920887.4,79574641.42,,,,,,185941542.21,1392685290.75,337682816.43,953880000.0,,611764.94,916846.74,,955408611.68,132828659.06,2700000.0,,951310000.0,,1086838659.06,-131430047.38,350739194.36,,,350949194.36,153418376.487,350739194.36,73386483.88,,,424125678.24,-73176483.88,,133076285.17,1621956497.94,1755032783.11,210000.0,210000.0,,14203329.72,29964944.9,6709186.27,3127151.87,,,288007.53,,,-61233.43,5403078.02,2744509.95,-8242538.74,-37953434.38,19882771.13,,337682816.43,,,,133076285.17,,,,,,1755032783.11,1621956497.94,,,1
15,605011.SH,20210608,20210608,20201231,1,1,4,303601006.42,65381123.99,2334101207.29,8505061.36,,,,,,,,,,,,24520807.54,2367127076.19,1782272377.87,140838767.07,79070341.5,,,,,,18604449.42,2020785935.86,346341140.33,367490184.24,,73742786.46,149084.0,,441382054.7,47089436.74,,,321000000.0,,368089436.74,73292617.96,756000000.0,,170377.35,756170377.35,346258312.4261,946650000.0,142686810.54,15387800.4,,1089336810.54,-333166433.19,,86467325.1,355660287.38,442127612.48,,,,1207734.52,99353753.38,6263724.03,90234.74,,,-96814.45,275013.85,,-78102959.73,506954.82,,-68611767.41,-17747194.88,34055869.35,,346341140.33,,,,86467325.1,,,,,,442127612.48,355660287.38,,,1
16,688367.SH,20210608,20210608,20201231,1,1,4,48548733.84,391329.83,122474193.57,389608.96,,,,,,,,,,,,22616851.18,145480653.71,83251602.04,20056774.07,16051573.5,,,,,,23927576.63,143287526.24,2193127.47,,24084335.98,255182.76,612001.0,,24951519.74,5372174.16,18000783.9,,,,23372958.06,1578561.68,10000000.0,,,10000000.0,-1782951.3198,,13190377.78,,3273000.0,16463377.78,-6463377.78,-202440.94,-2894129.57,29409540.64,26515411.07,,,,1488820.47,3999700.36,2143275.6,,,,-339515.32,21421.84,,-255182.76,-119763.09,-9235.13,-4109412.03,-66121561.8,16554515.66,,2193127.47,,,,-2894129.57,,,,,,26515411.07,29409540.64,,,1
17,301015.SZ,20210609,20210609,20201231,1,1,4,277224717.72,62244568.65,5942194710.31,,,,,,,,,,,,,59194014.46,6001388724.77,4793571061.13,339395240.64,302892446.68,,,,,,682364514.35,6118223262.8,-116834538.03,735735.1,553326600.0,3478556.37,349789.97,,557890681.44,16352452.12,584165527.5,,,,600517979.62,-42627298.18,1416610000.0,,255698067.46,1672308067.46,-110327176.6637,1191246720.67,149914866.61,1000000.0,25335500.0,1366497087.28,305810980.18,-1082635.83,145266508.14,802079531.56,947346039.7,,,,9311980.63,16126340.75,3460476.77,3211339.47,,,-483660.49,136860.03,-4210441.56,-4629833.71,1581074.73,-420096.05,-128426388.68,-542577323.72,175542910.75,,-116834538.03,,,,145266508.14,,,12741571.63,,,946877653.99,801245130.97,468385.71,834400.59,1
18,605056.SH,20210609,20210609,20201231,1,1,4,243537475.51,102627.31,2278905161.65,3271814.68,,,,,,,,,,,,39423754.04,2321600730.37,1304371166.91,295013799.78,174295411.55,,,,,,187657938.77,1961338317.01,360262413.36,125000000.0,,2102366.25,169781.99,,127272148.24,132059269.05,253687.85,,125000000.0,,257312956.9,-130040808.66,,,96616.28,1576616.28,216910449.1829,25000000.0,129876080.22,3767988.71,2223670.29,157099750.51,-155523134.23,-25814.72,74672655.75,218826175.5,293498831.25,1480000.0,1480000.0,,12298628.09,11551972.26,4659943.28,3997728.62,,,-74302.99,112732.76,,-2003980.68,-2708422.62,-430972.46,-43664553.33,89458825.69,18848937.43,,360262413.36,,,,74672655.75,,,,,,293498831.25,218826175.5,,,1
19,601921.SH,20210610,20210610,20201231,1,1,4,1151979320.57,1499467.24,10219525131.58,28691955.62,,,,,,,,,,,,363335680.63,10611552767.83,6406955413.95,1310232175.65,93274503.95,,,,,,489311752.54,8299773846.08,2311778921.75,,1266073055.56,37593896.13,131159058.74,1.0,1434826011.43,310446574.63,661050000.0,,806730.89,,972303305.52,462522705.91,108116360.0,,16000000.0,124116360.0,2304056324.3326,7000000.0,437356676.75,13261812.74,,444356676.75,-320240316.75,-878848.39,2453182462.52,4502063532.31,6955245994.83,,,,23912785.1,133409578.96,40583079.26,15686085.13,,,-77325724.94,640934.91,,-41136696.68,-55678.3,1281521.87,295525800.34,184208682.11,581569766.18,,2311778921.75,,,,2453182462.52,,,,,,6955245994.83,4502063532.31,,,1
20,301017.SZ,20210610,20210610,20201231,1,1,4,219543804.53,6614962.09,5323649391.04,,,,,,,,,,,,,48540121.79,5372189512.83,3909394727.59,603782430.26,211585315.79,,,,,,412927438.76,5137689912.4,234499600.43,10000000.0,6227949.0,807626.34,300962.71,,17336538.05,194026855.64,50019000.0,8583086.7,557990.22,,253186932.56,-235850394.51,286000000.0,,,286000000.0,169996324.3768,298000000.0,21794375.02,536049.04,,319794375.02,-33794375.02,,-35145169.1,312458637.34,277313468.24,,,,41262162.63,33074306.04,5469598.42,38895160.7,,,,-40034.3,200000.0,459399.31,-17713388.57,-374650.42,-302528019.23,-259908362.07,469544661.3,,234499600.43,,,,-35145169.1,,,,,,277313468.24,312458637.34,,,1
21,301016.SZ,20210610,20210610,20201231,1,1,4,114421061.05,1428901.24,419207162.07,2125167.65,,,,,,,,,,,,7339539.4,428671869.12,137627626.09,53353322.75,49383882.54,,,,,,32634880.65,272999712.03,155672157.09,,130000000.0,168198.8,2000.0,,130170198.8,56982856.15,130000000.0,,,,186982856.15,-56812657.35,40000000.0,,2078147.5,42078147.5,85630309.9311,35000000.0,24089159.74,,382088.0,59471247.74,-17393100.24,-60616.47,81405783.03,63987480.87,145393263.9,,,,1003552.28,9907370.6,1228266.32,,,,31058.84,,,-168198.8,547772.3,,1560649.64,12225525.14,9610632.24,,155672157.09,,,,81405783.03,,,-2677873.76,,,145393263.9,63987480.87,,,1
22,688161.SH,20210610,20210610,20201231,1,1,4,561720997.95,395779.77,2013999350.46,,,,,,,,,,,,,88405130.24,2102404480.7,310124644.42,268700601.77,290101333.52,,,,,,589354462.02,1458281041.73,644123438.97,7268186.12,591761.43,,374799.99,2826.29,8237573.83,49586340.68,5000000.0,,,,54586340.68,-46348766.85,,,24669150.0,24669150.0,-205838498.2557,,800000000.0,,32438729.76,832438729.76,-807769579.76,-395779.77,-210390687.41,1811766877.99,1601376190.58,,,,18836854.48,35649742.67,5997786.7,42011815.49,,,421606.12,-114948.76,,-2826.29,-18559212.8,2572163.33,-182102130.97,-14184865.07,187383748.35,,644123438.97,,,,-210390687.41,,,4096927.99,,,1601376190.58,1811766877.99,,,1
23,688499.SH,20210610,20210610,20201231,1,1,4,140455692.56,22895357.2,1010360258.38,48457607.62,,,,,,,,,,,,20080916.53,1078898782.53,644430310.02,406140152.64,46431199.56,,,,,,99979694.32,1196981356.54,-118082574.01,,1163034713.01,,69773.14,,1163104486.15,179596340.32,1155000000.0,,,,1334596340.32,-171491854.17,457386221.22,,,737386221.22,-159869179.6405,250014336.08,29222167.29,,7085000.0,286321503.37,451064717.85,-498587.96,160991701.71,226141673.44,387133375.15,280000000.0,,,14133680.26,27427547.83,2385338.87,8430532.66,,,,-15325.42,-1958909.7,-7850763.94,-1572525.5,,-632936293.69,-892836936.77,1181279941.92,,-118082574.01,,,,,,,19080089.71,,,,,,,1
24,301018.SZ,20210615,20210615,20201231,1,1,4,121466376.5,12117973.61,1703476309.36,,,,,,,,,,,,,16263131.0,1719739440.36,1098268041.53,225492601.74,67357531.92,,,,,,132970285.97,1524088461.16,195650979.2,,472000000.0,374882.16,732750.66,,473107632.82,313124273.5,472000000.0,,,,785124273.5,-312016640.68,594866912.16,,45502664.32,640369576.48,-67465730.8993,325680000.0,58073252.28,,44360213.46,428113465.74,212256110.74,24836.55,95915285.81,197485763.3,293401049.11,,,,18474564.15,19917129.96,2348765.0,447696.32,,,-599109.19,159413.56,,1110288.82,-1925559.53,,-127490399.14,28800293.09,120823546.05,,195650979.2,,,,95915285.81,,,,,,293401049.11,197485763.3,,,1
25,688239.SH,20210615,20210615,20201231,1,1,4,72694889.6,15744453.43,543858464.83,11836208.19,,,,,,,,,,,,33685691.47,589380364.49,311428485.04,64121909.22,29588586.87,,,,,,61082456.97,466221438.1,123158926.39,,,,65798.68,,65798.68,99739897.24,,,,,99739897.24,-99674098.56,375496331.13,,,375496331.13,-40509135.7505,339899540.72,18160656.12,,42176809.94,400237006.78,-24740675.65,280250.37,-975597.45,41674521.93,40698924.48,,,,11944954.19,20866801.21,1835944.86,,,,,940551.26,,,-2070077.38,,-73489355.64,-76968242.1,144330382.04,,123158926.39,,,,-975597.45,,,7328624.92,,,40698924.48,41674521.93,,,1
26,301019.SZ,20210615,20210615,20201231,1,1,4,104405987.85,,425325568.34,,,,,,,,,,,,,12039958.68,437365527.02,292577703.28,40573428.52,35583420.21,,,,,,32220567.91,400955119.92,36410407.1,,,,755781.7,,755781.7,8317538.91,,,,,8317538.91,-7561757.21,,,,,31364428.7944,,5175000.0,,2841509.44,8016509.44,-8016509.44,,20832140.45,61054052.67,81886193.12,,,,-456589.56,8911170.88,267128.88,654712.28,,,-355312.23,,,-987447.29,115120.81,,-47333287.59,-37083656.68,9128210.05,,36410407.1,,,,20832140.45,,,48671.49,,,81886193.12,61054052.67,,,1
27,688226.SH,20210616,20210616,20201231,1,1,4,47430610.86,12290678.55,912627972.94,5774611.88,,,,,,,,,,,,50463415.47,968866000.29,824171346.78,86779914.41,33023784.88,,,,,,58968949.39,1002943995.46,-34077995.17,,,,139723.2,,139723.2,23193123.76,1150000.0,,,,24343123.76,-24203400.56,370760102.6,,,370760102.6,-29049274.7069,325480605.9,10172663.3,,747000.0,336400269.2,34359833.4,-1340264.66,-25261826.99,93671009.92,68409182.93,,,,7095417.64,15827113.94,2384486.32,2965750.24,,,136436.64,189459.24,,-1058308.9,-1847148.56,,-40113070.11,-164053413.84,85260151.93,,-34077995.17,,,,-25261826.99,,,,,,68409182.93,93671009.92,,,1
28,605162.SH,20210616,20210616,20201231,1,1,4,157337870.04,9699792.87,601773137.28,,,,,,,,,,,,,36272005.68,638045142.96,308918471.39,40257444.83,69889243.44,,,,,,6613113.04,425678272.7,212366870.26,,,,70796.46,,70796.46,225525296.96,,,,,225525296.96,-225454500.5,274000000.0,,,274000000.0,-35098657.3351,134000000.0,88624768.29,,26465824.0,249090592.29,24909407.71,-0.09,11821777.38,176285667.83,188107445.21,,,,,42519878.29,3994737.41,315476.74,,,63211.88,4158.05,,,-694031.18,509316.12,-1164387.81,-3536282.43,3055899.27,,212366870.26,,,,11821777.38,,,261231.01,,,188107445.21,176285667.83,,,1
29,605287.SH,20210616,20210616,20201231,1,1,4,186645063.2,56955907.13,4149981792.84,,,,,,,,,,,,,26513123.12,4176494915.96,3445092128.02,181973049.69,172195739.76,,,,,,73658589.34,3872919506.81,303575409.15,103000000.0,175000.0,2508092.1,102050.0,,105785142.1,22684210.81,,,27075925.75,,49760136.56,56025005.54,1245464163.97,,379555173.6,1625019337.57,470180682.8785,1369897834.82,57012721.92,,474028792.33,1900939349.07,-275920011.5,-18329.87,83662073.32,301894912.35,385556985.67,,,,101139229.53,18957876.36,1670102.85,,,,-435422.96,7456.56,,-1232913.08,-37331018.14,,1920427273.83,-2671524610.14,728296464.01,,303575409.15,,,,83662073.32,,,,,,385556985.67,301894912.35,,,1
30,301021.SZ,20210616,20210616,20201231,1,1,4,65619981.9,5742140.81,318307631.1,7209802.6,,,,,,,,,,,,14625747.7,340143181.4,123092489.9,81016935.32,31357502.58,,,,,,37284137.76,272751065.56,67392115.84,,75000000.0,540454.44,96605.82,,75637060.26,15966968.94,75000000.0,,,,90966968.94,-15329908.68,96707777.98,,7038464.42,103746242.4,52029491.5161,104283762.05,5626315.46,,15688587.61,125598665.12,-21852422.72,-1568973.42,28640811.02,162427282.89,191068093.91,,,,7468123.37,13766252.09,917896.14,1702868.89,,,-79055.99,27832.03,,-540454.44,-1333164.13,-35205.99,-31297042.54,-7996956.84,13369190.81,,67392115.84,,,,28640811.02,,,4089775.05,,,191068093.91,162427282.89,,,1
31,301022.SZ,20210616,20210616,20201231,1,1,4,68370881.19,3776705.06,379884237.37,8765078.55,,,,,,,,,,,,7256659.9,395905975.82,255304872.21,68508379.49,17608182.12,,,,,,15354457.95,356775891.77,39130084.05,379886.18,,,,,379886.18,25035474.54,,,,,25035474.54,-24655588.36,7309207.18,,,7309207.18,14492969.4887,1666666.68,1397617.18,,1470653.12,4534936.98,2774270.2,-1703463.13,15545302.76,27910345.39,43455648.15,,,,2046486.19,14324807.16,1860561.71,855118.87,,,-7698.81,3897.44,,,-2488067.64,,-59473901.62,-53418338.59,53047001.16,,39130084.05,,,,15545302.76,,,8935903.77,,,43455648.15,27910345.39,,,1
32,301020.SZ,20210616,20210616,20201231,1,1,4,100958873.43,,324726114.55,,,,,,,,,,,,,5199142.92,329925257.47,120327364.63,63068809.96,46359315.03,,,,,,12857407.41,242612897.03,87312360.44,,,,495743.4,,495743.4,10410526.82,,,,,10410526.82,-9914783.42,,,,,65253804.7765,,32940000.0,,,32940000.0,-32940000.0,,44457577.02,84172726.69,128630303.71,,,,6709939.39,10681837.64,269353.17,,,,-79582.75,,,,-1970682.69,1688287.55,-2387915.02,-64313846.8,31630722.05,,87312360.44,,,,44457577.02,,,4125374.47,,,128630303.71,84172726.69,,,1
