,ts_code,trade_date,buy_sm_vol,buy_sm_amount,sell_sm_vol,sell_sm_amount,buy_md_vol,buy_md_amount,sell_md_vol,sell_md_amount,buy_lg_vol,buy_lg_amount,sell_lg_vol,sell_lg_amount,buy_elg_vol,buy_elg_amount,sell_elg_vol,sell_elg_amount,net_mf_vol,net_mf_amount
0,300628.SZ,20201105,9272,5986.63,14184,9195.42,15550,10073.6,17353,11247.99,17159,11148.42,12812,8314.84,3860,2521.41,1492,971.8,10120,6586.27
1,601318.SH,20201105,38992,31526.88,61676,49921.86,101640,82211.08,139157,112609.79,206983,167527.22,151658,122718.31,189480,153368.4,184604,149383.62,10532,8616.2
2,300759.SZ,20201105,8639,9965.99,10525,12158.63,14531,16776.09,16127,18617.2,16446,19001.32,15704,18165.93,7065,8186.54,4326,4988.18,2477,2895.95
3,600756.SH,20201105,17005,2694.37,15546,2464.45,11954,1895.69,13048,2069.35,5386,855.08,6269,993.7,1218,193.66,700,111.3,5698,911.87
4,000571.SZ,20201105,17999,522.99,7525,218.59,13773,400.01,20527,596.9,14124,410.74,17844,518.25,0,0.0,0,0.0,7756,226.48
5,002111.SZ,20201105,17360,2946.72,13671,2324.55,18316,3111.3,19135,3251.29,6539,1112.76,9409,1594.94,0,0.0,0,0.0,1361,235.94
6,600887.SH,20201105,161322,63295.14,84759,33338.84,165222,64914.08,184710,72536.03,186770,73443.9,235086,92325.08,128806,50605.42,137566,54058.59,-58417,-22849.27
7,688021.SH,20201105,4245,2702.66,3893,2490.44,5953,3796.81,6495,4149.42,4257,2740.27,4997,3203.62,2334,1517.0,1403,913.26,5079,3262.66
8,000905.SZ,20201105,9517,625.24,6299,414.03,10439,685.53,10076,662.14,2277,149.66,5858,384.26,0,0.0,0,0.0,-2465,-160.51
9,002088.SZ,20201105,29178,3256.42,24542,2741.83,33751,3765.62,35268,3939.57,21768,2432.18,21965,2449.77,5495,611.15,8417,934.21,-1543,-165.96
10,300639.SZ,20201105,24577,11042.55,21739,9746.37,10631,4774.82,11383,5131.04,3868,1730.61,4956,2234.56,1749,785.59,2748,1221.6,-6254,-2763.02
