,ts_code,trade_date,buy_sm_vol,buy_sm_amount,sell_sm_vol,sell_sm_amount,buy_md_vol,buy_md_amount,sell_md_vol,sell_md_amount,buy_lg_vol,buy_lg_amount,sell_lg_vol,sell_lg_amount,buy_elg_vol,buy_elg_amount,sell_elg_vol,sell_elg_amount,net_mf_vol,net_mf_amount
0,603020.SH,20200605,29824,3247.98,22425,2446.1,28811,3137.59,30947,3369.83,9914,1080.33,15177,1649.98,0,0.0,0,0.0,-12893,-1394.0
1,000651.SZ,20200605,96591,58329.34,90520,54725.13,156077,94276.88,166040,100328.27,179619,108530.38,168294,101639.16,143201,86549.87,150634,90993.9,35467,21589.62
2,002037.SZ,20200605,8590,554.65,12746,824.26,12216,788.22,16659,1076.45,12973,840.31,10005,646.85,5631,364.39,0,0.0,-4918,-316.29
3,600967.SH,20200605,23306,2311.09,21956,2182.36,26013,2580.27,27530,2730.01,13135,1307.53,11739,1164.67,0,0.0,1229,121.86,-7154,-698.85
4,688101.SH,20200605,14757,3080.62,10801,2272.2,27311,5715.99,23424,4908.18,19459,4082.04,25018,5224.62,990,209.39,3275,683.03,-8269,-1710.6
5,000782.SZ,20200605,9859,329.04,12882,430.2,8257,275.81,8729,291.48,2006,67.1,1550,51.77,3039,101.5,0,0.0,-8743,-291.33
6,002168.SZ,20200605,23740,1725.32,18338,1333.21,26397,1917.85,19920,1448.47,7822,568.92,16608,1205.37,17,1.24,3110,226.28,-12963,-940.49
7,002322.SZ,20200605,5543,605.24,4645,507.52,4464,487.09,5303,578.84,1394,152.29,1453,158.27,0,0.0,0,0.0,-3033,-330.42
8,688078.SH,20200605,4212,1804.66,4105,1767.84,10917,4685.03,9999,4297.2,6732,2895.56,7507,3211.28,0,0.0,250,108.92,-3454,-1468.69
9,002299.SZ,20200605,68532,17966.16,50416,13225.5,86395,22671.26,79766,20937.7,50199,13187.87,62478,16421.19,16798,4432.89,29264,7673.8,-66808,-17536.83
10,002453.SZ,20200605,24844,1190.32,26094,1254.03,26318,1267.24,26680,1282.01,12194,588.17,7747,370.84,165,8.1,3000,146.95,-11084,-526.83
11,300117.SZ,20200605,16502,472.38,14932,427.97,9229,264.26,8526,244.38,974,27.95,3247,92.24,0,0.0,0,0.0,-6678,-189.55
12,600114.SH,20200605,58582,5430.26,40499,3753.43,67909,6291.67,54497,5054.36,23794,2203.82,52559,4864.92,3092,286.27,5823,539.31,-33497,-3097.49
13,601599.SH,20200605,29016,738.91,23442,597.28,27502,699.81,33614,856.11,11779,299.74,10241,260.5,4000,101.92,5000,126.5,-2551,-62.88
14,603090.SH,20200605,12802,2147.25,6815,1152.29,7124,1197.58,6751,1133.08,2539,429.35,8221,1372.68,0,0.0,678,116.13,172,30.42
15,603139.SH,20200605,4726,841.78,4738,844.58,3300,588.46,3420,610.63,1279,229.2,452,80.39,0,0.0,695,123.85,1571,283.03
16,002261.SZ,20200605,67036,5598.57,84091,7032.06,76075,6361.43,77262,6465.23,53877,4512.64,38329,3206.28,5408,456.9,2714,225.98,8884,768.06
17,002392.SZ,20200605,87539,3470.4,62682,2485.8,70850,2811.7,72723,2887.43,36896,1465.87,59880,2374.74,0,0.0,0,0.0,-55765,-2209.56
18,300056.SZ,20200605,17703,987.6,14977,840.1,25182,1409.27,23516,1319.69,15081,854.82,18099,1015.18,2953,162.42,4326,239.13,4126,254.37
19,300210.SZ,20200605,42685,1429.78,28735,962.77,31961,1070.88,31559,1057.93,10816,362.06,22168,741.52,0,0.0,3000,100.5,-19932,-664.53
20,600053.SH,20200605,14822,3889.87,11030,2896.6,12446,3267.5,13330,3500.89,8360,2197.35,9256,2428.62,1514,397.54,3526,926.15,5232,1379.14
21,603555.SH,20200605,35993,690.88,26203,503.91,42488,816.64,40286,775.63,13540,260.19,25532,488.16,0,0.0,0,0.0,-9397,-176.57
22,002726.SZ,20200605,124543,10481.37,93281,7855.61,113892,9584.07,112374,9458.66,42346,3565.72,75050,6314.52,4989,420.34,5065,422.72,21652,1839.58
23,300187.SZ,20200605,16322,777.68,20516,977.27,19273,918.54,22239,1058.98,12414,590.89,7454,355.14,2200,104.28,0,0.0,-7977,-377.46
24,300341.SZ,20200605,25404,2032.51,26315,2105.22,17368,1391.26,14439,1156.41,5275,422.67,7293,584.81,0,0.0,0,0.0,-1059,-80.44
25,600184.SH,20200605,15244,1478.52,22761,2207.85,23468,2278.08,22234,2163.44,18013,1753.98,11730,1139.29,0,0.0,0,0.0,-9979,-957.29
26,002118.SZ,20200605,93167,3858.87,84310,3496.73,55499,2300.42,63236,2621.04,36746,1524.47,37866,1565.99,0,0.0,0,0.0,11652,496.63
27,603078.SH,20200605,45463,20614.18,33711,15331.58,53959,24522.56,49194,22341.12,31914,14535.58,41719,18978.34,4487,2032.31,11198,5053.59,-6966,-3135.66
28,603232.SH,20200605,20629,5447.88,13352,3535.37,13684,3610.24,13622,3604.98,4873,1287.21,11786,3092.03,0,0.0,426,112.95,-8677,-2308.19
29,688028.SH,20200605,3203,1773.51,2521,1400.85,7526,4171.94,7192,3987.96,3024,1676.67,4235,2341.01,528,293.83,334,186.14,-1676,-920.1
30,000863.SZ,20200605,9734,381.15,8232,322.46,8447,331.19,8850,346.99,847,33.24,1946,76.14,0,0.0,0,0.0,-3062,-119.38
31,002249.SZ,20200605,55581,1952.88,59194,2081.08,41106,1447.94,44381,1563.38,37386,1314.69,36559,1285.0,9508,334.95,3447,120.99,-1280,-36.22
32,002403.SZ,20200605,7026,555.54,3464,273.87,4655,367.58,6627,523.92,796,62.83,2387,188.16,0,0.0,0,0.0,-2998,-236.55
33,603363.SH,20200605,35219,7004.64,30788,6126.77,34848,6936.04,28934,5757.79,16097,3209.1,25110,4995.06,3463,687.43,4794,957.59,-34072,-6771.45
34,688159.SH,20200605,4923,2848.69,3257,1889.84,10745,6223.56,9821,5688.89,6125,3549.48,7707,4462.98,0,0.0,1007,580.03,-3003,-1734.85
35,002534.SZ,20200605,13601,1082.86,9906,789.81,12464,995.4,9784,780.85,5721,457.34,12096,964.94,0,0.0,0,0.0,-5746,-456.6
36,000010.SZ,20200605,16237,655.94,13792,557.48,22380,903.38,29037,1172.74,19490,788.24,15278,617.35,0,0.0,0,0.0,20027,811.58
37,002665.SZ,20200605,62837,1647.23,57954,1519.72,56228,1474.58,54157,1420.62,27223,714.06,42153,1105.33,11976,314.59,4000,104.8,-5445,-137.24
38,300280.SZ,20200605,18397,5552.95,17456,5264.17,22870,6911.34,23126,7000.52,23923,7223.86,22556,6839.47,4697,1429.09,6750,2013.07,9135,2781.57
39,002188.SZ,20200605,10248,414.85,11351,461.4,16323,664.83,14436,585.3,3334,135.25,4118,168.23,0,0.0,0,0.0,-2335,-93.25
40,002342.SZ,20200605,20592,609.21,17018,503.47,17439,515.86,16583,490.82,5446,161.13,9876,291.91,0,0.0,0,0.0,-6823,-200.8
41,300006.SZ,20200605,16897,854.92,22661,1147.93,35485,1797.63,28652,1451.02,17185,869.19,17261,872.58,0,0.0,993,50.21,-7538,-378.03
42,601965.SH,20200605,36736,3517.95,30605,2938.93,40104,3845.21,38189,3666.28,19202,1846.27,29615,2837.44,3440,338.27,1073,105.05,-10258,-953.83
43,603505.SH,20200605,6031,1241.79,5783,1191.52,6083,1252.56,6331,1303.07,2583,531.16,2583,530.91,0,0.0,0,0.0,-2834,-582.78
44,688098.SH,20200605,15109,3213.08,16678,3586.61,32098,6853.04,35327,7566.75,22484,4831.24,26186,5605.86,11586,2531.8,3086,669.94,-6697,-1399.62
