,ts_code,trade_date,buy_sm_vol,buy_sm_amount,sell_sm_vol,sell_sm_amount,buy_md_vol,buy_md_amount,sell_md_vol,sell_md_amount,buy_lg_vol,buy_lg_amount,sell_lg_vol,sell_lg_amount,buy_elg_vol,buy_elg_amount,sell_elg_vol,sell_elg_amount,net_mf_vol,net_mf_amount
0,000899.SZ,20200729,18773,866.08,16207,748.32,29113,1342.79,29843,1375.79,13101,604.14,14838,684.12,2200,101.2,2299,105.98,-20385,-937.66
1,002390.SZ,20200729,64960,3210.15,64758,3195.95,52950,2610.5,64002,3161.29,64405,3179.62,59447,2934.82,10172,504.23,4281,212.43,52278,2583.56
2,002439.SZ,20200729,36634,14492.79,33602,13289.52,30188,11943.14,33965,13416.86,28976,11460.74,24594,9733.17,9603,3821.21,13240,5278.33,14587,5782.04
3,300054.SZ,20200729,58352,11040.92,67877,12890.78,101489,19194.19,128697,24356.67,106766,20256.82,96072,18217.12,46878,8950.33,20840,3977.69,59829,11479.8
4,600051.SH,20200729,46078,5446.92,54285,6431.93,59565,7051.35,57656,6819.13,30509,3615.34,26985,3191.87,2774,329.31,0,0.0,12657,1511.42
5,603399.SH,20200729,60099,5205.09,47898,4152.67,89859,7791.76,81733,7084.85,49918,4329.56,62028,5378.53,0,0.0,8217,710.37,-49721,-4299.32
6,002724.SZ,20200729,18554,1275.16,21785,1504.53,29125,2013.54,23330,1610.82,15161,1047.5,15926,1097.57,0,0.0,1800,123.28,8470,591.73
7,300185.SZ,20200729,1124853,28940.39,1371745,35932.78,1367149,35347.34,1464094,38055.04,1038464,27097.36,1072674,27881.07,870968,23307.55,492920,12823.76,395689,11144.29
8,600182.SH,20200729,5740,832.61,4842,703.62,6492,941.75,6159,893.69,1384,200.71,2615,377.76,0,0.0,0,0.0,-90,-11.41
9,000046.SZ,20200729,40021,1671.07,37058,1547.61,52673,2197.91,53604,2239.83,49779,2086.98,51410,2150.82,2599,108.9,3000,126.6,16108,679.66
10,002855.SZ,20200729,9583,1040.32,7283,791.28,10682,1160.45,8962,973.15,3825,415.52,7903,858.14,58,6.28,0,0.0,-2032,-219.29
11,300470.SZ,20200729,6175,2394.22,5811,2257.81,4762,1849.63,4917,1910.09,4368,1701.42,4031,1563.95,685,266.8,1231,480.21,184,71.49
12,300519.SZ,20200729,17250,3094.37,17590,3158.21,16504,2964.17,15373,2761.78,6179,1110.68,6546,1173.97,1643,295.75,2067,371.01,-3721,-662.68
13,601012.SH,20200729,100631,54556.56,102739,55760.28,205150,111454.16,179682,97474.75,214871,116777.75,175591,95099.68,198133,107913.92,260773,142367.68,9403,5277.09
14,603667.SH,20200729,8004,674.93,10511,886.12,10179,858.5,10386,876.3,3893,328.54,1179,99.55,0,0.0,0,0.0,2066,176.12
15,002838.SZ,20200729,66002,21838.77,53593,17752.66,81443,26984.17,73630,24388.88,52021,17229.5,58581,19388.45,11711,3883.26,25373,8405.71,-11847,-3891.62
16,603416.SH,20200729,13769,7333.02,12844,6855.72,7940,4237.04,10945,5849.55,4881,2607.37,3097,1647.51,1194,646.44,899,471.09,2548,1353.85
17,002384.SZ,20200729,74477,20382.34,88543,24259.4,112242,30728.33,121645,33302.97,101513,27780.45,91350,25032.2,47171,12979.54,33864,9276.08,37626,10356.96
18,300048.SZ,20200729,88079,4057.23,90787,4190.27,133282,6147.36,137472,6342.82,106921,4931.29,97066,4468.73,15996,734.83,18954,868.9,-26027,-1176.33
19,300202.SZ,20200729,139219,19892.38,124515,17836.34,179838,25710.57,169450,24235.6,140371,20032.51,162457,23214.0,39152,5638.84,42159,5988.36,-12452,-1679.04
20,603701.SH,20200729,38598,3921.54,28586,2909.64,40185,4087.23,38664,3931.39,13098,1334.28,23138,2350.83,0,0.0,1493,151.18,-5248,-521.5
21,002718.SZ,20200729,2918,472.02,4539,734.58,4256,688.52,4980,806.15,3432,556.31,1088,176.12,0,0.0,0,0.0,2266,368.67
22,300179.SZ,20200729,38741,2384.95,35860,2208.17,22281,1373.71,24468,1508.01,3566,220.3,4260,262.78,0,0.0,0,0.0,13122,811.93
23,300333.SZ,20200729,27541,2574.91,26212,2455.24,41299,3864.09,40071,3753.88,29086,2727.1,28108,2630.37,43,3.98,3577,330.59,22771,2139.49
24,600176.SH,20200729,159531,20564.52,226652,29279.1,285179,36604.56,332849,42895.6,403856,52256.12,375805,48579.54,205081,26605.92,118340,15276.9,244752,31902.54
25,600330.SH,20200729,92449,9997.84,138112,14962.94,126294,13655.19,151348,16387.9,146414,15897.72,117524,12719.58,77465,8371.73,35637,3852.05,75565,8242.64
