,ts_code,trade_date,buy_sm_vol,buy_sm_amount,sell_sm_vol,sell_sm_amount,buy_md_vol,buy_md_amount,sell_md_vol,sell_md_amount,buy_lg_vol,buy_lg_amount,sell_lg_vol,sell_lg_amount,buy_elg_vol,buy_elg_amount,sell_elg_vol,sell_elg_amount,net_mf_vol,net_mf_amount
0,300776.SZ,20200212,2164,3121.81,4530,6570.32,5819,8402.24,7297,10611.47,6825,9906.02,7746,11241.98,6114,8982.6,1350,1988.9,4239,6209.94
1,000779.SZ,20200212,3743,341.87,3956,361.52,3269,298.36,4354,397.69,1518,139.11,220,20.13,0,0.0,0,0.0,-220,-19.29
2,000933.SZ,20200212,117737,5352.25,105990,4827.32,147950,6725.98,162722,7405.82,94086,4285.62,108813,4946.07,38220,1743.02,20468,927.66,-18530,-810.86
3,002270.SZ,20200212,19215,814.62,18930,802.48,34835,1476.62,25439,1077.53,20152,855.39,28321,1202.1,0,0.0,1511,64.52,5677,244.79
4,002319.SZ,20200212,12618,973.81,8581,663.61,8879,685.81,8633,665.93,326,25.23,4609,355.31,0,0.0,0,0.0,4917,381.09
5,603279.SH,20200212,8209,1866.39,8796,2004.33,10433,2375.99,10011,2279.84,6134,1397.5,5602,1272.86,4532,1026.74,4900,1109.59,1694,384.65
6,300065.SZ,20200212,26148,3038.2,29664,3442.71,31309,3630.76,38854,4507.71,30203,3501.37,20257,2349.72,1114,129.8,0,0.0,24870,2885.45
7,600062.SH,20200212,55005,8002.92,57318,8352.05,102925,14975.96,102570,14939.38,66746,9728.48,70399,10243.97,17664,2579.32,12053,1751.28,-35352,-5129.27
8,002735.SZ,20200212,3868,652.04,3380,570.08,3093,521.68,4190,706.12,2234,376.83,1697,286.25,71,11.91,0,0.0,-1713,-287.94
9,300196.SZ,20200212,16478,1923.91,18139,2120.13,14564,1702.78,15571,1820.31,8432,985.97,6764,789.52,1000,117.3,0,0.0,-1663,-192.33
10,300350.SZ,20200212,19715,842.68,17304,739.47,15293,654.29,19209,821.88,4889,209.81,6133,262.78,2749,117.36,0,0.0,10849,465.52
11,600193.SH,20200212,5087,169.04,4033,133.99,7193,238.79,7011,232.97,955,31.71,2190,72.58,0,0.0,0,0.0,252,8.92
12,002866.SZ,20200212,37456,6221.26,48803,8125.26,47087,7839.81,58712,9782.4,38463,6452.8,16573,2758.76,7160,1194.87,6078,1042.32,27833,4660.26
