,ts_code,trade_date,buy_sm_vol,buy_sm_amount,sell_sm_vol,sell_sm_amount,buy_md_vol,buy_md_amount,sell_md_vol,sell_md_amount,buy_lg_vol,buy_lg_amount,sell_lg_vol,sell_lg_amount,buy_elg_vol,buy_elg_amount,sell_elg_vol,sell_elg_amount,net_mf_vol,net_mf_amount
0,002094.SZ,20200806,87135,4146.55,100612,4801.48,124425,5925.53,134565,6415.66,78328,3737.83,81217,3865.29,29506,1414.11,3000,141.6,-9756,-433.96
1,000888.SZ,20200806,24263,1450.0,16010,957.05,16754,1001.6,20911,1250.26,9869,590.77,13965,835.06,0,0.0,0,0.0,-17104,-1020.91
2,002428.SZ,20200806,156454,28263.16,150255,27318.23,216405,39222.45,218098,39592.54,222740,40459.13,217417,39444.17,129387,23356.93,139215,24946.74,-42937,-7225.09
3,300043.SZ,20200806,71900,2901.44,62829,2539.83,71116,2877.81,68401,2765.18,35031,1417.11,44153,1784.84,408,16.4,3072,122.9,-37539,-1505.07
4,603388.SH,20200806,16127,1268.44,12515,987.9,25154,1992.74,23659,1864.27,17260,1364.73,19774,1559.64,0,0.0,2592,214.1,-5499,-407.19
5,688338.SH,20200806,13504,22940.81,23525,39934.89,41959,71532.48,61969,106213.34,49609,85233.09,44955,77495.99,25965,44938.86,588,1001.02,-4656,-7258.05
6,002559.SZ,20200806,35398,2450.04,32237,2231.77,38258,2653.68,39177,2716.33,23492,1627.9,25534,1771.03,1800,126.37,2000,138.86,-15319,-1052.17
7,002122.SZ,20200806,30878,567.26,19409,356.37,20596,378.5,23204,426.6,12949,237.93,21810,400.71,0,0.0,0,0.0,-29189,-535.75
8,600898.SH,20200806,9008,643.32,6129,438.9,10653,761.13,9649,689.18,1146,81.69,4794,341.28,1500,106.94,1735,123.71,-1606,-114.75
9,002099.SZ,20200806,161629,14066.7,82814,7236.75,275103,23952.43,167626,14617.61,170683,14903.0,229578,19978.8,55252,4764.12,182650,15853.1,-64367,-5636.84
10,002253.SZ,20200806,30739,4914.02,34167,5473.01,41170,6588.98,41710,6675.66,18587,2981.43,16967,2710.92,2346,375.15,0,0.0,574,99.13
