,ts_code,trade_date,buy_sm_vol,buy_sm_amount,sell_sm_vol,sell_sm_amount,buy_md_vol,buy_md_amount,sell_md_vol,sell_md_amount,buy_lg_vol,buy_lg_amount,sell_lg_vol,sell_lg_amount,buy_elg_vol,buy_elg_amount,sell_elg_vol,sell_elg_amount,net_mf_vol,net_mf_amount
0,002002.SZ,20200409,120630,4697.39,100045,3898.42,116026,4519.64,128476,5006.62,113403,4420.08,107907,4204.55,37740,1470.43,51371,1997.94,-64047,-2478.21
1,600778.SH,20200409,54661,2854.12,58261,3041.51,72954,3803.46,69934,3645.35,36628,1904.25,36069,1877.91,2000,105.0,1979,102.07,30141,1573.61
2,000593.SZ,20200409,14668,746.37,11103,565.49,16571,843.07,19440,989.31,3838,195.51,4534,230.14,0,0.0,0,0.0,-6409,-324.12
3,002133.SZ,20200409,15391,479.31,12942,403.19,15205,473.59,18683,581.91,7036,219.08,6007,186.88,0,0.0,0,0.0,-723,-21.74
4,603093.SH,20200409,45384,10734.5,50559,11963.48,47279,11195.5,45070,10657.71,32740,7757.42,31342,7422.08,4702,1100.16,3134,744.31,10137,2410.57
5,002264.SZ,20200409,15661,655.02,19968,836.04,24347,1018.12,21759,909.75,12646,529.52,10926,456.87,0,0.0,0,0.0,1558,67.02
6,002395.SZ,20200409,1918,444.16,1882,436.59,2013,466.44,2181,505.75,2243,519.92,2111,488.18,0,0.0,0,0.0,-402,-91.74
7,300059.SZ,20200409,396984,69507.36,636736,111415.16,749744,131310.21,945499,165416.96,1131810,198096.11,1076827,188468.95,1211292,211414.52,830769,145027.13,498691,87727.42
8,300213.SZ,20200409,49537,4094.14,59202,4913.75,75726,6262.59,98647,8182.19,65545,5428.12,112837,9362.89,168690,14037.75,88811,7363.78,-65863,-5501.41
9,600056.SH,20200409,60604,9267.05,85531,13118.18,109380,16737.9,117635,18020.52,94443,14478.98,82588,12639.87,35166,5400.1,13839,2105.45,44922,6940.81
10,600210.SH,20200409,42905,1865.13,33230,1445.09,64422,2801.28,63482,2760.73,35825,1559.08,43989,1913.1,5368,233.54,7820,340.11,-40057,-1735.73
11,603558.SH,20200409,15156,1299.38,14526,1245.69,14438,1237.99,11601,995.01,1700,145.94,5167,442.59,0,0.0,0,0.0,-10415,-891.2
12,603712.SH,20200409,34034,9437.8,29819,8273.87,29442,8166.97,26743,7423.46,9891,2752.08,15729,4362.38,392,109.75,1468,406.88,-5757,-1577.17
13,002822.SZ,20200409,25139,2542.2,27846,2821.65,43638,4417.87,52035,5271.7,64518,6535.84,56795,5748.95,11135,1130.63,7754,784.25,-35131,-3550.66
14,300283.SZ,20200409,11754,518.26,11196,494.21,13323,587.5,17089,753.53,6375,281.66,3167,139.67,0,0.0,0,0.0,2291,102.01
15,600280.SH,20200409,69591,1401.41,59956,1207.13,64354,1295.54,70234,1413.99,41447,834.63,53202,1071.26,8000,160.8,0,0.0,-25574,-509.97
16,600329.SH,20200409,9635,1255.96,10036,1309.6,14131,1842.21,11232,1464.08,7657,997.25,11655,1518.14,1500,196.41,0,0.0,-4405,-571.67
17,002799.SZ,20200409,6886,1152.3,7790,1304.55,9660,1618.32,8836,1479.57,1652,275.86,1906,318.41,332,56.04,0,0.0,-467,-73.98
18,002953.SZ,20200409,32866,10012.9,26156,7977.16,35341,10773.18,40464,12344.45,24542,7486.19,27075,8249.61,5950,1820.18,5004,1521.23,-5541,-1674.98
