,ts_code,trade_date,buy_sm_vol,buy_sm_amount,sell_sm_vol,sell_sm_amount,buy_md_vol,buy_md_amount,sell_md_vol,sell_md_amount,buy_lg_vol,buy_lg_amount,sell_lg_vol,sell_lg_amount,buy_elg_vol,buy_elg_amount,sell_elg_vol,sell_elg_amount,net_mf_vol,net_mf_amount
0,601865.SH,20200923,41697,10444.51,52916,13275.12,39006,9802.28,41291,10376.51,22892,5759.87,16605,4180.27,9765,2464.42,2548,639.17,-12058,-3015.99
1,002373.SZ,20200923,21496,4816.79,18515,4151.91,30710,6885.18,28351,6354.35,27012,6056.64,26952,6040.01,4868,1091.32,10268,2303.65,-6547,-1458.88
2,300037.SZ,20200923,28576,16370.51,24005,13760.87,33300,19087.77,27491,15769.04,13361,7660.5,23705,13572.53,6630,3787.75,6667,3804.1,-146,-70.52
3,601996.SH,20200923,12663,349.57,15082,416.27,13941,384.95,11932,329.46,10322,284.99,5912,163.38,0,0.0,4000,110.4,-7033,-193.34
4,603536.SH,20200923,27175,5222.07,30889,5950.99,21794,4196.77,23381,4503.72,13720,2661.7,7073,1359.05,0,0.0,1346,266.78,-4494,-851.16
5,002707.SZ,20200923,33286,3096.52,40452,3769.08,48332,4498.3,37847,3526.44,27679,2575.5,22111,2059.78,2491,228.85,11378,1043.87,-14140,-1300.38
6,300168.SZ,20200923,21218,5150.41,14875,3615.4,23864,5791.04,15041,3656.51,16402,3982.19,25447,6179.5,6727,1630.06,12849,3102.29,-6333,-1523.62
7,002099.SZ,20200923,21201,1747.16,19205,1583.59,32203,2653.42,26659,2196.73,12647,1042.3,15318,1260.68,0,0.0,4869,401.88,-18079,-1485.36
8,002253.SZ,20200923,7439,1126.05,5259,796.42,6851,1036.81,7881,1193.13,2222,336.49,3151,476.31,0,0.0,221,33.5,-1015,-151.78
9,603416.SH,20200923,4471,3673.42,4743,3898.5,3151,2592.65,3017,2481.1,924,763.09,1217,1003.99,431,354.43,0,0.0,615,512.16
10,002384.SZ,20200923,35662,9243.7,23877,6203.47,40363,10473.08,38485,9988.84,30007,7787.27,37408,9701.69,9966,2590.45,16228,4200.5,-7434,-1902.72
11,300048.SZ,20200923,44804,2295.1,37363,1914.85,64918,3326.15,62662,3211.23,34217,1753.77,41692,2136.01,4528,231.65,6750,344.58,-11256,-569.75
12,600444.SH,20200923,3236,344.55,3509,373.84,3155,336.26,2974,317.08,1789,190.14,424,45.0,0,0.0,1273,135.03,-3148,-334.66
13,601137.SH,20200923,31881,4222.48,26849,3558.0,30639,4063.22,25895,3434.25,14772,1960.28,17603,2334.57,1008,132.85,7954,1052.0,-22991,-3041.57
14,300578.SZ,20200923,6693,2584.42,6426,2483.37,8734,3374.38,7587,2930.4,4151,1603.02,5035,1943.46,877,339.43,1407,544.03,1559,607.48
15,300732.SZ,20200923,14558,2408.06,12557,2081.04,18407,3048.22,18222,3015.14,3977,657.77,6162,1017.88,0,0.0,0,0.0,1759,298.0
16,600575.SH,20200923,55894,1253.77,53828,1208.27,68808,1543.6,57466,1289.83,53227,1194.26,54329,1217.63,11044,249.02,23350,524.91,-70448,-1578.56
17,300863.SZ,20200923,16600,21617.75,15655,20490.77,21349,27955.56,22409,29301.68,18024,23573.42,16991,22160.4,4160,5447.7,5078,6641.57,-2132,-2711.08
18,600860.SH,20200923,1910,77.96,2170,88.63,2298,93.9,2618,106.89,580,23.66,0,0.0,0,0.0,0,0.0,-1548,-62.99
19,600909.SH,20200923,641173,58889.13,350010,32243.95,957238,88275.03,751109,69141.74,899030,82993.11,1005493,92734.57,407208,37647.38,798036,73684.4,-32211,-2055.48
20,601399.SH,20200923,17095,744.78,13934,607.17,21699,945.58,19011,828.4,3831,166.88,9681,421.66,0,0.0,0,0.0,-5533,-239.97
21,002061.SZ,20200923,39362,2355.34,46176,2764.23,57557,3445.58,52877,3164.46,27360,1636.92,24464,1463.13,0,0.0,762,46.02,-2611,-143.53
22,002192.SZ,20200923,3647,604.72,2121,352.57,3108,515.69,4017,666.29,2595,431.9,3211,533.46,0,0.0,0,0.0,-2783,-461.39
23,300010.SZ,20200923,55246,10215.99,31582,5847.61,48933,9036.31,65589,12129.84,29085,5369.44,24818,4571.71,4372,801.14,15646,2873.72,11368,2114.34
24,603355.SH,20200923,11422,3836.55,12184,4094.53,9113,3067.46,8232,2776.99,5418,1831.46,6756,2277.26,1218,413.31,0,0.0,4757,1609.14
25,600098.SH,20200923,5085,297.98,7231,424.22,5938,348.28,6878,403.23,5057,297.01,1971,115.81,0,0.0,0,0.0,-730,-41.28
26,600252.SH,20200923,32958,1116.55,37218,1262.7,37069,1257.13,35947,1219.98,38437,1304.9,36363,1232.32,7437,251.79,6372,215.37,11048,380.67
27,002925.SZ,20200923,5918,3627.23,6267,3842.12,10506,6442.96,8195,5024.34,5786,3549.54,7977,4893.56,396,242.92,167,102.62,3775,2322.35
28,300386.SZ,20200923,56789,15232.13,44802,12037.89,62665,16824.66,62088,16674.16,33640,9026.53,41338,11077.08,3564,964.73,8430,2258.92,-28772,-7704.22
29,300540.SZ,20200923,33876,7103.94,22577,4753.84,42910,9010.45,39350,8264.81,25117,5282.6,34048,7145.49,1823,377.89,7752,1610.73,-2063,-435.43
30,600383.SH,20200923,80187,12165.13,61001,9255.01,92240,13997.51,93867,14237.36,95088,14438.13,100494,15259.3,21494,3260.53,33647,5109.62,-100216,-15195.38
31,603885.SH,20200923,59701,6455.36,45892,4966.75,82802,8958.71,73703,7980.99,40860,4416.54,63381,6844.51,8276,899.4,8663,937.76,-11039,-1167.58
32,000401.SZ,20200923,38941,6365.37,18028,2947.37,34968,5716.37,31847,5208.39,20158,3291.52,36294,5928.94,0,0.0,7898,1288.57,-28980,-4733.27
33,300671.SZ,20200923,8449,4403.82,9943,5186.4,12987,6777.64,14718,7681.26,9667,5045.83,7803,4076.11,4174,2186.01,2813,1469.54,1240,667.59
34,600717.SH,20200923,16249,761.49,12686,594.63,23328,1093.51,13289,623.54,14054,659.21,23756,1113.13,0,0.0,3900,182.91,-9340,-435.93
35,000532.SZ,20200923,6842,809.91,6382,755.83,6953,823.08,7322,866.55,2600,307.63,2691,318.24,0,0.0,0,0.0,-3507,-414.17
36,600848.SH,20200923,8733,1983.11,7630,1734.01,10790,2450.08,9209,2092.09,6220,1411.29,7996,1813.06,0,0.0,908,205.33,-7269,-1648.19
37,603032.SH,20200923,9467,1831.93,6523,1265.3,6537,1265.94,7370,1427.97,2362,458.89,4474,863.49,0,0.0,0,0.0,-3367,-649.86
38,600060.SH,20200923,25797,3429.26,27115,3607.28,18513,2462.09,16159,2149.0,6945,924.99,7980,1060.05,0,0.0,0,0.0,-5192,-685.64
39,688358.SH,20200923,1261,744.04,782,461.88,1519,895.66,1591,939.03,365,214.57,771,453.36,0,0.0,0,0.0,-273,-160.2
40,002579.SZ,20200923,7117,1027.12,4741,685.31,10040,1449.62,8665,1251.59,3150,455.11,7606,1097.19,705,102.23,0,0.0,-3525,-507.12
41,002733.SZ,20200923,10881,2162.16,8331,1657.86,10824,2153.28,11718,2330.78,5143,1024.32,7688,1529.12,990,198.0,101,20.01,-1917,-380.42
42,300194.SZ,20200923,118643,7237.18,100207,6134.72,167516,10235.04,167567,10250.31,145812,8931.17,174694,10682.79,44119,2721.1,33622,2056.68,-12226,-690.97
43,600191.SH,20200923,35948,2221.51,30255,1868.66,38273,2364.5,31330,1934.61,14988,926.64,29970,1852.63,7937,488.11,5591,344.86,-39890,-2461.37
44,603693.SH,20200923,17033,2178.25,17838,2285.54,20613,2642.64,18537,2371.38,7306,933.42,9426,1206.32,849,108.93,0,0.0,-2761,-347.34
45,000055.SZ,20200923,65028,3201.43,77615,3829.89,65623,3236.75,78317,3857.66,53862,2653.4,33568,1652.96,7543,376.78,2557,127.85,6635,347.71
46,002864.SZ,20200923,2723,735.11,2612,706.27,2961,800.45,2939,793.8,746,201.93,879,237.41,0,0.0,0,0.0,938,254.77
47,300528.SZ,20200923,49443,4341.22,53352,4695.76,63727,5603.93,56122,4938.35,30362,2675.34,34286,3007.37,4180,366.66,3950,345.67,-28007,-2446.54
48,600525.SH,20200923,27087,1828.63,28629,1935.01,34832,2351.32,27885,1883.81,15450,1046.89,24137,1629.43,3282,221.42,0,0.0,-7897,-531.17
49,601218.SH,20200923,85273,2964.8,92869,3232.36,102913,3578.33,96438,3353.36,53295,1852.32,54085,1877.18,15910,555.15,14000,487.7,43091,1515.15
50,002995.SZ,20200923,4079,2440.17,4570,2734.71,4084,2442.85,3920,2344.04,1356,812.84,1030,617.1,0,0.0,0,0.0,1146,687.89
51,600333.SH,20200923,5007,207.13,5156,213.29,2709,112.08,2560,105.91,0,0.0,0,0.0,0,0.0,0,0.0,-1666,-68.66
52,300467.SZ,20200923,22574,4031.62,15798,2828.47,23487,4201.17,25204,4504.88,10348,1849.89,14690,2617.64,700,122.84,1417,254.53,6711,1209.02
53,300621.SZ,20200923,27512,3721.56,25174,3396.2,30866,4169.4,32515,4393.68,15356,2074.77,18346,2486.98,2302,311.12,0,0.0,8694,1220.28
54,601311.SH,20200923,21606,1695.7,15846,1244.66,20337,1595.74,25945,2036.61,25400,1993.65,23998,1882.88,4385,344.35,5939,465.29,-6374,-496.85
55,603966.SH,20200923,8399,1397.95,10260,1709.04,8038,1339.17,5060,842.89,1196,198.93,1330,220.89,0,0.0,983,163.21,-1400,-232.58
56,300598.SZ,20200923,4759,6694.38,6068,8562.22,8615,12140.78,9143,12883.72,6979,9861.55,5520,7785.17,1167,1643.27,788,1108.87,1806,2555.07
57,300752.SZ,20200923,12044,3532.93,12004,3526.85,15444,4533.31,15063,4421.31,6272,1844.69,6570,1928.43,623,183.17,746,217.52,37,21.92
58,600595.SH,20200923,14785,325.85,14934,329.65,23218,511.57,29342,647.68,17284,381.83,11011,241.92,0,0.0,0,0.0,795,19.68
59,601288.SH,20200923,158038,5002.4,135678,4290.6,213771,6768.22,216550,6850.16,135692,4293.48,157443,4982.66,440094,13929.74,437923,13870.42,64838,2098.34
60,000613.SZ,20200923,16205,1108.94,16674,1141.41,16384,1121.54,15427,1056.14,5474,374.82,5962,407.75,0,0.0,0,0.0,-1207,-80.0
61,300883.SZ,20200923,68721,13806.73,58193,11722.34,75174,15131.98,81327,16356.87,36259,7306.43,45787,9231.1,11502,2335.73,6349,1270.57,-15172,-3051.0
62,600880.SH,20200923,12817,541.2,10749,454.36,16919,715.14,19503,824.19,10075,426.19,9559,403.98,0,0.0,0,0.0,-4627,-194.13
63,600929.SH,20200923,12637,856.98,8168,554.66,11498,780.21,10411,706.65,9658,654.82,7466,506.1,1818,123.26,9566,647.87,2279,155.94
64,300275.SZ,20200923,5990,865.12,4710,680.29,5311,767.23,5873,848.71,2404,347.24,3122,450.6,0,0.0,0,0.0,919,134.46
65,600272.SH,20200923,5692,467.33,6090,500.36,4741,389.54,5578,457.87,1526,125.34,291,23.98,0,0.0,0,0.0,707,59.11
66,002945.SZ,20200923,26006,3774.39,22380,3250.87,23844,3462.33,27170,3945.13,14079,2045.22,17246,2506.72,2976,436.63,109,15.85,-12811,-1848.37
67,300560.SZ,20200923,17000,3346.95,17375,3429.13,18700,3685.95,18632,3671.86,8746,1728.26,7359,1446.12,0,0.0,1080,214.06,-3610,-702.9
68,300609.SZ,20200923,3881,1379.81,4168,1481.72,2382,847.84,2242,796.89,1276,455.41,829,296.39,0,0.0,300,108.06,675,245.43
69,600606.SH,20200923,96073,6600.89,55652,3824.01,78052,5362.13,78190,5374.31,68696,4718.07,83999,5770.18,23485,1613.04,48465,3325.64,-50266,-3439.75
70,000421.SZ,20200923,38865,2563.94,32997,2178.08,27394,1806.47,25811,1701.64,7145,471.48,12502,824.65,0,0.0,2095,137.53,-13596,-892.51
71,300691.SZ,20200923,6332,1018.07,4886,786.69,7664,1233.06,7329,1179.8,1849,297.91,3630,582.55,0,0.0,0,0.0,-3426,-550.23
72,600737.SH,20200923,46351,4294.0,34145,3168.46,59352,5505.09,56188,5216.4,42597,3956.59,55365,5132.41,2934,271.64,5535,510.04,-21915,-2016.74
73,000552.SZ,20200923,56625,1462.65,57324,1482.36,61506,1589.33,71043,1836.48,40760,1053.23,39197,1012.61,17825,461.45,9152,235.21,-54226,-1395.56
74,600868.SH,20200923,54970,1727.44,27448,862.14,44637,1402.72,46820,1471.21,22599,709.98,27338,858.91,0,0.0,20599,647.88,-35665,-1118.01
75,688002.SH,20200923,7002,5899.52,6718,5664.52,12980,10947.26,11497,9695.84,13877,11715.8,15894,13421.65,2652,2247.42,2403,2027.99,1779,1529.55
76,000683.SZ,20200923,198114,4820.31,150311,3672.55,209542,5108.18,322709,7846.5,213575,5211.99,153564,3748.48,28728,699.84,23376,572.79,-49307,-1150.67
77,000951.SZ,20200923,12053,4405.95,10709,3916.49,8234,3009.09,8962,3276.92,4317,1578.83,4006,1463.13,286,103.82,1213,441.16,-2970,-1087.24
78,002337.SZ,20200923,11518,403.66,7744,271.63,5717,200.37,9031,316.53,2000,70.3,2460,86.17,0,0.0,0,0.0,-2847,-99.22
79,603297.SH,20200923,2093,841.3,1670,671.74,2184,877.42,1568,630.4,421,168.54,1030,413.11,0,0.0,430,172.02,-850,-341.03
80,002468.SZ,20200923,80824,12436.44,56133,8644.82,69568,10708.83,70045,10785.35,46150,7104.59,49274,7584.07,7487,1151.06,28577,4386.67,-52551,-8072.51
81,002622.SZ,20200923,29496,956.54,26512,860.44,36779,1193.03,33494,1086.95,11059,359.07,13314,431.86,0,0.0,4014,129.39,-23612,-763.05
82,300083.SZ,20200923,87841,9214.63,73377,7711.42,96802,10157.9,92003,9666.77,65610,6890.69,75513,7921.96,29003,3060.73,38363,4023.82,24354,2612.5
83,600080.SH,20200923,7250,467.67,8883,573.82,18923,1221.65,15534,1003.85,6847,445.84,8603,557.49,0,0.0,0,0.0,-567,-35.3
84,600129.SH,20200923,13055,2222.45,16822,2858.69,15901,2706.85,18798,3204.92,13392,2287.87,10723,1833.9,4594,782.35,600,102.0,8171,1432.95
