,ts_code,trade_date,buy_sm_vol,buy_sm_amount,sell_sm_vol,sell_sm_amount,buy_md_vol,buy_md_amount,sell_md_vol,sell_md_amount,buy_lg_vol,buy_lg_amount,sell_lg_vol,sell_lg_amount,buy_elg_vol,buy_elg_amount,sell_elg_vol,sell_elg_amount,net_mf_vol,net_mf_amount
0,002568.SZ,20200706,11256,5357.73,14337,6871.5,12184,5806.26,20433,9787.5,16016,7660.33,13599,6528.55,14156,6878.03,5243,2514.82,-470,-246.44
1,002722.SZ,20200706,10331,1285.6,14357,1787.85,13774,1712.83,12112,1507.88,6536,814.59,4172,517.3,0,0.0,0,0.0,4875,606.39
2,300183.SZ,20200706,35506,5832.04,37949,6239.94,60866,9997.5,55883,9186.04,48994,8061.55,48139,7908.53,3672,602.52,7067,1159.09,1358,228.11
3,600180.SH,20200706,29016,2036.43,32306,2266.29,44195,3099.81,33796,2370.64,27113,1906.35,32842,2308.54,1418,100.94,2797,198.06,17507,1239.66
4,600229.SH,20200706,28633,2268.75,34556,2740.73,42296,3357.32,44112,3498.34,33447,2654.05,25494,2021.19,1685,131.77,1900,151.62,12224,977.67
5,603682.SH,20200706,73884,8936.43,72445,8773.81,86039,10413.25,81981,9919.76,37706,4562.7,47013,5682.85,5582,676.97,1772,212.93,-2587,-307.93
6,002699.SZ,20200706,92666,5691.55,92621,5688.06,89544,5502.06,92601,5685.46,41374,2537.85,51817,3184.32,15166,933.93,1710,107.56,52379,3236.45
7,002853.SZ,20200706,16879,3924.83,13489,3144.05,19081,4443.76,23340,5436.18,11984,2784.63,9914,2298.66,532,122.81,1732,397.14,-4406,-1029.9
8,000978.SZ,20200706,24808,1186.2,30368,1453.91,30106,1438.13,34622,1656.38,23315,1121.74,13278,637.62,39,1.83,0,0.0,17566,844.09
9,002518.SZ,20200706,29521,4165.74,49517,6997.95,50205,7085.13,58148,8214.98,50572,7138.87,37231,5259.42,20383,2899.76,5785,817.15,-4570,-621.01
10,300133.SZ,20200706,163540,12963.91,153593,12189.73,204587,16236.61,263785,20954.0,184809,14693.88,166457,13204.15,56613,4487.66,25716,2034.17,-32005,-2529.85
11,600130.SH,20200706,130972,5493.95,163510,6869.09,188491,7898.19,189880,7966.1,156519,6574.69,135289,5669.08,31924,1349.2,19226,811.76,62115,2624.99
12,002649.SZ,20200706,58073,5612.91,72020,6966.49,88220,8530.36,89888,8688.28,47662,4617.58,42579,4125.89,16116,1562.99,5583,543.18,18928,1839.46
13,002421.SZ,20200706,175766,7123.0,178585,7248.51,240761,9752.35,219235,8898.96,203230,8248.02,179502,7277.3,78383,3174.92,120819,4873.51,63264,2597.32
14,688177.SH,20200706,5147,3031.77,4372,2583.2,14360,8462.35,12141,7159.6,12714,7498.21,14663,8638.41,2420,1434.67,3466,2045.8,47,38.31
