,ts_code,trade_date,buy_sm_vol,buy_sm_amount,sell_sm_vol,sell_sm_amount,buy_md_vol,buy_md_amount,sell_md_vol,sell_md_amount,buy_lg_vol,buy_lg_amount,sell_lg_vol,sell_lg_amount,buy_elg_vol,buy_elg_amount,sell_elg_vol,sell_elg_amount,net_mf_vol,net_mf_amount
0,000150.SZ,20201015,24029,826.31,20813,716.02,17181,591.03,20024,689.0,8185,281.5,12115,416.18,3557,122.36,0,0.0,-10117,-346.48
1,300469.SZ,20201015,35233,4976.12,22998,3251.01,31228,4412.37,32888,4646.24,8795,1245.2,19945,2818.04,576,81.6,0,0.0,-12482,-1757.88
2,300623.SZ,20201015,91286,41260.83,82810,37573.79,144070,65199.29,144442,65453.49,112688,51129.86,121238,54978.37,29477,13439.95,29031,13024.28,1197,888.76
3,600466.SH,20201015,62813,3226.78,42399,2177.07,42687,2189.86,50623,2598.22,21721,1113.62,28200,1447.76,6557,336.63,12557,643.84,27432,1415.19
4,600620.SH,20201015,11288,874.05,11873,920.6,8021,621.77,10462,810.41,5629,435.94,6207,480.9,9861,764.2,6258,484.04,-1265,-98.91
5,603968.SH,20201015,7287,1247.13,5904,1010.61,5327,910.97,5861,1001.88,1981,338.3,2830,483.91,0,0.0,0,0.0,-4115,-703.12
6,600597.SH,20201015,44217,7798.77,34350,6066.89,40749,7183.81,37772,6669.54,26455,4676.19,32262,5695.31,11075,1966.28,18110,3193.32,-1703,-283.3
7,600751.SH,20201015,287852,10329.44,153414,5508.17,205940,7385.58,184236,6614.07,103247,3699.68,182262,6535.82,33659,1205.18,110786,3961.83,-157557,-5632.75
8,000615.SZ,20201015,13867,557.55,9127,367.39,10885,438.56,10099,405.81,7235,291.13,12761,514.04,0,0.0,0,0.0,-2215,-87.58
9,300885.SZ,20201015,18014,8327.31,15961,7417.74,25005,11582.01,26176,12140.73,13634,6350.29,12966,6011.25,1554,720.72,3105,1410.6,-5302,-2455.83
10,600882.SH,20201015,13358,5193.93,9887,3847.18,8221,3197.87,10015,3896.6,5159,2007.87,6627,2576.34,677,264.03,885,343.58,-10849,-4215.56
11,603115.SH,20201015,7637,1282.05,8193,1376.29,8064,1353.91,10026,1683.89,4615,775.71,2097,351.49,0,0.0,0,0.0,4254,715.65
12,000900.SZ,20201015,13868,532.93,20047,771.2,16225,624.08,17540,674.89,12044,464.33,12003,462.1,7454,286.85,0,0.0,9082,351.59
13,300015.SZ,20201015,49763,28472.96,31795,18210.25,62195,35594.58,55466,31765.3,42330,24233.69,52124,29823.97,8742,5003.85,23644,13505.57,7959,4554.33
14,600012.SH,20201015,8442,440.35,5849,304.96,4555,237.56,7549,393.84,401,20.89,0,0.0,0,0.0,0,0.0,-4606,-239.79
15,002482.SZ,20201015,17236,599.81,10485,364.96,20650,718.5,24112,838.79,15562,541.02,15837,550.45,0,0.0,3014,105.13,-19506,-677.78
16,300146.SZ,20201015,29660,6693.11,35010,7913.19,42293,9552.01,51060,11529.2,62382,14081.88,46516,10497.09,18019,4064.65,19769,4452.17,-17899,-4033.41
17,300300.SZ,20201015,174856,14405.47,88524,7294.52,228829,18883.49,198159,16323.37,132422,10946.24,202043,16709.45,4331,361.58,51713,4269.45,-80200,-6548.52
18,600143.SH,20201015,250472,42886.09,174598,29907.01,375566,64437.53,314018,53854.34,311768,53513.48,357988,61432.2,122587,21051.02,213789,36694.56,-148452,-25264.67
19,000007.SZ,20201015,26755,2541.77,29537,2809.12,32613,3090.26,23406,2222.16,27978,2647.06,34585,3265.2,182,17.4,0,0.0,44465,4209.44
20,002816.SZ,20201015,5907,2020.55,4706,1610.77,8460,2897.18,10286,3522.35,7254,2488.58,4448,1520.3,2219,762.07,4400,1514.96,7970,2738.72
