,ts_code,trade_date,buy_sm_vol,buy_sm_amount,sell_sm_vol,sell_sm_amount,buy_md_vol,buy_md_amount,sell_md_vol,sell_md_amount,buy_lg_vol,buy_lg_amount,sell_lg_vol,sell_lg_amount,buy_elg_vol,buy_elg_amount,sell_elg_vol,sell_elg_amount,net_mf_vol,net_mf_amount
0,600346.SH,20201113,98228,23082.81,63684,14945.1,141842,33362.44,143363,33705.46,102071,23914.97,119480,28061.05,36452,8539.64,52065,12188.26,-38064,-8806.01
1,600500.SH,20201113,28912,1506.23,30234,1576.11,34084,1775.61,24599,1283.01,25358,1321.2,31136,1621.55,3957,206.16,6342,328.53,-19815,-1026.69
2,603848.SH,20201113,8786,1313.68,6641,993.65,6740,1008.75,7656,1144.77,1525,228.46,2754,412.47,0,0.0,0,0.0,227,36.56
3,688595.SH,20201113,7075,5263.61,6347,4737.48,8405,6264.86,7791,5810.43,6714,5006.8,7171,5329.09,144,107.77,1030,766.04,2438,1835.38
4,002970.SZ,20201113,10810,7437.94,9010,6217.88,13552,9367.36,13930,9621.88,11740,8135.75,13859,9596.19,2123,1474.12,1426,979.23,4599,3194.53
5,300634.SZ,20201113,22487,5323.87,24999,5916.14,25489,6029.84,27654,6544.22,14782,3486.96,11097,2612.78,2701,640.69,1709,408.2,11314,2684.68
6,603388.SH,20201113,6054,430.28,3460,246.08,5972,424.4,4760,338.42,6822,485.61,11767,837.29,4239,302.82,3100,221.32,1196,86.3
7,688338.SH,20201113,1255,857.33,1125,769.23,1724,1177.96,2031,1387.31,823,562.51,647,441.26,0,0.0,0,0.0,4,3.18
8,002559.SZ,20201113,38488,2388.1,43949,2734.15,42118,2619.68,40785,2535.41,23226,1445.59,21098,1307.4,2000,123.6,0,0.0,3866,247.65
9,002713.SZ,20201113,11130,824.84,10980,814.04,4617,342.0,4889,362.08,496,37.17,374,27.89,0,0.0,0,0.0,2737,203.92
10,300174.SZ,20201113,20410,4069.47,21443,4288.62,26634,5317.58,29373,5867.56,28042,5625.56,26573,5326.48,14495,2927.9,12192,2457.84,9107,1886.21
11,600171.SH,20201113,32795,5034.77,20660,3174.39,24779,3806.44,30143,4628.69,10813,1661.03,18924,2903.09,3000,458.1,1661,254.17,-10198,-1554.95
12,000035.SZ,20201113,21398,963.95,12050,543.32,24525,1105.37,13523,609.97,11586,522.58,19867,896.87,0,0.0,12069,541.74,-21367,-961.82
13,300573.SZ,20201113,6084,8104.45,3908,5208.59,3455,4605.42,4155,5541.16,1855,2478.49,3089,4115.16,94,126.52,336,449.97,-2635,-3493.05
14,600570.SH,20201113,17470,15504.85,14735,13088.45,28505,25303.54,23667,21016.72,20365,18084.68,23937,21248.89,13621,12085.79,17622,15624.8,-1235,-1077.42
15,600619.SH,20201113,6318,454.95,3664,263.98,2805,202.04,5359,385.83,300,21.57,400,28.76,0,0.0,0,0.0,-1307,-93.94
16,000565.SZ,20201113,9353,456.68,8278,404.43,9824,479.67,9715,474.69,2567,125.53,3750,182.76,0,0.0,0,0.0,-3340,-162.15
17,002105.SZ,20201113,16146,1399.7,14763,1283.48,10324,897.37,12364,1074.03,6107,531.94,5450,471.5,0,0.0,0,0.0,-3496,-302.71
18,688015.SH,20201113,2957,1348.12,2500,1140.53,3111,1417.76,2938,1339.02,895,408.6,1147,524.23,0,0.0,378,170.7,1278,586.49
19,000850.SZ,20201113,23217,885.08,18012,687.1,23054,879.22,17388,663.31,3958,150.75,14828,564.64,0,0.0,0,0.0,-16398,-623.02
20,002236.SZ,20201113,53673,12247.48,53735,12279.12,78029,17805.53,74276,16958.1,73323,16731.94,80593,18399.89,35606,8151.52,32027,7299.36,-17431,-3939.81
21,603196.SH,20201113,6106,388.44,6606,420.72,4548,289.64,4048,257.36,0,0.0,0,0.0,0,0.0,0,0.0,610,39.08
22,688300.SH,20201113,2485,1179.39,1339,637.75,3410,1620.04,4012,1907.19,943,446.98,1487,701.47,0,0.0,0,0.0,1201,568.93
23,000981.SZ,20201113,27465,521.35,18595,353.55,43432,825.29,49342,937.56,32832,623.3,35792,678.84,0,0.0,0,0.0,-16656,-312.06
24,002362.SZ,20201113,34854,9061.66,25331,6590.18,24218,6299.34,29484,7664.55,11312,2942.32,13459,3502.96,2768,717.68,4878,1263.31,-10374,-2687.37
