,ts_code,trade_date,buy_sm_vol,buy_sm_amount,sell_sm_vol,sell_sm_amount,buy_md_vol,buy_md_amount,sell_md_vol,sell_md_amount,buy_lg_vol,buy_lg_amount,sell_lg_vol,sell_lg_amount,buy_elg_vol,buy_elg_amount,sell_elg_vol,sell_elg_amount,net_mf_vol,net_mf_amount
0,300453.SZ,20200324,79484,8087.65,55620,5683.01,82351,8388.97,79723,8134.87,33249,3395.55,49089,4995.03,2033,214.06,12685,1273.33,3027,280.55
1,603798.SH,20200324,14195,1400.32,21239,2094.75,16887,1665.76,15847,1565.18,9047,894.56,3042,300.71,0,0.0,0,0.0,9448,937.11
2,002969.SZ,20200324,22439,1820.66,21585,1757.36,25444,2067.91,19176,1558.75,5903,479.79,13330,1077.21,305,24.95,0,0.0,2967,247.23
3,003816.SZ,20200324,147180,4285.87,114818,3344.58,141479,4121.09,138028,4021.28,89963,2620.9,110751,3224.03,19358,564.14,34384,1002.11,-11795,-325.52
4,300584.SZ,20200324,2328,574.88,2000,495.64,2322,574.63,2595,641.84,1208,299.53,1199,295.58,468,115.03,533,131.01,684,168.01
5,600581.SH,20200324,58750,1798.63,48581,1493.43,59227,1815.39,53928,1654.86,33766,1037.63,58201,1780.34,8967,276.98,0,0.0,-8970,-264.27
6,601608.SH,20200324,59956,2032.61,54418,1848.13,46760,1584.62,64630,2193.14,55065,1870.6,50040,1693.93,10937,370.79,3630,123.42,10765,375.79
7,000576.SZ,20200324,18455,1100.83,13088,781.71,15022,896.0,13703,817.37,4243,253.51,10929,651.26,0,0.0,0,0.0,253,17.19
8,600209.SH,20200324,16442,507.44,13270,411.84,27183,840.65,29789,922.33,17449,542.33,18015,556.26,0,0.0,0,0.0,-11329,-345.9
9,603662.SH,20200324,4111,1666.78,4994,2029.78,5511,2242.59,4549,1847.43,1126,456.63,1205,488.79,0,0.0,0,0.0,-1482,-596.06
10,002679.SZ,20200324,10431,1381.31,5676,752.55,5544,735.19,5941,787.39,1692,225.11,5193,689.61,0,0.0,856,112.05,-137,-19.25
11,002833.SZ,20200324,3705,1292.56,4133,1444.06,1824,636.55,1854,648.31,1457,509.2,970,335.94,0,0.0,29,10.01,273,94.53
12,300294.SZ,20200324,35139,11761.75,14558,4930.25,51322,17098.25,34152,11526.24,63576,21109.16,55160,18464.36,17334,5628.67,63500,20676.98,1747,234.81
13,002055.SZ,20200324,60723,7578.88,45298,5675.59,59121,7392.22,60016,7503.14,44769,5606.14,61389,7667.47,9815,1240.06,7726,971.1,-22360,-2791.38
14,300305.SZ,20200324,17584,1788.23,16006,1638.11,21629,2203.13,22837,2327.44,9174,942.78,12549,1285.72,4006,419.64,1000,102.5,15505,1613.06
15,600148.SH,20200324,3552,395.67,4036,449.61,2945,327.97,2673,297.62,1478,164.4,1266,140.8,0,0.0,0,0.0,510,57.3
16,600302.SH,20200324,9057,366.6,8088,327.89,10542,426.83,14857,601.42,6979,282.92,3633,147.04,0,0.0,0,0.0,-5982,-240.22
17,002772.SZ,20200324,39288,2829.5,31171,2249.04,32803,2360.27,39618,2852.19,16548,1196.74,16237,1169.08,0,0.0,1614,116.21,-3668,-254.29
18,300436.SZ,20200324,4129,1313.45,3694,1181.61,3679,1171.36,3980,1268.63,1527,488.58,1087,343.98,466,149.96,1040,329.12,-849,-277.02
19,600279.SH,20200324,11792,437.74,11619,431.59,13537,502.44,14671,544.39,4441,164.53,3480,128.73,0,0.0,0,0.0,-244,-7.31
20,600433.SH,20200324,24760,766.55,23808,737.43,26790,829.69,25601,793.3,24032,745.26,24220,750.06,4560,141.81,6512,202.52,11113,349.18
21,601126.SH,20200324,81843,5306.75,57109,3730.52,93160,6050.64,100959,6575.26,44780,2927.75,62146,4021.31,8460,558.98,8030,517.05,-55912,-3637.78
22,300567.SZ,20200324,30794,17894.02,25245,14720.52,58558,34168.77,48871,28444.65,49841,29160.58,56600,32999.1,34052,19645.56,42529,24704.66,8809,5282.39
23,300721.SZ,20200324,33459,7430.28,33186,7385.72,39342,8752.11,39952,8895.57,21984,4910.25,21106,4708.81,4249,941.26,4790,1043.8,3776,880.91
24,000428.SZ,20200324,58787,1816.03,63856,1982.02,64539,2003.62,57884,1793.67,28085,871.54,29671,915.51,0,0.0,0,0.0,-1367,-24.64
25,300698.SZ,20200324,103311,30436.29,68861,20648.21,109890,32750.14,122714,36637.27,85489,25646.42,116547,35014.65,70935,22284.04,61504,18816.75,-125292,-38934.78
26,000498.SZ,20200324,41228,2096.32,42468,2165.3,45009,2293.99,43513,2216.08,27321,1392.63,27577,1401.57,0,0.0,0,0.0,1493,86.88
27,000652.SZ,20200324,590140,50884.07,583791,50423.61,683873,59011.95,720798,62167.91,552162,47659.06,494354,42691.58,167134,14426.53,194367,16698.52,669,205.26
28,002038.SZ,20200324,27907,3339.67,22028,2639.59,24132,2888.64,29651,3551.5,14658,1758.59,15988,1913.95,2120,255.11,1151,136.97,4975,602.57
29,600968.SH,20200324,78211,1801.96,88475,2040.05,102422,2360.06,117734,2713.59,79227,1826.34,67481,1555.17,18879,436.08,5049,115.62,-29868,-676.27
30,000783.SZ,20200324,132665,8539.5,149063,9622.06,142798,9202.15,209618,13502.08,164257,10591.97,149749,9650.54,113734,7338.23,45024,2897.18,-12922,-770.98
31,002169.SZ,20200324,225709,21128.49,181925,17133.47,316195,29614.79,318804,29921.06,224967,21151.04,264078,24731.13,69800,6601.69,71864,6710.36,-56499,-5064.21
32,002323.SZ,20200324,12365,315.22,12661,323.32,12396,316.19,12841,327.09,2758,70.25,2017,51.25,0,0.0,0,0.0,-3017,-76.12
33,603283.SH,20200324,18977,7683.34,13005,5293.37,19479,7913.02,19278,7825.13,8822,3603.3,13776,5605.57,3952,1618.76,5171,2094.35,1273,504.51
34,688233.SH,20200324,8688,4520.85,8068,4255.35,19394,10166.77,18905,9925.24,12438,6569.31,13960,7306.53,1039,554.35,625,324.16,-120,-16.43
35,002454.SZ,20200324,24711,1194.64,17871,866.99,21843,1058.19,26402,1278.46,7188,349.64,9470,457.02,0,0.0,0,0.0,-542,-20.07
36,300118.SZ,20200324,132330,16367.73,89141,11020.45,130510,16183.43,153558,19070.78,72711,9041.31,85693,10624.91,10984,1360.23,18144,2236.57,-23513,-2941.87
37,600115.SH,20200324,115736,4718.35,101859,4156.93,105970,4319.23,113341,4624.71,79158,3230.87,90672,3695.58,17356,708.5,12348,499.72,20018,835.3
38,603617.SH,20200324,6991,957.95,7749,1063.02,6260,858.6,6141,842.17,2154,295.65,1515,207.02,0,0.0,0,0.0,1444,198.54
39,002131.SZ,20200324,1113246,43929.43,600398,23964.6,1437681,57142.45,1142670,45598.44,1875926,74710.29,2064609,82496.84,2591852,102391.11,3211028,126113.39,902311,33244.58
40,000925.SZ,20200324,45034,3371.41,34280,2571.37,49484,3705.79,46555,3488.93,21475,1614.0,35159,2630.9,0,0.0,0,0.0,-2079,-146.11
41,002262.SZ,20200324,19162,1990.57,25659,2670.79,26175,2723.3,24841,2585.73,21207,2208.28,15348,1593.89,303,31.36,1000,103.1,12028,1258.1
42,002393.SZ,20200324,3651,882.3,4337,1050.57,4853,1173.58,4100,991.62,1750,425.06,2081,503.04,265,64.29,0,0.0,-755,-179.31
43,300057.SZ,20200324,34908,1894.35,37728,2049.64,50234,2726.53,44143,2398.59,20602,1121.28,23873,1293.78,2000,109.85,2000,110.0,467,34.89
44,300211.SZ,20200324,21379,1537.43,20954,1507.17,21388,1537.95,22760,1636.44,7220,519.58,6274,451.35,0,0.0,0,0.0,2707,200.74
45,600054.SH,20200324,23317,1946.62,18966,1585.31,23167,1937.56,21290,1779.57,5015,419.35,11244,938.66,0,0.0,0,0.0,-8075,-668.36
46,002142.SZ,20200324,51087,11747.47,78620,18121.08,77710,17877.03,74162,17091.53,71131,16375.55,73861,17026.09,75630,17478.61,48914,11239.97,42528,9821.66
47,603305.SH,20200324,34010,12703.29,41388,15497.08,38459,14393.26,36024,13494.76,22290,8381.51,21142,7951.42,6415,2453.66,2620,988.46,6095,2420.76
48,000936.SZ,20200324,74046,6322.48,79864,6839.65,125983,10772.15,130378,11138.31,100637,8626.48,81333,6965.37,7081,606.85,16172,1384.63,3292,303.88
49,002273.SZ,20200324,125386,16791.86,106124,14239.43,139266,18681.42,119627,16046.97,103785,13932.23,129436,17359.08,46772,6279.71,60023,8039.73,16890,2322.36
50,001914.SZ,20200324,12382,2667.06,19097,4124.87,26534,5762.16,20265,4383.86,26731,5794.76,29686,6442.23,6485,1404.13,3084,677.13,5634,1248.98
51,002607.SZ,20200324,68387,15551.98,61086,13895.77,83411,18948.83,95232,21655.24,56439,12813.45,40752,9244.51,14387,3268.91,25556,5787.64,-35154,-7995.75
52,002831.SZ,20200324,11815,2471.0,12071,2524.87,11034,2313.06,8808,1846.1,2586,542.92,5536,1160.55,980,204.54,0,0.0,2206,467.69
53,300292.SZ,20200324,286189,15852.14,293481,16425.0,338651,18847.14,344110,19169.99,276662,15466.71,285776,15898.95,107331,6069.77,85466,4741.83,34302,2162.55
54,600338.SH,20200324,50683,3966.59,41773,3272.17,35636,2792.64,39894,3125.62,9870,774.69,14521,1136.13,0,0.0,0,0.0,6224,494.28
55,000153.SZ,20200324,15926,1051.49,14538,962.34,13063,865.32,13904,919.3,3013,199.77,3560,234.93,0,0.0,0,0.0,-4150,-271.59
56,002962.SZ,20200324,9282,2841.13,11062,3393.55,10153,3113.04,8513,2611.27,5988,1840.69,5725,1752.46,202,61.82,324,99.4,-1310,-393.85
57,300626.SZ,20200324,25657,2320.82,26532,2402.7,34030,3082.28,39509,3577.2,18410,1666.3,12056,1089.49,0,0.0,0,0.0,988,99.28
58,600469.SH,20200324,19191,936.32,15372,749.65,24665,1203.41,20831,1016.57,6514,316.74,14168,690.26,0,0.0,0,0.0,-5242,-251.61
59,600623.SH,20200324,21362,1158.03,21310,1155.95,26658,1444.88,26292,1425.7,17957,974.36,16497,893.79,0,0.0,1879,101.84,3580,197.8
60,300757.SZ,20200324,4889,1610.42,4315,1430.97,4487,1484.29,4207,1390.64,963,315.58,1982,643.81,165,55.13,0,0.0,-790,-251.6
61,600754.SH,20200324,20783,5227.19,20049,5045.97,12693,3197.23,13199,3323.16,5801,1456.26,7550,1894.32,1521,382.78,0,0.0,7190,1819.89
62,601601.SH,20200324,78515,21506.21,98678,27068.31,90505,24810.88,111927,30672.76,121137,33217.36,107421,29417.69,74187,20366.9,46317,12742.59,91555,25134.85
63,600885.SH,20200324,46773,12466.36,40368,10751.81,36601,9769.17,41767,11154.13,22629,6043.5,23794,6348.23,4175,1114.69,4249,1139.55,2884,798.56
64,603118.SH,20200324,91575,12760.83,69759,9779.32,116410,16261.31,114383,16003.67,75593,10598.68,85781,11980.29,6754,952.83,20408,2810.37,-22248,-3120.18
65,688007.SH,20200324,4315,1058.24,3408,839.99,6366,1563.76,5598,1378.89,3402,834.92,4078,996.64,0,0.0,1000,241.4,-405,-103.21
66,000688.SZ,20200324,17189,2998.52,15663,2718.85,25257,4413.93,26192,4566.65,57907,10005.97,25741,4510.74,27783,4851.19,60540,10473.37,55370,9591.93
67,002228.SZ,20200324,33297,1115.91,31468,1057.24,25907,869.64,22539,755.49,10619,357.17,15817,529.99,0,0.0,0,0.0,-2854,-91.76
68,603188.SH,20200324,7993,542.61,8514,583.09,8438,575.95,8876,606.39,4047,277.72,6060,412.33,2971,205.53,0,0.0,-2977,-202.35
69,688138.SH,20200324,12203,2443.95,9479,1902.87,20149,4039.15,23208,4657.11,14091,2838.55,12996,2609.26,497,100.5,1257,252.9,-60,-13.86
70,000973.SZ,20200324,91070,4178.84,91704,4219.04,102026,4682.76,99417,4563.48,64684,2981.17,64871,2982.76,8861,411.51,10648,488.99,-26388,-1190.9
71,002359.SZ,20200324,73063,1393.25,54945,1054.02,63207,1205.81,65329,1247.64,11455,218.22,21751,410.87,0,0.0,5700,104.75,-31374,-594.36
72,002513.SZ,20200324,12540,656.46,14818,777.82,12056,632.39,11584,606.12,2888,151.44,1082,56.35,0,0.0,0,0.0,1484,81.16
73,002644.SZ,20200324,56662,4767.5,39505,3331.07,63183,5317.34,59227,4985.53,25948,2184.22,36227,3053.81,0,0.0,10835,898.65,-18654,-1581.84
74,300308.SZ,20200324,34114,18487.88,28556,15489.52,32450,17603.59,34195,18547.66,17103,9299.34,23177,12594.3,7423,4065.93,5163,2825.26,4849,2661.71
75,600305.SH,20200324,40762,7522.81,57123,10562.61,53509,9890.68,49405,9126.57,39489,7306.44,27211,5023.13,18118,3384.17,18138,3391.79,39788,7417.17
76,002775.SZ,20200324,9754,511.07,11362,596.1,9330,489.24,11236,588.99,4583,241.14,1068,56.36,0,0.0,0,0.0,1429,76.7
77,300390.SZ,20200324,65978,5608.6,64684,5520.73,71325,6077.33,75727,6446.5,38310,3264.56,56853,4823.08,25528,2165.41,3877,325.6,-23757,-2010.45
78,300707.SZ,20200324,19503,2825.51,19359,2813.53,16883,2460.44,19318,2811.1,5923,859.14,3632,520.45,0,0.0,0,0.0,2103,308.01
79,600704.SH,20200324,84640,3962.66,56596,2650.93,65320,3057.61,74326,3480.54,29876,1402.06,46554,2181.15,13483,635.45,15844,745.17,52381,2468.45
80,600835.SH,20200324,20502,2893.15,18013,2545.02,18205,2570.79,18019,2544.15,15059,2125.15,15078,2124.97,1006,140.74,3661,515.7,5112,725.42
81,000650.SZ,20200324,93001,5847.57,81345,5119.54,100024,6295.11,100252,6310.25,66053,4160.73,81934,5153.63,8262,519.13,3810,239.11,-36011,-2246.1
82,002036.SZ,20200324,60086,8557.79,69768,9976.3,77844,11096.38,89100,12713.36,66790,9549.63,56486,8043.97,21067,3016.54,10434,1486.71,-7241,-991.48
83,600966.SH,20200324,65881,5183.29,75006,5911.79,57666,4550.22,55503,4379.19,36895,2912.89,30138,2374.02,3355,266.11,3150,247.51,-28426,-2215.73
84,688100.SH,20200324,5737,1423.94,6325,1574.32,8544,2124.27,8544,2123.97,3999,997.46,2820,700.39,0,0.0,590,146.99,281,72.89
85,002167.SZ,20200324,38963,2374.83,50206,3071.48,51596,3150.02,63155,3868.51,60140,3699.51,58808,3604.32,34624,2155.23,13154,835.28,-20317,-1312.07
86,002321.SZ,20200324,41319,1937.74,50177,2357.1,50044,2351.29,58365,2739.58,44964,2111.07,35500,1666.21,7715,362.79,0,0.0,-8024,-367.33
87,002298.SZ,20200324,44045,3714.19,33173,2807.09,69158,5845.78,57588,4873.17,30448,2574.2,48477,4081.19,4844,408.77,9257,781.51,-12483,-1055.94
88,002452.SZ,20200324,98623,6343.4,65589,4268.11,91365,5874.99,90227,5824.41,59990,3850.04,55346,3588.77,5723,359.93,44539,2747.07,-36956,-2442.4
89,300116.SZ,20200324,101059,1627.3,94199,1520.94,119309,1922.31,112169,1805.44,109976,1771.08,121559,1958.59,27303,441.77,29720,477.49,46991,772.93
90,600113.SH,20200324,14952,904.72,12576,761.81,19790,1198.27,19824,1199.55,10405,631.66,10494,636.76,0,0.0,2253,136.53,2161,133.21
91,300742.SZ,20200324,9027,1930.83,12126,2608.13,13611,2922.25,14719,3164.96,7313,1578.5,4794,1023.31,1841,396.9,153,32.08,1143,247.99
92,600585.SH,20200324,62586,33668.98,87165,46971.02,124347,66884.61,135192,72813.64,148190,79737.28,133739,71975.09,124063,66935.33,103089,55466.44,79505,42950.82
93,000603.SZ,20200324,68922,8361.15,82908,10090.56,100743,12243.72,98184,11947.95,78237,9531.5,75589,9183.07,29934,3683.76,21155,2598.56,-7917,-891.74
