,ts_code,trade_date,buy_sm_vol,buy_sm_amount,sell_sm_vol,sell_sm_amount,buy_md_vol,buy_md_amount,sell_md_vol,sell_md_amount,buy_lg_vol,buy_lg_amount,sell_lg_vol,sell_lg_amount,buy_elg_vol,buy_elg_amount,sell_elg_vol,sell_elg_amount,net_mf_vol,net_mf_amount
0,000877.SZ,20200818,220793,48803.63,157569,34948.31,239464,53036.15,244117,54094.68,235997,52286.27,236381,52323.83,119546,26504.82,177734,39264.05,-135681,-29811.54
1,002417.SZ,20200818,338569,39336.67,308315,35961.91,386977,44854.51,371870,43179.81,259898,30132.69,269172,31193.13,101659,11667.79,137747,15656.8,49629,6112.43
2,300032.SZ,20200818,19735,868.95,26294,1158.85,28986,1278.22,33578,1480.98,38087,1681.05,27763,1227.24,6175,272.61,5348,233.77,902,47.3
3,601991.SH,20200818,72277,1800.55,62258,1552.64,66563,1659.13,66436,1656.51,39015,972.53,50765,1263.17,6454,161.35,4850,121.25,10184,261.88
4,603377.SH,20200818,13006,2936.46,10487,2369.59,19081,4305.53,16617,3753.49,20294,4582.85,22155,4996.68,9284,2099.05,12407,2804.13,6122,1397.93
5,002548.SZ,20200818,140831,16613.89,159003,18821.17,181146,21405.68,190101,22449.88,167641,19844.78,160582,18986.71,69966,8304.32,49898,5910.92,71445,8548.18
6,002702.SZ,20200818,156617,16860.54,158532,17165.04,179238,19333.92,177413,19114.32,125328,13582.85,141494,15282.1,34216,3725.22,17960,1941.07,57036,6240.83
7,300163.SZ,20200818,269498,11073.86,83130,3470.02,289990,11930.5,189567,7848.76,155408,6369.29,267658,10967.16,65695,2669.62,240237,9757.32,-62295,-2561.75
8,600160.SH,20200818,54818,4002.61,70939,5188.08,80082,5854.38,83030,6068.68,67505,4929.88,73326,5356.5,37409,2738.36,12520,911.98,9449,715.7
9,600209.SH,20200818,9610,511.72,7288,388.91,14997,799.52,18248,972.15,7703,410.72,6774,360.9,0,0.0,0,0.0,-2613,-137.01
10,600893.SH,20200818,50352,25732.55,57525,29476.15,99693,51053.91,90675,46449.5,93737,48029.41,97822,50128.58,50576,25965.21,48337,24726.85,11860,6226.02
11,603126.SH,20200818,18777,916.95,15187,742.73,20629,1007.22,21262,1039.44,11942,584.66,12592,614.08,0,0.0,2307,112.58,-1616,-76.76
12,000554.SZ,20200818,39227,2098.5,35007,1873.86,58512,3131.11,59613,3190.67,30044,1609.06,33043,1767.72,0,0.0,120,6.42,1095,65.95
13,601717.SH,20200818,274335,20535.23,236705,17763.7,408597,30544.29,369498,27696.16,323921,24211.55,394332,29473.74,151626,11393.55,157944,11751.03,45999,3622.39
14,688004.SH,20200818,1357,1100.96,895,727.75,2535,2059.08,2136,1735.88,939,762.84,1929,1563.93,128,104.68,0,0.0,-1402,-1136.89
15,000685.SZ,20200818,25877,2218.65,20568,1766.26,34340,2946.3,26101,2239.77,19874,1707.11,30333,2600.06,2790,239.93,5880,505.91,-13469,-1150.38
16,002225.SZ,20200818,37790,1847.84,38543,1887.23,55773,2728.67,70480,3447.05,31927,1564.1,20302,994.04,3836,187.71,0,0.0,-2024,-89.5
17,603185.SH,20200818,7212,5111.8,6099,4323.42,5349,3793.98,4926,3491.73,3760,2662.43,4459,3158.93,150,105.67,988,699.8,2672,1906.09
18,300288.SZ,20200818,13062,1704.26,12194,1593.03,16709,2180.33,16124,2104.59,7314,955.58,7294,952.02,1000,130.9,2473,321.42,1842,242.5
19,300442.SZ,20200818,3441,777.96,3240,733.51,3196,726.65,2914,660.77,1065,243.33,1548,353.67,0,0.0,0,0.0,2219,505.78
20,600285.SH,20200818,76727,8856.38,93322,10759.9,114694,13226.23,113680,13112.95,92915,10669.02,80923,9302.14,17399,2000.76,13810,1577.4,54018,6225.38
21,603787.SH,20200818,34470,7867.98,33722,7678.87,32863,7495.3,28618,6564.63,14397,3291.16,21369,4904.39,4571,1084.34,2593,590.89,-19885,-4457.5
22,002958.SZ,20200818,342329,20058.96,212054,12429.22,351477,20598.97,331168,19412.2,248967,14595.98,311932,18284.72,75853,4449.13,163471,9576.91,-204977,-11951.97
23,300573.SZ,20200818,6343,10752.87,3746,6362.14,5378,9115.42,4878,8273.99,2487,4220.12,3792,6435.03,1437,2441.07,3229,5458.32,-502,-817.01
24,600570.SH,20200818,26554,27604.82,21029,21912.77,37695,39243.49,44799,46676.54,38929,40600.72,34395,35826.76,17924,18666.35,20878,21699.31,1520,1655.79
25,603333.SH,20200818,32060,2379.15,32659,2426.96,46827,3475.23,34005,2522.7,24520,1818.56,21240,1572.53,17977,1335.92,33480,2486.68,46066,3427.14
26,688080.SH,20200818,792,618.84,568,444.0,845,660.09,908,709.48,686,536.45,847,661.9,0,0.0,0,0.0,-280,-217.87
27,002504.SZ,20200818,45052,1294.85,39812,1146.19,54799,1576.24,52868,1519.98,32923,947.79,40598,1167.25,503,14.54,0,0.0,6682,196.38
28,002635.SZ,20200818,41137,10018.86,34382,8377.25,44482,10837.03,43076,10495.84,25484,6210.29,33156,8079.26,5686,1387.88,6175,1501.7,-31670,-7705.2
29,300096.SZ,20200818,57688,5930.86,66443,6849.57,82979,8542.95,87706,9035.73,55041,5679.58,53467,5498.58,16302,1679.08,4394,448.6,21786,2269.34
30,300250.SZ,20200818,19299,2764.4,18074,2595.19,27987,4014.7,29703,4261.47,11887,1707.54,12396,1773.56,1000,143.58,0,0.0,295,50.95
31,600093.SH,20200818,38538,5245.28,32161,4388.25,62169,8470.93,52828,7200.3,37560,5127.05,49058,6680.58,6084,827.57,10304,1401.71,-11048,-1480.01
32,603595.SH,20200818,7071,2163.62,9913,3040.88,8215,2518.0,10407,3193.05,6196,1901.81,6726,2058.35,5963,1830.15,400,121.29,780,250.6
33,002766.SZ,20200818,7393,235.73,5589,178.27,6852,218.65,5066,161.46,1880,59.89,5470,174.55,0,0.0,0,0.0,-6367,-202.65
34,002920.SZ,20200818,26535,20097.71,23461,17792.65,19936,15118.05,17710,13423.65,10850,8227.29,14209,10763.04,2705,2052.33,4646,3516.04,5089,3906.19
35,300381.SZ,20200818,23052,3313.24,27320,3931.97,33177,4769.74,30298,4357.8,24665,3544.18,27877,4004.48,11462,1654.39,6861,987.3,-13088,-1869.84
36,603880.SH,20200818,27326,4257.61,31427,4904.56,25287,3947.07,25611,3994.56,9334,1458.85,7940,1241.67,3932,617.04,900,139.77,8516,1336.85
37,603929.SH,20200818,19788,3376.94,19438,3326.48,20291,3467.2,23311,3981.02,9672,1659.1,7902,1350.52,900,154.78,0,0.0,4491,778.76
38,002158.SZ,20200818,24909,3405.3,17172,2352.98,36633,5011.92,26153,3580.76,16333,2231.72,20331,2780.57,20,2.71,14239,1937.34,-14745,-2013.26
39,002312.SZ,20200818,74714,4466.52,70518,4217.68,89775,5369.33,89284,5339.6,53852,3219.02,58741,3510.11,4751,284.07,4549,271.56,-1076,-51.31
40,688068.SH,20200818,2348,1468.17,1538,964.37,3436,2150.12,2642,1654.04,1062,665.28,2079,1298.13,0,0.0,587,367.04,-234,-145.89
41,688222.SH,20200818,2116,962.83,2419,1102.76,3876,1763.83,3636,1655.66,1843,840.72,1685,768.2,209,95.92,303,136.68,-340,-151.45
42,002289.SZ,20200818,1760,187.8,1388,148.14,4223,450.65,3971,423.76,2003,213.66,2626,280.21,2000,213.4,2000,213.4,-3651,-388.94
