,ts_code,trade_date,buy_sm_vol,buy_sm_amount,sell_sm_vol,sell_sm_amount,buy_md_vol,buy_md_amount,sell_md_vol,sell_md_amount,buy_lg_vol,buy_lg_amount,sell_lg_vol,sell_lg_amount,buy_elg_vol,buy_elg_amount,sell_elg_vol,sell_elg_amount,net_mf_vol,net_mf_amount
0,002833.SZ,20200602,9499,2353.47,9663,2394.9,10017,2487.32,8323,2067.3,1519,376.55,3049,755.13,0,0.0,0,0.0,598,153.84
1,300294.SZ,20200602,12918,4250.87,16388,5404.59,26956,8876.78,27948,9208.5,23452,7734.33,19157,6309.07,5296,1750.99,5129,1690.82,-42,12.55
2,600291.SH,20200602,98809,8332.37,89584,7566.19,134320,11329.63,119790,10113.36,68787,5811.89,104322,8807.01,21281,1808.26,9501,795.59,16978,1440.87
3,300628.SZ,20200602,19821,12408.05,20041,12566.93,18939,11875.88,19937,12494.4,12654,7935.4,12237,7663.9,3498,2190.32,2697,1684.43,-2373,-1459.16
4,601318.SH,20200602,63839,46952.22,152137,112111.67,129133,94973.58,194450,143204.19,274086,201665.09,231242,170244.6,343465,253253.69,232695,171284.12,275378,202923.19
5,300759.SZ,20200602,12999,9639.94,13255,9846.75,19114,14211.43,17947,13346.14,14248,10625.34,11909,8860.5,3894,2901.4,7143,5324.72,-561,-418.73
6,600756.SH,20200602,15753,2867.75,12317,2243.99,18432,3356.66,19631,3575.26,6753,1230.41,9651,1756.43,662,120.87,0,0.0,1595,295.18
7,000571.SZ,20200602,16663,447.79,17510,471.51,22828,613.82,43267,1167.46,32992,891.14,11707,313.79,0,0.0,0,0.0,21528,583.89
8,002111.SZ,20200602,9408,1353.31,9485,1364.93,12534,1802.99,11784,1695.3,8151,1174.11,6897,992.27,0,0.0,1927,277.9,-3,0.89
9,600887.SH,20200602,157179,45064.87,82463,23660.98,191048,54792.04,130397,37416.42,156165,44798.86,165734,47568.78,107494,30862.0,233291,66871.59,-120814,-34575.97
10,688021.SH,20200602,5546,3694.94,3756,2520.15,13834,9306.47,10990,7385.91,9086,6142.22,13778,9283.09,3050,2025.72,2991,1980.2,3448,2381.9
11,000905.SZ,20200602,118577,7979.2,56536,3810.57,113006,7611.16,96049,6483.07,65556,4430.16,109208,7357.76,12542,851.85,47888,3220.98,-22244,-1477.72
