,ts_code,trade_date,buy_sm_vol,buy_sm_amount,sell_sm_vol,sell_sm_amount,buy_md_vol,buy_md_amount,sell_md_vol,sell_md_amount,buy_lg_vol,buy_lg_amount,sell_lg_vol,sell_lg_amount,buy_elg_vol,buy_elg_amount,sell_elg_vol,sell_elg_amount,net_mf_vol,net_mf_amount
0,603809.SH,20200721,13536,2159.32,16675,2664.34,25390,4056.94,20388,3255.27,8076,1295.9,7439,1187.71,0,0.0,2500,404.83,-6434,-1018.51
1,002777.SZ,20200721,17999,5158.77,14497,4171.01,19718,5670.76,21798,6267.79,14795,4256.18,15148,4346.38,4502,1290.82,5570,1591.34,3977,1150.29
2,002931.SZ,20200721,13305,2346.69,10937,1929.72,11224,1978.62,11529,2033.62,2558,451.0,4621,812.98,0,0.0,0,0.0,-7181,-1263.36
3,300392.SZ,20200721,14408,1310.1,14811,1350.24,22892,2086.41,22231,2024.99,6615,604.11,6772,616.25,0,0.0,101,9.15,-9533,-864.03
4,600438.SH,20200721,153773,35500.84,131582,30614.78,268247,62090.52,260790,60823.83,414489,96354.44,502419,116918.44,719446,170085.65,661164,155674.4,-222890,-52529.44
5,000099.SZ,20200721,36855,2867.9,35100,2729.69,35614,2770.08,37902,2950.14,27417,2134.94,21648,1688.84,5655,440.1,10891,844.35,-22995,-1780.74
6,300726.SZ,20200721,23014,8281.41,17134,6184.43,37823,13602.57,42921,15431.82,34166,12314.85,36037,12995.83,11797,4292.95,10708,3879.69,-5909,-2076.69
7,600569.SH,20200721,64596,1497.43,43384,1007.1,82599,1914.94,58801,1364.55,31932,739.61,51942,1203.35,5000,116.0,30000,693.0,-25583,-585.01
8,600723.SH,20200721,75590,8710.91,72755,8392.62,71537,8264.17,71573,8275.29,41838,4849.78,41896,4846.93,1847,216.1,4589,526.13,-14315,-1603.19
9,600854.SH,20200721,21111,872.28,14648,605.79,27017,1116.41,31315,1294.67,19052,787.7,21217,875.93,0,0.0,0,0.0,-9909,-406.8
10,000718.SZ,20200721,91521,3436.63,173099,6494.4,124741,4704.35,173927,6517.58,158215,5925.22,142683,5370.0,184846,6962.75,69614,2646.97,-118735,-4648.04
11,002055.SZ,20200721,75182,12851.07,40385,6910.2,97439,16678.56,89366,15290.04,64540,11051.28,81125,13903.24,14157,2418.6,40442,6896.02,-31598,-5392.29
12,600400.SH,20200721,46552,1677.19,42957,1548.74,40704,1467.73,36648,1320.54,34656,1249.56,43308,1561.11,4000,143.6,3000,107.7,-5429,-188.5
13,000061.SZ,20200721,103499,8705.48,99010,8341.24,114205,9621.69,117499,9897.67,69644,5877.74,73179,6164.81,20569,1736.32,18229,1537.51,-44024,-3685.55
14,002870.SZ,20200721,5572,1169.29,7232,1519.26,6975,1464.51,5581,1171.94,1459,306.75,1755,368.32,562,118.97,0,0.0,-1246,-258.9
15,002919.SZ,20200721,12532,2239.94,9992,1786.71,11807,2110.29,11313,2022.25,3314,592.05,6780,1210.43,432,77.11,0,0.0,-855,-147.64
16,300534.SZ,20200721,24971,1656.74,17460,1157.95,22532,1494.15,21910,1454.25,4331,287.62,7464,493.8,0,0.0,5000,332.51,-3695,-242.33
17,600377.SH,20200721,22914,2345.55,29257,3000.44,52421,5374.24,35966,3687.67,17748,1817.21,24780,2535.95,2000,205.8,5080,518.74,35346,3622.38
18,600531.SH,20200721,203058,9480.71,207458,9702.52,263088,12276.06,264290,12350.4,231596,10844.54,242408,11315.96,51735,2420.1,35322,1652.52,191604,8999.74
19,603879.SH,20200721,44398,4405.83,32234,3205.0,37001,3675.34,43737,4344.02,11641,1160.61,17112,1697.82,2366,234.42,2323,229.37,-14796,-1466.05
20,300665.SZ,20200721,6426,700.07,6562,715.99,8950,975.76,7456,812.39,3429,373.89,3667,399.04,1333,145.56,2453,267.87,4510,492.8
21,600662.SH,20200721,61406,5674.7,59171,5473.36,84913,7848.03,85071,7868.67,54776,5062.87,55278,5097.42,9065,837.03,10640,983.19,-33098,-3037.47
22,000526.SZ,20200721,7799,6747.49,6798,5857.34,10177,8748.01,11988,10336.17,8831,7588.75,10996,9476.61,7039,6176.06,4062,3590.18,1545,1447.4
