,ts_code,trade_date,buy_sm_vol,buy_sm_amount,sell_sm_vol,sell_sm_amount,buy_md_vol,buy_md_amount,sell_md_vol,sell_md_amount,buy_lg_vol,buy_lg_amount,sell_lg_vol,sell_lg_amount,buy_elg_vol,buy_elg_amount,sell_elg_vol,sell_elg_amount,net_mf_vol,net_mf_amount
0,688309.SH,20201030,1602,643.04,1247,502.19,1848,742.65,1940,778.75,1465,585.19,1726,689.94,0,0.0,0,0.0,-1316,-529.35
1,002481.SZ,20201030,25876,3826.49,22744,3370.9,26346,3899.15,29143,4311.41,20652,3064.63,20341,3011.71,0,0.0,646,96.25,-16983,-2504.05
2,300145.SZ,20201030,290442,11233.65,168061,6510.48,301732,11656.85,289981,11202.45,177058,6843.24,268696,10370.15,46498,1787.89,88992,3438.55,-280670,-10829.77
3,000006.SZ,20201030,31189,1804.24,25199,1459.06,31873,1846.86,37019,2143.7,26042,1504.79,26339,1521.87,5387,311.33,5934,342.59,-30202,-1742.69
4,002815.SZ,20201030,25189,4287.66,15335,2616.23,20358,3467.04,21240,3614.61,7043,1197.5,12731,2163.9,3260,552.66,6544,1110.12,-10800,-1842.45
5,300276.SZ,20201030,167668,9632.31,120713,6975.05,169926,9792.65,175950,10135.95,83717,4827.4,110870,6371.39,7041,406.05,20819,1176.02,-44357,-2448.22
6,300430.SZ,20201030,66356,7430.79,72666,8164.09,80811,9062.81,73889,8299.61,52169,5857.14,50789,5693.24,6522,746.92,8514,940.72,5180,598.19
7,600273.SH,20201030,29728,2933.41,33796,3340.26,46335,4580.34,48269,4775.96,32795,3245.45,31072,3071.27,8640,860.39,4360,432.11,-13618,-1335.16
8,002946.SZ,20201030,35841,6871.81,35706,6887.11,26884,5180.08,32753,6306.93,19522,3778.89,13784,2649.2,5005,968.62,5009,956.16,-11622,-2202.9
9,300561.SZ,20201030,50678,11943.2,33986,8010.22,47989,11295.95,52501,12366.01,26124,6139.95,37819,8881.25,4609,1074.85,5094,1196.47,-32445,-7648.85
10,000422.SZ,20201030,13285,343.83,7610,197.39,15417,400.5,15968,414.48,4262,110.52,9386,242.98,0,0.0,0,0.0,-12867,-331.77
11,300692.SZ,20201030,21926,3502.65,19703,3148.44,13438,2145.81,16405,2617.89,7782,1239.69,7667,1223.67,3094,498.48,2464,396.64,-9798,-1558.72
12,300770.SZ,20201030,5937,5229.78,7285,6418.31,7286,6427.64,7922,6990.55,5077,4480.39,3120,2754.42,598,528.71,570,503.24,-1943,-1693.09
13,300819.SZ,20201030,49675,25693.83,33900,17577.35,58899,30569.79,57824,29920.85,38416,19865.04,45198,23354.84,11023,5733.91,21091,11009.53,-26022,-13296.49
14,600816.SH,20201030,28583,540.18,44772,848.55,44435,840.61,43411,822.32,67975,1285.11,52811,995.02,0,0.0,0,0.0,-4316,-75.3
15,603000.SH,20201030,53721,9138.49,25846,4398.23,41765,7109.33,42496,7213.84,22409,3803.61,31894,5429.68,2258,379.96,19917,3389.64,-36367,-6182.43
16,000631.SZ,20201030,10487,274.68,14290,373.72,29561,774.5,21544,563.9,15208,397.85,19422,509.42,0,0.0,0,0.0,1334,36.98
17,002017.SZ,20201030,25252,2707.02,15161,1631.04,15704,1686.66,21577,2313.6,4947,529.54,8774,941.86,2083,229.26,2474,265.98,-15457,-1654.28
18,603131.SH,20201030,18518,3993.41,20274,4360.31,15278,3298.45,21265,4608.73,15878,3426.12,10991,2376.59,7026,1523.75,4170,896.09,-4882,-1019.47
19,600050.SH,20201030,255104,12251.06,127641,6141.3,347540,16706.1,208440,10020.57,191114,9188.65,224131,10773.1,133085,6401.92,366630,17612.76,-272177,-13044.14
20,603398.SH,20201030,17606,1545.37,9819,864.0,15822,1391.38,18427,1620.58,5936,525.29,9612,842.98,0,0.0,1506,134.49,-6154,-537.32
21,002569.SZ,20201030,862,121.26,1205,169.66,1659,233.9,1247,175.76,514,72.26,584,82.01,0,0.0,0,0.0,-586,-81.92
22,002723.SZ,20201030,15454,2066.06,14393,1927.46,15817,2116.64,13508,1810.89,5759,771.69,6957,929.5,0,0.0,2172,286.54,-474,-56.57
23,300184.SZ,20201030,119428,7574.25,84572,5392.83,124816,7939.76,120211,7643.28,69357,4426.02,100870,6410.73,8278,529.61,16226,1022.81,-55616,-3487.27
24,603683.SH,20201030,13101,2089.08,12825,2044.53,10168,1617.07,8598,1373.51,3028,486.93,4676,743.2,802,128.58,1000,160.4,-4547,-720.44
25,002139.SZ,20201030,137431,12158.8,123160,10916.52,129931,11507.28,113006,10008.91,87991,7788.41,109826,9710.09,13931,1233.58,23291,2052.54,-28733,-2472.02
26,601916.SH,20201030,225776,9065.22,92838,3728.99,177265,7135.3,159774,6410.79,76324,3070.97,119939,4820.0,25067,1000.97,131882,5312.68,-274129,-10996.93
27,603099.SH,20201030,6129,471.34,4803,369.69,2999,230.37,3802,292.19,1042,80.14,1565,119.97,0,0.0,0,0.0,-2364,-181.69
28,002424.SZ,20201030,40754,3578.65,43081,3790.64,56458,4962.51,53268,4685.03,44313,3902.27,42475,3732.52,4014,354.06,6715,589.31,9350,847.67
29,002555.SZ,20201030,116043,34565.8,90510,26942.74,103077,30724.99,103486,30854.7,76148,22691.14,83434,24880.04,14141,4219.06,31980,9523.49,-59140,-17521.37
30,300170.SZ,20201030,72147,6998.29,47397,4609.68,81795,7944.75,83253,8087.61,43243,4193.91,58437,5650.64,2457,240.77,10554,1029.78,-50240,-4834.29
