,ts_code,trade_date,buy_sm_vol,buy_sm_amount,sell_sm_vol,sell_sm_amount,buy_md_vol,buy_md_amount,sell_md_vol,sell_md_amount,buy_lg_vol,buy_lg_amount,sell_lg_vol,sell_lg_amount,buy_elg_vol,buy_elg_amount,sell_elg_vol,sell_elg_amount,net_mf_vol,net_mf_amount
0,002464.SZ,20200514,281775,19441.97,252313,17454.7,260816,18011.84,269867,18652.84,187113,12943.69,211640,14622.59,61098,4273.77,56982,3941.14,-41545,-2842.4
1,300128.SZ,20200514,42960,1365.39,42550,1352.45,51307,1631.34,53481,1700.03,29435,935.87,37893,1206.07,10221,325.95,0,0.0,-7260,-224.12
2,600125.SH,20200514,40274,2160.28,53251,2861.59,78191,4209.58,62085,3335.09,26011,1395.46,28900,1556.2,3759,202.43,4000,214.88,13518,746.62
3,002595.SZ,20200514,8090,1451.1,8868,1591.08,6295,1128.81,5608,1005.94,4112,737.48,4195,751.69,174,31.33,0,0.0,-8058,-1444.34
4,002090.SZ,20200514,7243,610.78,7732,652.37,7066,596.15,8968,756.44,4354,367.36,1963,165.49,0,0.0,0,0.0,-2377,-199.89
5,002139.SZ,20200514,52521,2964.62,48462,2738.73,46286,2614.86,47942,2706.45,30656,1734.21,23981,1354.88,0,0.0,9078,513.63,-16007,-894.09
6,601916.SH,20200514,52318,2118.28,36626,1483.0,63425,2567.49,54488,2206.46,47987,1943.62,43637,1767.11,14000,566.4,42978,1739.21,-87995,-3556.85
7,603099.SH,20200514,3218,248.63,3881,300.09,1331,103.05,1268,97.86,600,46.26,0,0.0,0,0.0,0,0.0,-291,-22.05
8,002424.SZ,20200514,26255,2236.63,47149,4022.14,45559,3883.82,43415,3709.82,40578,3477.77,22100,1888.17,7291,625.84,7018,603.93,43190,3696.24
9,002555.SZ,20200514,62016,23069.62,40357,15037.45,79562,29618.61,71822,26736.29,44404,16541.2,66336,24667.34,16215,6012.79,23682,8801.14,-45502,-16867.37
10,300170.SZ,20200514,31122,2847.14,33594,3078.42,40606,3720.53,46102,4225.64,25318,2322.25,23879,2185.56,13996,1284.62,7467,684.93,-13995,-1274.7
11,300219.SZ,20200514,15216,1374.69,10789,972.12,11008,990.37,14148,1276.07,6948,624.39,7796,701.68,0,0.0,439,39.59,1844,172.64
12,600216.SH,20200514,109954,18859.35,52781,9056.99,103013,17655.42,100117,17166.71,77108,13211.47,94371,16181.43,11078,1889.76,53884,9210.87,-99611,-17062.28
13,002628.SZ,20200514,33526,1334.68,15145,603.47,23329,928.93,23604,940.35,9513,378.91,27619,1098.71,0,0.0,0,0.0,-32904,-1308.7
14,300089.SZ,20200514,12176,334.76,15816,435.41,15464,425.0,17950,493.67,9276,255.65,7235,199.11,4086,112.77,0,0.0,-3943,-107.36
