,ts_code,trade_date,buy_sm_vol,buy_sm_amount,sell_sm_vol,sell_sm_amount,buy_md_vol,buy_md_amount,sell_md_vol,sell_md_amount,buy_lg_vol,buy_lg_amount,sell_lg_vol,sell_lg_amount,buy_elg_vol,buy_elg_amount,sell_elg_vol,sell_elg_amount,net_mf_vol,net_mf_amount
0,603922.SH,20201028,8760,1509.26,9831,1691.08,5258,907.14,5416,935.86,2111,363.38,882,152.83,0,0.0,0,0.0,-3677,-623.01
1,002890.SZ,20201028,5351,1664.03,5725,1780.52,4016,1249.16,4961,1544.13,7328,2286.25,3223,1005.77,1146,357.14,3932,1226.16,4369,1368.71
2,002939.SZ,20201028,23523,3005.2,22000,2817.28,23521,3008.31,26410,3379.21,20470,2624.27,14031,1793.09,0,0.0,5073,648.19,1681,223.19
3,300554.SZ,20201028,31030,7418.23,30355,7257.96,28917,6917.58,25295,6070.7,11217,2682.05,11212,2680.08,54,12.66,4356,1021.79,-4135,-960.82
4,600397.SH,20201028,68816,1852.6,54864,1482.4,57429,1547.68,56114,1512.14,18752,506.68,23006,619.87,0,0.0,11013,292.54,-8179,-212.12
5,600551.SH,20201028,3130,250.72,2367,189.75,3173,254.34,3806,304.98,270,21.68,400,32.01,0,0.0,0,0.0,-585,-46.49
6,600408.SH,20201028,9525,170.46,7694,137.77,10273,183.9,5895,105.69,1184,21.31,7393,132.21,0,0.0,0,0.0,-412,-6.5
7,603861.SH,20201028,3201,260.51,2802,228.11,3249,264.34,1452,118.39,0,0.0,2196,178.35,0,0.0,0,0.0,-2528,-205.0
8,000069.SZ,20201028,71609,4777.61,52255,3487.34,64443,4299.96,66054,4410.03,70614,4712.49,74739,4985.56,33165,2215.15,46783,3122.28,-45068,-3001.57
9,002878.SZ,20201028,10544,2553.81,11271,2741.11,9226,2242.11,9985,2417.24,4824,1165.54,5169,1251.76,2577,630.09,746,181.44,-1199,-279.09
10,300493.SZ,20201028,86108,8430.1,102748,10069.83,119167,11691.41,110520,10840.65,66784,6553.41,58764,5760.83,4507,451.07,4533,454.68,7295,728.98
11,600490.SH,20201028,37312,1330.95,26328,944.21,30750,1101.73,36632,1311.1,15326,552.99,20850,745.4,3422,120.8,3000,105.76,-856,-22.74
12,600539.SH,20201028,905,66.08,885,64.78,579,42.37,599,43.67,0,0.0,0,0.0,0,0.0,0,0.0,-602,-43.94
13,603992.SH,20201028,13606,2449.75,12431,2240.03,13313,2396.67,14404,2594.21,3127,563.61,3212,575.8,0,0.0,0,0.0,-569,-100.32
14,000301.SZ,20201028,21841,1370.15,15273,959.84,19384,1216.8,22502,1412.37,10296,645.77,20594,1290.54,13780,865.65,6932,435.62,-12460,-780.3
15,002956.SZ,20201028,2841,1171.47,1841,760.87,2400,988.17,2152,886.09,554,228.19,1744,716.8,0,0.0,58,24.07,-1337,-550.23
