,trade_date,ts_code,name,close,pct_chg,amp,fc_ratio,fl_ratio,fd_amount,first_time,last_time,open_times,strth,limit
0,20201204,003004.SZ,声迅股份,51.68,10.0,0.0,11050.339,0.0,529112704.0,09:25:00,09:25:00,0,100.0,U
1,20201204,003021.SZ,N兆威,108.17,44.0,24.0,171.8989,0.0,113053872.0,09:25:00,09:25:00,0,100.0,U
2,20201204,601686.SH,N友发,18.52,44.01,24.03,136.3447,0.0,121280856.0,09:25:00,09:25:00,0,100.0,U
3,20201204,605258.SH,协和电子,42.08,10.01,0.0,3415.0494,0.0,134018112.0,09:25:03,09:25:03,0,100.0,U
4,20201204,002501.SZ,*ST利源,2.42,5.22,0.0,721.7886,1.3489,37053348.0,09:25:00,09:25:00,0,90.262596,U
5,20201204,000835.SZ,*ST长动,1.69,4.97,0.0,609.7907,1.3676,7000634.5,09:25:00,09:25:00,0,86.342674,U
6,20201204,000766.SZ,通化金马,4.72,10.02,0.0,408.1646,3.542,118198728.0,09:25:00,09:25:00,0,79.28576,U
7,20201204,603439.SH,贵州三力,26.65,9.99,0.0,81.077,4.3275,46984244.0,09:25:04,09:25:04,0,67.83769,U
8,20201204,603555.SH,*ST贵人,2.49,5.06,6.33,24.0249,0.1799,2815692.0,10:25:54,10:25:54,0,66.08148,U
9,20201204,002636.SZ,金安国纪,10.07,10.05,7.32,26.9232,1.0364,75469640.0,09:35:03,09:35:03,0,65.42414,U
10,20201204,600702.SH,ST舍得,61.32,5.0,3.66,38.4978,0.6253,127109000.0,09:46:59,09:46:59,0,65.22105,U
11,20201204,002321.SZ,华英农业,4.49,10.05,3.43,33.8475,3.2066,76457960.0,09:25:00,09:40:18,1,65.115074,U
12,20201204,000150.SZ,宜华健康,3.14,10.18,9.82,93.6045,1.9429,49170396.0,09:55:03,09:55:03,0,64.637596,U
13,20201204,002219.SZ,*ST恒康,1.93,4.89,3.26,17.9435,0.2898,10315342.0,09:25:00,09:38:15,1,63.548843,U
14,20201204,002750.SZ,龙津药业,11.42,10.02,7.9,8.1711,0.9037,41082992.0,10:19:03,10:19:03,0,62.96229,U
15,20201204,002716.SZ,*ST金贵,2.64,5.18,4.38,22.7498,0.7659,14923102.0,13:38:21,13:38:21,0,62.933277,U
16,20201204,002122.SZ,*ST天马,2.28,5.07,5.53,28.1423,0.1937,5247046.0,09:51:09,09:51:09,0,62.29391,U
17,20201204,600333.SH,长春燃气,5.65,9.92,4.86,16.4876,1.5674,53934044.0,09:35:23,09:35:56,4,61.867126,U
18,20201204,600255.SH,*ST梦舟,1.87,5.06,5.62,13.1701,0.2015,6666737.0,10:40:33,10:40:33,0,60.707085,U
19,20201204,603076.SH,乐惠国际,44.02,10.0,7.4,22.87,0.7396,24255020.0,10:22:21,10:22:21,0,59.923977,U
20,20201204,600081.SH,东风科技,14.11,9.98,10.99,56.3245,1.3868,61356036.0,09:46:45,09:46:45,0,59.711792,U
21,20201204,603876.SH,鼎胜新材,14.54,9.98,10.36,42.7728,0.9687,33698776.0,13:30:24,13:30:24,0,58.965714,U
22,20201204,000633.SZ,合金投资,4.68,10.12,11.29,50.6412,2.1957,39572216.0,10:26:03,10:26:03,0,58.883904,U
23,20201204,002071.SZ,*ST长城,1.33,4.72,6.3,0.0531,0.0042,29127.0,10:04:24,13:42:57,41,58.70552,U
24,20201204,002499.SZ,*ST科林,4.49,4.91,5.61,41.8407,0.7601,6449884.5,10:06:27,10:43:00,3,58.612076,U
25,20201204,600543.SH,莫高股份,9.64,10.05,10.73,33.5569,3.1384,97150680.0,09:56:30,09:56:30,0,57.782608,U
26,20201204,600360.SH,华微电子,9.2,10.05,10.29,25.5242,1.7596,155460224.0,09:35:35,09:35:35,0,57.350403,U
27,20201204,600331.SH,宏达股份,2.86,10.0,11.92,34.6058,2.1541,125188544.0,10:51:51,10:51:51,0,56.64829,U
28,20201204,002756.SZ,永兴材料,29.93,10.0,11.06,23.6663,0.7912,51180000.0,11:13:39,11:13:39,0,56.34619,U
29,20201204,002638.SZ,*ST勤上,1.66,5.06,5.06,8.9463,0.2726,4431287.0,11:20:51,13:23:48,6,55.848255,U
30,20201204,603697.SH,有友食品,21.1,10.01,10.79,14.3744,1.872,35509192.0,14:13:23,14:13:23,0,55.74104,U
31,20201204,600226.SH,*ST瀚叶,2.08,5.05,5.05,6.9509,0.1579,8046542.0,09:58:12,10:56:30,48,55.65298,U
32,20201204,000837.SZ,*ST秦机,7.18,4.97,5.85,13.0672,0.2166,10780282.0,13:41:30,14:49:24,24,55.467552,U
33,20201204,000806.SZ,*ST银河,1.75,4.79,4.79,2.249,0.0528,646056.25,09:37:24,14:42:39,39,55.437542,U
34,20201204,002427.SZ,ST尤夫,5.26,4.99,5.99,6.7344,0.0369,848027.75,10:23:54,10:29:36,1,54.68528,U
35,20201204,600316.SH,洪都航空,38.37,10.01,11.41,9.8184,0.4824,132742776.0,13:36:34,13:36:34,0,54.595963,U
36,20201204,002192.SZ,*ST融捷,29.4,5.0,6.11,6.6512,0.1842,14030944.0,13:00:03,14:23:12,2,54.56433,U
37,20201204,002172.SZ,澳洋健康,3.37,10.13,12.42,18.6126,1.3745,35810812.0,11:16:00,11:16:00,0,54.509987,U
38,20201204,002245.SZ,澳洋顺昌,10.01,10.0,11.1,4.6403,0.3979,36399796.0,14:17:39,14:17:39,0,54.38393,U
39,20201204,600460.SH,士兰微,20.41,10.03,6.58,1.3802,0.1999,53523040.0,09:39:18,14:40:02,116,53.568016,U
40,20201204,603755.SH,日辰股份,70.83,10.0,12.32,8.6372,0.2423,5869894.5,10:58:43,10:58:43,0,53.555832,U
41,20201204,600076.SH,康欣新材,3.92,10.11,9.27,14.4948,0.6472,26241120.0,09:32:32,10:25:27,11,52.211845,U
42,20201204,600800.SH,天津磁卡,5.38,10.02,10.02,15.5749,1.0367,34092388.0,09:51:57,10:17:54,1,51.589325,U
43,20201204,600203.SH,福日电子,10.55,10.01,10.43,15.5264,0.7667,36918732.0,13:11:19,13:17:55,4,51.160973,U
44,20201204,600559.SH,老白干酒,19.47,10.0,9.72,4.31,0.5661,96630056.0,13:51:46,13:52:58,4,50.739304,U
45,20201204,600237.SH,铜峰电子,5.05,10.02,10.46,10.6557,1.4443,41162752.0,09:38:45,10:18:27,5,50.67778,U
46,20201204,600872.SH,中炬高新,68.35,9.99,9.9,0.3837,0.0114,6184171.0,10:56:00,14:29:56,44,50.13894,U
47,20201204,600132.SH,重庆啤酒,116.51,10.0,11.24,2.51,0.019,10719969.0,10:37:30,13:16:54,31,49.011948,U
48,20201204,600199.SH,金种子酒,10.12,10.0,11.41,0.9494,0.1407,8635396.0,13:55:55,14:43:20,37,48.69198,U
49,20201204,300858.SZ,科拓生物,72.95,20.0,18.34,15.0367,3.1203,46959884.0,14:35:24,14:35:24,0,48.31969,U
50,20201204,600155.SH,华创阳安,14.94,10.01,12.44,4.4238,0.3939,102377336.0,13:41:19,14:09:34,1,48.02207,U
51,20201204,000923.SZ,河钢资源,25.32,9.99,15.81,5.7643,0.2083,33116864.0,10:36:24,13:28:15,7,44.776848,U
52,20201204,000939.SZ,凯迪退,0.15,7.14,7.14,79.9711,0.8789,4010108.5,09:25:00,14:56:51,138,20.901056,U
53,20201204,600228.SH,ST昌九,11.03,5.05,6.0,0.7612,0.0037,98144.94,,,0,0.0,U
54,20201204,603009.SH,北特科技,7.02,10.03,10.5,58.4592,2.0875,48072468.0,,,0,0.0,U
55,20201204,605266.SH,健之佳,139.71,10.0,0.0,613.1199,0.0,233030144.0,,,0,0.0,U
56,20201204,002647.SZ,仁东控股,25.9,-10.01,0.0,72175.46,32.8176,4759350800.0,09:25:00,09:25:00,0,100.0,D
57,20201204,600593.SH,大连圣亚,27.59,-10.01,0.0,15499.805,11.4443,406685280.0,09:25:04,09:25:04,0,100.0,D
58,20201204,603655.SH,朗博科技,41.11,-10.0,0.0,13205.511,29.0133,405530304.0,09:25:05,09:25:05,0,100.0,D
59,20201204,601127.SH,小康股份,18.62,-10.0,0.87,114.8362,2.2863,397352096.0,09:25:00,09:25:00,0,80.727936,D
60,20201204,600121.SH,郑州煤电,4.25,-9.96,3.18,67.1052,2.5664,132893096.0,09:30:00,09:30:00,0,68.65884,D
61,20201204,600290.SH,*ST华仪,2.07,-5.05,4.13,60.5257,0.8544,13439996.0,09:34:32,09:34:53,1,66.965294,D
62,20201204,002863.SZ,今飞凯达,7.3,-9.99,5.06,20.6689,1.8565,53490240.0,09:44:39,09:57:57,26,62.099712,D
63,20201204,600856.SH,*ST中天,1.41,-4.73,2.03,14.6427,0.1888,3576465.0,09:32:09,13:57:38,26,59.44371,D
64,20201204,600898.SH,*ST美讯,6.17,-4.93,1.08,4.1876,0.0855,1332109.1,09:47:09,14:13:04,27,59.343037,D
65,20201204,002765.SZ,蓝黛科技,6.61,-9.95,4.5,30.629,3.907,71148048.0,09:38:33,09:40:15,2,58.75825,D
66,20201204,600707.SH,彩虹股份,7.74,-10.0,10.0,34.6351,1.884,360902112.0,09:47:29,09:47:29,0,58.55771,D
67,20201204,600213.SH,亚星客车,9.47,-9.98,3.61,12.0005,1.6549,34477156.0,09:41:24,11:20:51,27,57.672794,D
68,20201204,000572.SZ,ST海马,3.07,-4.95,4.33,13.7538,0.3421,17248860.0,10:38:00,13:55:21,17,57.062485,D
69,20201204,002618.SZ,丹邦科技,7.31,-9.98,3.33,0.7645,0.1165,4665264.0,09:32:06,14:22:30,74,56.75228,D
70,20201204,601865.SH,福莱特,31.88,-9.99,5.42,10.9492,0.802,87185168.0,13:11:43,13:23:58,8,55.71502,D
71,20201204,600225.SH,*ST松江,1.66,-5.14,4.57,1.4118,0.0152,234890.0,14:46:41,14:53:59,1,55.571934,D
72,20201204,600397.SH,安源煤业,3.52,-9.97,5.88,1.3158,0.219,7630825.0,09:32:09,14:40:07,16,54.26253,D
73,20201204,600610.SH,ST毅达,4.73,-5.02,9.44,4.8083,0.1873,3326467.0,14:22:40,14:37:49,4,51.05019,D
74,20201204,601187.SH,厦门银行,12.86,-10.01,5.81,0.2188,0.1049,3559172.0,14:48:10,14:55:55,11,14.217123,D
75,20201204,600733.SH,北汽蓝谷,9.18,-10.0,10.78,0.5458,0.043,7203922.5,14:19:35,14:55:08,13,9.276727,D
