,trade_date,ts_code,name,close,pct_chg,amp,fc_ratio,fl_ratio,fd_amount,first_time,last_time,open_times,strth,limit
0,20201012,003009.SZ,中天火箭,30.0,10.01,0.0,2802.0706,15.2854,178151168.0,09:25:00,09:25:00,0,100.0,U
1,20201012,605111.SH,新洁能,41.98,10.01,0.0,2336.4174,10.6789,113420008.0,09:25:05,09:25:05,0,100.0,U
2,20201012,605136.SH,丽人丽妆,23.44,10.0,0.0,1847.7541,8.7333,81903936.0,09:25:04,09:25:04,0,100.0,U
3,20201012,605338.SH,N巴比,18.32,44.03,24.06,7496.813,38.9087,441940960.0,09:25:02,09:25:02,0,100.0,U
4,20201012,605358.SH,立昂微,29.6,10.0,0.0,6335.59,52.5629,631368900.0,09:25:02,09:25:02,0,100.0,U
5,20201012,003010.SZ,若羽臣,35.26,10.02,0.0,752.8899,3.6584,39252772.0,09:25:00,09:25:00,0,91.35114,U
6,20201012,002132.SZ,恒星科技,4.71,10.05,0.0,600.5222,5.3777,317475552.0,09:25:00,09:25:00,0,86.01827,U
7,20201012,601777.SH,*ST力帆,6.14,4.96,0.0,560.0591,0.4276,33706756.0,09:25:02,09:25:02,0,84.602066,U
8,20201012,000010.SZ,美丽生态,4.73,10.0,0.0,557.2784,4.4187,109135288.0,09:25:00,09:25:00,0,84.504745,U
9,20201012,605018.SH,长华股份,18.63,9.98,0.0,236.6066,6.9852,54239620.0,09:25:02,09:25:02,0,73.28123,U
10,20201012,002759.SZ,天际股份,12.86,10.01,4.62,77.2468,1.4941,77270824.0,09:32:12,09:32:12,0,73.17939,U
11,20201012,000619.SZ,海螺型材,6.18,9.96,6.76,123.0845,1.6902,37602828.0,09:33:51,09:33:51,0,70.63296,U
12,20201012,002593.SZ,日上集团,4.14,10.11,10.11,139.9033,7.89,152782976.0,13:22:33,13:22:33,0,68.98033,U
13,20201012,601865.SH,福莱特,36.2,10.0,0.0,38.9891,1.1948,147475984.0,09:25:04,09:25:04,0,66.36462,U
14,20201012,002791.SZ,坚朗五金,141.87,10.0,4.02,53.2853,0.2741,60833852.0,09:35:39,09:35:39,0,66.322235,U
15,20201012,000922.SZ,佳电股份,7.41,9.94,4.45,51.9056,1.1843,51107808.0,10:02:15,10:02:15,0,65.799774,U
16,20201012,002021.SZ,ST中捷,2.39,4.82,3.51,17.9765,0.0827,1359226.5,09:45:30,10:55:03,3,63.29179,U
17,20201012,603997.SH,继峰股份,8.34,10.03,7.65,53.2574,0.5088,26830614.0,09:36:00,09:36:00,0,62.701176,U
18,20201012,600550.SH,保变电气,5.08,9.96,9.09,50.8315,0.7108,55415404.0,10:18:51,10:18:51,0,61.02869,U
19,20201012,600268.SH,国电南自,7.39,9.97,8.63,45.028,0.9161,43007500.0,09:41:20,09:41:20,0,60.918602,U
20,20201012,002641.SZ,永高股份,8.82,9.98,4.86,5.0411,0.1279,9725814.0,10:58:09,10:58:09,0,60.650505,U
21,20201012,600333.SH,长春燃气,4.64,9.95,8.06,80.9131,1.8157,51309848.0,09:48:15,09:48:33,2,60.122093,U
22,20201012,002426.SZ,*ST胜利,1.98,4.76,5.82,2.9931,0.1179,6831584.0,09:49:57,13:40:06,11,59.485203,U
23,20201012,600726.SH,华电能源,2.45,9.87,10.31,47.4296,0.7052,26514146.0,13:49:23,13:49:23,0,59.468216,U
24,20201012,002885.SZ,京泉华,17.41,9.98,9.16,29.266,1.4927,26361786.0,10:17:06,10:17:06,0,58.84124,U
25,20201012,600157.SH,*ST永泰,1.3,4.84,3.23,17.6786,0.195,31505738.0,09:35:15,09:54:18,38,58.547607,U
26,20201012,603185.SH,上机数控,87.73,10.01,6.55,0.6464,0.0592,3023351.5,09:58:06,14:00:49,44,58.517597,U
27,20201012,002998.SZ,优彩资源,11.92,9.96,12.64,7.4399,2.6357,25637142.0,11:30:00,11:30:00,0,58.23578,U
28,20201012,603330.SH,上海天洋,27.23,10.02,9.01,17.5632,0.4923,20492018.0,10:18:12,10:18:12,0,57.77093,U
29,20201012,601179.SH,中国西电,4.93,10.04,8.93,16.1076,0.188,47512456.0,10:21:11,10:21:11,0,57.69016,U
30,20201012,603555.SH,*ST贵人,2.1,5.0,4.5,16.1181,0.1145,1511999.9,09:32:11,14:48:24,8,57.117542,U
