,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,002065.SZ,20200204,12.0,13.32,12.0,13.09,12.53,0.56,4.4693,1427289.24,1849469.863
1,002081.SZ,20200204,7.32,7.92,7.32,7.67,7.81,-0.14,-1.7926,385189.31,294787.933
2,002090.SZ,20200204,7.86,8.73,7.86,8.63,8.73,-0.1,-1.1455,106696.95,89228.782
3,002091.SZ,20200204,6.15,7.08,6.15,6.85,6.78,0.07,1.0324,264531.46,178971.875
4,002094.SZ,20200204,3.83,4.06,3.83,3.95,4.26,-0.31,-7.277,289155.74,114016.028
5,002111.SZ,20200204,14.01,14.79,13.95,14.73,14.31,0.42,2.935,85884.72,123332.235
6,002121.SZ,20200204,3.14,3.49,3.14,3.46,3.49,-0.03,-0.8596,241336.82,79407.686
7,002124.SZ,20200204,8.06,8.54,8.06,8.36,8.96,-0.6,-6.6964,784740.21,648648.2
8,002125.SZ,20200204,6.2,7.3,6.2,7.07,6.75,0.32,4.7407,495232.01,343595.45
9,002137.SZ,20200204,6.82,7.43,6.82,7.29,7.52,-0.23,-3.0585,374957.49,270776.036
10,002138.SZ,20200204,22.3,23.3,22.18,23.04,22.79,0.25,1.097,317059.82,720642.312
11,002149.SZ,20200204,5.95,6.4,5.95,6.26,6.61,-0.35,-5.295,116398.93,72570.107
12,002157.SZ,20200204,11.21,12.39,11.21,12.17,12.46,-0.29,-2.3274,870357.38,1032239.22
13,002159.SZ,20200204,9.1,9.4,9.1,9.37,10.11,-0.74,-7.3195,46819.63,43092.633
14,002165.SZ,20200204,3.82,4.07,3.82,4.04,3.96,0.08,2.0202,64659.22,25916.089
15,002173.SZ,20200204,4.77,5.28,4.77,5.2,4.99,0.21,4.2084,101022.23,51684.878
16,002174.SZ,20200204,24.97,27.95,24.95,27.34,25.55,1.79,7.0059,372549.32,999344.467
17,002176.SZ,20200204,2.77,2.77,2.77,2.77,3.08,-0.31,-10.0649,251966.0,69794.582
18,002211.SZ,20200204,4.99,5.29,4.99,5.22,5.54,-0.32,-5.7762,90344.16,46784.397
19,002229.SZ,20200204,5.72,6.29,5.72,6.29,6.36,-0.07,-1.1006,256755.82,153992.149
20,002234.SZ,20200204,21.39,22.86,21.39,22.59,23.77,-1.18,-4.9642,204776.11,453391.148
