date,code,NEXT_RET,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,circ_mv,INDUSTRY_CODE,market_cap,SCORE
2023-07-07,300771.SZ,,0.0024819332806251893,-0.008719468318748196,-0.0036043269659346753,-0.013958636961531965,-0.008149318309055555,-0.014000076347202179,-0.036890882551780094,0.02536427077851165,0.01400103958874753,0.028786045299832037,0.0013801746001839263,-0.005104702209819086,-0.002551519062390287,0.0013204353741064908,710100,261360.0,0.0
2023-07-07,002559.SZ,,0.0013263122196221755,-0.011102999356994226,-0.0035690897526530862,0.02964281837310474,0.03207938878256069,-0.0042318304622981934,-0.011191716053350554,-0.00888737408765406,0.019345028954517215,0.01562620229773583,-0.0038224223738333877,-0.004589651426201723,0.015068132699820588,-0.003043303249052008,640100,466862.6682,0.0
2023-07-07,600421.SH,,-0.013170572986324307,0.01633048808064216,-0.01014010285582733,-0.007777249029673353,-0.008201462395580044,0.038739608569843445,0.013078730456986317,0.01429900054981244,-0.0044166320438333686,0.002035797232686783,0.004549729773254425,0.008414810753675539,-0.004656051742763444,-0.001377681816154994,370300,214768.8,0.0
2023-07-07,002897.SZ,,0.005773056928009679,0.018797863400225743,-0.010830688245411483,-0.015564092741989683,-0.008832560183724768,0.004443577766532799,-0.015036900114211235,-0.012663882708451491,-0.0014352214803035745,-0.011265728410127143,-0.013057876877949879,-0.0010576075199846403,-0.0077850625088613885,0.00385874175793891,730200,727233.392,0.0
2023-07-07,600462.SH,,-0.014129146878586215,-0.011319919835903507,-0.00930446354995498,-0.008886541576443117,-0.007571041342285224,0.055933301070212944,-0.004343805966947811,-0.002444126750070503,-0.011590224851954543,0.004830813156527613,0.006942722997576857,0.0010302861191300906,0.017112977404875735,0.010246619805459847,360100,119713.52,0.0
2023-07-07,300150.SZ,,-0.01408237879677551,-0.004693215547268432,0.012030609512484088,-0.0013867857090837808,-0.0008455759937020559,-0.015080732125678488,0.005954855011906359,-0.014083861488380457,0.006071129468058077,-0.0038965008985154498,0.006609904771530726,0.002741550095036853,0.0009941913875907346,-0.0061829396179749335,710300,268563.6783,0.0
2023-07-07,603101.SH,,-0.00949036257692058,-0.0010031604543812266,-0.015498758000491265,-0.004134161112350137,-0.009151495728947922,0.0008176592656758513,-0.007025150180947523,-0.0077017596711065955,-0.02559078414084861,0.005927073634117505,-0.006545299129314831,0.0028471504291357986,-0.010383320741712016,-0.002542266522550101,450300,285062.4,0.0
2023-07-07,002095.SZ,,-0.03167900208011962,0.007483416107005527,0.006965318682232546,0.005604393694668305,0.009616581016534148,0.0088050368216531,0.01895274272469758,-0.003921032647725225,-0.004363986386324252,-0.0025383980824000424,-0.001627151373235363,-0.0027977667381381324,0.005764776200506826,-0.004816027467545921,720700,523383.12,0.0
2023-07-07,301237.SZ,,-0.006985297816488632,-0.0104989277885472,-0.021020029951359005,-0.004939893354604272,0.018044143003286217,-0.011329849965149753,-0.01989244716644569,0.03795019287323723,0.017072663184876758,0.03729002187225685,-0.009120651041086742,-0.006714485862578285,-0.005735482531240227,-0.0026446599196050667,220500,236160.0,0.0
2023-07-07,600879.SH,,0.00935985199042153,-0.005767418365195347,-0.003444690393457106,-0.0036697074322563023,-0.0019739317625324542,-0.014339738154224574,-0.005576375521991296,-0.008138832063644179,-0.018666311016492087,-0.012157474207349209,0.017643833938138846,0.015286399471350484,0.007725567344323768,0.022302867343287267,640200,2235240.9954,0.0
