,ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
0,000001.SZ,20201020,17.54,0.4947,1.1162,0.66,12.0723,12.8591,1.2094,2.4673,2.2928,0.7315,1.2429,1940591.8198,1940575.268,860111.1956,34037980.5193,34037690.2007
1,000002.SZ,20201020,27.48,0.6423,0.9642,0.96,8.213,8.0747,1.7369,0.8678,0.8515,3.8031,3.6995,1161773.2201,971431.4935,647150.4144,31925528.0883,26694937.4414
2,000004.SZ,20201020,25.63,6.8009,9.5055,1.02,1364.8908,557.147,3.033,39.0802,78.2365,0.0,,16505.2625,8391.8684,6004.1836,423029.8779,215083.5871
3,000005.SZ,20201020,2.69,0.3416,0.4377,0.52,16.3003,35.4506,1.7597,5.1528,10.8802,0.0,,105853.6842,105794.6242,82577.4301,284746.4105,284587.5391
4,000006.SZ,20201020,6.18,0.7958,1.2443,0.31,10.4136,10.2346,1.2422,2.2359,2.0964,3.1553,2.8964,134999.5046,134830.7972,86230.9824,834296.9384,833254.3267
5,000007.SZ,20201020,9.13,1.5117,2.3865,0.66,141.9212,,17.6178,75.2739,74.7643,0.0,,34644.8044,30894.8044,19569.4167,316307.0642,282069.5642
6,000008.SZ,20201020,2.85,0.7292,1.1996,1.05,18.245,104.0477,1.1108,2.4612,2.9209,0.3485,0.3427,278079.5346,266518.2273,161998.3448,792526.6736,759576.9478
7,000009.SZ,20201020,7.7,1.1393,1.3517,0.48,65.95,66.5663,3.5302,1.6621,1.9794,0.2165,0.2597,257921.3965,255189.7988,215093.6436,1985994.7531,1964961.4508
8,000010.SZ,20201020,4.19,1.606,1.8637,0.28,73.9151,76.2354,7.5028,1.8146,1.7406,0.0,,81985.4713,52217.1498,44997.6834,343519.1247,218789.8577
9,000011.SZ,20201020,16.49,2.0432,7.0744,0.68,12.0172,10.6128,3.1239,2.4807,2.1238,1.8193,2.1831,59597.9092,52647.5543,15205.6342,982769.5227,868158.1704
10,000012.SZ,20201020,5.92,1.1999,1.2555,0.42,33.8879,33.0185,1.9223,1.7359,1.8164,0.7825,1.1824,307069.2107,195705.9361,187042.5914,1817849.7273,1158579.1417
11,000014.SZ,20201020,10.42,1.2331,1.8688,0.41,99.6799,43.5251,2.3037,4.797,3.7128,0.6334,0.1056,20170.5187,20170.5187,13309.1796,210176.8049,210176.8049
12,000016.SZ,20201020,6.25,0.8451,1.2577,0.77,70.9775,,1.8713,0.273,0.3229,1.6,0.8,240794.5408,159657.43,107282.7368,1504965.88,997858.9375
