,ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
0,000001.SZ,20200724,13.5,0.9435,2.1287,1.16,9.2917,8.9422,0.9418,1.899,1.8268,0.9503,1.6148,1940591.8198,1940575.268,860111.1956,26197989.5673,26197766.118
1,000002.SZ,20200724,27.03,1.1943,1.7926,1.17,8.0785,8.0518,1.6036,0.8536,0.855,3.8665,3.8665,1161773.2201,971517.0043,647235.9252,31402730.1393,26260104.6262
2,000004.SZ,20200724,28.62,3.346,4.6765,0.99,1524.1192,3017.7741,3.3838,43.6393,192.4398,0.0,,16505.2625,8392.0684,6004.3836,472380.6128,240180.9976
3,000005.SZ,20200724,2.87,1.3884,1.7788,1.1,17.391,17.7193,1.9802,5.4976,5.9037,0.0,,105853.6842,105794.6242,82576.0487,303800.0737,303630.5715
4,000006.SZ,20200724,7.32,5.1091,7.9886,1.37,12.3345,12.0772,1.4923,2.6484,2.4891,2.6639,2.4454,134999.5046,134830.7972,86230.9824,988196.3737,986961.4355
5,000007.SZ,20200724,8.55,0.9357,1.4771,1.0,132.9054,,15.8789,70.4919,71.2966,0.0,,34644.8044,30894.8044,19569.4167,296213.0776,264150.5776
6,000008.SZ,20200724,3.03,1.1937,1.9638,0.98,19.3973,26.7971,1.1508,2.6166,2.7801,0.3278,0.3224,278079.5346,266529.7419,162009.8594,842580.9898,807585.118
7,000009.SZ,20200724,9.6,6.741,8.1935,1.19,82.2234,89.9602,4.4526,2.0722,2.1867,0.1736,,257921.3965,254383.6879,209287.5349,2476045.4064,2442083.4038
8,000010.SZ,20200724,4.3,3.0251,3.2296,1.81,75.8556,110.5026,8.0893,1.8623,1.9988,0.0,,81985.4713,52217.1498,48909.8798,352537.5266,224533.7441
9,000011.SZ,20200724,24.13,7.4496,26.8459,0.96,17.5848,16.1332,4.6631,3.63,3.2409,1.2433,1.4919,59597.9092,52647.5543,14609.332,1438097.549,1270385.4853
10,000012.SZ,20200724,5.64,4.0256,4.212,0.73,32.2851,33.5946,1.8684,1.6538,1.7348,0.8213,1.2411,307069.2107,195705.9361,187042.5914,1731870.3483,1103781.4796
11,000014.SZ,20200724,12.85,6.9074,10.4684,1.21,122.9258,72.7801,2.8905,5.9157,5.0058,0.5136,0.0856,20170.5187,20170.5187,13309.1796,259191.1653,259191.1653
12,000016.SZ,20200724,7.04,4.157,6.1864,0.99,79.9491,,2.1941,0.3076,0.325,1.4205,0.7102,240794.5408,159657.43,107282.7368,1695193.5672,1123988.3072
13,000017.SZ,20200724,2.53,1.1781,1.4905,0.76,,,213.6977,18.3486,22.6804,0.0,,55134.7947,30298.1008,23947.2261,139491.0306,76654.195
14,000019.SZ,20200724,9.41,6.8809,10.5792,0.93,29.8358,33.3538,2.5379,0.9806,1.065,1.0627,2.1254,115253.5254,41621.6407,27071.6427,1084535.674,391659.639
15,000020.SZ,20200724,12.72,3.3111,9.6946,1.28,659.6664,750.2094,10.9468,4.9917,5.4127,0.0,,28316.1227,18116.5391,6187.5497,360181.0807,230442.3774
16,000021.SZ,20200724,23.4,3.3979,6.0979,0.85,97.7217,104.3795,5.0098,2.6034,2.6676,0.4274,0.2564,147125.9363,146932.7064,81874.1513,3442746.9094,3438225.3298
17,000023.SZ,20200724,18.74,3.2588,5.4586,1.19,51.1621,106.555,5.6404,1.4205,1.5521,0.3202,0.3735,13875.624,13875.624,8283.7149,260029.1938,260029.1938
18,000025.SZ,20200724,20.0,2.3945,8.3446,0.93,39.246,41.6761,6.8527,15.0964,16.0506,0.0,0.21,43105.832,39277.832,11271.0813,862116.64,785556.64
19,000026.SZ,20200724,14.2,7.1175,13.1048,1.27,28.1602,43.8754,2.4712,1.6414,1.7887,1.4144,2.8229,42817.1881,35671.6368,19373.9041,608004.071,506537.2426
20,000027.SZ,20200724,5.51,0.5266,2.0094,0.87,15.4085,16.9883,0.8847,1.2592,1.2832,0.7562,0.7562,475738.9916,475738.9916,124668.8147,2621321.8437,2621321.8437
21,000028.SZ,20200724,45.15,2.1069,5.815,1.57,15.205,15.845,1.5095,0.3714,0.3648,0.8859,1.3289,42812.6983,36773.3625,13323.9404,1932993.3282,1660317.3169
22,000030.SZ,20200724,7.87,0.7071,2.2536,0.88,15.9923,17.6733,2.1977,1.4159,1.4535,1.8723,2.0757,181055.2111,175988.087,55216.3837,1424904.5114,1385026.2447
23,000031.SZ,20200724,5.44,0.9636,1.8275,0.85,9.8037,17.0085,1.2561,0.6901,0.7564,1.852,3.125,428631.3339,181372.2958,95636.8818,2331754.4564,986665.2892
24,000032.SZ,20200724,25.16,1.7833,4.415,0.97,77.6145,83.5694,7.1489,6.9259,7.6482,0.318,0.318,41321.9661,41128.366,16613.138,1039660.6671,1034789.6886
25,000034.SZ,20200724,22.3,3.4934,4.5681,0.79,20.7949,21.3421,3.3758,0.168,0.1757,1.1267,0.9409,65407.0434,49194.2831,37621.2289,1458577.0678,1097032.5131
26,000035.SZ,20200724,5.16,0.8073,1.0808,0.73,18.2646,17.5696,1.2174,0.7006,0.6392,0.0,,252377.7297,236830.4444,176890.7763,1302269.0853,1222045.0931
27,000036.SZ,20200724,4.52,4.2039,6.305,3.29,8.204,7.8335,1.4379,2.1168,1.7812,10.211,8.8496,148393.4025,147900.0654,98613.2894,670738.1793,668508.2956
28,000037.SZ,20200724,18.42,4.0616,6.8781,0.67,445.8819,282.8681,5.6169,9.0815,8.5517,0.0,0.1086,60276.2596,33889.4011,20012.1057,1110288.7018,624242.7683
29,000038.SZ,20200724,14.7,12.1277,18.0484,0.89,62.7949,55.3711,2.7676,4.1883,5.1065,0.0,,52277.7419,23207.6797,15594.4852,768482.8059,341152.8916
30,000039.SZ,20200724,7.92,0.8105,1.228,1.1,18.4161,57.3662,0.829,0.331,0.344,5.7736,1.5152,358607.4802,152533.264,100672.6428,2840171.2432,1208063.4509
31,000040.SZ,20200724,3.0,2.6248,3.0801,0.94,,,0.3336,0.6554,0.8677,2.5,,148687.387,106034.067,90359.3956,446062.161,318102.201
32,000042.SZ,20200724,9.48,0.4217,1.3441,1.07,8.0067,13.1185,0.8514,0.8738,0.9728,1.0549,1.2658,66483.1139,66214.9964,20773.5049,630259.9198,627718.1659
