,ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
0,002115.SZ,20200203,10.68,0.5946,0.7028,0.03,35.7742,38.2048,3.0881,2.1614,1.6443,0.7207,0.7207,71919.0079,53167.7874,44983.6029,768095.0044,567831.9694
1,002408.SZ,20200203,6.26,0.206,0.4902,0.32,13.1839,16.6035,1.4628,0.398,0.3057,1.4377,1.4377,177520.9253,173912.0321,73082.0739,1111280.9924,1088689.3209
2,603208.SH,20200203,60.36,0.6367,0.6367,0.1,31.945,18.4671,3.7099,3.8024,2.4066,0.9609,0.9609,8081.6061,3081.6061,3081.6061,487805.7442,186005.7442
3,002401.SZ,20200203,10.01,0.1912,0.3838,0.11,36.4879,35.2177,3.2581,3.0972,2.8551,0.4995,0.4995,30324.0,30216.7026,15051.3359,303543.24,302469.193
4,600644.SH,20200203,4.88,0.239,0.6508,0.7,32.4792,29.4436,1.8101,1.2106,1.1818,0.0,,53840.0659,53840.0659,19770.2085,262739.5216,262739.5216
5,600160.SH,20200203,6.27,0.2529,0.4679,0.19,7.9962,12.3804,1.3255,1.0994,1.148,2.3923,2.3923,274516.6103,274516.6103,148394.3112,1721219.1466,1721219.1466
6,600617.SH,20200203,4.18,0.1066,0.3228,0.38,99.1224,97.9054,1.199,0.407,0.3805,0.4785,0.4785,108466.3692,97491.4344,32198.1812,453389.4233,407514.1958
7,600382.SH,20200203,6.09,0.166,0.3046,0.33,9.5219,8.7653,0.6416,5.1438,3.023,0.7579,0.7579,60687.2165,60687.2165,33084.8035,369585.1485,369585.1485
8,603725.SH,20200203,6.08,0.3739,0.407,0.23,25.4825,103.8192,1.5547,1.307,1.4737,1.4098,1.4098,20535.2,13156.2654,12084.6899,124854.016,79990.0936
9,300689.SZ,20200203,38.87,1.8162,1.8162,0.18,48.2171,52.4949,4.5238,7.4428,7.355,0.4245,0.4245,6800.0,1904.0,1904.0,264316.0,74008.48
10,002046.SZ,20200203,5.72,0.2273,0.3632,0.28,130.9347,172.1512,1.115,1.4518,1.4704,0.2448,0.2448,52434.9078,40869.9325,25577.5327,299927.6726,233776.0139
11,603608.SH,20200203,9.27,0.2268,0.4447,0.03,16.4604,17.5241,1.8881,1.9425,1.9032,2.6474,2.6474,43006.5867,32361.7465,16502.1938,398671.0587,299993.3901
12,603223.SH,20200203,5.59,0.6145,1.3867,1.18,33.519,,1.541,0.2611,0.2179,0.6006,0.6006,28224.0,28224.0,12506.8598,157772.16,157772.16
13,600267.SH,20200203,12.67,10.9442,18.9297,1.72,,16.1944,1.6446,1.2008,1.1439,0.0,,96553.1842,96553.1842,55822.3345,1223328.8438,1223328.8438
14,001914.SZ,20200203,19.09,1.4552,2.9877,1.77,23.6303,123.2183,2.6063,3.0413,3.0835,0.9885,0.9885,106034.606,66679.3416,32476.4536,2024200.6285,1272908.6311
