,ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
0,603599.SH,20201228,22.64,2.0558,4.1252,0.83,20.8055,19.9777,1.9172,3.3823,3.2231,0.7732,,46467.9135,46150.5858,22999.2372,1052033.5616,1044849.2625
1,603606.SH,20201228,24.98,2.7686,4.7257,0.7,36.1383,21.411,6.0326,4.4275,3.5181,0.3233,0.5204,65410.4521,65410.4521,38321.3347,1633953.0935,1633953.0935
2,002140.SZ,20201228,6.67,0.3582,0.9,0.7,20.5575,17.746,1.5693,0.8051,0.7596,1.2262,1.4993,54536.644,52753.5745,20998.7159,363759.4155,351866.3419
3,002200.SZ,20201228,4.8,0.2267,0.3826,0.32,24.6321,,10.0361,1.2955,3.0824,0.0,,18413.289,17487.6089,10361.6916,88383.7872,83940.5227
4,002068.SZ,20201228,5.87,2.2808,4.8434,1.01,,,1.4899,0.6681,0.8254,4.9891,,74479.3596,72699.6659,34235.1556,437193.8409,426747.0388
5,002236.SZ,20201228,18.54,1.3522,1.5633,0.59,17.4264,13.433,2.9988,2.1246,2.1461,0.5396,0.7158,299664.285,185752.0912,160666.6266,5555775.8439,3443843.7708
6,300254.SZ,20201228,6.7,1.1553,1.314,0.88,288.3644,,1.8497,1.3495,1.7735,0.2728,,22797.0921,19263.1034,16935.9152,152740.5171,129062.7928
7,002435.SZ,20201228,4.06,0.6389,1.9643,0.66,,,0.9689,0.9892,1.1302,1.642,,123598.302,119959.4548,39014.4068,501809.1061,487035.3865
8,601088.SH,20201228,18.55,0.2047,1.2604,0.79,8.5307,9.2879,1.0301,1.5254,1.6033,4.7439,6.7925,1988962.0455,1649103.7955,267832.8759,36895245.944,30590875.4065
9,600860.SH,20201228,4.37,0.6492,1.501,2.36,,,4.1691,1.7723,1.8855,0.0,,48500.0,32200.0,13926.4948,211945.0,140714.0
10,603317.SH,20201228,71.2,2.1464,2.1464,1.26,150.9443,106.3117,12.2043,25.9512,20.6167,0.1843,0.2581,62958.1241,12521.475,12521.475,4482618.4359,891529.02
11,600765.SH,20201228,19.9,3.6157,5.6376,0.84,67.9356,54.9693,2.9402,3.1245,2.7538,0.1789,0.2247,93968.084,85740.2199,54989.7868,1869964.8716,1706230.376
12,600729.SH,20201228,26.95,0.8652,1.8983,1.35,11.1193,10.5477,1.5757,0.3172,0.3476,2.4119,2.7087,40652.8465,40642.6465,18523.4958,1095594.2132,1095319.3232
13,300467.SZ,20201228,13.36,2.5358,2.7072,1.47,,,3.7876,5.613,5.8517,0.0,,20320.4897,15056.5205,14103.6206,271481.7424,201155.1139
14,002529.SZ,20201228,7.28,3.822,6.4032,0.77,,,2.2904,8.6962,12.8615,0.0,,26000.0,26000.0,15519.337,189280.0,189280.0
15,000829.SZ,20201228,6.49,0.9925,1.6505,1.22,131.2546,62.6459,2.6938,0.1257,0.1124,0.0,0.4657,102510.0438,92175.3483,55426.4468,665290.1843,598218.0105
16,002585.SZ,20201228,10.06,2.917,3.8537,1.31,67.0494,23.7071,1.4433,2.6009,2.4714,1.9881,0.2982,115627.8085,87979.5329,66595.441,1163215.7535,885074.101
17,002831.SZ,20201228,29.14,1.6747,2.5331,1.11,24.4594,23.3848,3.8108,2.5961,2.3497,0.903,0.9226,87709.8616,41682.8842,27558.3985,2555865.367,1214639.2456
18,603236.SH,20201228,175.43,1.9088,1.9088,0.69,126.8488,104.5279,10.4155,4.546,3.424,,0.2375,10701.6,7101.6,7101.6,1877381.688,1245833.688
19,002463.SZ,20201228,18.09,0.7623,1.1526,0.66,25.8661,23.8239,5.3495,4.3759,4.0644,0.553,1.1058,172438.1768,170574.1057,112817.5454,3119406.6183,3085685.5721
20,603959.SH,20201228,12.24,3.5636,6.3498,0.85,,,8.5171,4.2975,3.8094,0.5017,,49029.8992,49029.8992,27516.3832,600125.9662,600125.9662
21,300624.SZ,20201228,49.38,3.1349,3.4501,0.67,74.3882,50.0972,7.621,9.1216,7.0747,0.3161,0.4434,12994.704,8029.9216,7296.4836,641678.4835,396517.5286
22,000839.SZ,20201228,2.33,0.3059,0.4813,0.74,1407.6347,,1.0552,2.609,3.0491,0.0,,391982.6352,391982.6352,249133.8007,913319.54,913319.54
23,300274.SZ,20201228,73.96,5.6064,6.7645,1.17,120.7517,70.282,11.1155,8.2884,6.0794,0.0812,0.0946,145723.685,108419.0901,89857.8581,10777723.7426,8018675.9038
24,600152.SH,20201228,7.17,2.9083,4.5864,0.62,,119.4612,2.1423,1.8346,1.8219,0.0,,42092.0087,30332.519,19233.9738,301799.7024,217484.1612
25,300049.SZ,20201228,8.31,1.8403,2.2014,1.2,50.3844,43.8494,1.6266,2.6282,2.6755,0.0,,26305.31,22728.0731,19000.1076,218597.1261,188870.2875
26,600540.SH,20201228,5.78,6.0412,10.447,1.18,130.355,65.7964,4.0557,1.9721,2.2094,0.0,,47092.3313,47092.3313,27232.0354,272193.6749,272193.6749
27,002686.SZ,20201228,7.15,3.5551,5.5285,1.59,,,2.6374,2.7333,2.7937,0.2152,,56623.9133,39150.2239,25175.2227,404860.9801,279924.1009
28,300810.SZ,20201228,36.24,2.3579,3.4215,1.42,34.8605,168.9416,2.9265,11.8164,19.018,,0.2594,7870.0,5207.2762,3588.5262,285208.8,188711.6895
29,688157.SH,20201228,78.34,3.0081,3.0081,1.14,67.1435,67.5254,5.805,13.701,13.5518,,,7960.0,1890.5,1890.5,623586.4,148101.77
30,603327.SH,20201228,18.95,1.8185,2.7204,0.78,28.8895,24.8387,5.3163,5.8478,4.8548,,1.3193,40100.0,10247.065,6850.0,759895.0,194181.8818
31,601311.SH,20201228,9.65,4.5081,8.1957,0.85,18.1865,17.3069,1.6155,1.1996,1.1815,1.1912,1.6676,112170.3209,112170.3209,61699.5457,1082443.5967,1082443.5967
32,600358.SH,20201228,2.92,0.2374,0.3598,0.75,,,6.1549,4.1536,2.8844,0.0,,50493.666,50493.666,33319.7,147441.5047,147441.5047
33,300648.SZ,20201228,41.38,10.0194,12.8742,0.74,1578.9763,112.9442,9.6111,15.3258,11.179,0.0362,0.0242,13540.0,7888.1003,6138.9633,560285.2,326409.5904
34,002382.SZ,20201228,21.86,4.3833,6.1223,0.7,42.9817,10.5201,2.2028,6.0633,3.8094,0.183,0.4575,96403.1086,70344.3054,50363.0555,2107371.954,1537726.516
35,002963.SZ,20201228,17.79,0.9366,0.9366,1.27,12.3942,54.8635,1.6165,2.3119,4.1819,,0.8432,15035.993,6899.453,6899.453,267490.3155,122741.2689
36,600616.SH,20201228,11.37,18.5218,31.7477,1.15,258.313,655.3614,3.9123,8.0572,9.7072,0.0,0.203,66900.495,66900.495,39030.1735,760658.6282,760658.6282
37,300831.SZ,20201228,19.02,4.403,4.403,0.87,97.578,98.1666,8.0324,26.0009,32.1888,,0.184,32000.0,8000.0,8000.0,608640.0,152160.0
38,000889.SZ,20201228,5.26,0.697,1.4031,0.85,,,2.0946,1.5572,1.8656,0.5154,,93629.1116,86984.9677,43208.7991,492489.127,457540.9301
39,300570.SZ,20201228,17.04,1.1128,1.7955,1.29,23.3206,52.5156,3.1258,5.2031,7.7887,2.1127,2.6408,22999.68,19230.8915,11918.3675,391914.5472,327694.3912
40,688608.SH,20201228,314.8,10.1019,10.1019,0.8,560.651,269.2639,6.9828,58.2207,44.8935,,,12000.0,2298.0456,2298.0456,3777600.0,723424.7549
41,601519.SH,20201228,9.36,1.0721,2.5427,0.89,3119.4201,174.4177,12.6117,27.2264,26.9345,0.0,,198770.0,198770.0,83808.2941,1860487.2,1860487.2
42,603067.SH,20201228,6.38,0.5005,0.9906,1.0,20.085,18.9297,1.9357,1.9718,2.1838,1.3435,1.5674,43120.0,43120.0,21785.302,275105.6,275105.6
43,601677.SH,20201228,14.26,2.3445,3.113,1.29,9.5839,9.3977,1.1649,0.6212,0.578,1.3077,0.7013,61630.1845,59547.1345,44847.7198,878846.431,849142.138
44,300379.SZ,20201228,37.83,1.9573,2.1425,0.62,75.3151,102.7724,5.9384,21.2841,23.6867,0.0,0.2641,28129.5708,26407.2621,24123.5423,1064141.6634,998986.7252
45,002986.SZ,20201228,35.44,1.3992,1.3992,1.14,16.5554,42.9535,2.0967,1.2706,1.5511,,2.8217,11334.0,2834.0,2834.0,401676.96,100436.96
46,300268.SZ,20201228,11.18,2.9793,4.2526,0.71,,,10.8811,0.5682,0.4202,0.0,,17420.0,13381.3975,9374.8056,194755.6,149604.0241
47,600202.SH,20201228,4.19,0.796,1.2066,1.15,31.7586,38.2488,2.3401,1.7758,1.8813,0.0,0.9547,38334.0672,38334.0672,25289.1287,160619.7416,160619.7416
48,600675.SH,20201228,3.36,0.435,0.6605,2.1,8.7528,18.5939,1.3679,1.5422,2.3288,4.4643,4.1071,609613.5252,224047.1278,147554.312,2048301.4447,752798.3494
49,002795.SZ,20201228,10.13,3.0774,5.9095,0.86,33.6548,51.7655,3.1452,3.422,3.3771,4.9358,,20000.0,17754.2,9245.49,202600.0,179850.046
50,603038.SH,20201228,10.32,1.0639,3.3266,0.57,20.2679,48.8257,1.7971,2.0877,2.1078,1.5827,1.5921,18414.298,18413.1867,5888.6467,190035.5554,190024.0867
51,002030.SZ,20201228,35.8,5.8388,8.6369,0.92,340.6539,20.2695,9.3457,28.5937,8.0723,0.1041,0.0635,87715.377,85637.9036,57893.5971,3140210.4966,3065836.9489
52,601333.SH,20201228,2.2,0.4041,0.7556,1.19,20.8217,,0.5639,0.7358,0.9106,2.7273,2.7273,708353.7,565223.7,302278.57,1558378.14,1243492.14
53,300583.SZ,20201228,23.26,0.6642,1.5121,1.19,45.1895,,1.4149,2.5879,2.7648,0.6049,0.2242,10745.5067,8320.1067,3654.6347,249940.4858,193525.6818
54,300636.SZ,20201228,23.12,2.2337,3.4662,1.97,61.5553,44.4319,3.9341,7.1992,6.3119,0.1122,0.3675,12861.992,10895.5494,7021.4168,297369.255,251905.1021
55,002952.SZ,20201228,14.92,3.2754,5.003,0.6,30.183,26.2246,2.973,5.4837,5.4013,2.0256,1.7426,16434.0,6995.6438,4579.9817,245195.28,104375.0055
56,603238.SH,20201228,31.66,0.6066,1.5971,0.89,47.4251,17.001,3.6234,3.5644,2.1839,0.4599,0.7665,12362.0,12000.0,4558.0,391380.92,379920.0
57,603386.SH,20201228,14.73,1.6543,5.8804,0.79,95.4981,33.6782,3.0517,2.2462,1.6602,0.8544,0.3422,22449.2408,21137.4844,5946.5768,330677.317,311355.1452
58,603429.SH,20201228,30.9,3.1439,5.3539,2.0,58.2548,86.8371,10.0844,17.4972,20.8478,0.3241,0.601,38023.8957,37256.6957,21877.7457,1174938.3771,1151231.8971
59,603897.SH,20201228,16.75,2.5993,2.5993,1.44,19.1754,18.157,1.6308,0.6011,0.5415,0.8955,3.4627,17840.3691,5554.0391,5554.0391,298826.1824,93030.1549
60,601158.SH,20201228,5.19,0.0993,0.8682,1.4,14.9612,14.4071,1.6325,4.4182,4.166,5.395,4.9518,480000.0,480000.0,54903.9311,2491200.0,2491200.0
61,600539.SH,20201228,7.35,0.5509,1.1528,2.52,,,4.074,30.6386,21.5908,0.0,,23000.0,23000.0,10991.6177,169050.0,169050.0
62,000021.SZ,20201228,18.12,1.1677,2.0822,1.08,75.6717,50.7035,3.6847,2.016,1.9446,0.5519,0.3311,147125.9363,146902.4359,82381.6201,2665921.9658,2661872.1385
63,000875.SZ,20201228,4.54,3.8504,5.3594,1.14,65.9955,34.7713,1.2507,1.1526,1.0683,0.0,,214631.398,214630.873,154199.8407,974426.5469,974424.1634
64,688488.SH,20201228,26.0,1.6384,1.6384,1.17,324.5274,212.8927,8.0912,31.6315,33.3702,,,42000.0,5148.9221,5148.9221,1092000.0,133871.9746
65,002663.SZ,20201228,1.91,0.657,0.7538,0.78,,,0.8461,1.1099,1.3208,0.1571,,179589.0452,131100.9212,114261.0059,343015.0763,250402.7595
66,600187.SH,20201228,2.4,0.6441,0.8673,1.2,201.0727,134.1712,1.1549,7.3804,8.4919,0.0,,165393.5128,165393.5128,122831.1728,396944.4307,396944.4307
67,300153.SZ,20201228,6.48,3.2723,6.1968,0.72,627.9778,,2.3229,1.9794,2.4052,0.7716,0.463,32000.0,31734.7386,16757.7886,207360.0,205641.1061
68,000861.SZ,20201228,2.84,1.18,2.1033,0.92,47.3824,40.8066,1.6758,2.7113,3.379,0.5612,0.3368,232544.5588,216769.3125,121616.5942,660426.547,615624.8475
69,002083.SZ,20201228,4.38,0.9246,1.2585,0.91,10.7777,18.3867,1.0571,0.7975,0.8843,2.217,2.1632,90801.3731,87436.4896,64237.0096,397710.0142,382971.8244
70,300658.SZ,20201228,29.42,12.0259,24.3513,1.26,54.2465,13.3575,3.9905,4.3011,2.9047,0.5039,1.0191,15177.0,8903.55,4397.045,446507.34,261942.441
71,603197.SH,20201228,28.6,1.2027,1.9669,0.83,27.4137,24.6218,4.1811,1.4221,1.4437,0.8841,1.1253,16513.3017,16394.1057,10024.069,472280.4286,468871.423
72,600196.SH,20201228,53.11,2.879,5.3963,0.95,40.9787,36.4248,4.1143,4.7618,4.6203,0.6025,0.7343,256289.8545,201095.8045,107286.2755,13611554.1725,10680198.177
73,002329.SZ,20201228,4.56,2.1466,2.4486,0.69,78.5517,62.0152,1.7322,1.6952,1.6039,0.0,0.2193,83764.0035,53312.5328,46736.9481,381963.856,243105.1496
74,600757.SH,20201228,5.23,0.4853,1.1146,0.93,8.0719,7.8,0.8222,0.8274,0.9704,2.8681,3.8241,121365.0273,121349.7103,52830.0866,634739.0928,634658.9849
75,000615.SZ,20201228,7.21,5.7088,10.0395,0.83,465.877,,3.2362,1.7878,1.9564,0.0,,78118.0319,77381.361,44001.7183,563231.01,557919.6128
76,002420.SZ,20201228,3.93,0.317,0.4319,0.64,11.7486,9.4838,2.8836,0.4484,0.5072,0.0,,40100.0,39162.41,28742.52,157593.0,153908.2713
77,300154.SZ,20201228,5.56,0.819,1.7273,0.96,22.2605,30.4102,1.5495,4.5661,4.5048,3.5984,3.5971,45560.8,31928.815,15138.825,253318.048,177524.2114
78,002249.SZ,20201228,4.16,4.178,4.7204,0.93,183.5358,,1.1819,1.208,1.4018,0.0,,236553.0164,168390.506,149040.5442,984060.5482,700504.505
79,300898.SZ,20201228,50.35,20.7535,20.7535,0.68,93.7292,96.4748,8.6018,10.341,9.8858,,,12400.0,2645.6438,2645.6438,624340.0,133208.1653
80,688085.SH,20201228,37.07,3.3121,3.4681,1.48,77.8147,72.8225,5.0892,21.4826,20.6993,,,20533.35,4448.5432,4248.4428,761171.2845,164907.4964
81,000622.SZ,20201228,4.19,6.9711,10.6867,3.35,150.2708,1072.4222,8.5798,5.1551,4.7456,0.0,,42522.6,42522.6,27737.9347,178169.694,178169.694
82,300801.SZ,20201228,20.44,1.9129,2.7934,0.74,25.7265,21.0175,2.389,3.5456,2.9511,,1.359,21600.0,8202.276,5616.756,441504.0,167654.5214
83,601369.SH,20201228,7.2,0.8733,2.487,2.06,20.0307,17.8153,1.758,1.6541,1.5274,2.7757,3.1944,167796.0233,163877.0233,57546.371,1208131.3678,1179914.5678
84,002518.SZ,20201228,12.95,2.9029,7.8385,1.41,23.5197,23.2441,2.7549,2.8897,2.9668,1.5444,1.5438,58244.5394,56535.6814,20937.4151,754266.7852,732137.0741
85,002913.SZ,20201228,59.07,0.6586,2.571,1.67,32.6511,30.3822,3.3487,3.8377,3.2447,0.7624,0.8465,14786.8152,14564.7837,3730.8837,873457.1739,860341.7732
86,600956.SH,20201228,11.76,59.8057,59.8057,3.31,32.0013,34.6735,4.0495,3.7826,3.7104,,1.0629,384991.0396,13475.0,13475.0,4527494.6257,158466.0
87,601818.SH,20201228,3.91,0.2823,0.404,0.91,5.6557,5.9411,0.6307,1.5907,1.5154,3.964,5.269,5403190.7652,4135317.2152,2889982.689,21126475.8919,16169090.3114
88,600926.SH,20201228,15.06,0.7443,1.3351,1.45,13.5273,12.9938,1.429,4.1716,3.719,1.4361,2.324,593020.0432,504136.0267,281065.374,8930881.8506,7592288.5621
