,ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
0,000001.SZ,20200701,13.12,0.8747,1.9735,1.46,9.0302,8.6905,0.9153,1.8455,1.7754,0.9779,1.6616,1940591.8198,1940575.268,860111.1956,25460564.6758,25460347.5162
1,000002.SZ,20200701,28.09,2.6791,4.0213,2.97,8.3953,8.3676,1.6665,0.8871,0.8885,3.7205,3.7205,1161773.2201,971517.0043,647235.9252,32634209.7526,27289912.6508
2,000004.SZ,20200701,30.2,6.719,9.3908,1.69,1608.26,3184.3737,3.5706,46.0484,203.0637,0.0,,16505.2625,8392.0684,6004.3836,498458.9275,253440.4657
3,000005.SZ,20200701,2.67,0.6571,0.8418,1.69,16.1791,16.4845,1.8422,5.1145,5.4923,0.0,,105853.6842,105794.6242,82576.0487,282629.3368,282471.6466
4,000006.SZ,20200701,7.49,7.8454,12.2671,1.96,12.621,12.3577,1.527,2.7099,2.5469,2.6035,2.3899,134999.5046,134830.7972,86230.9824,1011146.2895,1009882.671
5,000007.SZ,20200701,8.78,1.7101,2.6998,0.8,136.4806,,16.3061,72.3882,73.2145,0.0,,34644.8044,30894.8044,19569.4167,304181.3826,271256.3826
6,000008.SZ,20200701,2.96,0.7176,1.1462,1.42,18.9492,26.178,1.1242,2.5561,2.7159,0.3356,0.33,278079.5346,266529.7419,166869.6652,823115.4224,788928.036
7,000009.SZ,20200701,8.54,3.7015,4.499,1.07,73.1446,80.0271,3.9609,1.8434,1.9453,0.1952,0.1952,257921.3965,254383.6879,209287.5349,2202648.7261,2172436.6947
8,000010.SZ,20200701,3.79,0.3206,0.3423,0.96,66.8588,97.3965,7.1298,1.6414,1.7618,0.0,,81985.4713,52217.1498,48909.8798,310724.9362,197902.9977
9,000011.SZ,20200701,17.54,8.5601,30.8478,1.85,12.7823,11.7272,3.3896,2.6387,2.3558,1.7104,2.0525,59597.9092,52647.5543,14609.332,1045347.3274,923438.1024
10,000012.SZ,20200701,4.9,1.6759,1.7535,1.11,28.0491,29.1868,1.6232,1.4368,1.5072,0.9454,1.4286,307069.2107,195705.9361,187042.5914,1504639.1324,958959.0869
11,000014.SZ,20200701,11.62,6.8584,10.3942,2.19,111.1593,65.8136,2.6138,5.3495,4.5266,0.568,0.0947,20170.5187,20170.5187,13309.1796,234381.4273,234381.4273
12,000016.SZ,20200701,6.92,4.492,6.685,1.3,78.5863,,2.1236,0.3023,0.3195,1.4451,1.4451,240794.5408,159657.43,107282.7368,1666298.2223,1104829.4156
13,000017.SZ,20200701,2.32,1.2168,1.5395,1.16,,,195.9599,16.8256,20.7978,0.0,,55134.7947,30298.1008,23947.2261,127912.7237,70291.5939
14,000019.SZ,20200701,8.07,5.1822,7.9675,1.51,25.5871,28.6042,2.1765,0.841,0.9133,1.2392,2.4783,115253.5254,41621.6407,27071.6427,930095.95,335886.6404
15,000020.SZ,20200701,11.75,8.404,24.6061,3.55,609.3616,693.0,10.1121,4.6111,4.9999,0.0,,28316.1227,18116.5391,6187.5497,332714.4417,212869.3344
16,000021.SZ,20200701,21.9,3.845,7.249,1.01,91.4575,97.6885,4.6886,2.4366,2.4966,0.4566,0.274,147125.9363,146932.7064,77934.3725,3222058.005,3217826.2702
17,000023.SZ,20200701,16.24,1.6463,2.5446,1.3,44.3368,92.3401,4.8733,1.231,1.345,0.3695,0.3695,13875.624,13875.624,8977.5024,225340.1338,225340.1338
18,000025.SZ,20200701,18.24,1.5144,5.4873,1.15,35.7924,38.0086,6.2497,13.768,14.6382,0.0,0.2303,43105.832,39277.832,10840.0358,786250.3757,716427.6557
19,000026.SZ,20200701,8.78,1.084,1.996,1.31,17.4117,27.1286,1.528,1.0149,1.106,2.2876,4.5655,42817.1881,35671.6368,19373.9041,375934.9115,313196.9711
20,000027.SZ,20200701,4.67,0.254,0.9692,0.6,13.0595,14.3985,0.7498,1.0673,1.0876,0.8922,0.8922,475738.9916,475738.9916,124668.8147,2221701.0908,2221701.0908
