,ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
0,000001.SZ,20200430,13.93,0.4223,0.9528,1.02,9.5877,9.227,0.9572,1.9595,1.885,0.921,0.921,1940591.8198,1940575.268,860111.1956,27032444.0498,27032213.4832
1,000002.SZ,20200430,26.8,0.7173,1.0767,1.08,7.7922,7.7664,1.6055,0.8233,0.8247,3.8996,3.8996,1130214.3001,971517.0043,647235.9252,30289743.2427,26036655.7152
2,000004.SZ,20200430,27.68,2.5086,3.8524,0.78,1474.0608,2918.6578,3.2727,42.206,186.1193,0.0,,16505.2625,8392.0684,5464.6236,456865.666,232292.4533
3,000005.SZ,20200430,2.68,0.4197,0.5377,0.57,42.5792,44.7535,1.8491,5.2364,5.6316,0.0,,105853.6842,105794.6242,82576.0487,283687.8737,283529.5929
4,000006.SZ,20200430,4.99,0.8941,1.398,0.5,8.4084,8.233,0.9815,1.8054,1.6968,3.9078,3.9078,134999.5046,134830.7972,86230.9824,673647.528,672805.678
5,000007.SZ,20200430,7.96,0.9219,1.3851,0.62,123.7342,,14.7832,65.6276,66.3767,0.0,,34644.8044,30894.8044,20562.9467,275772.643,245922.643
6,000008.SZ,20200430,3.18,0.8654,1.3746,0.79,20.3576,28.1237,1.2033,2.7461,2.9178,0.3124,0.3124,278079.5346,266529.7419,167785.5352,884292.92,847564.5792
7,000009.SZ,20200430,6.56,3.7948,4.6125,1.36,56.186,61.4728,3.0426,1.416,1.4943,0.2541,0.2541,257921.3965,254383.6879,209287.5349,1691964.361,1668756.9926
8,000010.SZ,20200430,4.04,0.9249,0.9876,0.91,71.269,103.8211,7.6002,1.7497,1.878,0.0,,81985.4713,52217.1498,48902.0798,331221.3041,210957.2852
9,000011.SZ,20200430,9.07,0.9573,3.4498,0.97,6.6098,6.0642,1.6388,1.3645,1.2182,3.3076,3.3076,59597.9092,52647.5543,14609.332,540553.0364,477513.3175
10,000012.SZ,20200430,4.47,0.7403,0.7743,1.34,25.9001,26.9507,1.446,1.3267,1.3917,1.0169,1.0169,310819.6163,195705.9361,187091.657,1389363.6849,874805.5344
11,000014.SZ,20200430,8.29,1.6038,2.4307,1.06,79.3039,46.9531,1.8601,3.8164,3.2294,0.7961,0.7961,20170.5187,20170.5187,13309.1796,167213.6,167213.6
12,000016.SZ,20200430,7.51,7.3226,10.8975,1.44,85.2866,,2.3046,0.3281,0.3467,1.3316,1.3316,240794.5408,159657.43,107282.7368,1808367.0014,1199027.2993
