,ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
0,000001.SZ,20200729,13.54,0.7831,1.7667,0.92,9.3192,8.9687,0.9446,1.9046,1.8322,0.9475,1.61,1940591.8198,1940575.268,860111.1956,26275613.2401,26275389.1287
1,000002.SZ,20200729,27.11,0.9541,1.4321,1.01,8.1024,8.0756,1.6083,0.8561,0.8575,3.855,3.855,1161773.2201,971517.0043,647235.9252,31495671.9969,26337825.9866
2,000004.SZ,20200729,29.11,3.4114,4.768,1.17,1550.2135,3069.441,3.4418,44.3864,195.7346,0.0,,16505.2625,8392.0684,6004.3836,480468.1914,244293.1111
3,000005.SZ,20200729,2.9,0.7235,0.9269,0.72,17.5728,17.9045,2.0009,5.555,5.9654,0.0,,105853.6842,105794.6242,82576.0487,306975.6842,306804.4102
4,000006.SZ,20200729,7.53,2.944,4.6033,0.84,12.6884,12.4237,1.5351,2.7244,2.5605,2.5896,2.3772,134999.5046,134830.7972,86230.9824,1016546.2696,1015275.9029
5,000007.SZ,20200729,8.54,0.8246,1.3019,0.81,132.75,,15.8604,70.4095,71.2132,0.0,,34644.8044,30894.8044,19569.4167,295866.6296,263841.6296
6,000008.SZ,20200729,3.09,0.78,1.2832,0.65,19.7814,27.3277,1.1735,2.6684,2.8352,0.3215,0.3161,278079.5346,266529.7419,162009.8594,859265.7619,823576.9025
7,000009.SZ,20200729,8.71,5.3191,6.3143,0.84,74.6006,81.6202,4.0398,1.8801,1.984,0.1914,,257921.3965,254383.6879,214287.5327,2246495.3635,2215681.9216
8,000010.SZ,20200729,4.18,1.6075,1.7161,0.63,73.7387,107.4189,7.8635,1.8103,1.9431,0.0,,81985.4713,52217.1498,48909.8798,342699.27,218267.6862
9,000011.SZ,20200729,23.32,4.4523,16.0447,0.66,16.9945,15.5917,4.5066,3.5082,3.1322,1.2864,1.5437,59597.9092,52647.5543,14609.332,1389823.2425,1227740.9663
10,000012.SZ,20200729,5.81,2.4519,2.5655,0.58,33.2582,34.6072,1.9247,1.7037,1.7871,0.7973,1.2048,307069.2107,195705.9361,187042.5914,1784072.1142,1137051.4887
11,000014.SZ,20200729,13.18,5.5787,8.4547,1.01,126.0826,74.6491,2.9647,6.0676,5.1343,0.5008,0.0835,20170.5187,20170.5187,13309.1796,265847.4365,265847.4365
12,000016.SZ,20200729,7.28,2.5672,3.8205,0.79,82.6746,,2.2689,0.318,0.3361,1.3736,0.6868,240794.5408,159657.43,107282.7368,1752984.257,1162306.0904
13,000017.SZ,20200729,2.66,1.8871,2.3876,1.49,,,224.6782,19.2914,23.8457,0.0,,55134.7947,30298.1008,23947.2261,146658.5539,80592.9481
14,000019.SZ,20200729,9.55,4.6627,7.1687,0.75,30.2797,33.85,2.5757,0.9952,1.0808,1.0471,2.0942,115253.5254,41621.6407,27071.6427,1100671.1676,397486.6687
15,000020.SZ,20200729,12.99,2.6068,7.6324,1.12,673.6687,766.1336,11.1792,5.0977,5.5276,0.0,,28316.1227,18116.5391,6187.5497,367826.4339,235333.8429
16,000021.SZ,20200729,24.92,2.946,5.2869,0.88,104.0694,111.1597,5.3352,2.7726,2.8409,0.4013,0.2408,147125.9363,146932.7064,81874.1513,3666378.3326,3661563.0435
17,000023.SZ,20200729,19.26,2.8971,4.8529,1.07,52.5817,109.5117,5.7969,1.4599,1.5952,0.3115,0.3634,13875.624,13875.624,8283.7149,267244.5182,267244.5182
18,000025.SZ,20200729,20.86,2.2336,7.7838,1.09,40.9336,43.4682,7.1474,15.7456,16.7408,0.0,0.2013,43105.832,39277.832,11271.0813,899187.6555,819335.5755
19,000026.SZ,20200729,15.28,3.5062,6.4556,0.65,30.302,47.2124,2.6592,1.7662,1.9247,1.3145,2.6234,42817.1881,35671.6368,19373.9041,654246.6342,545062.6103
20,000027.SZ,20200729,5.58,0.3418,1.3044,0.8,15.6043,17.2042,0.8959,1.2752,1.2995,0.7467,0.7467,475738.9916,475738.9916,124668.8147,2654623.5731,2654623.5731
21,000028.SZ,20200729,46.31,1.4193,3.9172,0.91,15.5956,16.2521,1.5483,0.3809,0.3742,0.8637,1.2956,42812.6983,36773.3625,13323.9404,1982656.0583,1702974.4174
22,000030.SZ,20200729,8.05,0.4825,1.5379,0.76,16.358,18.0775,2.248,1.4483,1.4867,1.8305,2.0292,181055.2111,175988.087,55216.3837,1457494.4494,1416704.1004
23,000031.SZ,20200729,5.52,0.7388,1.4011,0.8,9.9478,17.2587,1.2745,0.7003,0.7675,1.8252,3.0797,428631.3339,181372.2958,95636.8818,2366044.9631,1001175.0728
24,000032.SZ,20200729,27.17,2.095,5.1865,1.41,83.815,90.2456,7.72,7.4792,8.2592,0.2944,0.2944,41321.9661,41128.366,16613.138,1122717.8189,1117457.7042
25,000034.SZ,20200729,23.08,3.4271,4.4814,1.09,21.5223,22.0886,3.4939,0.1739,0.1818,1.0886,0.9091,65407.0434,49194.2831,37621.2289,1509594.5617,1135404.0539
26,000035.SZ,20200729,5.19,0.598,0.8006,0.85,18.3708,17.6717,1.2245,0.7047,0.6429,0.0,,252377.7297,236830.4444,176890.7763,1309840.4171,1229150.0064
27,000036.SZ,20200729,4.53,1.5357,2.3033,0.61,8.2222,7.8509,1.441,2.1215,1.7851,10.1885,8.83,148393.4025,147900.0654,98613.2894,672222.1133,669987.2963
28,000037.SZ,20200729,19.15,2.296,3.8881,0.6,463.5526,294.0784,5.8395,9.4414,8.8906,0.0,0.1044,60276.2596,33889.4011,20012.1057,1154290.3713,648982.0311
29,000038.SZ,20200729,15.31,9.6189,14.3149,0.77,65.4007,57.6688,2.8824,4.3621,5.3184,0.0,,52277.7419,23207.6797,15594.4852,800372.2285,355309.5762
30,000039.SZ,20200729,8.26,0.6029,0.9134,0.89,19.2066,59.8289,0.8646,0.3452,0.3587,5.5359,1.4528,358607.4802,152533.264,100672.6428,2962097.7865,1259924.7606
31,000040.SZ,20200729,3.1,1.7248,2.024,0.72,,,0.3447,0.6773,0.8966,2.4194,,148687.387,106034.067,90359.3956,460930.8997,328705.6077
32,000042.SZ,20200729,9.44,0.3886,1.2387,1.11,7.9729,13.0631,0.8478,0.8701,0.9687,1.0593,1.2712,66483.1139,66214.9964,20773.5049,627600.5952,625069.566
33,000045.SZ,20200729,9.85,5.2996,11.7107,1.57,254.9292,1445.4501,1.8427,2.3246,2.5736,0.0,,50933.8429,45701.6599,20681.8131,501698.3526,450161.35
34,000046.SZ,20200729,4.22,0.2803,0.8975,0.46,20.0283,,1.0474,7.2479,8.8044,3.5545,2.3697,519620.0656,517508.8333,161641.5425,2192796.6768,2183887.2765
35,000048.SZ,20200729,24.43,0.3516,1.234,0.94,8.9322,9.3705,5.0598,1.9991,2.1315,,3.07,40249.1731,40242.8671,11465.0117,983287.2988,983133.2433
36,000049.SZ,20200729,57.51,2.1853,3.9899,0.86,23.7284,24.7455,5.6628,0.6461,0.667,0.4306,1.2172,20719.7738,20524.3738,11241.6699,1191594.1912,1180356.7372
37,000050.SZ,20200729,16.55,1.1726,2.5139,0.87,40.8703,40.2942,1.2628,1.1194,1.133,0.423,0.4834,204812.3051,182892.0459,85308.1486,3389643.6494,3026863.3596
38,000055.SZ,20200729,4.97,2.191,2.7692,1.3,15.5526,14.5182,1.0603,1.7995,1.9674,4.0241,1.006,108827.8951,67827.2529,53663.3187,540874.6386,337101.4469
39,000056.SZ,20200729,3.85,0.5922,1.7103,0.69,89.3644,710.6547,0.8294,4.7651,5.2009,0.2594,,117452.872,90372.8783,31292.7578,452193.5572,347935.5815
40,000058.SZ,20200729,9.77,8.4137,15.7039,1.11,153.8914,230.1679,6.5237,8.0847,8.0235,0.3582,0.3071,123565.6249,53801.3278,28825.1758,1207236.1553,525638.9726
41,000059.SZ,20200729,4.91,0.7794,1.4947,0.63,7.909,,0.6351,0.1983,0.2131,5.0916,4.7862,159944.2537,159943.9081,83401.9906,785326.2857,785324.5888
42,000060.SZ,20200729,4.61,1.5087,2.2283,0.83,19.3125,22.4244,1.54,0.7217,0.6652,1.7354,1.5618,356968.5327,356839.7881,241613.7958,1645624.9357,1645031.4231
43,000061.SZ,20200729,8.17,1.2785,1.938,0.82,44.6988,45.1223,2.6966,4.8596,4.6975,0.1224,0.7344,169696.4131,169542.0483,111850.282,1386419.695,1385158.5346
44,000062.SZ,20200729,16.3,0.7702,2.6416,1.09,27.0594,27.278,3.3,1.1876,1.1673,1.0578,0.9202,104590.9322,104464.0056,30459.4905,1704832.1949,1702763.2913
45,000063.SZ,20200729,39.54,2.2331,3.239,0.82,35.435,36.013,4.4179,2.0104,2.0264,0.0,,461343.4832,347633.9808,239677.0108,18241521.3257,13745447.6008
46,000065.SZ,20200729,7.94,0.7039,1.5843,0.74,8.6513,8.4519,1.2753,0.5524,0.5495,1.0076,1.1587,76950.8854,67308.5268,29903.559,610990.0301,534429.7028
47,000066.SZ,20200729,17.9,7.7135,11.2109,1.08,47.0088,67.0778,6.7527,4.8336,5.2182,0.2801,0.486,292818.2053,249071.7309,171369.8927,5241445.8749,4458383.9831
48,000068.SZ,20200729,3.61,2.7163,5.0738,1.48,605.7813,445.1279,7.2334,16.1453,15.576,0.0,,100667.1464,100667.1464,53892.3796,363408.3985,363408.3985
49,000069.SZ,20200729,7.23,0.7834,1.2858,0.71,4.8054,4.9497,0.9093,0.9879,1.0064,4.1505,4.1497,820179.3915,703687.3141,428731.4348,5929897.0005,5087659.2809
50,000070.SZ,20200729,11.41,6.5018,10.5415,2.68,28.8272,42.3123,3.3441,2.001,2.2997,0.3029,0.6047,81650.0162,79516.5811,49044.3461,931626.6848,907284.1904
51,000078.SZ,20200729,4.83,6.9995,13.061,3.16,55.3752,70.9606,2.1047,0.3216,0.342,0.4141,,276258.3257,262114.4563,140469.9435,1334327.7131,1266012.8239
52,000088.SZ,20200729,7.3,2.1307,6.5297,0.86,39.4459,44.1367,1.9995,23.8946,25.1875,0.3699,0.2055,194220.0,194220.0,63375.0,1417806.0,1417806.0
53,000089.SZ,20200729,9.1,1.8622,4.3277,1.24,31.4325,62.2904,1.5846,4.9026,5.4011,0.8963,0.8791,205076.9509,205076.9509,88247.3977,1866200.2532,1866200.2532
54,000090.SZ,20200729,8.26,2.1428,3.5463,0.79,12.4852,7.1616,1.582,1.0524,0.8754,2.3282,4.6005,186854.5434,186841.5681,112895.1453,1543418.5285,1543311.3525
55,000096.SZ,20200729,12.4,0.3099,0.6745,0.83,52.4308,56.2539,2.4205,4.0338,4.2892,0.1613,0.1613,52800.0,51084.8,23472.9623,654720.0,633451.52
56,000099.SZ,20200729,7.79,1.7845,2.9077,0.65,22.3269,22.2044,1.4471,3.0125,3.0405,0.3209,0.6418,60607.042,60607.042,37195.0946,472128.8572,472128.8572
57,000100.SZ,20200729,6.32,3.4032,3.7898,0.83,32.6392,38.0282,2.9383,1.1402,1.4463,1.5649,1.5215,1351927.9411,1265996.0284,1136858.4399,8544184.5878,8001094.8995
58,000150.SZ,20200729,3.73,1.378,2.7902,0.83,,,4.4096,1.8267,1.9692,0.0,,87769.7557,80599.0242,39807.1456,327381.1888,300634.3603
59,000151.SZ,20200729,9.47,1.421,2.361,0.79,320.2917,182.8618,2.9514,2.3681,2.5277,2.1119,0.2112,29598.0,26654.3967,16042.0467,280293.06,252417.1367
