,ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
0,603967.SH,20201217,13.99,1.5922,1.5922,1.27,18.798,20.0377,1.9254,0.8266,0.7932,2.6805,2.6805,26666.67,6666.67,6666.67,373066.7133,93266.7133
1,000159.SZ,20201217,5.32,1.6451,2.1553,0.88,84.0757,24.1013,1.1513,5.9416,5.3894,0.5639,0.3759,48068.5993,48068.5993,36690.4677,255724.9483,255724.9483
2,603660.SH,20201217,7.57,0.7369,0.9995,1.3,41.4912,,2.2142,1.4845,1.657,0.9521,0.5286,49936.7917,49417.0618,36435.899,378021.5132,374087.1578
3,600778.SH,20201217,4.24,1.3084,2.0416,1.67,11.3914,,1.7256,0.2521,0.4654,0.0,,31149.1352,31121.4882,19945.0287,132072.3332,131955.11
4,300881.SZ,20201217,38.84,21.5909,21.5909,0.67,55.5801,63.7083,5.3806,4.2938,4.4105,,,10000.0,2371.0909,2371.0909,388400.0,92093.1706
5,002120.SZ,20201217,16.9,0.3793,0.9208,0.97,18.5083,28.6188,3.5027,1.4241,1.4741,1.664,1.0879,289912.2158,279649.8165,115178.158,4899516.447,4726081.8989
6,002542.SZ,20201217,3.1,0.513,0.8463,0.68,22.2545,21.9864,1.377,1.3651,1.1485,0.6471,0.6452,180557.1309,134289.4617,81404.0524,559727.1058,416297.3313
7,300608.SZ,20201217,15.13,1.1331,1.3963,1.74,26.2059,36.6899,3.1461,2.7743,3.2262,1.144,0.66,15765.1712,12169.8633,9875.9646,238527.0403,184130.0317
8,603108.SH,20201217,11.72,0.4591,0.8159,0.7,21.9448,26.8128,2.2662,0.9632,1.0012,0.8106,,57953.4079,57953.4079,32609.5691,679213.9406,679213.9406
9,600211.SH,20201217,68.22,5.5393,12.3454,2.08,54.1568,42.5284,6.6664,13.4666,12.8693,0.3929,1.1099,24793.7843,24793.7843,11124.7283,1691431.9649,1691431.9649
10,002388.SZ,20201217,6.12,0.4724,0.9165,1.13,59.5471,58.5958,2.628,2.035,1.4076,0.0,1.6283,50376.66,48330.568,24909.1171,308305.1592,295783.0762
11,688788.SH,20201217,191.85,7.6037,7.6037,1.12,66.4835,59.6787,5.3312,21.4883,18.2516,,,7553.4232,1663.1354,1663.1354,1449124.2409,319072.5265
12,600123.SH,20201217,5.39,1.5061,2.7438,0.93,9.2895,36.6822,0.5797,0.7748,0.9388,5.5659,3.7106,114240.0,114240.0,62706.0,615753.6,615753.6
13,300602.SZ,20201217,20.43,1.4255,2.4798,0.84,29.5059,32.8812,4.2545,3.9573,3.2531,0.1973,0.2959,50657.7319,30945.6105,17789.5952,1034937.4627,632218.8225
14,300826.SZ,20201217,34.66,3.2455,3.2455,0.78,32.1065,35.0306,2.8276,5.4088,5.6812,,,8000.0,2000.0,2000.0,277280.0,69320.0
15,688598.SH,20201217,134.0,6.1076,6.1076,0.68,138.0154,88.3659,8.7187,44.7556,31.7074,,,8000.0,1915.2543,1915.2543,1072000.0,256644.0762
16,601366.SH,20201217,6.83,1.1799,2.0144,1.21,21.9882,56.2186,1.3185,0.4724,0.6204,2.9283,2.1439,86050.046,86050.046,50403.3684,587721.8142,587721.8142
17,002012.SZ,20201217,5.54,1.8378,2.2311,1.34,55.8418,37.7194,1.9358,2.2482,1.9756,0.0903,0.3791,46762.547,46653.7641,38429.9249,259064.5104,258461.8531
18,002371.SZ,20201217,160.69,1.1541,2.4724,0.82,258.1409,191.6594,12.6442,19.6569,15.4683,0.0299,0.0391,49644.5844,45933.3443,21440.8295,7977388.2672,7381029.0956
19,601669.SH,20201217,3.95,0.4164,0.7281,1.06,8.3476,8.3132,0.6798,0.1738,0.1614,2.4516,0.9965,1529903.5024,1114440.154,637323.1048,6043118.8345,4402038.6083
20,002225.SZ,20201217,5.34,2.156,2.6941,1.73,21.3864,18.3591,1.9179,1.3031,1.3202,1.1524,1.3259,101032.0936,81202.538,64983.514,539511.3798,433621.5529
21,002644.SZ,20201217,7.21,0.2424,0.6317,0.73,49.1879,33.4682,2.3193,5.8552,5.5484,0.1803,0.8322,51065.7,51065.7,19594.3324,368183.697,368183.697
22,002480.SZ,20201217,4.59,0.6972,0.9402,1.16,,,1.3577,1.7681,1.3048,0.0,,76916.867,64322.8996,47696.6341,353048.4195,295242.1092
23,600293.SH,20201217,2.85,12.2933,22.9298,3.81,305.4829,,0.9912,1.0392,1.4071,0.0,,116014.5046,116014.5046,62198.7231,330641.3381,330641.3381
24,002791.SZ,20201217,151.55,0.7174,1.0932,0.77,110.9201,72.543,13.3164,9.2727,7.86,0.0645,0.099,32154.0,15643.676,10266.3224,4872938.7,2370799.0978
25,300091.SZ,20201217,4.38,3.652,4.7358,1.04,48.4816,83.2076,2.0362,2.8658,3.0774,0.1826,0.2283,123026.4538,98830.1119,76212.0123,538855.8676,432875.8901
26,300606.SZ,20201217,21.5,3.4873,4.7016,1.49,32.9738,26.2177,3.7613,4.6715,4.7344,0.222,0.3695,9345.7,5363.7287,3978.4169,200932.55,115320.1671
27,300907.SZ,20201217,42.24,13.3846,13.3846,0.98,79.2086,79.2086,5.5192,6.687,6.687,,,9600.0,2276.1989,2276.1989,405504.0,96146.6415
28,000868.SZ,20201217,4.02,1.6684,2.6666,0.95,87.6838,17.8484,4.2435,0.8733,1.3456,0.0,,73332.9168,69556.0053,43518.143,294798.3255,279615.1413
29,000715.SZ,20201217,5.12,0.1384,0.3936,0.53,13.7927,38.9074,1.4539,0.7877,1.6286,1.0487,1.5625,41571.894,41505.9494,14588.8043,212848.0973,212510.4609
30,603535.SH,20201217,44.3,0.9685,2.7444,0.96,52.1061,43.8499,3.8896,5.5792,5.7431,0.2257,0.2257,15040.0,15040.0,5307.5,666272.0,666272.0
31,300497.SZ,20201217,15.5,5.5613,6.1667,4.47,23.8612,19.0355,3.6645,5.3895,4.8779,0.6018,0.7778,47081.3194,36931.8322,33305.917,729760.4507,572443.3991
32,002229.SZ,20201217,7.29,1.966,2.6406,2.5,102.8888,52.6638,2.1557,5.7982,7.0137,0.4115,,49834.4263,49825.4608,37095.4573,363292.9677,363227.6092
33,601918.SH,20201217,2.81,1.8976,3.4554,1.11,12.6363,,1.116,0.7892,0.8927,0.3559,0.7117,259054.18,259054.18,142263.8996,727942.2458,727942.2458
34,002538.SZ,20201217,6.3,1.1416,1.8616,0.94,19.0,18.9502,1.182,1.5001,1.1399,1.5872,1.2698,71814.9061,69847.6836,42833.4536,452433.9084,440040.4067
35,603053.SH,20201217,12.46,1.3399,4.4498,1.16,24.549,27.0945,3.0776,2.2985,2.6397,,1.9623,88889.0,56089.0,16889.0,1107556.94,698868.94
36,603679.SH,20201217,24.95,1.9069,3.9287,0.92,37.8814,52.7517,4.8694,5.0083,5.0313,0.2805,0.3722,14289.31,14157.01,6871.407,356518.2845,353217.3995
37,603516.SH,20201217,31.81,1.3139,2.138,1.76,37.1245,41.7052,4.7148,11.4216,10.4214,0.9266,0.9431,13330.038,8827.658,5424.978,424028.5088,280807.801
38,600771.SH,20201217,15.75,2.2594,3.0644,0.75,59.5764,367.1628,3.1997,6.3668,7.3808,0.0,,49199.9697,49199.9697,36274.2673,774899.5228,774899.5228
39,000962.SZ,20201217,8.2,1.6391,3.0244,1.44,87.8212,76.3536,3.0378,6.014,6.5225,0.0,,44083.2644,44083.106,23891.426,361482.7681,361481.4692
40,002920.SZ,20201217,72.9,2.3653,2.3653,1.21,137.2426,85.7215,9.061,7.5123,6.5843,0.2743,0.2743,55000.0,12235.0,12235.0,4009500.0,891931.5
41,002652.SZ,20201217,3.6,1.6292,3.0747,0.65,,,4.4296,0.8397,0.8144,0.0,,51206.4,44761.551,23718.581,184343.04,161141.5836
42,603081.SH,20201217,11.99,0.6397,1.7616,2.0,20.3965,18.3644,2.346,2.2505,2.1282,1.0008,1.0008,40181.2737,40181.2737,14591.5437,481773.4717,481773.4717
43,002847.SZ,20201217,118.5,0.9489,2.3818,0.97,119.8545,67.6678,16.2196,10.9669,8.2851,0.1616,0.4184,12950.0,10957.3206,4365.4116,1534575.0,1298442.4911
44,300185.SZ,20201217,3.93,4.2205,4.4782,0.61,54.6396,32.9501,2.3293,3.1887,2.4311,0.5089,1.0178,326774.3928,283912.0943,267573.2646,1284223.3637,1115774.5306
45,600066.SH,20201217,16.78,0.9462,1.6074,1.1,19.1473,48.1327,2.498,1.2189,1.5991,2.9797,5.9595,221393.9223,221393.9223,130319.6908,3714990.0162,3714990.0162
46,000068.SZ,20201217,2.74,0.837,1.5285,1.26,459.7897,3786.5375,6.1064,12.2544,10.5314,0.0,,100667.1464,100667.1464,55123.7969,275827.9811,275827.9811
47,603026.SH,20201217,46.6,2.877,4.2145,0.79,30.6202,149.0458,5.0688,2.034,2.3521,1.2876,,20268.0,20268.0,13835.8276,944488.8,944488.8
48,002079.SZ,20201217,10.31,2.0638,3.0034,0.62,82.1841,91.7362,3.6563,4.0024,4.7166,0.2755,0.3673,76886.4673,72797.1487,50023.3135,792699.4779,750538.6031
49,000758.SZ,20201217,4.87,2.3777,3.589,2.37,,,2.0047,0.8658,1.3326,0.308,,196937.8424,196919.3931,130458.0699,959087.2925,958997.4444
50,688379.SH,20201217,26.06,2.5364,2.5364,0.92,38.6579,36.3343,2.645,2.9883,2.7806,,,8800.0,2002.1444,2002.1444,229328.0,52175.8831
51,000507.SZ,20201217,5.59,0.8536,1.1267,2.42,23.431,22.7878,0.9791,1.5657,1.5937,0.759,0.8945,93042.4895,84120.455,63728.0603,520107.5163,470233.3435
52,000609.SZ,20201217,4.97,1.6535,2.3297,1.06,50.918,18.9025,0.9785,2.7146,2.4035,0.0,,29926.5522,29200.2672,20724.4369,148734.9644,145125.328
