,ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
0,600230.SH,20201216,9.12,1.467,2.7291,2.06,81.9369,,1.1158,1.7839,2.3866,2.193,0.1974,41186.3502,41186.3502,22139.6078,375619.5138,375619.5138
1,600237.SH,20201216,4.44,5.4336,6.7745,0.55,,,2.2745,3.0482,2.9965,0.0,,56436.9565,56436.9565,45266.3586,250580.0869,250580.0869
2,600340.SH,20201216,13.58,0.2709,0.3862,1.01,3.6374,4.3759,1.0947,0.5052,0.5444,6.7793,8.4981,391372.0342,389335.5062,273117.7087,5314832.2244,5287176.1742
3,603159.SH,20201216,12.43,0.5919,1.5876,0.42,76.3521,45.2281,4.0805,3.0849,3.0783,0.862,1.8504,14000.0,14000.0,5219.55,174020.0,174020.0
4,002712.SZ,20201216,5.22,1.6674,4.5842,0.96,65.3424,,0.9588,1.0123,0.8557,0.1558,,58120.2488,43774.152,15922.0182,303387.6987,228501.0734
5,000061.SZ,20201216,6.67,0.4354,0.66,1.06,36.4922,26.9088,2.1105,3.9674,3.689,0.1499,0.8996,169696.4131,169542.1233,111850.357,1131875.0754,1130845.9624
6,002082.SZ,20201216,12.2,1.6652,2.0528,1.1,48.0312,37.2441,3.0949,0.4775,0.5009,0.0,1.2295,61822.2829,23800.0,19305.664,754231.8514,290360.0
7,601100.SH,20201216,101.78,0.3059,1.0196,0.89,102.4993,71.7722,20.3366,24.5399,19.2447,0.1992,0.3983,130536.0,130536.0,39160.8169,13285954.08,13285954.08
8,300508.SZ,20201216,24.81,1.504,2.3951,1.12,34.2432,46.1179,4.1627,11.7875,11.5957,0.0,0.2539,9091.2,4193.7734,2633.5588,225552.672,104047.5181
9,300333.SZ,20201216,9.97,3.8325,4.6066,1.3,264.5916,1682.6657,4.0554,13.977,14.7832,0.6018,0.6018,33600.0,33217.0067,27635.1471,334992.0,331173.5568
10,600006.SH,20201216,7.35,12.6861,31.7947,4.53,33.2274,24.4732,1.8931,1.0873,1.0742,1.1333,0.9034,200000.0,200000.0,79800.0,1470000.0,1470000.0
11,002668.SZ,20201216,3.99,2.1751,2.2553,0.8,81.1732,,1.5244,0.5851,0.5662,0.0,,108411.1428,84567.1883,81562.1855,432560.4598,337423.0813
12,600526.SH,20201216,4.53,0.467,0.824,0.84,27.3554,37.8435,1.2278,0.7259,0.7454,0.0,,54740.4672,54740.4672,31026.1974,247974.3164,247974.3164
13,002968.SZ,20201216,52.38,0.3648,0.3648,0.48,53.8865,48.2144,6.9353,5.3375,4.7124,,0.7891,10746.4,4645.594,4645.594,562896.432,243336.2137
14,002025.SZ,20201216,52.75,0.7812,1.4335,0.68,56.2602,54.7798,6.9033,6.404,5.624,0.2844,0.2844,42900.0,42889.8772,23372.7471,2262975.0,2262441.0223
15,002915.SZ,20201216,16.18,3.7467,4.8421,0.83,,,3.3977,4.6551,3.1936,0.3393,,20402.0455,7562.9848,5852.0623,330105.0962,122369.0941
16,600113.SH,20201216,6.51,3.1756,6.2627,0.63,19.6839,22.1961,1.74,5.3743,5.4938,0.6144,0.768,41143.116,41143.116,20862.336,267841.6852,267841.6852
17,603089.SH,20201216,10.74,0.9165,2.7427,0.32,31.884,68.6045,2.5688,2.1417,2.2533,1.3475,2.6051,22112.4428,22112.4428,7389.0831,237487.6357,237487.6357
18,601860.SH,20201216,4.1,2.6231,2.6231,0.65,10.5919,10.4383,1.0604,3.2105,3.2663,2.439,2.439,366088.8889,174003.2164,174003.2164,1500964.4445,713413.1872
19,600131.SH,20201216,15.43,3.6983,4.6844,3.04,37.8763,27.9788,4.2648,2.3754,1.65,0.1367,0.8101,119539.4544,49570.7224,39135.5748,1844493.7814,764876.2466
20,002628.SZ,20201216,3.9,0.5533,0.7937,0.72,68.718,42.4647,1.0482,1.0635,1.3298,0.0,0.3077,76221.6215,73262.7906,51074.2288,297264.3239,285724.8833
21,600665.SH,20201216,3.27,0.1795,0.4226,0.66,6.6634,9.0943,0.7603,0.5054,0.6061,4.4648,4.526,86412.2521,86412.2521,36712.1583,282568.0644,282568.0644
22,000540.SZ,20201216,3.21,0.5463,1.029,0.61,20.289,55.1776,1.2172,1.7878,2.6419,1.5576,,700525.4679,696781.5997,369908.3852,2248686.752,2236668.935
23,300629.SZ,20201216,23.38,2.711,3.2168,0.65,,121.8644,3.5699,15.883,9.8276,0.0325,,13152.6341,8194.8269,6906.1826,307508.5853,191595.0529
24,300382.SZ,20201216,7.85,1.4385,3.0983,1.27,45.5026,66.34,4.3436,5.5971,5.3593,2.5178,0.4406,56456.9415,56449.2315,26208.2235,443186.9908,443126.4673
25,600774.SH,20201216,13.59,0.3248,1.2773,0.79,103.2515,,5.6013,2.665,5.9766,0.2208,,22694.8002,22675.7731,5766.8818,308422.3347,308163.7564
26,603318.SH,20201216,7.65,1.8245,4.5246,0.6,,,3.0694,9.507,4.8173,0.0,,40216.2277,40216.2277,16217.1677,307654.1419,307654.1419
27,000750.SZ,20201216,5.29,0.9247,1.4784,0.53,59.0538,34.964,1.5436,8.0898,6.4883,0.2927,0.6616,544452.5514,544452.0789,340549.6331,2880153.9969,2880151.4974
28,300190.SZ,20201216,8.14,1.0385,1.6469,1.31,20.0873,16.4186,1.5098,2.3298,2.1272,0.616,1.232,78155.421,74595.9911,47038.7655,636185.1269,607211.3676
29,603908.SH,20201216,25.0,0.5301,1.5047,0.72,40.8775,34.8342,3.7592,3.1494,2.7925,3.0,3.0,6669.0,6669.0,2349.3047,166725.0,166725.0
30,002199.SZ,20201216,7.07,1.6444,2.2,1.12,116.3447,1633.1891,4.2896,8.181,7.2843,0.0,,24344.2363,24344.2363,18196.145,172113.7506,172113.7506
31,300109.SZ,20201216,14.4,0.8175,1.4165,0.96,37.8855,48.6864,1.4944,5.0325,4.8986,0.4685,0.1389,32306.8983,29115.9424,16803.7485,465219.3355,419269.5706
32,300566.SZ,20201216,34.0,1.4555,2.3101,1.07,81.6106,49.6195,6.8692,4.8137,3.9481,0.1471,0.1471,15520.05,11564.8555,7286.6711,527681.7,393205.087
33,000581.SZ,20201216,23.67,0.7476,1.2994,0.67,10.5298,8.6169,1.3472,2.7187,1.9285,5.0697,4.5634,100895.057,81694.0552,47003.9754,2388185.9992,1933698.2866
34,003002.SZ,20201216,14.94,10.4982,10.4982,1.16,39.1486,35.2729,2.9489,5.9738,5.5402,,,20000.0,5000.0,5000.0,298800.0,74700.0
35,603709.SH,20201216,23.15,1.8965,1.8965,0.65,54.942,83.8242,2.9324,1.7313,1.6549,0.9503,0.9935,8000.0,2000.0,2000.0,185200.0,46300.0
