,ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
0,300609.SZ,20200304,45.25,5.3,7.3422,1.12,69.786,66.0847,7.9165,18.3584,13.9859,0.5442,0.5442,10108.9168,5538.1345,3997.7542,457428.4852,250600.5861
1,002479.SZ,20200304,6.67,4.5964,6.9967,2.0,47.3019,18.3241,1.5505,1.9695,1.4387,0.7531,0.7531,88888.8,88214.422,57950.8862,592888.296,588390.1947
2,002123.SZ,20200304,18.18,2.6414,3.0828,0.52,188.7512,,3.1245,5.3568,4.5648,0.0,,81575.0735,66469.7326,56952.6216,1483034.8362,1208419.7387
3,002049.SZ,20200304,58.9,4.199,6.8187,0.77,102.7134,88.3247,8.5356,14.5384,10.4051,0.0985,0.0985,60681.7968,60623.2395,37331.8097,3574157.8315,3570708.8066
4,000565.SZ,20200304,4.96,0.9683,1.6287,1.03,47.5573,33.5533,1.8983,3.407,5.4841,0.2621,0.2621,43359.222,43359.222,25778.3238,215061.7411,215061.7411
5,002434.SZ,20200304,9.33,0.5188,1.1261,0.54,35.5571,28.9666,2.0179,2.8604,2.4018,1.5748,1.5748,134000.0,117378.7044,54076.13,1250220.0,1095143.3121
6,000523.SZ,20200304,7.02,1.5875,2.9027,0.73,132.3217,128.2628,2.2562,0.3679,0.3514,0.2849,0.2849,62753.3125,62690.3116,34286.3434,440528.2538,440085.9874
7,002530.SZ,20200304,14.3,2.2844,5.5491,0.85,38.2848,,2.9693,8.8147,8.4163,0.0,,77919.8175,63688.194,26218.4091,1114253.3903,910741.1742
8,688186.SH,20200304,41.23,15.6438,15.6438,0.94,50.5638,47.4991,4.2236,4.5074,4.278,,,16480.0,3801.9295,3801.9295,679470.4,156753.5533
9,601238.SH,20200304,11.88,0.4153,2.8801,1.39,11.1555,16.4862,1.5343,1.7007,1.9816,2.7771,2.7771,1023770.761,608434.0949,87740.888,12162396.6407,7228197.0474
10,600028.SH,20200304,4.71,0.0836,0.6221,0.57,9.0387,12.2924,0.7856,0.1972,0.1869,8.0679,8.0679,12107120.9646,9555777.1046,1284854.3653,57024539.7433,45007710.1627
11,300202.SZ,20200304,11.0,5.4745,9.7265,1.27,,161.2581,3.7376,9.7063,8.9291,0.0,,54950.4,42464.7206,23901.0598,604454.4,467111.9266
12,002348.SZ,20200304,3.59,4.6567,7.1706,0.62,301.3843,153.7472,2.5965,4.0957,4.3614,0.0,,94720.0,74309.0529,48257.0692,340044.8,266769.4999
13,603389.SH,20200304,4.85,1.1408,3.9674,0.97,,,1.7273,3.0555,3.2127,0.0,,26275.2,26275.2,7555.2,127434.72,127434.72
