,ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
0,300831.SZ,20201221,21.3,5.3723,5.3723,0.94,109.275,109.9342,8.9953,29.1177,36.0473,,0.1643,32000.0,8000.0,8000.0,681600.0,170400.0
1,600616.SH,20201221,10.85,17.3907,29.8089,1.12,246.4992,625.3888,3.7334,7.6887,9.2633,0.0,0.2127,66900.495,66900.495,39030.1735,725870.3708,725870.3708
2,002963.SZ,20201221,19.85,0.418,0.418,0.47,13.8294,61.2165,1.8037,2.5796,4.6662,,0.7557,15035.993,6899.453,6899.453,298464.4611,136954.1421
3,601058.SH,20201221,5.61,1.413,2.0854,1.08,12.6709,10.6825,1.8738,1.0011,1.012,0.8919,1.783,269948.0678,255889.445,173381.0426,1514408.6604,1435539.7865
4,601798.SH,20201221,6.11,1.5345,4.5831,0.74,,,1.2203,2.0068,1.8698,0.0,,35452.8198,35452.8198,11870.5461,216616.729,216616.729
5,000009.SZ,20201221,7.6,3.5271,4.1846,2.79,65.0935,31.5132,2.8974,1.6405,1.9349,0.2193,0.2632,257921.3965,255189.7988,215093.6458,1960202.6134,1939442.4709
6,603322.SH,20201221,17.28,1.1651,2.5639,0.43,,2863.2605,6.2757,2.1348,2.1365,0.4115,,15652.0,15652.0,7112.803,270466.56,270466.56
7,600737.SH,20201221,9.87,6.0804,12.1808,4.25,36.4236,28.2257,2.4384,1.1458,1.0345,0.0,1.2665,213884.8228,211109.876,105381.5155,2111043.201,2083654.4761
8,688390.SH,20201221,213.5,6.2484,6.2484,1.05,182.7357,84.0332,13.4954,19.874,14.8145,,,8800.0,2003.886,2003.886,1878800.0,427829.661
9,603300.SH,20201221,6.25,0.1943,0.2738,0.63,20.4645,29.2284,1.8173,4.8896,4.2255,0.0,,90270.6505,66895.1466,47483.6566,564191.5656,418094.6663
10,603332.SH,20201221,25.96,0.3266,0.3266,0.19,18.4052,65.8558,2.3594,1.9016,3.2828,2.6965,2.3112,11893.8,2973.5,2973.5,308763.048,77192.06
11,002645.SZ,20201221,10.2,4.992,12.2518,1.05,32.3498,29.5623,1.9939,2.6792,2.1175,0.7378,0.5882,56772.1698,43231.8223,17614.7249,579076.132,440964.5875
12,300527.SZ,20201221,10.21,1.8663,4.8938,0.94,58.4189,184.6298,3.9485,3.7858,5.8611,0.2531,,91380.8115,91380.8115,34849.5808,932998.0854,932998.0854
13,000680.SZ,20201221,3.67,1.5239,1.838,1.19,80.3912,114.8516,1.315,0.7112,0.6703,0.545,,124078.7611,105693.1007,87631.8608,455369.0532,387893.6796
14,605318.SH,20201221,15.49,9.5552,9.5552,1.02,23.6309,24.9761,2.4553,4.1684,4.4275,,,12917.1152,3229.2788,3229.2788,200086.1144,50021.5286
15,300674.SZ,20201221,34.67,0.9348,1.1191,0.77,52.0957,44.4794,6.4602,5.3866,5.2306,0.5601,0.4201,41198.92,27609.344,23062.9078,1428366.5564,957215.9565
16,300539.SZ,20201221,8.0,1.8655,2.7133,0.7,181.9394,159.0537,3.6658,3.1903,3.146,0.4707,0.4505,22199.288,11314.1448,7778.9586,177594.304,90513.1584
17,000581.SZ,20201221,24.04,1.0528,1.8298,1.27,10.6944,8.7516,1.3683,2.7612,1.9587,4.9917,4.4931,100895.057,81694.0552,47003.9754,2425517.1703,1963925.087
18,003002.SZ,20201221,14.78,5.2839,5.2839,0.65,38.7293,34.8952,2.9173,5.9098,5.4809,,,20000.0,5000.0,5000.0,295600.0,73900.0
19,603709.SH,20201221,22.43,3.283,3.283,1.34,53.2332,81.2171,2.8412,1.6775,1.6034,0.9808,1.0254,8000.0,2000.0,2000.0,179440.0,44860.0
20,688550.SH,20201221,92.53,1.6843,1.6843,0.71,43.7404,43.2707,2.46,6.558,6.8991,,,7018.1579,1627.8028,1627.8028,649390.1505,150620.5931
21,000608.SZ,20201221,3.4,0.3266,0.5571,0.89,,,0.9074,10.5024,12.4009,0.0,,74991.3309,74976.9709,43954.2171,254970.5251,254921.7011
22,600831.SH,20201221,6.94,0.7344,1.0376,0.96,,,1.3337,1.8749,1.8685,0.1438,,71045.7531,71045.7531,50286.6883,493057.5265,493057.5265
23,603800.SH,20201221,10.05,0.4127,1.27,1.58,18.6174,,2.3268,1.596,2.2864,4.9751,4.9751,20800.0,20800.0,6760.0,209040.0,209040.0
24,300666.SZ,20201221,53.85,5.0186,6.5315,2.08,187.284,84.8885,11.5554,14.5715,10.9135,0.1055,0.1092,22323.1393,13549.4804,10410.9448,1202101.0513,729639.5195
25,000166.SZ,20201221,5.14,0.2169,0.5029,0.95,22.4405,17.1428,1.4748,5.2333,4.3407,0.9728,1.5564,2503994.456,2253550.7316,972220.3457,12870531.5038,11583250.7604
26,600732.SH,20201221,17.41,6.7185,8.6192,2.49,60.5774,76.835,7.2205,5.8413,4.3557,0.0,,203632.9187,44638.308,34794.8589,3545249.1146,777152.9423
27,002599.SZ,20201221,4.02,1.3605,1.7028,1.54,15.5868,25.5173,1.2453,1.128,1.0988,0.0,,54791.9805,36527.2307,29185.0139,220263.7616,146839.4674
28,600855.SH,20201221,14.72,4.6233,7.2373,3.46,151.1991,42.4453,3.7558,2.4902,2.2545,0.3545,0.2043,43853.6633,34093.1629,21779.2005,645525.9238,501851.3579
29,600379.SH,20201221,5.48,0.4255,0.7964,1.07,40.9655,46.247,3.2757,1.9376,2.099,0.8472,1.3869,33020.1564,33020.1564,17640.3554,180950.4571,180950.4571
30,300300.SZ,20201221,5.43,1.3305,2.0112,0.83,,,2.9994,8.074,14.2593,0.3748,,67139.691,67122.8655,44405.3316,364568.5221,364477.1597
31,600320.SH,20201221,2.99,0.2038,0.3755,1.41,30.5913,33.9618,1.133,0.6405,0.6695,1.6722,1.6722,526835.3501,332199.7661,180323.2242,1575237.6968,993277.3006
32,300873.SZ,20201221,43.69,2.8443,2.8443,0.85,45.361,32.0308,3.3882,6.3295,5.741,,,13333.3334,3161.4397,3161.4397,582533.3362,138123.3005
33,300232.SZ,20201221,10.05,2.9521,3.463,1.57,18.629,35.1194,2.8546,1.7615,2.072,0.4627,0.1486,98225.4034,71531.1793,60978.4422,987165.3042,718888.352
