,ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
0,600797.SH,20201119,8.46,0.8581,1.016,1.47,160.5412,111.8484,2.0794,2.3114,2.3079,0.3621,0.3591,102752.7102,102752.7102,86778.8604,869287.9283,869287.9283
1,300678.SZ,20201119,25.64,2.623,5.5302,0.54,130.7831,124.1432,7.7166,12.6647,12.0611,0.195,0.195,18000.0,18000.0,8537.7098,461520.0,461520.0
2,603127.SH,20201119,99.94,0.8046,1.8594,0.9,127.44,103.245,22.8502,35.553,24.6432,0.1518,0.2422,22745.4729,22690.0133,9819.0226,2273182.5616,2267639.9292
3,000929.SZ,20201119,9.13,6.6759,9.4182,1.52,108.4961,,2.5657,3.7237,4.954,0.0,,18576.6,18575.4223,13166.8096,169604.358,169593.6056
4,002191.SZ,20201119,10.2,1.4018,2.493,0.86,17.0414,17.2652,2.0484,3.746,3.6308,2.9412,1.4624,146487.045,146180.8063,82196.8583,1494167.859,1491044.2243
5,600582.SH,20201119,3.23,0.4356,1.2198,0.98,12.0711,11.4679,0.76,0.6896,0.6886,1.548,3.096,413858.8892,413858.8892,147811.9114,1336764.2121,1336764.2121
6,603565.SH,20201119,24.1,7.4334,7.4334,0.65,18.7348,20.0679,3.4575,1.6228,1.5999,,,66666.6667,6666.6667,6666.6667,1606666.6675,160666.6675
7,002076.SZ,20201119,1.77,1.2354,1.2754,0.89,,,,3.8256,3.7914,0.0,,76411.3035,50421.8581,48843.2667,135248.0072,89246.6888
8,300195.SZ,20201119,7.45,1.6807,1.9077,1.1,,,1.1345,2.441,2.3003,0.0,,42338.7356,29286.6281,25802.0281,315423.5802,218185.3793
9,300806.SZ,20201119,47.9,3.4959,3.4959,0.55,50.9915,38.2353,4.8022,3.9576,3.8085,,0.2061,11837.1379,2921.0,2921.0,566998.9054,139915.9
10,605399.SH,20201119,21.15,21.3117,21.3117,1.07,32.7494,33.2953,3.5932,5.6381,5.5236,,,18400.0,4600.0,4600.0,389160.0,97290.0
11,300364.SZ,20201119,7.04,1.9011,2.4487,0.69,,,3.5115,7.2588,6.0418,0.0,,72729.531,63178.8783,49050.4824,512015.8982,444779.3032
12,600061.SH,20201119,14.65,0.4257,1.1585,1.0,20.8685,15.2385,1.4826,92.6914,166.9332,0.5529,0.9556,422712.9727,422712.9727,155316.5853,6192745.0501,6192745.0501
13,002467.SZ,20201119,6.66,0.8543,0.8984,0.88,51.9458,18.9084,3.7292,8.949,9.2786,0.8772,0.7499,136192.4423,116730.8967,111002.3901,907041.6657,777427.772
14,300164.SZ,20201119,5.01,10.0302,11.0023,0.58,57.0017,,1.3832,1.6537,2.8809,1.7537,1.5968,51353.0289,36399.8,33183.744,257278.6748,182362.998
15,000931.SZ,20201119,8.04,0.9508,1.4736,1.17,63.5923,380.4956,3.5746,2.8359,3.3082,0.0,,75312.6982,74619.1907,48147.8324,605514.0935,599938.2932
16,603987.SH,20201119,13.87,1.2204,2.0413,0.81,36.0079,30.1293,3.5977,3.3712,2.4105,1.0815,1.0674,44160.9,43641.9,26090.999,612511.683,605313.153
17,000762.SZ,20201119,12.36,4.9601,6.3813,0.66,76.2408,101.0676,3.1875,9.8034,13.5442,0.0,,52081.924,52079.5518,40480.753,643732.5806,643703.2602
18,300205.SZ,20201119,13.13,3.8644,7.2666,2.16,29.3489,,4.2019,2.5526,3.0184,0.7616,0.7616,43005.6,42598.8788,22654.2106,564663.528,559323.2786
19,002828.SZ,20201119,8.98,2.5243,2.6703,0.91,41.4892,65.6473,1.8347,1.2818,1.9444,0.6801,0.6755,20098.76,15038.9087,14216.5337,180486.8648,135049.4001
20,002441.SZ,20201119,9.15,2.5588,3.7801,1.98,22.1352,18.3086,1.2501,0.5021,0.4794,2.2961,2.4044,54460.2079,39539.6328,26764.8243,498310.9023,361787.6401
21,600598.SH,20201119,17.08,0.5981,1.6681,0.93,35.7792,33.2257,4.3309,9.7589,9.4809,2.3419,2.2248,177767.9909,177767.9909,63741.7788,3036277.2846,3036277.2846
22,000819.SZ,20201119,7.34,0.7883,1.2814,1.34,36.4141,126.5887,2.667,1.258,1.4541,0.2471,0.3244,29915.0255,29915.0255,18402.401,219576.2872,219576.2872
23,300107.SZ,20201119,7.77,12.6548,15.947,1.03,13.1477,42.9346,2.873,4.6269,7.0696,3.8415,7.7039,55091.2036,33650.0151,26702.968,428058.652,261460.6173
24,002078.SZ,20201119,16.13,0.726,1.3922,0.71,19.2727,20.2287,2.726,1.8442,1.9081,0.6174,0.6173,260249.8563,258106.6813,134584.2629,4197830.1821,4163260.7694
25,601939.SH,20201119,6.65,1.4645,1.5784,1.75,6.2331,6.725,0.7548,2.3562,2.2546,4.6015,4.812,25001097.7486,959365.7606,890107.583,166257300.0282,6379782.308
26,688313.SH,20201119,26.89,4.6989,4.6989,0.88,,312.9711,10.7148,22.5824,18.878,,,45880.23,4152.4315,4152.4315,1233719.3847,111658.883
27,688336.SH,20201119,27.2,1.0533,1.0533,1.02,73.0977,143.2246,3.5885,14.2357,16.6167,,,61621.1413,5623.367,5623.367,1676095.0434,152955.5824
28,600182.SH,20201119,15.24,1.939,1.939,1.36,59.6507,86.3812,5.2055,1.6878,1.8872,1.0499,1.0367,34000.0,17000.0,17000.0,518160.0,259080.0
29,002211.SZ,20201119,7.19,21.0532,25.5869,3.33,,,4.198,2.8149,2.8599,0.0,,43247.5779,31018.8279,25522.6828,310950.0851,223025.3726
30,300800.SZ,20201119,33.04,0.8608,1.3848,0.87,22.9846,21.7751,2.9272,7.1976,7.1453,,0.7567,16000.0,9760.0,6066.6668,528640.0,322470.4
31,002157.SZ,20201119,18.31,2.338,4.1402,1.24,27.9997,6.5602,3.0799,1.881,1.1658,0.2057,0.38,251868.2851,226739.6235,128039.1145,4611708.3002,4151602.5063
32,002277.SZ,20201119,4.09,0.5324,0.7833,0.9,18.0086,35.5611,0.8229,0.9126,1.0059,1.2225,0.6112,139417.28,139417.28,94772.406,570216.6752,570216.6752
33,002781.SZ,20201119,20.88,11.4838,23.0493,7.83,54.5378,,2.4516,1.1703,1.6778,0.3592,0.1868,22500.0,20818.5522,10372.3763,469800.0,434691.3699
34,000089.SZ,20201119,8.78,0.7818,1.8168,0.86,30.3272,345.4133,1.5213,4.7302,5.7542,0.929,0.9112,205076.9509,205076.9509,88247.3977,1800575.6289,1800575.6289
35,300479.SZ,20201119,16.78,1.6198,2.5074,0.93,143.1872,307.655,4.5595,6.0389,6.9687,0.1785,0.1785,16928.7237,16764.2673,10830.0525,284063.9837,281304.4053
36,002891.SZ,20201119,54.45,1.5006,3.78,0.76,135.1296,82.7363,6.2739,6.2207,5.0331,0.0937,0.0955,19607.5132,17870.182,7094.1757,1067629.0937,973031.4099
37,600081.SH,20201119,11.95,1.612,4.6056,0.92,25.3504,27.4947,2.5959,0.5738,0.5713,1.1883,1.1883,31356.0,31356.0,10974.6,374704.2,374704.2
38,603662.SH,20201119,28.69,1.9011,1.9011,1.32,26.194,22.8643,2.594,6.4769,6.1733,,1.2448,16716.0636,7618.501,7618.501,479583.8647,218574.7937
39,300716.SZ,20201119,10.3,1.8759,4.2503,0.62,63.4967,,2.5368,0.6334,0.6278,0.6408,0.2816,16002.0,16002.0,7062.575,164820.6,164820.6
40,601016.SH,20201119,2.76,0.7223,1.3285,0.99,23.5628,19.7915,1.4153,5.5332,5.093,1.401,1.5399,498667.2,415556.0,225926.4,1376321.472,1146934.56
41,002214.SZ,20201119,22.42,2.3956,2.6423,0.99,75.7381,26.848,7.4402,19.386,10.7889,0.1338,0.3568,45866.6666,35732.1401,32395.4925,1028330.6652,801114.581
42,002640.SZ,20201119,6.33,4.8067,5.8566,0.86,,,2.007,0.5518,0.5842,0.7109,,155804.133,123437.6533,101310.137,986240.1619,781360.3454
43,000978.SZ,20201119,4.86,0.5383,0.8201,0.95,31.809,,1.2013,2.8872,5.8017,1.6461,0.4115,36010.0,36005.3425,23631.6952,175008.6,174985.9646
44,601606.SH,20201119,12.48,7.1346,8.3067,3.28,89.9973,92.2974,3.9479,6.0305,6.2936,0.3365,0.3365,72422.84,29772.6841,25571.9441,903837.0432,371563.0976
45,002486.SZ,20201119,3.32,1.0094,1.293,0.84,,78.4059,2.8739,2.7475,2.3745,0.0,,83200.0,83198.2825,64950.5844,276224.0,276218.2979
46,300270.SZ,20201119,7.3,2.3733,2.7199,0.63,,,2.4679,9.3805,10.993,0.0,,30280.6028,19803.7165,17279.9885,221048.4004,144567.1305
47,603712.SH,20201119,41.2,1.6158,2.5235,1.95,92.1079,78.3791,11.9853,14.8583,13.8356,0.1214,0.2427,77200.0,36643.68,23463.04,3180640.0,1509719.616
48,000028.SZ,20201119,50.49,0.5799,1.6005,0.51,17.0033,16.5421,1.5948,0.4153,0.3857,0.7922,1.1884,42812.6983,36773.3625,13323.9404,2161613.1372,1856687.0726
49,600399.SH,20201119,11.21,1.3576,2.1043,0.91,73.1966,41.5089,4.5311,3.8507,3.6373,0.0,,197210.0,197210.0,127229.8912,2210724.1,2210724.1
50,600015.SH,20201119,6.37,0.2174,0.5239,1.16,4.4746,4.7166,0.4592,1.1568,1.0481,2.7316,3.9089,1538722.3983,1282268.6653,532094.9437,9801661.6772,8168051.398
51,300823.SZ,20201119,35.06,3.7466,3.7466,0.52,38.976,41.0506,3.6537,6.9041,7.2814,,0.6161,9355.9091,2340.0,2340.0,328018.173,82040.4
52,600586.SH,20201119,4.68,4.9166,7.2578,0.86,67.9296,47.0873,1.5799,1.2702,1.3503,1.2821,0.641,142877.0,142877.0,96788.5622,668664.36,668664.36
53,603337.SH,20201119,32.24,0.385,1.0338,0.61,47.6727,50.0181,5.0525,3.9829,4.4206,1.1129,0.433,44573.142,44448.822,16550.6197,1437038.0981,1433030.0213
54,688106.SH,20201119,28.99,1.4775,1.4775,0.68,79.2903,76.8373,5.1658,12.0981,11.6947,,,48433.34,10185.629,10185.629,1404082.5266,295281.3847
55,600600.SH,20201119,87.03,1.0415,2.4926,1.27,64.1027,52.899,5.5735,4.2426,4.3159,0.5413,0.6202,136418.2795,69591.3617,29078.1562,11872482.8649,6056536.2088
56,605255.SH,20201119,19.42,13.4551,13.4551,1.21,33.3587,41.9315,2.8598,7.557,9.0151,,,13408.0,3352.0,3352.0,260383.36,65095.84
57,002620.SZ,20201119,6.77,2.0099,2.8699,1.32,16.3974,18.569,1.0419,0.6708,0.6937,0.8871,0.8871,37829.2,30983.8969,21699.2413,256103.684,209760.982
58,600100.SH,20201119,6.86,0.319,0.4436,0.8,68.2989,,1.2955,0.8825,0.8892,0.0,0.5102,296389.8951,296389.8951,213095.0071,2033234.6804,2033234.6804
59,601098.SH,20201119,10.82,0.3451,0.9774,0.5,15.2331,14.2059,1.4324,1.8939,1.8917,5.6377,5.7301,179600.0,179600.0,63411.652,1943272.0,1943272.0
60,000897.SZ,20201119,2.69,1.4204,1.8429,0.58,24.9936,11.1654,3.0982,3.3927,1.8779,0.0,,161727.2234,161724.4634,124647.1852,435046.2309,435038.8065
61,600567.SH,20201119,3.36,1.6489,2.4706,0.93,11.3356,15.1279,1.0502,0.6644,0.6672,0.0,,459559.0029,459559.0029,306713.2469,1544118.2497,1544118.2497
62,002112.SZ,20201119,9.11,6.3375,10.1614,1.69,183.4326,59.032,4.5172,2.5853,2.1839,0.0,,20160.0,19880.2893,12399.0672,183657.6,181109.4355
63,002759.SZ,20201119,12.79,3.8116,9.4296,0.73,158.4305,,1.952,6.6426,7.828,0.0,0.3127,40215.2567,40215.2567,16255.8227,514353.1332,514353.1332
64,000716.SZ,20201119,3.44,1.5344,2.3125,1.29,75.6167,,0.9505,0.5718,0.6594,0.0,0.5814,74399.955,67848.0382,45017.4094,255935.8452,233397.2514
65,603519.SH,20201119,15.8,0.824,1.9379,0.56,26.5259,35.2937,4.703,2.7305,2.9031,3.1646,1.8987,22193.9866,22193.9866,9437.1306,350664.9883,350664.9883
66,600335.SH,20201119,6.38,4.5,10.7948,0.99,17.2895,36.1739,0.9064,0.1782,0.2085,2.3511,0.9404,145687.5351,102973.6837,42926.7069,929486.4739,656972.102
67,300537.SZ,20201119,21.08,7.8162,8.8597,1.05,56.3696,364.4481,3.0605,5.0299,5.6455,0.2846,0.3795,19302.7584,12538.1223,11061.4153,406902.1471,264303.6181
68,002733.SZ,20201119,18.25,1.1778,2.0571,0.46,41.1163,96.831,2.3976,2.4019,2.7654,0.7458,1.243,38585.8813,32954.3673,18868.1104,704192.3337,601417.2032
69,300523.SZ,20201119,38.16,0.5662,1.0504,0.68,71.8641,83.1192,5.9263,5.6727,5.519,0.3494,0.2673,23263.7638,22784.082,12280.3198,887745.2266,869440.5691
70,000038.SZ,20201119,11.25,1.3693,2.0914,0.97,48.0573,27.403,2.0631,3.2053,3.6557,0.0,,52277.7419,23817.7966,15594.5337,588124.5964,267950.2118
71,000977.SZ,20201119,28.83,1.0981,1.7301,1.14,45.1261,40.3229,3.5809,0.8114,0.7112,0.1846,0.2407,145372.131,145280.8551,92203.4218,4191078.5367,4188447.0525
72,300795.SZ,20201119,28.29,13.656,13.656,0.5,42.8582,,6.2956,6.6552,12.3639,,3.5348,10016.4,3691.5994,3691.5994,283363.956,104435.347
73,002949.SZ,20201119,23.53,2.0449,2.6254,1.18,33.8716,29.4662,3.7845,3.861,3.0091,1.0625,0.85,19603.0,9349.7,7282.45,461258.59,219998.441
74,601816.SH,20201119,5.81,1.2158,1.2158,0.9,23.9007,66.8838,1.5655,8.6609,11.3524,,0.9088,4910648.4611,321185.9516,321185.9516,28530867.559,1866090.3788
