,ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
0,000001.SZ,20200528,13.07,0.4951,1.117,1.78,8.9958,8.6574,0.7729,1.8385,1.7686,0.9816,2.6496,1940591.8198,1940575.268,860111.1956,25363535.0848,25363318.7528
1,000002.SZ,20200528,26.14,0.7306,1.0966,1.38,7.6003,7.5752,1.5659,0.8031,0.8044,3.9981,3.9981,1130214.3001,971517.0043,647235.9252,29543801.8046,25395454.4924
2,000004.SZ,20200528,28.79,3.3697,4.7096,1.31,1533.1723,3035.6993,3.4039,43.8985,193.5829,0.0,,16505.2625,8392.0684,6004.3836,475186.5074,241607.6492
3,000005.SZ,20200528,2.57,0.2873,0.368,0.59,15.5731,15.8671,1.7732,4.9229,5.2866,0.0,,105853.6842,105794.6242,82576.0487,272043.9684,271892.1842
4,000006.SZ,20200528,4.81,0.4782,0.7477,0.9,8.1051,7.936,0.9461,1.7403,1.6356,4.0541,4.0541,134999.5046,134830.7972,86230.9824,649347.6171,648536.1345
5,000007.SZ,20200528,7.96,0.6843,1.0803,0.74,123.7342,,14.7832,65.6276,66.3767,0.0,,34644.8044,30894.8044,19569.4167,275772.643,245922.643
6,000008.SZ,20200528,2.97,0.4297,0.6863,0.94,19.0132,26.2665,1.1238,2.5648,2.7251,0.3345,0.3345,278079.5346,266529.7419,166869.6652,825896.2178,791593.3334
7,000009.SZ,20200528,6.74,1.4052,1.708,0.67,57.7277,63.1596,3.1261,1.4549,1.5353,0.2473,0.2473,257921.3965,254383.6879,209287.5349,1738390.2124,1714546.0564
8,000010.SZ,20200528,3.88,0.36,0.3843,1.24,68.4465,99.7094,7.2992,1.6804,1.8036,0.0,,81985.4713,52217.1498,48909.8798,318103.6286,202602.5412
9,000011.SZ,20200528,9.11,1.8507,6.6693,1.74,6.6389,6.0909,1.7605,1.3705,1.2236,3.2931,3.9517,59597.9092,52647.5543,14609.332,542936.9528,479619.2197
10,000012.SZ,20200528,4.58,0.3948,0.4131,0.65,26.5375,27.6139,1.4816,1.3594,1.4259,0.9925,0.9925,310819.6163,195705.9361,187042.5914,1423553.8427,896333.1873
11,000014.SZ,20200528,8.61,1.572,2.3824,1.07,82.365,48.7655,1.932,3.9638,3.3541,0.7666,0.7666,20170.5187,20170.5187,13309.1796,173668.166,173668.166
