,ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
0,002329.SZ,20201116,5.01,0.9446,1.0801,0.84,86.3035,68.1351,1.9031,1.8625,1.7622,0.0,0.1996,83764.0035,52425.5328,45849.9481,419657.6575,262651.9193
1,002119.SZ,20201116,11.32,1.0459,1.4633,0.61,45.8855,49.9298,4.4489,2.9954,2.8871,0.1699,0.2208,37528.4,36750.35,26267.8085,424821.488,416013.962
2,002973.SZ,20201116,25.52,5.2598,5.2598,1.61,79.4033,32.1147,7.8103,4.7506,3.707,,0.1332,40866.0,4089.0,4089.0,1042900.32,104351.28
3,002877.SZ,20201116,7.79,0.7437,1.5848,0.99,36.947,51.0642,3.6298,5.4347,5.1016,0.4814,0.4866,33251.2954,20434.0335,9589.8063,259027.5912,159181.121
4,000537.SZ,20201116,6.44,0.3657,1.4241,1.05,3.8174,4.6269,0.7965,0.5218,0.5073,2.0186,4.6584,186252.072,173140.6933,44461.1083,1199463.3437,1115026.0649
5,600990.SH,20201116,38.3,0.764,1.2808,0.86,54.8911,56.3639,2.5537,1.6608,1.8971,0.4439,0.1828,15917.911,14093.1054,8406.3279,609655.9913,539765.9368
6,002938.SZ,20201116,50.33,2.7671,2.7692,1.53,39.7777,44.7216,5.7879,4.3711,4.3501,0.9934,0.9934,231143.0816,48016.9744,47980.8081,11633431.2969,2416694.3216
7,000910.SZ,20201116,15.52,1.3355,2.4944,0.87,11.8059,12.4998,1.5675,1.1641,1.242,0.8477,0.8462,54739.75,54715.25,29295.17,849560.92,849180.68
8,300341.SZ,20201116,9.7,1.1931,3.4717,0.56,33.3676,36.076,4.6882,4.4259,4.3168,0.5979,0.3093,51016.3336,50964.2686,17513.8302,494858.4359,494353.4054
9,300897.SZ,20201116,53.24,9.4886,9.4886,0.65,55.6521,47.3121,4.4494,11.2843,9.913,,,6800.0,1700.0,1700.0,362032.0,90508.0
10,002534.SZ,20201116,10.3,1.7395,6.8835,2.35,20.7956,14.8802,2.3667,1.9386,1.5491,1.9419,3.7754,73920.105,73680.876,18619.8804,761377.0815,758913.0228
11,600372.SH,20201116,16.15,0.4769,1.416,0.72,56.0063,44.2019,2.9877,3.7284,3.4629,0.2816,0.3399,192821.4265,192821.4265,64945.8653,3114066.038,3114066.038
12,300592.SZ,20201116,22.25,7.1888,7.8471,3.18,341.1874,,5.6557,6.6127,10.2949,0.0,,12238.11,9515.0475,8716.85,272297.9475,211709.8069
13,600819.SH,20201116,4.87,1.1926,3.714,1.13,21.8374,24.7217,1.3479,1.0093,1.1163,0.616,1.3758,93491.6069,74741.6067,24001.0914,455304.1256,363991.6246
14,600266.SH,20201116,5.77,0.1534,0.2639,0.45,6.2365,11.4672,0.6031,0.7924,1.1246,2.8885,3.4662,225653.76,225653.76,131187.4339,1302022.1952,1302022.1952
15,600969.SH,20201116,6.63,0.7847,1.1824,1.85,44.4248,74.6443,0.6936,0.8141,0.8099,0.3967,0.6169,37005.0484,37005.0484,24559.3975,245343.4709,245343.4709
16,002340.SZ,20201116,5.11,4.5394,5.1291,1.89,33.2446,53.4617,1.8765,1.7029,1.8567,0.5094,0.5872,478352.2257,412694.6472,365241.6752,2444379.8733,2108869.6472
17,300902.SZ,20201116,52.39,16.0367,16.0367,0.54,89.9162,85.5016,8.233,24.1737,22.7642,,,12798.0,3034.6688,3034.6688,670487.22,158986.2984
18,300541.SZ,20201116,24.22,5.2093,5.3898,0.8,80.5876,49.2011,6.1451,3.1861,2.1178,0.2101,0.222,23580.4033,18610.2504,17986.7758,571117.3679,450740.2647
19,600018.SH,20201116,4.52,0.3377,2.3264,0.76,11.5584,12.6124,1.2299,2.9014,3.6488,3.4071,3.208,2317367.465,2317367.465,336380.8683,10474500.9418,10474500.9418
20,300374.SZ,20201116,13.63,1.3066,2.4022,1.26,49.7854,57.0867,2.1463,3.5129,3.0628,0.2201,0.2201,24591.2337,16988.7592,9240.69,335178.5153,231556.7879
21,002734.SZ,20201116,13.5,2.0504,2.7801,1.48,15.6234,12.286,2.1549,1.7754,1.1393,1.973,1.7094,37252.4841,32353.7871,23861.9415,502908.5354,436776.1259
22,300601.SZ,20201116,158.4,0.9278,1.4751,0.96,187.4185,186.6106,15.5388,55.4064,54.672,0.1498,0.1874,67975.3717,45770.1381,28786.7895,10767298.8773,7249989.875
23,300136.SZ,20201116,44.97,4.1989,4.4171,1.35,42.4557,46.1699,7.9884,8.4339,7.3397,0.0,0.1119,96286.8638,81159.0087,77151.1854,4330020.2651,3649720.6212
24,300309.SZ,20201116,3.33,2.1978,2.8913,0.38,,,12.7354,2.4968,7.0787,0.0,,88612.3765,83744.4268,63656.8948,295079.2137,278868.9412
