,ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
0,603896.SH,20200218,29.97,1.8152,1.8197,1.26,40.0531,41.1986,4.0166,8.4306,8.1232,0.7674,0.7674,14387.1604,6203.9984,6188.6024,431183.1972,185933.832
1,600896.SH,20200218,4.04,0.3389,0.7278,0.85,30.683,,2.1655,66.1848,110.7629,0.0,,86909.9075,86909.9075,40465.3662,351116.0263,351116.0263
2,600170.SH,20200218,3.24,0.3475,0.5944,0.75,10.3783,7.6526,0.8676,0.1692,0.1409,4.1667,4.1667,890439.7728,848690.9929,496148.0229,2885024.8639,2749758.817
3,603589.SH,20200218,46.28,0.7921,1.3312,0.86,18.1175,16.4616,4.231,6.5046,6.1335,3.2411,3.2411,60000.0,60000.0,35703.1806,2776800.0,2776800.0
4,600149.SH,20200218,4.88,0.5961,0.9214,1.03,902.0175,205.5377,9.1833,25.3681,12.7674,0.0,,38016.0,38016.0,24595.425,185518.08,185518.08
5,300478.SZ,20200218,11.72,1.8899,4.2478,1.48,70.0963,,2.7747,1.7401,1.9245,0.6655,0.6655,12667.3,12595.4448,5603.9448,148460.756,147618.6131
6,601019.SH,20200218,6.58,1.5034,1.5034,1.5,9.2474,9.4401,1.3536,1.4685,1.5126,4.4073,4.4073,208690.0,42690.0,42690.0,1373180.2,280900.2
7,002212.SZ,20200218,24.4,2.0774,3.1482,1.03,58.2515,81.2087,3.3633,4.4866,4.4979,0.0,,115848.3285,89642.1771,59153.2012,2826699.2154,2187269.1212
8,300768.SZ,20200218,42.07,11.9009,11.9009,0.81,83.7206,74.4909,10.4938,23.9021,21.9604,0.0,,40001.0,4001.0,4001.0,1682842.07,168322.07
9,002524.SZ,20200218,9.59,5.327,7.2649,1.16,,87.5939,5.2884,4.2082,3.4057,0.0,,51572.9591,48422.7195,35505.8487,494584.6778,464373.88
10,603099.SH,20200218,8.18,0.6401,1.5786,1.11,32.2544,30.0014,2.0034,4.6998,4.6843,0.3178,0.3178,26667.0,26667.0,10813.694,218136.06,218136.06
11,600333.SH,20200218,4.6,1.065,2.2453,1.48,,,1.3972,1.7861,1.7376,0.0,,60903.0684,52961.9808,25121.9808,280154.1146,243625.1117
12,002594.SZ,20200218,59.47,2.002,2.8916,1.09,58.3566,57.3815,3.0946,1.2475,1.2027,0.343,0.343,272814.2855,114066.1634,78976.6656,16224265.5587,6783514.7374
13,002950.SZ,20200218,41.51,30.2225,30.2225,0.98,76.936,57.4942,8.9719,8.6434,7.6482,0.3614,0.3614,42217.6938,4800.0,4800.0,1752456.4696,199248.0
14,002048.SZ,20200218,23.18,4.3535,5.3369,0.72,19.836,16.1733,1.6371,0.9725,0.9114,0.6471,0.6471,62622.7314,54496.6742,44454.3386,1451594.9139,1263232.908
15,300438.SZ,20200218,30.74,6.672,8.7859,1.57,32.6382,32.5483,3.524,3.3646,2.6242,0.1944,0.1944,28115.1873,21224.1878,16117.5597,864260.8576,652431.533
16,601636.SH,20200218,5.31,1.6254,2.8878,0.83,11.8176,12.1383,1.8329,1.7034,1.6129,5.5404,5.5404,268770.294,266025.904,149736.0461,1427170.2611,1412597.5502
17,002715.SZ,20200218,21.85,2.497,4.7577,1.3,195.8084,367.0843,4.0835,5.671,6.2208,0.0,,9200.0,8519.1957,4471.2154,201020.0,186144.426
18,600900.SH,20200218,17.52,0.0573,0.1504,0.96,17.0466,17.8776,2.5787,7.5261,7.7264,3.8813,3.8813,2200000.0,2200000.0,837777.0708,38544000.0,38544000.0
19,600073.SH,20200218,7.7,1.8571,2.9852,1.28,23.5963,21.4301,1.8186,0.3256,0.3124,1.2987,1.2987,93772.9472,93772.9472,58336.4598,722051.6934,722051.6934
20,603916.SH,20200218,16.76,3.2915,3.2915,1.17,19.3961,17.5448,2.2785,2.2478,1.7253,1.4321,1.4321,31061.0,13106.2,13106.2,520582.36,219659.912
21,603536.SH,20200218,13.59,19.6836,19.6836,1.4,50.2217,,3.8112,2.1916,2.0748,0.883,0.883,16800.0,6025.4067,6025.4067,228312.0,81885.2771
22,002179.SZ,20200218,38.92,1.41,2.8924,1.85,44.9246,39.3898,4.9763,5.482,4.7965,0.2399,0.2399,110090.7225,106203.3557,51771.8994,4284730.9197,4133434.6038
23,600415.SH,20200218,3.61,0.3289,0.793,1.27,18.1502,26.3451,1.5618,5.4678,4.8248,1.662,1.662,544321.4176,544321.4176,225756.8256,1965000.3175,1965000.3175
24,300682.SZ,20200218,30.78,8.6607,15.695,1.57,156.652,25.1384,5.1677,20.6226,9.9551,0.167,0.167,68036.775,17186.8821,9483.9532,2094171.9345,529012.231
25,300225.SZ,20200218,5.78,2.4331,3.7246,1.48,245.4853,93.4149,3.0007,3.3615,3.3257,0.0,,47034.0,46860.6681,30612.1639,271856.52,270854.6616
26,002494.SZ,20200218,4.9,3.0842,3.5116,1.7,112.0198,111.1539,1.0004,3.7682,4.0466,0.2041,0.2041,38556.0818,29594.7607,25992.6444,188924.8008,145014.3274
27,300157.SZ,20200218,3.55,1.9706,2.3389,1.15,82.652,,0.7033,1.6984,2.216,0.0,,71211.3257,70705.7451,59570.2314,252800.2062,251005.3951
28,002575.SZ,20200218,6.36,0.7551,1.1162,0.98,568.5013,,3.9791,206.612,95.62,0.0,,61872.0,58789.95,39771.84,393505.92,373904.082
29,600651.SH,20200218,3.94,0.9366,1.377,0.77,,,,1.1755,1.2426,0.0,,98522.0002,98522.0002,67008.1607,388176.6808,388176.6808
30,300538.SZ,20200218,17.46,9.8147,14.8797,1.89,87.0106,80.4273,5.9966,2.0434,1.7501,0.4776,0.4776,15162.9768,6047.9575,3989.2589,264745.5749,105597.338
31,002552.SZ,20200218,21.26,6.3009,15.0855,1.06,226.9204,109.3975,9.8271,20.9444,19.0086,0.0,,30623.2338,20014.8944,8359.7259,651049.9506,425516.6549
32,600082.SH,20200218,3.56,0.535,0.7108,0.88,156.9117,75.0376,1.3428,2.9435,2.8078,0.0,,64611.5826,63428.9782,47740.3294,230017.2341,225807.1624
33,002103.SZ,20200218,4.82,5.62,8.3116,1.3,,,2.5343,1.2839,1.3787,0.0,,54562.3431,38579.2327,26085.9595,262990.4937,185951.9016
34,300609.SZ,20200218,42.19,8.0115,11.0985,3.96,65.0668,55.6277,7.913,17.1169,14.3713,0.5838,0.5838,10108.9168,5538.1345,3997.7542,426495.1998,233653.8946
35,002479.SZ,20200218,6.35,1.2849,1.9559,1.06,45.0325,31.2644,1.4723,1.875,1.6434,0.791,0.791,88888.8,88214.422,57950.8862,564443.88,560161.5797
36,002967.SZ,20200218,42.4,6.9143,6.9143,0.89,114.9925,105.5916,9.819,11.4184,9.5415,,,33067.0,8267.0,8267.0,1402040.8,350520.8
37,300570.SZ,20200218,29.46,7.2661,16.9659,1.22,44.3627,35.0816,5.2825,8.5328,7.2764,1.222,1.222,22999.68,12074.2225,5171.1333,677570.5728,355706.5949
38,601519.SH,20200218,8.48,10.0827,25.1039,2.1,155.6197,271.9268,12.3396,28.3939,27.0829,0.0,,198770.0,198770.0,79833.5441,1685569.6,1685569.6
39,002094.SZ,20200218,4.39,3.027,4.175,1.5,29.043,12.5876,0.9534,0.5559,0.5475,0.0,,69089.7549,65572.1392,47541.1545,303304.024,287861.6911
40,603067.SH,20200218,5.58,0.9841,1.9478,1.33,16.4615,16.4283,1.813,1.7127,1.6927,1.5361,1.5361,43120.0,43120.0,21785.302,240609.6,240609.6
41,601677.SH,20200218,11.48,1.0566,1.4214,1.29,14.2749,8.8192,1.0051,0.5311,0.5065,1.6244,1.6244,61629.5313,57463.4313,42714.3366,707507.0193,659680.1913
