,ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
0,000001.SZ,20200515,13.23,0.39,0.8799,1.03,9.1059,8.7634,0.9091,1.861,1.7903,0.9697,0.9697,1940591.8198,1940575.268,860111.1956,25674029.776,25673810.7956
1,000002.SZ,20200515,25.49,0.4736,0.711,0.6,7.4113,7.3868,1.527,0.7831,0.7844,4.1,4.1,1130214.3001,971517.0043,647235.9252,28809162.5095,24763968.4396
2,000004.SZ,20200515,31.38,8.5522,11.9531,1.41,1671.0993,3308.7963,3.7101,47.8477,210.998,0.0,,16505.2625,8392.0684,6004.3836,517935.1373,263343.1064
3,000005.SZ,20200515,2.62,0.3453,0.4424,0.99,41.626,43.7515,1.8077,5.1192,5.5055,0.0,,105853.6842,105794.6242,82576.0487,277336.6526,277181.9154
4,000006.SZ,20200515,4.93,1.2521,1.9578,1.88,8.3073,8.134,0.9697,1.7837,1.6764,3.9554,3.9554,134999.5046,134830.7972,86230.9824,665547.5577,664715.8302
5,000007.SZ,20200515,7.99,2.0505,3.2372,1.37,124.2005,,14.8389,65.8749,66.6269,0.0,,34644.8044,30894.8044,19569.4167,276811.9872,246849.4872
6,000008.SZ,20200515,3.06,0.657,1.0494,1.06,19.5894,27.0624,1.1579,2.6425,2.8077,0.3246,0.3246,278079.5346,266529.7419,166869.6652,850923.3759,815581.0102
7,000009.SZ,20200515,7.24,3.2604,3.9629,0.91,62.0102,67.845,3.358,1.5628,1.6492,0.2302,0.2302,257921.3965,254383.6879,209287.5349,1867350.9107,1841737.9004
8,000010.SZ,20200515,3.8,0.3097,0.3307,0.55,67.0352,97.6535,7.1487,1.6457,1.7664,0.0,,81985.4713,52217.1498,48909.8798,311544.7909,198425.1692
9,000011.SZ,20200515,9.15,1.0395,3.7461,1.59,6.6681,6.1177,1.6532,1.3765,1.229,3.2787,3.2787,59597.9092,52647.5543,14609.332,545320.8692,481725.1218
10,000012.SZ,20200515,4.57,0.6061,0.6342,0.61,26.4796,27.5536,1.4784,1.3564,1.4228,0.9946,0.9946,310819.6163,195705.9361,187042.5914,1420445.6465,894376.128
11,000014.SZ,20200515,8.52,3.5632,5.4002,3.69,81.5041,48.2557,1.9118,3.9223,3.319,0.7746,0.7746,20170.5187,20170.5187,13309.1796,171852.8193,171852.8193
12,000016.SZ,20200515,8.12,14.9771,22.2888,2.29,92.214,,2.4918,0.3547,0.3749,1.2315,1.2315,240794.5408,159657.43,107282.7368,1955251.6713,1296418.3316
13,000017.SZ,20200515,2.58,3.1205,3.9481,0.66,,,217.921,18.7112,23.1286,0.0,,55134.7947,30298.1008,23947.2261,142247.7703,78169.1001
14,000019.SZ,20200515,9.59,8.551,13.1468,0.67,30.4065,33.9918,2.4541,0.9994,1.0854,1.0428,1.0428,115253.5254,41621.6407,27071.6427,1105281.3086,399151.5343
15,000020.SZ,20200515,9.06,0.7145,2.092,1.75,469.8567,534.3473,7.797,3.5554,3.8553,0.0,,28316.1227,18116.5391,6187.5497,256544.0717,164135.8442
16,000021.SZ,20200515,25.29,8.1385,16.55,1.37,105.6146,112.8102,5.3457,2.8137,2.8831,0.3954,0.3954,147125.9363,146932.7064,72254.9832,3720814.929,3715928.1449
17,000023.SZ,20200515,15.38,2.642,4.1432,0.81,41.989,87.4502,4.6152,1.1658,1.2738,0.3901,0.3901,13875.624,13875.624,8848.3032,213407.0971,213407.0971
18,000025.SZ,20200515,18.09,1.1245,4.0744,1.48,35.498,37.696,6.1103,13.6547,14.5178,0.0,,43105.832,39277.832,10840.0358,779784.5009,710535.9809
19,000026.SZ,20200515,9.14,6.4782,11.9279,3.34,18.1285,28.2454,1.5372,1.0567,1.1515,2.1971,2.1971,42823.8881,35671.6368,19373.9041,391410.3372,326038.7604
20,000027.SZ,20200515,5.48,0.3987,1.5215,2.57,12.7705,14.0799,0.9117,1.0436,1.0635,0.9124,0.9124,396449.1597,396449.1597,103890.679,2172541.3952,2172541.3952
21,000028.SZ,20200515,40.08,0.3727,1.0286,0.81,13.4976,14.0657,1.3136,0.3297,0.3238,0.998,0.998,42812.6983,36773.3625,13323.9404,1715932.9479,1473876.369
22,000030.SZ,20200515,4.84,0.4232,1.3488,0.73,9.8351,10.869,1.2925,0.8708,0.8939,3.0445,3.0445,181055.2111,175988.087,55216.3837,876307.2217,851782.3411
23,000031.SZ,20200515,5.22,0.3463,0.6568,1.24,9.4072,16.3207,1.1598,0.6622,0.7258,1.9301,1.9301,428631.3339,181372.2958,95636.8818,2237455.563,946763.3841
24,000032.SZ,20200515,19.29,2.3304,5.7693,1.85,59.5065,64.0721,5.3592,5.31,5.8638,0.4147,0.4147,41321.9661,41128.366,16613.138,797100.7261,793366.1801
25,000034.SZ,20200515,27.94,4.9083,6.5365,0.9,26.0542,26.7398,4.2296,0.2105,0.2201,0.8993,0.751,65407.0434,48111.9191,36127.7543,1827472.7926,1344247.0197
26,000035.SZ,20200515,4.91,0.244,0.3267,0.67,17.3797,16.7183,1.1584,0.6667,0.6082,0.0,,252377.7297,236830.4444,176890.7763,1239174.6528,1162837.482
27,000036.SZ,20200515,4.12,0.5234,0.785,0.59,7.478,7.1403,1.1627,1.9295,1.6236,11.2024,11.2024,148393.4025,147900.0654,98613.2894,611380.8183,609348.2694
28,000037.SZ,20200515,11.97,1.2463,2.1105,3.4,289.7506,183.8182,3.6501,5.9015,5.5572,0.0,0.1671,60276.2596,33889.4011,20012.1057,721506.8274,405656.1312
29,000038.SZ,20200515,11.5,24.0115,35.7338,3.63,49.1252,43.3175,2.1651,3.2765,3.9949,0.0,,52277.7419,23207.6797,15594.4852,601194.0319,266888.3166
30,000039.SZ,20200515,7.29,0.2649,0.4014,0.74,16.9511,52.803,0.7536,0.3046,0.3166,6.2726,6.2726,358607.4802,152533.264,100672.6428,2614248.5307,1111967.4946
31,000040.SZ,20200515,3.05,1.1068,1.2988,0.64,,,0.3392,0.6663,0.8822,2.459,2.459,148687.387,106034.067,90359.3956,453496.5304,323403.9044
32,000042.SZ,20200515,9.52,0.0701,0.2235,0.7,8.0404,13.1739,0.8458,0.8775,0.9769,1.0504,1.0504,66483.1139,66214.9964,20773.5049,632919.2443,630366.7657
33,000045.SZ,20200515,6.82,0.8243,1.8215,1.55,176.5093,1000.8091,1.2758,1.6095,1.7819,0.0,,50933.8429,45701.6599,20681.8131,347368.8086,311685.3205
34,000046.SZ,20200515,3.4,0.1461,0.4678,0.78,16.1365,,0.8234,5.8395,7.0936,4.4118,4.4118,519620.0656,517508.8333,161641.5425,1766708.223,1759530.0332
35,000048.SZ,20200515,24.36,0.6795,2.3851,1.23,8.9066,9.3437,4.367,1.9933,2.1254,,,40249.1731,40242.8671,11465.0117,980469.8567,980316.2426
36,000049.SZ,20200515,48.5,5.6351,10.2883,0.78,20.0109,20.8687,4.4677,0.5449,0.5625,0.5106,0.5106,20719.7738,20524.3738,11241.6699,1004909.0293,995432.1293
37,000050.SZ,20200515,14.25,1.16,2.4869,1.4,35.1905,34.6944,1.0807,0.9638,0.9755,0.4912,0.4912,204812.3051,182892.0459,85308.1486,2918575.3477,2606211.6541
38,000055.SZ,20200515,4.44,2.9889,3.7778,2.12,14.3423,13.3883,0.9474,1.6594,1.8143,4.5045,,112338.4189,67828.3904,53664.4562,498782.5799,301158.0534
39,000056.SZ,20200515,3.39,0.5287,1.5268,1.83,78.6871,625.7453,0.7303,4.1958,4.5795,0.2946,0.2946,117452.872,90372.8783,31292.7578,398165.2361,306364.0574
40,000058.SZ,20200515,6.53,3.3004,6.16,1.57,102.8568,1229.5381,4.2747,5.4036,6.1627,0.536,0.536,123565.6249,53801.3278,28825.1758,806883.5306,351322.6705
41,000059.SZ,20200515,5.0,0.3862,0.7407,0.76,8.0539,,0.6277,0.2019,0.217,5.0,5.0,159944.2537,159943.9081,83401.9906,799721.2685,799719.5405
42,000060.SZ,20200515,3.58,0.3232,0.4774,0.53,14.9975,17.4142,1.1678,0.5605,0.5166,2.2346,2.2346,356968.5327,356839.7881,241613.7958,1277947.3471,1277486.4414
43,000061.SZ,20200515,8.28,3.3865,5.1332,0.81,45.3006,45.7298,2.6799,4.925,4.7607,0.1208,0.1208,169696.4131,169542.0483,111850.282,1405086.3005,1403808.1599
44,000062.SZ,20200515,12.23,0.3955,1.3564,0.99,20.3029,20.4669,2.476,0.8911,0.8758,1.4098,1.2265,104590.9322,104464.0056,30459.4905,1279147.1008,1277594.7885
45,000063.SZ,20200515,41.17,2.2927,3.3544,1.05,36.8872,37.4888,4.601,2.0928,2.1094,0.0,,461235.2742,347525.7718,237532.1218,18989056.2388,14307636.025
46,000065.SZ,20200515,7.47,0.2452,0.5518,0.63,8.1392,7.9516,1.1824,0.5197,0.517,1.071,1.071,76950.541,67308.1824,29903.2146,574820.5413,502792.1225
47,000066.SZ,20200515,13.21,3.154,4.5841,0.9,34.6919,49.5027,4.825,3.5671,3.851,0.3795,0.3795,292818.2053,249071.7309,171369.8927,3868128.492,3290237.5652
48,000068.SZ,20200515,3.33,1.748,3.2701,0.89,558.7955,410.6028,6.6724,14.8931,14.3679,0.0,,100667.1464,100667.1464,53810.4796,335221.5975,335221.5975
49,000069.SZ,20200515,6.13,0.6663,1.0939,1.02,4.0746,4.197,0.743,0.8377,0.8533,4.8949,4.8949,820250.6415,703514.7409,428558.8616,5028136.4324,4312545.3617
50,000070.SZ,20200515,9.1,0.8754,1.4194,0.95,22.9908,33.7457,2.6142,1.5958,1.8341,0.3797,0.3797,81649.2162,79515.7811,49043.5461,743007.8674,723593.608
51,000078.SZ,20200515,4.13,0.9608,1.7927,0.73,47.3498,60.6764,1.7996,0.275,0.2925,0.4843,0.4843,276258.3257,262114.4563,140469.9435,1140946.8851,1082532.7045
52,000088.SZ,20200515,4.45,0.6745,2.0672,5.75,24.0458,26.9052,1.2139,14.5659,15.354,0.6067,0.6067,194220.0,194220.0,63375.0,864279.0,864279.0
53,000089.SZ,20200515,7.71,0.2116,0.4917,0.56,26.6313,52.7757,1.3241,4.1537,4.5761,1.0579,1.0579,205076.9509,205076.9509,88247.3977,1581143.2914,1581143.2914
54,000090.SZ,20200515,6.61,2.7709,4.5858,1.74,9.9912,5.731,1.4245,0.8422,0.7006,2.9093,2.9093,186854.5434,186841.5681,112895.1453,1235108.5319,1235022.7651
55,000096.SZ,20200515,10.95,0.2116,0.4606,1.06,46.2998,49.6758,2.1292,3.5621,3.7876,0.1826,0.1826,52800.0,51084.8,23472.9623,578160.0,559378.56
56,000099.SZ,20200515,6.71,0.6559,1.0687,0.53,19.2316,19.126,1.235,2.5948,2.619,0.3726,0.3726,60607.042,60607.042,37195.0946,406673.2518,406673.2518
57,000100.SZ,20200515,5.19,4.9857,5.6189,1.47,26.8216,31.25,2.4133,0.937,1.1885,1.9043,1.8516,1352843.8719,1266067.3739,1123401.7947,7021259.6952,6570889.6705
58,000150.SZ,20200515,3.7,1.5695,3.1778,0.78,,,4.3742,1.812,1.9533,0.0,,87769.7557,80599.0242,39807.1456,324748.0961,298216.3895
59,000151.SZ,20200515,8.23,1.9804,3.2905,2.68,278.3528,158.9179,2.5491,2.0581,2.1968,2.4301,2.4301,29598.0,26654.3967,16042.0467,243591.54,219365.6848
60,000153.SZ,20200515,7.42,3.2079,4.488,0.45,28.6216,27.0055,1.7225,0.7153,0.7186,1.3477,1.3477,31214.123,31197.723,22299.4605,231608.7927,231487.1047
61,000155.SZ,20200515,3.79,0.2764,0.4886,0.62,22.4034,25.3067,1.3177,2.3467,2.743,0.0,,127000.0,127000.0,71835.1849,481330.0,481330.0
62,000156.SZ,20200515,10.17,1.3485,3.157,1.55,22.5816,25.9938,1.3078,3.9285,3.8988,2.1632,2.1632,143335.1902,128029.5337,54686.8435,1457718.8843,1302060.3577
63,000157.SZ,20200515,6.84,0.6592,0.9155,0.56,12.3193,12.2521,1.3444,1.2435,1.2421,3.4225,3.4225,787327.4641,641738.3926,462068.6665,5385319.8544,4389490.6054
64,000158.SZ,20200515,11.21,8.4149,14.6968,1.86,177.2537,1067.0067,3.0825,1.897,2.0843,0.0,,159861.6721,156991.019,89888.1282,1792049.3442,1759869.323
65,000159.SZ,20200515,4.75,0.8925,1.1744,0.77,75.0676,,1.0533,5.305,5.9243,0.6316,0.6316,48068.5993,48068.5993,36529.7777,228325.8467,228325.8467
