code,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31
600571.SH,3.4854,3.4346,3.0481,3.4219,3.0493,3.4529,3.5099,3.678,3.1856,3.1509,3.3633,2.9678
600549.SH,0.9688,0.9254,0.8782,0.9249,1.021,0.9725,1.2453,1.2204,1.1117,1.0787,1.2194,1.3545
600552.SH,1.1244,1.1666,0.9824,0.8977,0.8828,1.0766,1.1097,1.1615,1.0078,0.9038,0.9641,1.0364
600353.SH,2.4909,2.4449,2.3714,2.499,2.8207,3.0582,2.9691,3.1343,2.8727,3.0253,3.2158,3.0309
600511.SH,0.5234,0.465,0.4779,0.5499,0.5491,0.7169,0.775,0.8219,0.799,0.7866,0.8217,0.9064
600525.SH,1.2246,1.1347,1.1347,1.1331,1.124,1.0991,1.4345,1.5434,1.5368,1.2382,1.3609,1.2945
600563.SH,7.5123,7.4846,6.0977,7.1985,7.3202,8.4527,8.2626,8.547,9.1255,11.7073,10.3452,13.2613
600458.SH,0.4647,0.495,0.4826,0.4858,0.4734,0.4719,0.5455,0.4983,0.4455,0.4502,0.4721,0.515
600512.SH,1.3185,1.3723,1.471,1.1443,1.0362,1.0176,1.0996,1.0548,0.9966,0.8726,0.9264,0.8846
600030.SH,6.7071,6.5668,6.6402,6.7378,6.3312,6.8543,8.0531,8.5476,8.0718,7.0682,7.4805,7.2583
