,ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,end_type,basic_eps,diluted_eps,total_revenue,revenue,int_income,prem_earned,comm_income,n_commis_income,n_oth_income,n_oth_b_income,prem_income,out_prem,une_prem_reser,reins_income,n_sec_tb_income,n_sec_uw_income,n_asset_mg_income,oth_b_income,fv_value_chg_gain,invest_income,ass_invest_income,forex_gain,total_cogs,oper_cost,int_exp,comm_exp,biz_tax_surchg,sell_exp,admin_exp,fin_exp,assets_impair_loss,prem_refund,compens_payout,reser_insur_liab,div_payt,reins_exp,oper_exp,compens_payout_refu,insur_reser_refu,reins_cost_refund,other_bus_cost,operate_profit,non_oper_income,non_oper_exp,nca_disploss,total_profit,income_tax,n_income,n_income_attr_p,minority_gain,oth_compr_income,t_compr_income,compr_inc_attr_p,compr_inc_attr_m_s,ebit,ebitda,insurance_exp,undist_profit,distable_profit,rd_exp,fin_exp_int_exp,fin_exp_int_inc,transfer_surplus_rese,transfer_housing_imprest,transfer_oth,adj_lossgain,withdra_legal_surplus,withdra_legal_pubfund,withdra_biz_devfund,withdra_rese_fund,withdra_oth_ersu,workers_welfare,distr_profit_shrhder,prfshare_payable_dvd,comshare_payable_dvd,capit_comstock_div,update_flag
2105,300195.SZ,20201029,20201029,20200930,1,1,3,0.09,0.09,934884599.55,934884599.55,,,,,,,,,,,,,,,,32444392.33,,,931293628.16,541187089.14,,,17859711.02,85921395.76,140913265.04,74258738.89,-4893287.66,,,,,,,,,,,67109405.51,4405993.88,4027713.19,,67487686.2,15535838.34,51951847.86,38193628.45,13758219.41,41794223.99,93746071.85,79990135.21,13755936.64,41620274.56,,,,,64710249.11,72711824.94,963828.87,,,,,,,,,,,,,,,1
2106,300102.SZ,20201029,20201029,20200930,1,1,3,-0.34,-0.34,862299270.45,862299270.45,,,,,,,,,,,,,,,,-6096269.83,-431214.05,,1134673702.08,839568955.71,,,8720811.69,10935540.15,89468904.17,74906568.07,-63429213.52,,,,,,,,,,,-233109202.51,1140986.77,151205.76,,-232119421.5,8527434.48,-240646855.98,-240531992.61,-114863.37,,-240646855.98,-240531992.61,-114863.37,-158928270.69,,,,,45037792.52,76190558.43,5939438.83,,,,,,,,,,,,,,,1
2107,000586.SZ,20201029,20201029,20200930,1,1,3,0.045,0.045,301139348.11,301139348.11,,,,,,,,,,,,,,,,,,,295877719.03,197789417.87,,,2402992.5,51065749.84,20330785.98,3470468.71,-150000.0,,,,,,,,,,,7749502.62,57100.0,42068.39,,7764534.23,2230732.71,5533801.52,8697862.49,-3164060.97,,5533801.52,8697862.49,-3164060.97,7975788.49,,,,,17940063.62,3663381.57,255334.05,,,,,,,,,,,,,,,1
2108,603611.SH,20201029,20201029,20200930,1,1,3,0.78,0.78,2902828253.13,2902828253.13,,,,,,,,,,,,,,,4889258.0,-3115281.37,-644232.46,,2735576635.04,2229338607.14,,,22430381.03,172850395.57,154212903.86,36882860.55,,,,,,,,,,,,221531266.01,9088035.5,4275019.95,,226344281.56,29059437.11,197284844.45,198302888.16,-1018043.71,-1551968.61,195732875.84,197171166.21,-1438290.37,240610544.51,,,,,100442847.07,18799468.9,3302059.38,,,,,,,,,,,,,,,1
2109,603991.SH,20201029,20201029,20200930,1,1,3,-0.48,-0.48,238752834.92,238752834.92,,,,,,,,,,,,,,,,,,,276737442.71,222310545.74,,,2532684.01,13788787.73,16036763.26,5220748.8,,,,,,,,,,,,-36707825.37,9207.08,467.6,,-36699085.89,-919333.38,-35779752.51,-35779752.51,,,-35779752.51,-35779752.51,,-33798810.59,,,,,13724646.88,7042067.34,4742722.7,,,,,,,,,,,,,,,1
2110,300005.SZ,20201029,20201029,20200930,1,1,3,-0.2048,-0.2048,464584326.67,464584326.67,,,,,,,,,,,,,,,3014506.09,-7851732.55,-7882193.3,,667047645.36,281015504.88,,,2619121.13,177137752.58,69186975.22,-21408487.59,-70483324.39,,,,,,,,,,,-205908959.77,5495878.41,1977064.66,,-202390146.02,-14997254.25,-187392891.77,-181869671.53,-5523220.24,,-187392891.77,-181869671.53,-5523220.24,-130321650.12,,,,,28156216.94,,21576755.69,,,,,,,,,,,,,,,1
2111,300776.SZ,20201029,20201029,20200930,1,1,3,2.43,2.43,711811898.65,711811898.65,,,,,,,,,,,,,,,105287.67,3324285.22,,,434316003.89,367633337.61,,,5121969.27,25325812.52,22953439.55,-25614488.0,,,,,,,,,,,,305051363.13,,1512120.53,,303539242.6,46580372.54,256958870.06,256958870.06,,-751161.34,256207708.72,256207708.72,,301625139.33,,,,,33758356.93,,25617837.09,,,,,,,,,,,,,,,1
2112,000921.SZ,20201029,20201029,20200930,1,1,3,0.74,0.74,34865990148.41,34865990148.41,,,,,,,,,,,,,,,1364675.0,124325574.32,52218968.75,,33075359676.8,26614627242.85,,,232635416.23,4921171932.55,486262310.0,-88438420.87,-4888400.45,,,,,,,,,,,2136910890.01,115891017.16,9076922.73,,2243724984.44,421582055.94,1822142928.5,1002247433.91,819895494.59,4092955.51,1826235884.01,1006272348.05,819963535.96,2070325342.23,,,,,895047090.83,9646274.03,153370327.6,,,,,,,,,,,,,,,1
2113,600495.SH,20201029,20201029,20200930,1,1,3,0.02,0.02,779910164.22,779910164.22,,,,,,,,,,,,,,,,14863972.45,,,771419060.84,627188516.9,,,5102563.04,16624775.25,60135954.45,-4359665.45,-6110530.34,,,,,,,,,,,34016257.26,2294272.72,199279.72,,36111250.26,12293276.68,23817973.58,23817973.58,,-8110.73,23809862.85,23809862.85,,27154829.77,,,,,60267665.42,,6283751.18,,,,,,,,,,,,,,,1
2114,603039.SH,20201029,20201029,20200930,1,1,3,0.38,0.37,866015636.8,866015636.8,,,,,,,,,,,,,,,,-12009955.78,-12692963.42,,810916579.14,39982992.76,,,4177757.83,593822658.26,53643102.89,-21072269.13,,,,,,,,,,,,75950653.7,4320936.09,54163.58,,80217426.21,1723033.79,78494392.42,78494392.42,,-41828.87,78452563.55,78452563.55,,88031341.63,,,,,134459718.24,1846120.43,22989121.71,,,,,,,,,,,,,,,1
2115,300254.SZ,20201029,20201029,20200930,1,1,3,-0.594,-0.594,599609116.26,599609116.26,,,,,,,,,,,,,,,,-743941.68,-965776.14,,738081786.2,166278614.02,,,7987468.41,393420691.04,90855363.95,35769545.56,242331.22,,,,,,,,,,,-132700205.07,11247807.56,522842.96,,-121975240.47,1201162.19,-123176402.66,-123727815.58,551412.92,,-123176402.66,-123727815.58,551412.92,-131354667.65,,,,,41926381.74,36040172.96,921200.12,,,,,,,,,,,,,,,1
2116,002047.SZ,20201029,20201029,20200930,1,1,3,0.11,0.11,4281959531.6,4281959531.6,,,,,,,,,,,,,,,,4734252.45,,,4115669076.75,3602494141.82,,,11660088.0,24243409.3,113989846.18,161254664.17,,,,,,,,,,,,179142492.68,175187.02,725398.56,,178592281.14,34203753.27,144388527.87,147376598.31,-2988070.44,-1536891.27,142851636.6,146132025.67,-3280389.07,188903064.52,,,,,138769400.03,154474060.68,7714220.8,,,,,,,,,,,,,,,1
2117,300769.SZ,20201029,20201029,20200930,1,1,3,-0.14,-0.14,574750380.61,574750380.61,,,,,,,,,,,,,,,,-6364641.87,,,628420854.28,515975659.66,,,3376677.53,10285635.76,61414247.73,7503982.38,,,,,,,,,,,,-16610023.14,95143.94,1319187.5,,-17834066.7,-2512831.03,-15321235.67,-11195800.5,-4125435.17,,-15321235.67,-11195800.5,-4125435.17,-9396990.13,,,,,32221055.37,6870833.19,376243.11,,,,,,,,,,,,,,,1
2118,300822.SZ,20201029,20201029,20200930,1,1,3,1.3616,1.3616,634591153.51,634591153.51,,,,,,,,,,,,,,,,196369.86,,,487187074.61,420831116.05,,,3697998.35,7840478.17,17854215.76,9712089.04,-350196.89,,,,,,,,,,,155510919.86,75783.97,536043.17,,155050660.66,21910801.39,133139859.27,133139859.27,,-388092.41,132751766.86,132751766.86,,173302678.14,,,,,21358315.84,,7872526.64,,,,,,,,,,,,,,,1
2119,603607.SH,20201029,20201029,20200930,1,1,3,0.39,0.39,462480183.91,462480183.91,,,,,,,,,,,,,,,583783.68,5942067.05,,,397250955.21,309025913.25,,,2269341.06,19151908.89,21791447.44,-998123.02,,,,,,,,,,,,78769216.24,94422.95,489633.77,,78374005.42,7796491.43,70577513.99,69441519.0,1135994.99,-280465.07,70297048.92,69163622.82,1133426.1,72613791.29,,,,,48028998.4,,1211302.37,,,,,,,,,,,,,,,1
2120,000561.SZ,20201029,20201029,20200930,1,1,3,0.009,0.009,702759544.43,702759544.43,,,,,,,,,,,,,,,,212061.32,,,722929300.49,413736110.87,,,3143419.33,21915721.73,147395287.54,-2242317.22,-1286459.21,,,,,,,,,,,-18125491.35,20028343.58,527344.71,,1375507.52,1985408.88,-609901.36,5193701.48,-5803602.84,,-609901.36,5193701.48,-5803602.84,-16912445.85,,,,,116043269.99,2282536.83,4663501.66,,,,,,,,,,,,,,,1
2121,600596.SH,20201029,20201029,20200930,1,1,3,0.2187,0.2195,8628245257.2,8628245257.2,,,,,,,,,,,,,,,146215.84,8117528.63,8231257.43,,8370467993.36,7493715796.06,,,38379666.44,289741311.59,314476952.64,40786545.94,2583690.34,,,,,,,,,,,315467108.04,17769628.25,31790834.13,,301445902.16,85096696.45,216349205.71,152955972.4,63393233.31,-963997.54,215385208.17,151982776.47,63402431.7,300851755.55,,,,,187079914.11,48281316.63,17289499.38,,,,,,,,,,,,,,,1
2122,002078.SZ,20201029,20201029,20200930,1,1,3,0.53,0.51,15638629148.54,15638629148.54,,,,,,,,,,,,,,,-4670005.38,16728877.38,16567026.78,,14023388397.58,11989944367.21,,,78978168.96,740188169.7,499353661.61,396256791.27,-7798561.97,,,,,,,,,,,1652724553.31,61216038.72,8896634.42,,1705043957.61,311222437.89,1393821519.72,1382194864.45,11626655.27,-179921839.12,1213899680.6,1202273025.33,11626655.27,1674095860.97,,,,,306674337.29,390757600.52,19708771.28,,,,,,,,,,,,,,,1
2123,300231.SZ,20201029,20201029,20200930,1,1,3,0.3282,0.3261,1427695347.23,1427695347.23,,,,,,,,,,,,,,,,,,,1268220104.64,1093731291.83,,,4859104.45,91337256.06,31600530.82,24517363.33,-1352792.31,,,,,,,,,,,162233501.33,259632.23,1500000.0,,160993133.56,23498042.17,137495091.39,137495091.39,,-144142.62,137350948.77,137350948.77,,179166265.89,,,,,19221250.71,11071035.03,2133643.95,,,,,,,,,,,,,,,1
2124,300024.SZ,20201029,20201029,20200930,1,1,3,0.0861,0.0861,1685937052.48,1685937052.48,,,,,,,,,,,,,,,23367.31,38388635.77,20245183.19,,1679809146.33,1228542410.82,,,21959772.17,60746002.35,207456709.19,55449683.89,,,,,,,,,,,,164574312.92,971090.67,890386.82,,164655016.77,26159721.78,138495294.99,134380810.69,4114484.3,-9236152.1,129259142.89,125203615.86,4055527.03,129930272.12,,,,,91190757.51,60534595.94,8966949.62,,,,,,,,,,,,,,,1
2125,000603.SZ,20201029,20201029,20200930,1,1,3,0.2555,0.2555,1053996170.02,1053996170.02,,,,,,,,,,,,,,,71921378.29,16716659.1,-2081443.14,,867418475.94,681796345.84,,,39851030.33,1767974.76,98436697.27,47583683.66,,,,,,,,,,,,276483063.95,926584.51,1507585.0,,275902063.46,44672522.81,231229540.65,176302871.5,54926669.15,-182652649.18,48576891.47,-6349777.68,54926669.15,187916600.09,,,,,,48139988.99,627878.86,,,,,,,,,,,,,,,1
2126,600105.SH,20201029,20201029,20200930,1,1,3,-0.117,-0.117,2240155670.89,2240155670.89,,,,,,,,,,,,,,,8776142.85,70381483.38,52666635.33,,2537749277.01,2185057864.87,,,4557570.67,66971603.47,121821814.72,44496166.01,5146144.64,,,,,,,,,,,-165963361.94,3659146.81,5051435.36,,-167355650.49,-14570724.67,-152784925.82,-152701341.94,-83583.88,-1697652.91,-154482578.73,-153573498.69,-909080.04,-241237608.34,,,,,112272680.23,39374973.33,3913307.62,,,,,,,,,,,,,,,1
2127,300653.SZ,20201029,20201029,20200930,1,1,3,0.79,0.79,216160955.29,216160955.29,,,,,,,,,,,,,,,,5060708.0,,,115697838.3,15801070.2,,,1528090.54,69886868.43,13580770.32,-2942763.45,,,,,,,,,,,,109007628.95,4167254.1,222243.93,,112952639.12,17622696.76,95329942.36,95329942.36,,,95329942.36,95329942.36,,103960550.26,,,,,17398307.4,,2956392.76,,,,,,,,,,,,,,,1
2128,300556.SZ,20201029,20201029,20200930,1,1,3,0.43,0.41,667366679.46,667366679.46,,,,,,,,,,,,,,,,22080615.11,-2832407.5,,644616024.35,441278197.48,,,2819561.19,69608161.24,70078469.84,6121392.86,,,,,,,,,,,,54522387.38,1508511.46,444563.74,,55586335.1,8925844.51,46660490.59,48447144.17,-1786653.58,53048.39,46713538.98,48500192.56,-1786653.58,35068997.94,,,,,36110114.64,4381393.58,896011.54,,,,,,,,,,,,,,,1
2129,000068.SZ,20201029,20201029,20200930,1,1,3,-0.0766,-0.0766,135758490.71,135758490.71,,,,,,,,,,,,,,,,-2568707.7,-2745986.54,,218299782.48,95507473.3,,,6935074.08,3884103.06,46679299.1,55246036.08,,,,,,,,,,,,-83538593.21,60312.47,233109.03,,-83711389.77,-277117.12,-83434272.65,-77142443.31,-6291829.34,-933.36,-83435206.01,-77143376.67,-6291829.34,-80822466.65,,,,,8648387.7,58255146.12,3156528.9,,,,,,,,,,,,,,,1
2130,300516.SZ,20201029,20201029,20200930,1,1,3,0.1326,0.1326,273704534.82,273704534.82,,,,,,,,,,,,,,,,1971500.0,,,263764001.83,173084104.9,,,4266904.38,9412622.62,21406243.0,-2280260.1,,,,,,,,,,,,16912047.08,5768470.1,30084.51,,22650432.67,-1216033.97,23866466.64,23866466.64,,,23866466.64,23866466.64,,14773025.3,,,,,42295818.96,,2112738.32,,,,,,,,,,,,,,,1
2131,000793.SZ,20201029,20201029,20200930,1,1,3,-0.0754,-0.0754,2423814548.1,2423814548.1,,,,,,,,,,,,,,,-5144589.47,114283158.02,45442859.68,,2693874969.83,2008124903.52,,,41555104.57,87538569.43,230065703.72,232480737.76,-4096357.73,,,,,,,,,,,-134599389.44,29994546.12,16084885.91,,-120689729.23,28752536.38,-149442265.61,-150633166.11,1190900.5,-146309715.52,-295751981.13,-296955332.48,1203351.35,-239463969.24,,,,,49304001.69,231355536.46,2730239.17,,,,,,,,,,,,,,,1
2132,000009.SZ,20201029,20201029,20200930,1,1,3,0.2022,0.2022,6990236991.61,6937768614.43,52468377.18,,,,,,,,,,,,,,1296122.75,686021037.71,-11225467.53,,6730542757.49,4523491396.77,,9835542.81,205415521.61,766599449.03,517342270.84,360194927.57,-52431060.53,,,,,,,,,,,1084817369.42,24217953.5,22705986.47,,1086329336.45,267435378.37,818893958.08,521577260.58,297316697.5,-75980209.74,742913748.34,479606929.18,263306819.16,462655135.12,,,,,278151214.79,414076284.72,67041153.29,,,,,,,,,,,,,,,1
2133,002159.SZ,20201029,20201029,20200930,1,1,3,-0.08,-0.08,252547034.08,252547034.08,,,,,,,,,,,,,,,,103987313.52,-5945342.83,,370520562.63,167026209.21,,,2178062.07,12461627.6,101149426.53,66131021.05,,,,,,,,,,,,3381950.88,1223285.13,1137481.28,,3467754.73,16082865.75,-12615111.02,-10630752.89,-1984358.13,16279154.47,3664043.45,5648401.58,-1984358.13,-37270402.88,,,,,,,,,,,,,,,,,,,,,,1
2134,600481.SH,20201029,20201029,20200930,1,1,3,0.0338,0.0338,1223768357.57,1223768357.57,,,,,,,,,,,,,,,9629922.72,1231196.98,2956841.69,,1192435648.57,856174002.56,,,9184463.78,139237077.36,90450043.63,8794844.37,6882.78,,,,,,,,,,,56539963.19,306677.23,38465.18,,56808175.24,2561284.52,54246890.72,55192264.08,-945373.36,-610213.43,53636677.29,54983163.2,-1346485.91,46411957.28,,,,,64254494.17,15303394.2,6237197.86,,,,,,,,,,,,,,,1
2135,688080.SH,20201029,20201029,20200930,1,1,3,0.68,0.68,209191655.42,209191655.42,,,,,,,,,,,,,,,,3258991.19,-689263.5,,180161936.01,102639360.17,,,787968.1,37135259.36,13854417.04,1016219.12,17900.38,,,,,,,,,,,38300514.43,2051157.38,476564.77,,39875107.04,6072531.99,33802575.05,33767908.12,34666.93,-1106908.18,32695666.87,32660999.94,34666.93,37688799.66,,,,,24423721.3,,1648957.68,,,,,,,,,,,,,,,1
2136,002372.SZ,20201029,20201029,20200930,1,1,3,0.45,0.45,3220639249.25,3220639249.25,,,,,,,,,,,,,,,,46691419.75,43017315.64,,2438145775.79,1758684667.89,,,28909761.66,421999489.91,166755566.5,-32114912.99,,,,,,,,,,,,870767373.66,1861103.51,2192027.37,,870436449.8,134162800.5,736273649.3,734203745.04,2069904.26,-1654737.55,734618911.75,732936587.6,1682324.15,819937385.88,,,,,98914021.88,,33628049.71,,,,,,,,,,,,,,,1
2137,000757.SZ,20201029,20201029,20200930,1,1,3,0.02,0.02,2667705294.06,2667705294.06,,,,,,,,,,,,,,,,-1653933.31,-1653933.31,,2650506972.16,2409379483.23,,,6286650.02,63068131.82,127855407.48,22247012.22,-7734779.71,,,,,,,,,,,27735394.53,132413.52,889278.98,,26978529.07,13444647.44,13533881.63,13540264.98,-6383.35,,13533881.63,13540264.98,-6383.35,29301641.55,,,,,11914230.87,25913987.43,-4156988.45,,,,,,,,,,,,,,,1
2138,603519.SH,20201029,20201029,20200930,1,1,3,0.36,0.36,859861367.94,859861367.94,,,,,,,,,,,,,,,,1377107.18,,,771064788.3,712805496.31,,,2781398.74,21218255.25,7478650.45,2654010.98,,,,,,,,,,,,90660667.52,3813761.2,2557730.86,,91916697.86,11467363.21,80449334.65,80449334.65,,,80449334.65,80449334.65,,93290230.34,,,,,25544691.71,,1329123.38,,,,,,,,,,,,,,,1
2139,603195.SH,20201029,20201029,20200930,1,1,3,2.69,2.69,7147049354.03,7147049354.03,,,,,,,,,,,,,,,-1004803.14,15916957.81,,,5293474592.32,4321940394.29,,,59774915.87,364024137.73,297912685.75,-23469965.85,-849184.34,,,,,,,,,,,1936695130.73,2918645.13,31264531.78,,1908349244.08,309403660.32,1598945583.76,1598945583.76,,6375830.88,1605321414.64,1605321414.64,,1924279041.92,,,,,269757596.36,5702615.42,30814309.06,,,,,,,,,,,,,,,1
2140,002244.SZ,20201029,20201029,20200930,1,1,3,0.29,0.29,12899831093.34,12899831093.34,,,,,,,,,,,,,,,108213584.24,137867054.28,38178603.19,,10890744429.31,8180534922.31,,,1038472130.26,511353448.19,374060574.24,694140258.34,,,,,,,,,,,,2257763928.89,11947919.58,53496267.85,,2216215580.62,619080825.24,1597134755.38,888715701.56,708419053.82,-13124248.94,1584010506.44,876825888.16,707184618.28,2028225536.14,,,,,,728266950.8,50652932.9,,,,,,,,,,,,,,,1
2141,300555.SZ,20201029,20201029,20200930,1,1,3,0.0058,0.0058,137844735.56,137844735.56,,,,,,,,,,,,,,,380349.24,3476648.57,,,143964556.72,102544367.1,,,1353027.46,10218722.43,12117697.38,1905051.98,-2557047.41,,,,,,,,,,,-882189.88,1291587.61,13135.74,,396261.99,-260518.92,656780.91,1151369.53,-494588.62,,656780.91,1151369.53,-494588.62,-550668.85,,,,,9848260.49,611502.41,337921.86,,,,,,,,,,,,,,,1
2142,002126.SZ,20201029,20201029,20200930,1,1,3,0.36,0.36,4508478360.44,4508478360.44,,,,,,,,,,,,,,,-41713259.59,77394596.23,9600618.69,,4225571367.02,3396245332.93,,,27955331.69,246459228.64,264083035.32,46509828.59,-22176305.49,,,,,,,,,,,360126714.34,1193699.3,10382791.66,,350937621.98,42733038.39,308204583.59,278983783.52,29220800.07,-8304670.62,299899912.97,271015165.66,28884747.31,339746356.38,,,,,209546857.89,56934461.89,4289938.03,,,,,,,,,,,,,,,1
2143,000526.SZ,20201029,20201029,20200930,1,1,3,0.3162,0.3162,1935434041.6,1935434041.6,,,,,,,,,,,,,,,-3762431.07,13488247.99,-1498316.02,,1946498148.43,1416403990.27,,,8026222.51,177440442.9,254014559.13,55597271.59,,,,,,,,,,,,66896421.97,2876661.02,2710149.6,,67062933.39,37311229.58,29751703.81,30420052.54,-668348.73,792892.49,30544596.3,31212945.03,-668348.73,65875449.22,,,,,34231774.9,52695884.52,4051520.58,,,,,,,,,,,,,,,1
2144,002436.SZ,20201029,20201029,20200930,1,1,3,0.31,0.31,3008497396.47,3008497396.47,,,,,,,,,,,,,,,,243485453.15,12934298.66,,2730074225.89,2061606011.58,,,16466240.55,135743295.18,250502041.23,64952290.02,-8357973.48,,,,,,,,,,,535830138.43,965578.2,2853042.39,,533942674.24,53475798.3,480466875.94,457396065.52,23070810.42,5576058.5,486042934.44,462415678.11,23627256.33,322945563.62,,,,,174123631.88,41887520.98,1889395.61,,,,,,,,,,,,,,,1
2145,603928.SH,20201029,20201029,20200930,1,1,3,0.53,0.53,1053632343.18,1053632343.18,,,,,,,,,,,,,,,1189359.24,4350603.5,,,936966040.69,807899126.32,,,6396951.87,52084931.41,33531910.27,435658.72,-1423858.02,,,,,,,,,,,129377632.87,206297.65,410943.11,,129172987.41,22301654.17,106871333.24,106871333.24,,,106871333.24,106871333.24,,125779596.2,,,,,31175398.36,,82409.33,,,,,,,,,,,,,,,1
2146,300205.SZ,20201029,20201029,20200930,1,1,3,-0.1012,-0.1012,1244039776.89,1244039776.89,,,,,,,,,,,,,,,6154587.0,6077857.14,-993529.08,,1317214174.08,996197068.38,,,7093710.66,111513954.78,50661582.99,5874176.45,-6997498.18,,,,,,,,,,,-46145794.23,20095.69,294904.06,,-46420602.6,7000741.53,-53421344.13,-43515508.93,-9905835.2,,-53421344.13,-43515508.93,-9905835.2,-45832580.32,,,,,124367466.04,3358876.36,2826133.72,,,,,,,,,,,,,,,1
2147,300069.SZ,20201029,20201029,20200930,1,1,3,-0.0937,-0.0937,109069918.24,109069918.24,,,,,,,,,,,,,,,295750.0,340277.66,,,122618016.06,78945307.84,,,807474.98,9962988.35,21486727.82,4634169.82,-3811033.71,,,,,,,,,,,-11717049.71,116600.36,387836.8,,-11988286.15,123988.74,-12112274.89,-10963172.89,-1149102.0,,-12112274.89,-10963172.89,-1149102.0,-8367845.67,,,,,4284864.22,4858091.45,398119.62,,,,,,,,,,,,,,,1
2148,300283.SZ,20201029,20201029,20200930,1,1,3,0.04,0.04,1204111770.5,1204111770.5,,,,,,,,,,,,,,,2091726.38,1875000.0,,,1196984682.24,1062743758.01,,,4834812.3,7854154.09,36658410.1,30411478.44,-12885672.26,,,,,,,,,,,16486705.96,1266300.0,178808.69,,17574197.27,183759.86,17390437.41,18278881.77,-888444.36,558.17,17390995.58,18279439.94,-888444.36,28863436.9,,,,,37632561.41,27037942.01,154983.1,,,,,,,,,,,,,,,1
2149,000517.SZ,20201029,20201029,20200930,1,1,3,0.2288,0.2288,4059521723.06,4059521723.06,,,,,,,,,,,,,,,-150072674.5,63644377.43,34257433.99,,3014240119.25,2694681729.56,,,59518737.29,138969292.12,143195658.57,-37292069.09,,,,,,,,,,,,987733006.58,2849387.94,4584995.54,,985997398.98,235444608.64,750552790.34,728474870.78,22077919.56,,750552790.34,728474870.78,22077919.56,1082691634.81,,,,,58235438.51,116432842.01,162164094.09,,,,,,,,,,,,,,,1
2150,601006.SH,20201029,20201029,20200930,1,1,3,0.6,0.6,52678702073.0,52678702073.0,,,,,,,,,,,,,,,,2066767289.0,2062815658.0,,42191829021.0,41497604117.0,,,125612558.0,128118335.0,377969612.0,66486287.0,,,,,,,,,,,,12671733101.0,98012715.0,144829903.0,,12624915913.0,2785400843.0,9839515070.0,8900425809.0,939089261.0,-19559273.0,9819955797.0,8880866536.0,939089261.0,10661672276.0,,,,,483.0,332924899.0,325055876.0,,,,,,,,,,,,,,,1
2151,605388.SH,20201029,20201029,20200930,1,1,3,0.54,0.54,710036739.22,710036739.22,,,,,,,,,,,,,,,,,,,482773867.22,341204239.46,,,6376201.33,120741244.12,31698138.95,-18558626.18,0.0,,,,,,,,,,,271662193.02,2782480.7,11008869.07,,263435804.65,66252032.57,197183772.08,197380810.22,-197038.14,,197183772.08,197380810.22,-197038.14,271741105.81,,,,,1168131.27,,18637538.97,,,,,,,,,,,,,,,1
2152,300167.SZ,20201029,20201029,20200930,1,1,3,-0.1337,-0.1337,165265002.56,165265002.56,,,,,,,,,,,,,,,-1386033.63,-460661.44,-251126.9,,208222043.9,116316463.38,,,1058213.08,8404277.72,44098188.04,6923495.79,8225.7,,,,,,,,,,,-43041862.97,3882117.16,405839.04,,-39565584.85,-1429298.65,-38136286.2,-40139341.04,2003054.84,-170002.45,-38306288.65,-40309343.49,2003054.84,-46200036.44,,,,,21770908.91,12759187.67,830043.95,,,,,,,,,,,,,,,1
2153,600741.SH,20201029,20201029,20200930,1,1,3,0.984,,91725655468.21,91725655468.21,,,,,,,,,,,,,,,,2003470331.16,1636546640.68,,89663679125.74,78803479558.78,,,331927181.35,1122382261.51,5486468137.57,81172172.38,-150372126.95,,,,,,,,,,,4358398544.07,61615950.82,28881524.95,,4391132969.94,381518089.08,4009614880.86,3102151995.21,907462885.65,-58385423.2,3951229457.66,3069111027.65,882118430.01,2639692306.88,,,,,3597356706.08,310797246.9,427034246.24,,,,,,,,,,,,,,,1
2154,600581.SH,20201029,20201029,20200930,1,1,3,0.195,0.195,15668540058.19,15668540058.19,,,,,,,,,,,,,,,,,,,15341301126.77,14180955109.92,,,58604491.12,754415353.42,94259600.35,245011524.01,,,,,,,,,,,,348440359.24,785070.04,3326057.88,,345899371.4,43365545.47,302533825.93,302533825.93,,-3173062.67,299360763.26,299360763.26,,398838344.71,,,,,5385807.7,199041064.81,4434420.12,,,,,,,,,,,,,,,1
2155,300351.SZ,20201029,20201029,20200930,1,1,3,0.1948,0.1948,740615870.59,740615870.59,,,,,,,,,,,,,,,,-5416306.88,2996337.71,,671828403.87,481582793.51,,,6595693.97,63467912.7,65440117.22,-12343460.45,-4930210.23,,,,,,,,,,,77499640.52,402128.03,1672335.5,,76229433.05,364675.56,75864757.49,74721149.48,1143608.01,,75864757.49,74721149.48,1143608.01,62984002.71,,,,,63926281.97,124633.52,-11277659.21,,,,,,,,,,,,,,,1
2156,300111.SZ,20201029,20201029,20200930,1,1,3,0.021,0.021,202331603.19,202331603.19,,,,,,,,,,,,,,,,1860327.57,,,168042961.45,129299755.36,,,1725354.79,33247889.48,21081415.65,-10240.8,,,,,,,,,,,,38952430.11,4015594.18,8391764.85,,34576259.44,3364158.88,31212100.56,23620670.94,7591429.62,-46546.2,31165554.36,23574124.74,7591429.62,37017449.2,,,,,7973976.44,1796924.33,2011398.63,,,,,,,,,,,,,,,1
2157,300449.SZ,20201029,20201029,20200930,1,1,3,0.1155,0.1155,124168692.25,124168692.25,,,,,,,,,,,,,,,-16496928.07,33171666.17,,,169782680.37,72421887.82,,,508275.57,13682227.56,24830311.87,11854917.13,,,,,,,,,,,,-17397874.27,59127113.98,247052.69,,41482187.02,6639212.86,34842974.16,34842974.16,,,34842974.16,34842974.16,,-30902236.75,,,,,13530670.24,12345709.41,3667012.91,,,,,,,,,,,,,,,1
2158,000759.SZ,20201029,20201029,20200930,1,1,3,0.101,0.101,10226986853.04,10226986853.04,,,,,,,,,,,,,,,,-6865854.55,-6865854.55,,10257690156.84,7758362193.83,,,36359737.68,2103210829.76,332056245.65,23979067.95,,,,,,,,,,,,113565547.42,884538.41,13763121.62,,100686964.21,14892075.16,85794889.05,67217978.08,18576910.97,,85794889.05,67217978.08,18576910.97,140577008.35,,,,,970468.13,15872737.67,26885721.44,,,,,,,,,,,,,,,1
