,ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,end_type,basic_eps,diluted_eps,total_revenue,revenue,int_income,prem_earned,comm_income,n_commis_income,n_oth_income,n_oth_b_income,prem_income,out_prem,une_prem_reser,reins_income,n_sec_tb_income,n_sec_uw_income,n_asset_mg_income,oth_b_income,fv_value_chg_gain,invest_income,ass_invest_income,forex_gain,total_cogs,oper_cost,int_exp,comm_exp,biz_tax_surchg,sell_exp,admin_exp,fin_exp,assets_impair_loss,prem_refund,compens_payout,reser_insur_liab,div_payt,reins_exp,oper_exp,compens_payout_refu,insur_reser_refu,reins_cost_refund,other_bus_cost,operate_profit,non_oper_income,non_oper_exp,nca_disploss,total_profit,income_tax,n_income,n_income_attr_p,minority_gain,oth_compr_income,t_compr_income,compr_inc_attr_p,compr_inc_attr_m_s,ebit,ebitda,insurance_exp,undist_profit,distable_profit,rd_exp,fin_exp_int_exp,fin_exp_int_inc,transfer_surplus_rese,transfer_housing_imprest,transfer_oth,adj_lossgain,withdra_legal_surplus,withdra_legal_pubfund,withdra_biz_devfund,withdra_rese_fund,withdra_oth_ersu,workers_welfare,distr_profit_shrhder,prfshare_payable_dvd,comshare_payable_dvd,capit_comstock_div,update_flag
10,688622.SH,20210824,20210824,20200630,1,1,2,0.16,,76776788.46,76776788.46,,,,,,,,,,,,,,,,142217.31,-292068.93,,73168804.89,26098247.29,,,274442.27,20834774.12,11216728.41,935537.76,-72170.47,,,,,,,,,,,10366514.63,31104.07,85070.08,,10312548.62,2467255.57,7845293.05,8659339.16,-814046.11,,7845293.05,8659339.16,-814046.11,10364154.0,14808277.96,,,,13427429.42,1104820.51,234770.41,,,,,,,,,,,,,,,1
11,688511.SH,20210729,20210729,20200630,1,1,2,0.9444,0.9444,126098718.96,126098718.96,,,,,,,,,,,,,,,,167446.52,,,59594656.85,40122365.53,,,508456.62,1628299.72,8205943.08,1050858.94,-351651.3,,,,,,,,,,,66972673.09,,370217.18,,66602455.91,9939109.37,56663346.54,56663346.54,,,56663346.54,56663346.54,,68207736.81,71052971.78,,,,3176840.61,1001448.6,23304.38,,,,,,,,,,,,,,,1
12,301035.SZ,20210708,20210708,20200630,1,1,2,1.3,1.3,3582969908.97,3582969908.97,,,,,,,,,,,,,,,-13314131.5,7976419.57,7028.94,,3251660935.16,2928029435.61,,,6235591.22,66644730.09,88914115.46,17276275.9,-2674166.51,,,,,,,,,,,336650799.18,3310340.58,9556730.1,,330404409.66,50201124.67,280203284.99,269737812.55,10465472.44,4932012.49,285135297.48,273605561.4,11529736.08,359309561.4,410976713.98,,,,101136251.81,10241783.38,10965125.45,,,,,,,,,,,,,,,1
13,688722.SH,20210917,20210917,20200630,1,1,2,0.23,0.23,146237317.99,146237317.99,,,,,,,,,,,,,,,3551615.75,503638.19,,,116181227.39,93629604.07,,,2198438.39,3837826.32,8846355.0,-104482.44,,,,,,,,,,,,45175468.47,194532.9,11935.58,,45358065.79,6652839.63,38705226.16,38705226.16,,,38705226.16,38705226.16,,41015732.09,46737284.05,,,,7755082.26,,748941.2,,,,,,,,,,,,,,,1
14,301086.SZ,20210928,20210928,20200630,1,1,2,0.91,0.91,209054043.61,209054043.61,,,,,,,,,,,,,,,,36061.65,,,162684769.25,119429652.43,,,807457.05,9327509.17,15374035.31,1699608.36,-2954900.91,,,,,,,,,,,47948242.34,0.4,140113.83,,47808128.91,7025073.93,40783054.98,40783054.98,,,40783054.98,40783054.98,,49611789.05,49611789.05,,,,13314442.22,1496806.55,60460.53,,,,,,,,,,,,,,,1
15,001218.SZ,20210914,20210914,20200630,1,1,2,1.25,1.25,997991938.2,997991938.2,,,,,,,,,,,,,,,,775046.12,,,908156882.61,807590812.15,,,4686155.35,14841633.5,37725137.0,5249707.65,-1917887.86,,,,,,,,,,,97282331.95,791737.65,2980280.02,,95093789.58,10565942.43,84527847.15,84527847.15,,,84527847.15,84527847.15,,101507261.52,126282655.93,,,,35624770.62,4344913.91,195183.04,,,,,,,,,,,,,,,1
16,301059.SZ,20210824,20210824,20200630,1,1,2,0.26,0.26,83946453.21,83946453.21,,,,,,,,,,,,,,,,621787.43,,,57224405.31,41419440.0,,,807435.9,4028165.93,7897868.35,-674417.82,,,,,,,,,,,,28089946.52,19499.54,462950.28,,27646495.78,3885596.53,23760899.25,23760899.25,,,23760899.25,23760899.25,,26828275.78,31567764.76,,,,4486502.23,6105.56,623387.94,,,,,,,,,,,,,,,1
17,301052.SZ,20210809,20210809,20200630,1,1,2,0.2501,0.2501,145716190.59,145716190.59,,,,,,,,,,,,,,,,3235.3,,,133081486.48,77025389.66,,,124668.75,13951127.19,28484186.59,-964407.94,-8754158.31,,,,,,,,,,,15042954.82,118588.08,2872.29,,15158670.61,1777910.91,13380759.7,13512633.76,-131874.06,,13380759.7,13512633.76,-131874.06,18048210.25,20505212.9,,,,5379481.47,42953.41,1057014.95,,,,,,,,,,,,,,,1
18,605577.SH,20210823,20210823,20200630,1,1,2,0.1446,0.1446,598649364.99,598649364.99,,,,,,,,,,,,,,,,986911.09,-197582.17,,555217745.69,308526426.52,,,7356171.47,89788073.28,119800126.86,12245087.82,-9756098.49,,,,,,,,,,,55927333.63,2111832.29,200697.53,,57838468.39,8699.84,57829768.55,57829768.55,,423840.14,58253608.69,58253608.69,,83684389.96,123669089.96,,,,2804749.73,,7382801.48,,,,,,,,,,,,,,,1
19,300854.SZ,20210827,20210827,20200630,1,1,2,0.32,0.32,228098532.46,228098532.46,,,,,,,,,,,,,,,404027.4,2331620.24,412673.86,,203428611.79,163019599.39,,,787336.08,8075128.39,16379181.89,641133.61,-3734237.87,,,,,,,,,,,29245381.17,881.55,21218.83,,29225043.89,2972860.48,26252183.41,23704245.04,2547938.37,11730.62,26263914.03,23715975.66,2547938.37,30885105.01,39668363.81,,,,9121327.45,419776.41,59126.56,,,,,,,,,,,,,,,1
20,688257.SH,20210930,20210930,20200630,1,1,2,0.7967,0.7967,347369381.23,347369381.23,,,,,,,,,,,,,,,3960.0,1131477.79,937802.72,,277128841.74,211787962.93,,,1834980.85,12934478.09,28678638.61,1575605.44,-578011.78,,,,,,,,,,,72616634.86,8618.46,205517.59,,72419735.73,12721322.96,59698412.77,54730663.02,4967749.75,-1447740.33,58250672.44,53273079.14,4977593.3,71420474.21,78511391.98,,,,18094745.78,1973626.4,172009.41,,,,,,,,,,,,,,,1
21,688772.SH,20210916,20210916,20200630,1,1,2,0.27,,2696158754.73,2696158754.73,,,,,,,,,,,,,,,-2359453.2,-3278333.4,,,2365564661.3,1886708910.47,,,15012107.93,15896779.93,183140168.61,34964305.75,-42636215.35,,,,,,,,,,,335991031.88,2448955.48,50635442.72,,287804544.64,33911035.03,253893509.61,254064577.17,-171067.56,407312.26,254300821.87,254455727.24,-154905.37,363540756.97,555127151.18,,,,171258069.35,25818262.12,4649015.22,,,,,,,,,,,,,,,1
22,605507.SH,20210730,20210730,20200630,1,1,2,0.94,0.94,2131568055.79,2131568055.79,,,,,,,,,,,,,,,1461872.74,517707.47,-431364.89,,1609960541.96,1384600127.44,,,14054279.8,38953306.16,90555348.53,13357710.65,-4561343.38,,,,,,,,,,,529805883.19,6528631.74,6632606.69,,529701908.24,83612594.99,446089313.25,446624672.91,-535359.66,,446089313.25,446624672.91,-535359.66,547043805.49,625667205.49,,,,62578900.35,19774653.76,7042170.84,,,,,,,,,,,,,,,1
23,301093.SZ,20210930,20210930,20200630,1,1,2,0.38,0.38,211769533.03,211769533.03,,,,,,,,,,,,,,,,,,,165380389.76,112332697.29,,,2976839.47,17686149.66,17029845.46,3608599.47,-672940.94,,,,,,,,,,,46612352.93,1360.0,273589.1,,46340123.83,8192731.14,38147392.69,38147392.69,,,38147392.69,38147392.69,,50848279.44,50848279.44,,,,11313913.7,3637504.42,144270.15,,,,,,,,,,,,,,,1
24,301088.SZ,20210928,20210928,20200630,1,1,2,0.32,0.32,318092296.96,318092296.96,,,,,,,,,,,,,,,1073545.24,981000.0,,,248809318.51,175132142.01,,,2420762.72,41877189.09,11526134.16,2281850.97,-10910018.43,,,,,,,,,,,72513001.09,5220.95,646242.85,,71871979.19,17646385.58,54225593.61,54225593.61,,,54225593.61,54225593.61,,72653080.01,73926080.43,,,,4679752.23,,161591.57,,,,,,,,,,,,,,,1
25,688285.SH,20210923,20210923,20200630,1,1,2,0.3,,653859524.03,653859524.03,,,,,,,,,,,,,,,,,,,555126373.37,520295652.66,,,3516846.24,11003568.54,18489046.72,4125490.28,-96839.63,,,,,,,,,,,99135586.98,2335011.65,133951.31,,101336647.32,14967923.35,86368723.97,83376137.3,2992586.67,-68000.0,86300723.97,83308137.3,2992586.67,103261077.26,111122254.78,,,,20793900.62,2896421.9,665107.49,,,,,,,,,,,,,,,1
26,605033.SH,20210825,20210825,20200630,1,1,2,0.63,0.63,365409237.52,365409237.52,,,,,,,,,,,,,,,,1928493.12,,,293641426.42,228868149.57,,,1237439.94,17709712.3,7607393.5,412219.18,-7034941.31,,,,,,,,,,,73696304.22,1319573.29,331250.77,,74684626.74,10921488.87,63763137.87,63763137.87,,,63763137.87,63763137.87,,72180030.28,77436452.04,,,,22280428.2,539191.67,152999.16,,,,,,,,,,,,,,,1
27,301077.SZ,20210915,20210915,20200630,1,1,2,0.84,0.84,252271724.21,252271724.21,,,,,,,,,,,,,,,,654122.56,,,210262612.82,179454507.91,,,1234601.09,7516556.86,8531711.58,829299.72,-1095229.27,,,,,,,,,,,43888845.11,34929.87,48634.21,,43875140.77,6128678.05,37746462.72,37746462.72,,,37746462.72,37746462.72,,44064022.27,44064022.27,,,,11967975.43,873172.79,250455.53,,,,,,,,,,,,,,,1
28,605167.SH,20210723,20210723,20200630,1,1,2,0.09,0.09,584511040.19,584511040.19,,,,,,,,,,,,,,,-382500.0,-672644.45,,,556647226.86,495791549.59,,,2806191.65,8428109.82,45392306.82,2445166.47,-985767.26,,,,,,,,,,,38217235.62,,98367.18,,38118868.44,7584607.41,30534261.03,30534261.03,,,30534261.03,30534261.03,,42704148.61,42704148.61,,,,4455161.36,1018331.6,625961.99,,,,,,,,,,,,,,,1
29,301089.SZ,20210929,20210929,20200630,1,1,2,0.55,0.55,243585458.08,243585458.08,,,,,,,,,,,,,,,,655437.28,9696.28,,183774300.32,138643121.72,,,2983797.1,4984324.91,21507818.5,6287417.25,-1962846.06,,,,,,,,,,,63801280.37,,1008473.54,,62792806.83,10554957.63,52237849.2,52237849.2,,-4470408.48,47767440.72,47767440.72,,69697632.0,78642256.71,,,,6649642.91,7331384.93,956648.88,,,,,,,,,,,,,,,1
30,301078.SZ,20210916,20210916,20200630,1,1,2,0.1694,0.1694,3845989672.74,3845989672.74,,,,,,,,,,,,,,,2147245.07,26800447.72,,,3689542030.47,2771787810.06,,,8673000.76,686923150.72,159455911.65,15433116.82,-7192372.07,,,,,,,,,,,201924560.83,1229674.47,662502.7,,202491732.6,36626945.39,165864787.21,165864787.21,,,165864787.21,165864787.21,,188249978.94,281464671.57,,,,38787560.49,6881023.56,5104097.01,,,,,,,,,,,,,,,1
31,301057.SZ,20210819,20210819,20200630,1,1,2,0.22,0.22,217654234.72,217654234.72,,,,,,,,,,,,,,,,600000.0,,,200024073.89,173359877.36,,,1051562.84,6295998.89,6574005.58,1035539.93,-655975.44,,,,,,,,,,,19916663.8,50000.0,413618.31,,19553045.49,1771228.41,17781817.08,17781817.08,,-19322.6,17762494.48,17762494.48,,20352203.73,30310995.14,,,,11607862.22,885644.08,34618.41,,,,,,,,,,,,,,,1
32,301058.SZ,20210820,20210820,20200630,1,1,2,0.1,0.1,857299146.48,857299146.48,,,,,,,,,,,,,,,,461740.47,,,815535253.01,724058958.84,,,3924747.29,5551375.4,52184904.88,-2176567.6,-3718523.41,,,,,,,,,,,45439052.9,4281074.47,2214161.46,,47505965.91,6883334.44,40622631.47,41231939.55,-609308.08,,40622631.47,41231939.55,-609308.08,46060953.41,46060953.41,,,,18661979.67,,2144011.74,,,,,,,,,,,,,,,1
33,301066.SZ,20210901,20210901,20200630,1,1,2,0.37,0.37,386878419.3,386878419.3,,,,,,,,,,,,,,,198900.0,122640.44,-10452.97,,346200240.73,246281341.84,,,3018309.16,48475238.92,17427617.79,-2356380.05,-7907191.41,,,,,,,,,,,43137982.88,261417.66,884648.9,,42514751.64,5265601.65,37249149.99,37538856.96,-289706.97,,37249149.99,37538856.96,-289706.97,48378198.77,48378198.77,,,,14786374.74,,2366230.69,,,,,,,,,,,,,,,1
34,300844.SZ,20210730,20210730,20200630,1,1,2,1.54,1.54,217473392.05,217473392.05,,,,,,,,,,,,,,,,242915.01,,,163831423.24,97305701.93,,,1579671.59,8565368.49,32685393.38,747660.96,,,,,,,,,,,,54923924.28,8223.19,44141.26,,54888006.21,8287758.91,46600247.3,46600247.3,,,46600247.3,46600247.3,,55428670.23,59438662.18,,,,12656141.78,806396.52,97674.25,,,,,,,,,,,,,,,1
35,301061.SZ,20210826,20210826,20200630,1,1,2,1.46,1.46,457768383.03,457768383.03,,,,,,,,,,,,,,,,,,,365364682.65,307605050.02,,,3561649.07,34299516.18,15689477.45,-16661157.29,-1114911.93,,,,,,,,,,,97718054.16,75731.36,8645.58,,97785139.94,9966340.66,87818799.28,87818799.28,,746497.0,88565296.28,88565296.28,,81999393.4,81999393.4,,,,23179690.47,1211747.11,7441247.87,,,,,,,,,,,,,,,1
36,301080.SZ,20210924,20210924,20200630,1,1,2,0.71,0.71,99257913.26,99257913.26,,,,,,,,,,,,,,,,217611.11,,,50345292.07,9531803.43,,,159332.79,15326776.01,10072983.12,-595137.98,-1217797.3,,,,,,,,,,,49127295.47,3.43,12310.8,,49114988.1,6951822.84,42163165.26,42378872.91,-215707.65,72807.77,42235973.03,42451680.68,-215707.65,48326357.94,51765378.29,,,,13685436.3,,82602.33,,,,,,,,,,,,,,,1
37,601825.SH,20210818,20210818,20200630,1,2,2,0.5,,11256137000.0,11256137000.0,17892562000.0,,1674788000.0,1549678000.0,1051500000.0,13494000.0,,,,,,,,16455000.0,48134000.0,1010092000.0,,-31853000.0,5991086000.0,,9240564000.0,125110000.0,116534000.0,,3171823000.0,,,,,,,,5991086000.0,,,,2961000.0,5265051000.0,26897000.0,32128000.0,,5259820000.0,714207000.0,4545613000.0,4329852000.0,215761000.0,211414000.0,4757027000.0,4541266000.0,215761000.0,5268012000.0,5268012000.0,,,,,,,,,,,,,,,,,,,,,1
38,301085.SZ,20210927,20210927,20200630,1,1,2,0.83,,591689319.86,591689319.86,,,,,,,,,,,,,,,,280793.32,,,531179033.34,493891874.12,,,1365696.7,12627738.41,14760578.62,4048050.5,,,,,,,,,,,,61168851.61,611267.07,335326.89,,61444791.79,11728420.06,49716371.73,49716371.73,,111084.1,49827455.83,49827455.83,,64936108.79,66491929.93,,,,4803876.81,4687046.15,90020.56,,,,,,,,,,,,,,,1
39,301087.SZ,20210928,20210928,20200630,1,1,2,2.2736,2.2736,1228616362.58,1228616362.58,,,,,,,,,,,,,,,,-347699.54,-347699.54,,924863668.12,617219116.24,,,12680758.08,240055412.69,21067296.83,172004.68,-14815404.97,,,,,,,,,,,324473218.97,23892.19,2314927.5,,322182183.66,48866182.34,273316001.32,272827928.15,488073.17,,273316001.32,272827928.15,488073.17,324982080.99,336541018.32,,,,13787986.7,3789656.94,4116332.86,,,,,,,,,,,,,,,1
40,301076.SZ,20210915,20210915,20200630,1,1,2,0.66,0.66,141509302.64,141509302.64,,,,,,,,,,,,,,,,2797787.4,,,98198861.05,80085423.47,,,1819841.1,1742595.67,11317772.38,-953032.8,,,,,,,,,,,,46339077.26,,168929.38,,46170147.88,6563370.88,39606777.0,39606777.0,,,39606777.0,39606777.0,,42588257.06,42588257.06,,,,4491391.26,,283089.22,,,,,,,,,,,,,,,1
41,301070.SZ,20210907,20210907,20200630,1,1,2,0.45,0.45,104866573.87,104866573.87,,,,,,,,,,,,,,,276655.55,1601847.27,,,85275941.3,55372741.32,,,454856.76,15277289.71,8799930.68,74177.01,-41451.57,,,,,,,,,,,25801452.04,2.49,51015.78,,25750438.75,4294288.07,21456150.68,21595948.47,-139797.79,-1080314.35,20375836.33,20955356.69,-579520.36,24063655.96,24063655.96,,,,4351519.48,258650.01,75749.21,,,,,,,,,,,,,,,1
42,688255.SH,20210924,20210924,20200630,1,1,2,0.4,0.4,246207480.24,246207480.24,,,,,,,,,,,,,,,,,,,220054525.05,192157929.42,,,2312743.84,5649824.07,7319206.9,1248920.01,-657308.45,,,,,,,,,,,26597678.88,30887.81,190406.04,,26438160.65,3031152.54,23407008.11,23407008.11,,,23407008.11,23407008.11,,27295725.65,27295725.65,,,,10118675.01,1338708.33,126013.88,,,,,,,,,,,,,,,1
43,605567.SH,20210914,20210914,20200630,1,1,2,0.65,0.65,857464512.41,857464512.41,,,,,,,,,,,,,,,,,,,801709511.12,728948430.26,,,5101044.05,29870976.44,22128347.59,8622628.88,,,,,,,,,,,,106649302.72,3292008.78,320434.27,,109620877.23,12413140.33,97207736.9,97207736.9,,,97207736.9,97207736.9,,57941658.5,75219484.82,,,,1797124.83,8953178.45,563753.08,,,,,,,,,,,,,,,1
44,688553.SH,20210927,20210927,20200630,1,1,2,0.45,0.45,585648866.74,585648866.74,,,,,,,,,,,,,,,,4913089.97,,,394232650.23,46106376.47,,,1736648.9,275346116.02,33968632.84,2394841.21,-3089834.3,,,,,,,,,,,199652807.76,,2092802.66,,197560005.1,35863293.88,161696711.22,162146038.37,-449327.15,416414.19,162113125.41,162562452.56,-449327.15,200224393.3,200224393.3,,,,32919355.19,1471658.69,216738.88,,,,,,,,,,,,,,,1
45,688786.SH,20210806,20210806,20200630,1,1,2,0.31,0.31,84311906.68,84311906.68,,,,,,,,,,,,,,,14767.12,337956.49,,,66965045.63,49300035.83,,,668127.07,3534628.82,7931898.46,251183.88,-85835.63,,,,,,,,,,,22952409.43,12030.0,282826.61,,22681612.82,2775900.09,19905712.73,19960329.35,-54616.62,20492.09,19926204.82,19980821.44,-54616.62,22850869.7,28443858.17,,,,6754453.72,19039.6,36762.5,,,,,,,,,,,,,,,1
46,301068.SZ,20210903,20210903,20200630,1,1,2,0.52,0.52,196074343.71,196074343.71,,,,,,,,,,,,,,,,,,,168415204.9,131728926.42,,,470755.9,3301783.36,12295046.81,1512620.81,-1720914.03,,,,,,,,,,,39215766.4,1062693.44,600000.0,,39678459.84,7043213.71,32635246.13,32635246.13,,,32635246.13,32635246.13,,32405024.65,35797101.08,,,,5376908.96,1803055.75,304290.74,,,,,,,,,,,,,,,1
47,688739.SH,20210930,20210930,20200630,1,1,2,1.4,1.4,1029715388.11,1029715388.11,,,,,,,,,,,,,,,52103313.06,14735852.18,,,498192608.96,151390932.66,,,7774470.61,128026283.1,94916950.37,-1922380.04,-5117222.3,,,,,,,,,,,605790098.99,656363.58,1275030.16,,605171432.41,81583357.19,523588075.22,523588075.22,,,,,,536913731.2,571199492.38,,,,112790371.98,,2029026.43,,,,,,,,,,,,,,,1
48,301079.SZ,20210917,20210917,20200630,1,1,2,0.3,0.3,141581746.09,141581746.09,,,,,,,,,,,,,,,,,,,121523850.04,99106187.88,,,1487544.1,4982480.06,5852031.09,1792106.8,-1433978.43,,,,,,,,,,,20493983.78,858905.57,37453.06,,21315436.29,2598540.95,18716895.34,18716895.34,,,18716895.34,18716895.34,,23080298.98,27467503.88,,,,5650464.58,1184604.44,10365.38,,,,,,,,,,,,,,,1
49,001217.SZ,20210908,20210908,20200630,1,1,2,0.24,,520388596.67,520388596.67,,,,,,,,,,,,,,,,-36142.3,,,463500247.59,423598005.31,,,5271911.53,2384408.52,12662893.05,786860.23,-2172946.02,,,,,,,,,,,63363507.19,5957098.77,784013.79,,68536592.17,8974503.37,59562088.8,59562088.8,,,59562088.8,59562088.8,,64186509.72,111727740.33,,,,16830059.62,795458.31,41717.11,,,,,,,,,,,,,,,1
50,688103.SH,20210823,20210823,20200630,1,1,2,0.13,,160052407.1,160052407.1,,,,,,,,,,,,,,,,1056969.26,-40793.87,,155529216.52,91310053.81,,,1630857.95,6990871.38,22128542.12,1059882.96,-3383103.22,,,,,,,,,,,7849705.81,193244.88,76626.37,,7966324.32,4630542.82,3335781.5,9246997.55,-5911216.05,,3335781.5,9246997.55,-5911216.05,5990653.9,12713876.07,,,,28129972.97,2166933.72,304968.11,,,,,,,,,,,,,,,1
51,301082.SZ,20210924,20210924,20200630,1,1,2,0.27,0.27,519068390.1,519068390.1,,,,,,,,,,,,,,,,,,,480307468.03,415322769.06,,,2687638.51,24242412.04,11962784.13,6718199.22,,,,,,,,,,,,39164285.32,1014466.0,150000.0,,40028751.32,5410608.8,34618142.52,33057548.89,1560593.63,,34618142.52,33057548.89,1560593.63,45882484.54,54059989.14,,,,13654203.2,7166105.08,684043.71,,,,,,,,,,,,,,,1
52,601921.SH,20210722,20210722,20200630,1,1,2,0.2,0.2,3847921402.14,3847921402.14,,,,,,,,,,,,,,,,7759818.19,-1099234.74,,3463717320.92,2724558903.75,,,19073986.48,411519660.3,327138396.32,-44325918.23,4886837.15,,,,,,,,,,,411896756.16,2335245.25,1806231.52,,412425769.89,4620364.29,407805405.6,408662575.43,-857169.83,-573946.02,407231459.58,408095470.75,-864011.17,351826905.43,444202405.43,,,,6058734.88,288276.41,48837140.49,,,,,,,,,,,,,,,1
53,301065.SZ,20210831,20210831,20200630,1,1,2,0.75,0.75,301233338.4,301233338.4,,,,,,,,,,,,,,,,,,,257712101.34,229185798.94,,,1406382.71,1756309.61,12071545.33,685093.83,-218150.32,,,,,,,,,,,45930076.58,,60661.73,,45869414.85,6059162.23,39810252.62,39810252.62,,,39810252.62,39810252.62,,46880877.53,62968182.45,,,,11758715.82,1153913.39,489922.68,,,,,,,,,,,,,,,1
