,ts_code,ann_date,f_ann_date,end_date,report_type,comp_type,end_type,basic_eps,diluted_eps,total_revenue,revenue,int_income,prem_earned,comm_income,n_commis_income,n_oth_income,n_oth_b_income,prem_income,out_prem,une_prem_reser,reins_income,n_sec_tb_income,n_sec_uw_income,n_asset_mg_income,oth_b_income,fv_value_chg_gain,invest_income,ass_invest_income,forex_gain,total_cogs,oper_cost,int_exp,comm_exp,biz_tax_surchg,sell_exp,admin_exp,fin_exp,assets_impair_loss,prem_refund,compens_payout,reser_insur_liab,div_payt,reins_exp,oper_exp,compens_payout_refu,insur_reser_refu,reins_cost_refund,other_bus_cost,operate_profit,non_oper_income,non_oper_exp,nca_disploss,total_profit,income_tax,n_income,n_income_attr_p,minority_gain,oth_compr_income,t_compr_income,compr_inc_attr_p,compr_inc_attr_m_s,ebit,ebitda,insurance_exp,undist_profit,distable_profit,rd_exp,fin_exp_int_exp,fin_exp_int_inc,transfer_surplus_rese,transfer_housing_imprest,transfer_oth,adj_lossgain,withdra_legal_surplus,withdra_legal_pubfund,withdra_biz_devfund,withdra_rese_fund,withdra_oth_ersu,workers_welfare,distr_profit_shrhder,prfshare_payable_dvd,comshare_payable_dvd,capit_comstock_div,update_flag
865,600059.SH,20200428,20200428,20200331,1,1,1,0.06,0.06,365692155.1,365692155.1,,,,,,,,,,,,,,,,3991841.78,-47062.33,,310236151.94,210820897.11,,,16328840.84,59306059.81,22388982.0,-3927977.84,,,,,,,,,,,,61224068.55,59268.0,308123.78,,60975212.77,15099823.66,45875389.11,46387036.29,-511647.18,-222067.89,45653321.22,46164968.4,-511647.18,56229987.0,,,,,2402515.36,,4096651.1,,,,,,,,,,,,,,,0
866,600093.SH,20200430,20200430,20200331,1,1,1,0.084,0.084,2104757637.8,1912878598.58,191879039.22,,,,,,,,,,,,,,,1723701.1,1723701.1,,2043262213.59,1819904077.93,74435021.13,,1147143.01,125785.39,8984730.76,32504970.47,,,,,,,,,,,,64788495.63,,23977.17,,64764518.46,-26721634.66,91486153.12,94239569.7,-2753416.58,,91486153.12,94239569.7,-2753416.58,199226040.58,,,,,2504209.32,36651411.96,1382190.75,,,,,,,,,,,,,,,0
867,600119.SH,20200429,20200429,20200331,1,1,1,-0.04,-0.04,81959345.32,81959345.32,,,,,,,,,,,,,,,1281081.23,-673153.1,-894145.47,,103753342.57,76637932.07,,,132288.98,6774011.49,12349885.74,5988783.61,,,,,,,,,,,,-20432746.77,5436162.79,11067.38,,-15007651.36,329739.28,-15337390.64,-13036743.4,-2300647.24,,-15337390.64,-13036743.4,-2300647.24,-14512805.97,,,,,1141016.08,7932407.32,297102.44,,,,,,,,,,,,,,,0
868,600552.SH,20200430,20200430,20200331,1,1,1,0.0115,0.0115,821777381.08,821777381.08,,,,,,,,,,,,,,,,,,,830631830.76,713273829.06,,,2925098.05,20975554.75,34841070.81,23079091.16,,,,,,,,,,,,20676214.6,386447.6,19837.51,,21042824.69,3018939.42,18023885.27,8791338.93,9232546.34,,18023885.27,8791338.93,9232546.34,43729470.69,,,,,35563022.0,,,,,,,,,,,,,,,,,0
869,600148.SH,20200429,20200429,20200331,1,1,1,0.066,0.066,223708821.84,223708821.84,,,,,,,,,,,,,,,,,,,207215598.14,162589503.82,,,1965170.23,19677555.98,13451068.37,633661.54,,,,,,,,,,,,16603704.91,4220.0,109181.96,,16498742.95,2119207.02,14379535.93,9273206.14,5106329.79,,14379535.93,9273206.14,5106329.79,17237366.45,,,,,8898638.2,,,,,,,,,,,,,,,,,0
870,600369.SH,20200430,20200430,20200331,1,4,1,0.04,0.04,569566987.99,569566987.99,413800318.63,,,255941520.35,235957072.79,-195517.12,,,,,191673859.6,47131703.92,16039788.04,8503202.04,-87227302.14,320310681.7,71247393.54,1811743.7,341106654.33,,344830642.94,,3545067.3,,320978129.01,,,,,,,,341106654.33,,,,8698719.16,228460333.66,377438.05,10334618.33,,218503153.38,4618287.17,213884866.21,202727740.62,11157125.59,-7626029.58,206258836.63,195215696.18,11043140.45,,,,,,,,,,,,,,,,,,,,,,,0
871,600403.SH,20200430,20200430,20200331,1,1,1,0.0122,0.0122,1565260149.48,1565260149.48,,,,,,,,,,,,,,,,917184.86,,,1616435716.3,1163617641.21,,,58678993.17,23353463.98,279429819.13,66803402.9,-20812166.48,,,,,,,,,,,-48943124.04,119041151.21,12938204.96,,57159822.21,27916184.34,29243637.87,36521793.75,-7278155.88,,29243637.87,36521793.75,-7278155.88,36440002.56,,,,,3740229.43,68939454.18,2136051.28,,,,,,,,,,,,,,,0
872,600456.SH,20200428,20200428,20200331,1,1,1,0.0961,0.0961,1020531012.31,1020531012.31,,,,,,,,,,,,,,,,160006.74,160006.74,,952681091.97,827850668.93,,,7652960.18,13425090.91,54148727.42,23629257.93,,,,,,,,,,,,70292991.45,1493571.05,1448542.13,,70338020.37,17835018.16,52503002.21,41331019.64,11171982.57,,52503002.21,41331019.64,11171982.57,93734155.14,,,,,26002474.1,28435983.84,1751850.83,,,,,,,,,,,,,,,0
873,600776.SH,20200429,20200429,20200331,1,1,1,0.003,0.003,456182820.27,456182820.27,,,,,,,,,,,,,,,,54845406.84,-29909.95,,509209845.07,449846155.07,,,4221391.77,11196084.59,15229341.89,-7813181.34,,,,,,,,,,,,2485325.31,4926537.91,524741.55,,6887121.67,3732429.76,3154691.91,3845026.78,-690334.87,-134400.63,3020291.28,3710626.15,-690334.87,-55785354.34,,,,,32138093.82,12459.32,7827444.74,,,,,,,,,,,,,,,0
874,600777.SH,20200423,20200423,20200331,1,1,1,0.1101,0.1101,1579780588.81,1579780588.81,,,,,,,,,,,,,,,586852903.99,,,,1199909227.09,866826189.59,,,79108135.97,,103087902.0,150886999.53,,,,,,,,,,,,966656006.9,107976.96,,,966763983.86,217841520.61,748922463.25,748922463.25,,550762334.65,1299684797.9,1299684797.9,,530758361.25,,,,,,149499772.59,2107987.84,,,,,,,,,,,,,,,0
875,600810.SH,20200430,20200430,20200331,1,1,1,0.04,0.04,2746270914.42,2746270914.42,,,,,,,,,,,,,,,,38059295.47,38059295.47,,2749466234.95,2556258388.18,,,10335060.88,20694236.81,74057246.92,60418957.25,,,,,,,,,,,,38747422.78,182814.73,1369883.39,,37560354.12,7616377.27,29943976.85,23476576.28,6467400.57,,29943976.85,23476576.28,6467400.57,61107084.56,,,,,27702344.91,48235888.81,-12065228.19,,,,,,,,,,,,,,,0
876,600512.SH,20200428,20200428,20200331,1,1,1,-0.02,-0.02,690145946.96,690145946.96,,,,,,,,,,,,,,,-93051741.07,56938489.04,-2697001.03,,677436020.905,612285093.51,,,3399175.22,7454003.38,28036380.2,14718094.28,,,,,,,,,,,,-18562112.22,45996.85,1705855.5,,-20221970.87,9063274.6,-29285245.47,-25439143.81,-3846101.66,,-29285245.47,-25439143.81,-3846101.66,10677552.94,,,,,33134955.47,16518832.18,-2020357.09,,,,,,,,,,,,,,,0
877,600839.SH,20200428,20200428,20200331,1,1,1,-0.0762,-0.0762,16327542301.77,16327542301.77,,,,,,,,,,,,,,,28522375.51,40216973.2,15608409.02,,16970972936.82,14986261508.66,,,64415409.54,835850862.34,380225847.38,197512136.39,-61590670.63,,,,,,,,,,,-510343065.77,7053117.72,2560332.26,,-505850280.31,31159834.69,-537010115.0,-351778606.11,-185231508.89,-637664.32,-537647779.32,-353054976.53,-184592802.79,-240233174.75,,,,,365495299.62,227278270.78,155877161.54,,,,,,,,,,,,,,,0
878,600870.SH,20200429,20200429,20200331,1,1,1,-0.0011,-0.0011,4549121.56,4549121.56,,,,,,,,,,,,,,,,,,,5198497.41,3759814.42,,,1915.5,103908.2,848472.15,482742.53,,,,,,,,,,,,-618256.22,40000.0,,,-578256.22,,-578256.22,-569973.38,-8282.84,143278.54,-434977.68,-426694.84,-8282.84,-133869.08,,,,,,324062.5,19160.16,,,,,,,,,,,,,,,0
879,600871.SH,20200428,20200428,20200331,1,1,1,-0.01,-0.01,12868009000.0,12868009000.0,,,,,,,,,,,,,,,,14825000.0,-589000.0,,13094856000.0,12228462000.0,,,45382000.0,13020000.0,422271000.0,219059000.0,,,,,,,,,,,,-150372000.0,3952000.0,4433000.0,,-150853000.0,31455000.0,-182308000.0,-182308000.0,,0.0,-182308000.0,-182308000.0,,52729000.0,,,,,167581000.0,229533000.0,2924000.0,,,,,,,,,,,,,,,0
880,600966.SH,20200428,20200428,20200331,1,1,1,0.1387,0.1387,2606470779.43,2606470779.43,,,,,,,,,,,,,,,,,,,2366292662.03,2041904745.43,,,8106309.49,117016042.21,74741154.25,132771621.82,,,,,,,,,,,,247565224.63,327166.0,2766047.83,,245126342.8,59751674.6,185374668.2,185374668.2,,-1638324.65,183736343.55,183736343.55,,371412754.06,,,,,829058.76,102727558.81,2991849.82,,,,,,,,,,,,,,,0
881,600970.SH,20200428,20200428,20200331,1,1,1,0.1,0.1,3828633244.31,3828633244.31,,,,,,,,,,,,,,,16087271.61,-12881135.41,-2199061.98,,3646538114.6,3184571928.89,,,18851775.93,97534278.48,185870685.8,6917550.74,,,,,,,,,,,,187355649.12,10281920.08,1597974.6,,196039594.6,41024361.5,155015233.1,167000902.25,-11985669.15,-45574282.79,109440950.31,131790303.75,-22349353.44,202470212.55,,,,,140993323.01,37732858.64,67127222.3,,,,,,,,,,,,,,,0
882,601088.SH,20200425,20200425,20200331,1,1,1,0.493,,51077000000.0,51077000000.0,,,,,,,,,,,,,,,58000000.0,785000000.0,304000000.0,,37306000000.0,30262000000.0,,,2514000000.0,135000000.0,3765000000.0,636000000.0,-1000000.0,,,,,,,,,,,14698000000.0,27000000.0,8000000.0,,14717000000.0,2967000000.0,11750000000.0,9807000000.0,1943000000.0,-19000000.0,11731000000.0,9773000000.0,1958000000.0,14395000000.0,,,,,91000000.0,727000000.0,-321000000.0,,,,,,,,,,,,,,,0
883,600010.SH,20200430,20200430,20200331,1,1,1,-0.0058,-0.0058,13211723213.09,13211723213.09,,,,,,,,,,,,,,,-1968550.0,-20573764.47,-20573764.47,,13375763187.05,11680656664.26,,,132878384.59,589680106.31,385066192.93,585132832.11,,,,,,,,,,,,-179402276.08,2336540.43,15610474.12,,-192676209.77,72587065.25,-265263275.02,-323960957.62,58697682.6,844677.18,-264418597.84,-323530172.26,59111574.42,428272870.5,,,,,2349006.85,618294193.28,32412089.88,,,,,,,,,,,,,,,0
884,600060.SH,20200430,20200430,20200331,1,1,1,0.04,0.04,6764049146.38,6764049146.38,,,,,,,,,,,,,,,28773891.68,13696686.54,-7993222.19,,6716649899.16,5691206582.38,,,29240741.35,528762509.29,111269825.23,-15873411.37,-6743413.98,,,,,,,,,,,144010299.52,2932219.84,16750025.37,,130192493.99,28908370.03,101284123.96,51373687.11,49910436.85,-47251784.73,54032339.23,3949348.61,50082990.62,82667945.91,,,,,375029064.51,8551209.82,7893145.66,,,,,,,,,,,,,,,0
885,600094.SH,20200430,20200430,20200331,1,1,1,0.0481,0.0481,2382404888.52,2382404888.52,,,,,,,,,,,,,,,,5477963.02,,,2187246994.13,1789454202.2,,,107957348.56,47725601.48,107390247.55,161959873.01,,,,,,,,,,,,200698194.06,8917920.13,1918413.23,,207697700.96,58615955.5,149081745.46,118999911.07,30081834.39,-127455777.73,21625967.73,-8455866.66,30081834.39,330009650.06,,,,,,,,,,,,,,,,,,,,,,0
886,600121.SH,20200429,20200429,20200331,1,1,1,-0.1229,-0.1229,569247719.05,569247719.05,,,,,,,,,,,,,,,-203382.25,80694.35,,,707957375.13,526877278.63,,,25426353.49,17146423.77,91558149.87,46879358.06,,,,,,,,,,,,-138808039.67,3241668.5,1774849.45,,-137341220.62,6463059.77,-143804280.39,-149711438.55,5907158.16,-10616250.0,-154420530.39,-160327688.55,5907158.16,-91805993.71,,,,,69811.31,54208607.44,14631517.99,,,,,,,,,,,,,,,0
887,600556.SH,20200429,20200429,20200331,1,1,1,0.03,0.03,536317376.54,536317376.54,,,,,,,,,,,,,,,,-478883.98,-478883.98,,470668417.15,397953672.76,,,4112727.04,32342432.97,21428899.78,-6616112.94,,,,,,,,,,,,65219846.28,,,,65219846.28,9414841.64,55805004.64,55830221.83,-25217.19,,55805004.64,55830221.83,-25217.19,64286163.53,,,,,16243251.33,,3677074.39,,,,,,,,,,,,,,,0
888,600149.SH,20200430,20200430,20200331,1,1,1,0.0024,0.0024,77278820.14,77278820.14,,,,,,,,,,,,,,,,,,,61171879.2,53740446.76,,,436629.7,108483.79,6958111.21,-76457.5,,,,,,,,,,,,16112502.61,0.1,17.04,,16112485.67,4977890.33,11134595.34,922660.66,10211934.68,,11134595.34,922660.66,10211934.68,16040710.35,,,,,,248191.67,-330397.97,,,,,,,,,,,,,,,0
889,600375.SH,20200429,20200429,20200331,1,1,1,-0.2,-0.2,1070472504.5,1070472504.5,,,,,,,,,,,,,,,,-54092.59,,,1190245281.27,947616229.75,,,11091158.34,44394754.6,46037036.8,41993130.62,-7173009.25,,,,,,,,,,,-110676975.89,318336.63,1274808.58,,-111633447.84,1237115.53,-112870563.37,-109682900.48,-3187662.89,-127779.72,-112998343.09,-109810680.2,-3187662.89,-3601093.37,,,,,35143294.84,44850407.09,7784327.74,,,,,,,,,,,,,,,0
890,600406.SH,20200430,20200430,20200331,1,1,1,0.02,0.02,3873977117.4,3873977117.4,,,,,,,,,,,,,,,10246472.59,2546489.99,-542931.24,,3865296850.59,2988984936.21,,,21562338.43,332844112.86,200307953.56,-20513733.05,,,,,,,,,,,,106963506.34,2722891.95,497471.8,,109188926.49,24394327.85,84794598.64,75776249.16,9018349.48,-16373024.41,68421574.23,60861728.03,7559846.2,39696323.56,,,,,376149011.87,13130941.9,20580428.44,,,,,,,,,,,,,,,0
891,600459.SH,20200429,20200429,20200331,1,1,1,0.31,0.31,5066047189.33,5066047189.33,,,,,,,,,,,,,,,6830922.37,5204072.97,,,4921320300.01,4805047500.16,,,8984021.05,16282877.44,30730678.19,41037209.29,,,,,,,,,,,,170384957.9,19859.83,122400.0,,170282417.73,29187208.63,141095209.1,135306135.17,5789073.93,,141095209.1,135306135.17,5789073.93,199384102.85,,,,,19241082.88,,,,,,,,,,,,,,,,,0
892,600778.SH,20200430,20200430,20200331,1,1,1,-0.1152,-0.1152,481060249.4,481060249.4,,,,,,,,,,,,,,,-3559591.58,886722.85,-448319.59,,514745107.75,274967880.65,,,11185480.01,68735450.6,139428608.3,20427688.19,,,,,,,,,,,,-36297867.39,1131794.9,26109.93,,-35192182.42,26905.99,-35219088.41,-35873113.61,654025.2,2121408.75,-35219088.41,-35873113.61,654025.2,-13197310.47,,,,,,17186164.37,1394318.55,,,,,,,,,,,,,,,0
893,600811.SH,20200430,20200430,20200331,1,1,1,0.0621,0.0621,2727998492.88,2723175528.67,4822964.21,,,,,,,,,,,,,,17162593.48,482667413.76,475671395.1,,3000600191.2,2623190175.82,,,4214035.05,33821394.97,90185089.88,230648060.05,,,,,,,,,,,,229695345.51,1375535.24,5616025.38,,225454855.37,-2714251.68,228169107.05,227362579.19,806527.86,65595713.59,293764820.64,292958292.78,806527.86,-20945166.25,,,,,,325710900.34,131457839.4,,,,,,,,,,,,,,,0
894,600513.SH,20200425,20200425,20200331,1,1,1,0.07,,292206038.69,292206038.69,,,,,,,,,,,,,,,-9720.0,-246802.74,-246802.74,,263539521.63,152415239.66,,,1834695.0,68871533.57,32563286.57,3150940.1,,,,,,,,,,,,29005976.76,,1200.0,,29004776.76,5704907.08,23299869.68,19136150.82,4163718.86,,23299869.68,19136150.82,4163718.86,33716373.04,,,,,3400893.29,3928160.02,676645.32,,,,,,,,,,,,,,,0
895,600841.SH,20200425,20200425,20200331,1,1,1,0.022,,964539450.66,964539450.66,,,,,,,,,,,,,,,-2985884.91,19191120.68,19179209.32,,969152313.44,817807112.65,,,5672072.58,53326916.92,54723518.24,-19828544.9,798451.6,,,,,,,,,,,13889939.85,202070.0,3546.22,,14088463.63,-4355825.69,18444289.32,18685581.32,-241292.0,2108737.2,20553026.52,20794318.52,-241292.0,-21791360.04,,,,,57477223.31,,12711577.14,,,,,,,,,,,,,,,0
896,600872.SH,20200430,20200430,20200331,1,1,1,0.2589,0.2589,1153354570.47,1153354570.47,,,,,,,,,,,,,,,,13020934.56,5533.71,,907326705.17,674176230.29,,,13068827.24,122639559.08,60768178.79,6367760.93,,,,,,,,,,,,263320709.7,200101.27,1306179.36,,262214631.61,38721977.16,223492654.45,206286505.32,17206149.13,68645.59,223561300.04,206355150.91,17206149.13,256359903.42,,,,,30614049.28,2586086.84,380078.92,,,,,,,,,,,,,,,0
897,600874.SH,20200428,20200428,20200331,1,1,1,0.091,0.091,716276000.0,716276000.0,,,,,,,,,,,,,,,,,,,588164000.0,478978000.0,,,9202000.0,3816000.0,32949000.0,61898000.0,,,,,,,,,,,,167983000.0,23000.0,2265000.0,,165741000.0,30707000.0,135034000.0,129807000.0,5227000.0,,135034000.0,129807000.0,5227000.0,229881000.0,,,,,1321000.0,74378000.0,10139000.0,,,,,,,,,,,,,,,0
898,601099.SH,20200430,20200430,20200331,1,4,1,0.014,0.014,328552550.47,328552550.47,138624783.1,,,184633746.03,151590404.28,0.0,,,,,121384445.01,37886621.52,21368808.35,,-161437850.17,311579729.56,-1349462.0,234956.55,269313241.26,,146296382.94,,3832863.43,,265513638.01,,,,,,,,269313241.26,,,,,59239309.21,9559.12,5053775.95,,54195092.38,-34546247.15,88741339.53,98347046.06,-9605706.53,-4209282.23,84532057.3,94137763.83,-9605706.53,,,,,,,,,,,,,,,,,,,,,,,0
899,601111.SH,20200430,20200430,20200331,1,1,1,-0.35,,17255757000.0,17255757000.0,,,,,,,,,,,,,,,,-1238000000.0,-1252951000.0,,23806249000.0,19365536000.0,,,42039000.0,1064170000.0,902659000.0,2329605000.0,,,,,,,,,,,,-6788836000.0,17633000.0,17998000.0,,-6789201000.0,-1172789000.0,-5616412000.0,-4805210000.0,-811202000.0,408388000.0,-5208024000.0,-4387740000.0,-820284000.0,-3238612000.0,,,,,119234000.0,1277782000.0,15041000.0,,,,,,,,,,,,,,,0
900,600011.SH,20200422,20200422,20200331,1,1,1,0.11,0.11,40351319168.0,40351319168.0,,,,,,,,,,,,,,,-61327464.0,118058227.0,169836069.0,,36843436447.0,32733977129.0,,,441268892.0,24578433.0,983238553.0,2655996801.0,-1458079.0,,,,,,,,,,,3681840170.0,71974901.0,7953024.0,,3745862047.0,927934715.0,2817927332.0,2060247568.0,757679764.0,-1120390474.0,1697536858.0,1057236133.0,640300725.0,6282697371.0,,,,,2576647.0,2533544817.0,85290563.0,,,,,,,,,,,,,,,0
901,600063.SH,20200429,20200429,20200331,1,1,1,0.025,0.025,1183161955.12,1183161955.12,,,,,,,,,,,,,,,2400406.48,-2080375.27,,,1131297085.22,963929841.01,,,8217802.19,31106761.3,54210065.9,16436977.65,77603.4,,,,,,,,,,,63562129.82,1021817.41,6269072.4,,58314874.83,9438756.38,48876118.45,48953528.87,-77410.42,-72879229.35,-24003110.9,-23925700.48,-77410.42,79601472.86,,,,,57473240.57,27126841.74,12204091.09,,,,,,,,,,,,,,,0
902,600095.SH,20200430,20200430,20200331,1,1,1,-0.026,-0.026,121690489.21,121690489.21,,,,,,,,,,,,,,,,8195552.31,8195552.31,,140609199.67,111078990.69,,,1021671.23,3948292.04,18333995.75,2474359.53,,,,,,,,,,,,-10575721.8,,262520.18,,-10838241.98,-294493.34,-10543748.64,-9403398.52,-1140350.12,,-10543748.64,-9403398.52,-1140350.12,-12545024.15,,,,,,2094114.17,-62862.58,,,,,,,,,,,,,,,0
903,600123.SH,20200428,20200428,20200331,1,1,1,0.0472,0.0472,1507188328.84,1507188328.84,,,,,,,,,,,,,,,,22795526.74,22795526.74,,1443851822.99,979356815.21,,,90163547.93,54727383.28,219730390.13,85959339.1,-13914347.34,,,,,,,,,,,87277649.87,174347.8,3764460.1,,83687537.57,61420828.51,22266709.06,53972541.14,-31705832.08,,22266709.06,53972541.14,-31705832.08,164355809.57,,,,,,91587281.19,6204650.02,,,,,,,,,,,,,,,0
904,600557.SH,20200429,20200429,20200331,1,1,1,0.14,0.14,818613341.47,818613341.47,,,,,,,,,,,,,,,,338512.85,,,675099472.15,220467844.25,,,12997875.69,316329586.61,31711961.26,7855949.26,,,,,,,,,,,,147795205.96,176576.65,51518597.95,,96453184.66,15118686.06,81334498.6,80298659.4,1035839.2,,81334498.6,80298659.4,1035839.2,156160689.96,,,,,84940200.44,7971507.49,185937.5,,,,,,,,,,,,,,,0
905,600153.SH,20200430,20200430,20200331,1,1,1,0.52,,67460164228.49,67460164228.49,,,,,,,,,,,,,,,276842509.55,269524612.51,-6976558.92,,64822593410.69,63058628844.96,,,61249110.92,977920608.57,61314218.43,166522114.15,-295617070.95,,,,,,,,,,,3266263842.31,12294966.43,23175242.06,,3255383566.68,829440516.77,2425943049.91,1467791855.38,958151194.53,-2089146.44,2423853903.47,1467976015.37,955877888.1,3381041394.91,,,,,2085899.09,182019595.16,95065396.97,,,,,,,,,,,,,,,0
906,600377.SH,20200425,20200425,20200331,1,1,1,-0.0065,,963551993.82,963551993.82,,,,,,,,,,,,,,,2250753.56,-50170240.28,-51428052.02,,941414882.81,743620287.71,,,22212850.55,4124110.25,44640541.52,126817092.78,,,,,,,,,,,,-22748292.01,4904567.26,4507071.37,,-22350796.12,21736374.39,-44087170.51,-32726431.3,-11360739.21,-704894383.21,-748981553.72,-713665064.51,-35316489.21,151988287.49,,,,,,124530729.97,-1310255.31,,,,,,,,,,,,,,,0
907,600409.SH,20200425,20200425,20200331,1,1,1,-0.1031,-0.1031,4022136590.0,4022136590.0,,,,,,,,,,,,,,,,1564.53,,,4332003883.82,3383524997.68,,,42222458.33,250037080.75,423785300.61,91649286.97,-107988048.27,,,,,,,,,,,-294636473.86,2805894.77,10073367.87,,-301903946.96,-72948229.39,-228955717.57,-212922289.26,-16033428.31,1084469.15,-227871248.42,-211837820.11,-16033428.31,-92843836.14,,,,,30016429.15,93634539.22,9834591.96,,,,,,,,,,,,,,,0
908,600460.SH,20200430,20200430,20200331,1,1,1,0.002,0.002,691035925.16,691035925.16,,,,,,,,,,,,,,,803435.69,5029189.68,6028369.05,,747969487.13,547751849.72,,,3372559.93,21306199.52,51924365.77,36307283.63,-10463843.4,,,,,,,,,,,-23671944.0,236747.61,134659.14,,-23569855.53,-3068431.87,-20501423.66,2219375.09,-22720798.75,-584372.24,-21085795.9,1635002.85,-22720798.75,16868484.86,,,,,77157236.28,29052561.3,-3012475.36,,,,,,,,,,,,,,,0
909,600462.SH,20200428,20200428,20200331,1,1,1,-0.01,-0.01,45026407.95,45026407.95,,,,,,,,,,,,,,,,287974.92,,,55872353.82,35944206.85,,,91475.87,7542576.85,12096919.02,267731.79,70715.08,,,,,,,,,,,-10330512.6,16101.13,10377.98,,-10324789.45,,-10324789.45,-7714386.2,-2610403.25,,-10324789.45,-7714386.2,-2610403.25,-10421470.81,,,,,158.52,263787.11,-10906.36,,,,,,,,,,,,,,,0
910,600779.SH,20200425,20200425,20200331,1,1,1,0.3911,0.3911,728717374.43,728717374.43,,,,,,,,,,,,,,,,,,,466089597.07,119894813.05,,,116651497.18,172597307.36,63032422.57,-7329702.25,-635298.56,,,,,,,,,,,263267195.86,276427.59,9000066.31,,254543557.14,63604703.81,190938853.33,190938853.33,,,190938853.33,190938853.33,,256537562.64,,,,,643190.13,,-6375777.57,,,,,,,,,,,,,,,0
911,600816.SH,20200430,20200430,20200331,1,2,1,-0.1217,-0.1217,-555314546.63,-555314546.63,38223479.51,,7172385.51,7172385.51,-386675888.26,0.0,,,,,,,,,-338702247.43,-47973640.83,3997533.0,,336483352.33,,214034523.39,,779057.03,,57270319.73,,,,,,,,336483352.33,,,,,-891797898.96,,200000.0,,-891997898.96,-226545371.17,-665452527.79,-665452527.79,,,-665452527.79,-665452527.79,,,,,,,,,,,,,,,,,,,,,,,,0
912,600515.SH,20200430,20200430,20200331,1,1,1,-0.0386,-0.0386,770941163.58,770941163.58,,,,,,,,,,,,,,,,-44695920.14,-44695920.14,,1097788661.55,572948659.89,,,26109505.26,27583475.31,112450510.75,358891923.84,195413.5,,,,,,,,,,,-236065203.84,4713983.22,1856613.14,,-233207833.76,5260472.57,-238468306.33,-150681374.45,-87786931.88,-84551603.82,-323019910.15,-230844856.68,-92175053.47,167327226.64,,,,,,416185875.67,33836507.93,,,,,,,,,,,,,,,0
913,600843.SH,20200430,20200430,20200331,1,1,1,0.0046,0.0046,630060899.76,630060899.76,,,,,,,,,,,,,,,-12188256.24,2628883.26,525398.16,,614484913.51,462327615.25,,,1993698.69,72424944.6,50572955.41,5363320.94,-125810.65,,,,,,,,,,,7164594.53,22530.09,2063938.74,,5123185.88,4056699.47,1066486.41,2519783.12,-1453296.71,-14391415.13,-13324928.72,-10359760.01,-2965168.71,22754557.03,,,,,21155203.36,6115846.96,742489.85,,,,,,,,,,,,,,,0
914,600875.SH,20200429,20200429,20200331,1,1,1,0.127,0.127,8190097788.76,7916428774.86,273081969.57,,587044.33,,,,,,,,,,,,-72072161.3,54266341.49,39027165.44,78983.24,7723095321.82,6541953458.67,19689078.24,364741.21,40377387.33,138612869.06,532867155.35,-57602545.07,290098.48,,,,,,,,,,,469085455.62,19493794.71,29119938.87,,459459311.46,36458741.37,423000570.09,395858487.41,27142082.68,427714.96,423428285.05,396065926.91,27362358.14,641017337.55,,,,,293511435.77,8300128.35,14365117.47,,,,,,,,,,,,,,,0
915,600973.SH,20200430,20200430,20200331,1,1,1,0.032,0.032,6440203008.61,6440203008.61,,,,,,,,,,,,,,,,,,,6388437606.39,6057922853.9,,,11351410.47,73657904.78,82143656.18,91497715.52,,,,,,,,,,,,59755038.17,958893.84,64155.21,,60649776.8,10780539.4,49869237.4,43880746.55,5988490.85,-237184469.61,-187315232.21,-190382805.49,3067573.28,151252753.69,,,,,71864065.54,95602776.62,8347984.38,,,,,,,,,,,,,,,0
916,601168.SH,20200425,20200425,20200331,1,1,1,0.03,0.03,6058563139.0,6058563139.0,,,,,,,,,,,,,,,9924802.0,50687337.0,-38368661.0,,5902862052.0,5362422352.0,,,77921610.0,38083709.0,122981072.0,190951551.0,-100709780.0,,,,,,,,,,,227713709.0,12200720.0,9752953.0,,230161476.0,81063175.0,149098301.0,70851355.0,78246946.0,1719608.0,150817909.0,72570963.0,78246946.0,443302877.0,,,,,19202825.0,210895942.0,22528669.0,,,,,,,,,,,,,,,0
917,600018.SH,20200430,20200430,20200331,1,1,1,0.0719,0.0719,5398535323.89,5398535323.89,,,,,,,,,,,,,,,3860486.33,1070554124.13,1070554124.13,,4370913072.18,3540879340.62,,,41389202.87,12012566.83,680826721.21,95985998.64,,,,,,,,,,,,2224926396.9,2083785.62,6410162.01,,2220600020.51,322676125.79,1897923894.72,1666503558.95,231420335.77,186119747.84,2061561590.81,1852544582.93,209017007.88,1237729124.06,,,,,-172871.6,261612271.37,68483761.83,,,,,,,,,,,,,,,0
918,600064.SH,20200430,20200430,20200331,1,1,1,0.477,0.477,749103021.13,745566431.12,3536590.01,,,,,,,,,,,,,,111071998.36,422769731.77,425954412.96,,591915089.08,346584219.94,,,79203500.32,26848494.94,33024017.62,34066427.62,-169904.93,,,,,,,,,,,691122051.9,1939939.53,2537815.35,,690524176.08,63017987.8,627506188.28,590093864.53,37412323.75,36326199.49,663832387.77,626420064.02,37412323.75,261618051.91,,,,,1917126.12,35924636.09,1987475.4,,,,,,,,,,,,,,,0
