"Date","Open","High","Low","Close","Volume","Adj Close"
2017-01-03,6.264,6.307,6.231,5.85,4340820,5.444946
2017-01-04,6.274,6.382,6.264,5.91,5260431,5.500792
2017-01-05,6.543,6.543,6.382,5.95,9249935,5.538022
2017-01-06,6.382,6.414,6.317,5.9,3698028,5.491484
2017-01-09,6.328,6.36,6.285,5.88,6226052,5.472869
2017-01-10,6.317,6.339,6.296,5.89,3713591,5.482176
2017-01-11,6.307,6.339,6.285,5.86,2609732,5.454254
2017-01-12,6.296,6.35,6.242,5.81,4613685,5.407716
2017-01-13,6.253,6.317,6.231,5.81,4829472,5.407716
2017-01-16,6.274,6.274,5.845,5.68,8644320,5.286716
2017-01-17,6.049,6.167,6.049,5.72,4469984,5.323947
2017-01-18,6.113,6.167,6.113,5.69,3872338,5.296025
2017-01-19,6.113,6.135,6.06,5.69,3960043,5.296025
2017-01-20,6.113,6.156,6.092,5.72,4162516,5.323947
2017-01-23,6.135,6.199,6.124,5.74,4969005,5.342562
2017-01-24,6.167,6.188,6.135,5.75,3750921,5.35187
2017-01-25,6.178,6.199,6.146,5.76,3380359,5.361178
2017-01-26,6.188,6.221,6.167,5.77,3135546,5.370485
2017-02-03,6.21,6.221,6.167,5.77,3305154,5.370485
2017-02-06,6.178,6.221,6.167,5.78,4251594,5.379793
2017-02-07,6.21,6.242,6.188,5.8,5092695,5.398408
2017-02-08,6.242,6.253,6.199,5.81,3794336,5.407716
2017-02-09,6.242,6.296,6.242,5.83,5010707,5.426331
2017-02-10,6.264,6.307,6.253,5.84,5587318,5.435639
2017-02-13,6.274,6.317,6.264,5.87,5555297,5.463561
2017-02-14,6.307,6.317,6.274,5.86,4051000,5.454254
2017-02-15,6.274,6.296,6.221,5.8,6004977,5.398408
2017-02-16,6.221,6.264,6.21,5.81,5096719,5.407716
2017-02-17,6.242,6.264,6.178,5.79,6430240,5.389101
2017-02-20,6.21,6.274,6.21,5.83,7093914,5.426331
2017-02-21,6.264,6.371,6.264,5.9,9636044,5.491484
2017-02-22,6.339,6.36,6.307,5.89,7571169,5.482176
2017-02-23,6.328,6.36,6.285,5.88,5971408,5.472869
2017-02-24,6.317,6.403,6.242,5.95,9679190,5.538022
2017-02-27,6.371,6.403,6.264,5.83,12852952,5.426331
2017-02-28,6.264,6.296,6.242,5.84,5269484,5.435639
2017-03-01,6.285,6.317,6.264,5.85,6065988,5.444946
2017-03-02,6.296,6.307,6.274,5.85,5379251,5.444946
2017-03-03,6.285,6.285,6.221,5.82,6645445,5.417023
2017-03-06,6.264,6.403,6.242,5.92,12671337,5.510099
2017-03-07,6.393,6.403,6.317,5.95,6744206,5.538022
2017-03-08,6.403,6.446,6.36,5.95,8362832,5.538022
2017-03-09,6.382,6.393,6.307,5.88,5947684,5.472869
2017-03-10,6.317,6.35,6.317,5.88,4127190,5.472869
2017-03-13,6.317,6.436,6.307,5.99,14537628,5.575252
2017-03-14,6.425,6.5,6.393,5.99,13096768,5.575252
2017-03-15,6.403,6.425,6.371,5.97,7122266,5.556637
2017-03-16,6.425,6.457,6.393,5.98,8375071,5.565945
2017-03-17,6.414,6.446,6.371,5.95,8017526,5.538022
2017-03-20,6.382,6.382,6.307,5.91,7162438,5.500792
2017-03-21,6.36,6.36,6.317,5.9,5207946,5.491484
2017-03-22,6.296,6.339,6.274,5.88,4723585,5.472869
2017-03-23,6.285,6.339,6.285,5.88,4934274,5.472869
2017-03-24,6.307,6.317,6.264,5.86,5956712,5.454254
2017-03-27,6.307,6.317,6.253,5.84,5594407,5.435639
2017-03-28,6.264,6.274,6.188,5.77,8430623,5.370485
2017-03-29,6.188,6.221,6.156,5.74,4906622,5.342562
2017-03-30,6.146,6.167,6.081,5.68,6600313,5.286716
2017-03-31,6.103,6.135,6.027,5.67,8693248,5.27741
2017-04-05,6.103,6.253,6.103,5.81,12314678,5.407716
2017-04-06,6.242,6.489,6.199,5.98,22739411,5.565945
2017-04-07,6.382,6.575,6.371,6.03,18770835,5.612483
2017-04-10,6.446,6.554,6.36,6.07,15287080,5.649714
2017-04-11,6.5,7.177,6.425,6.68,61308163,6.217477
2017-04-12,7.897,7.897,7.703,7.35,89774670,6.841086
2017-04-13,8.273,8.681,7.854,7.87,243893627,7.325081
2017-04-14,8.09,8.112,7.628,7.27,112587966,6.766625
2017-04-17,7.628,7.628,7.188,6.85,76173682,6.375706
2017-04-18,7.467,7.564,7.209,6.74,55699424,6.273323
2017-04-19,7.134,7.284,6.951,6.68,51251145,6.217477
2017-04-20,7.188,7.198,6.973,6.55,40820092,6.096478
2017-04-21,7.027,7.037,6.758,6.33,36074705,5.891711
2017-04-24,6.769,6.801,6.479,6.06,29154594,5.640406
2017-04-25,6.597,6.801,6.511,6.18,37280147,5.752097
2017-04-26,6.629,6.919,6.575,6.41,41969724,5.966172
2017-04-27,6.812,7.08,6.683,6.48,48027707,6.031325
2017-04-28,6.876,7.446,6.833,6.68,47757451,6.217477
2017-05-02,7.08,7.241,7.016,6.65,31049804,6.189554
2017-05-03,7.102,7.231,6.962,6.5,34570150,6.04994
2017-05-04,6.93,7.08,6.715,6.4,32897209,5.956864
