"Date","Open","High","Low","Close","Volume","Adj Close"
2017-01-03,18.792,19.198,18.76,17.959999,30458320,16.820557
2017-01-04,19.113,19.337,19.059,18.02,25665746,16.876751
2017-01-05,19.273,19.444,19.251,18.1,24563935,16.951675
2017-01-06,19.326,19.39,19.177,17.959999,17487854,16.820557
2017-01-09,19.273,19.358,19.123,17.940001,17346031,16.801826
2017-01-10,19.166,19.315,19.123,17.940001,10668237,16.801826
2017-01-11,19.251,19.294,19.145,17.959999,13428968,16.820557
2017-01-12,19.166,19.358,19.155,18,14095858,16.858019
2017-01-13,19.219,19.625,19.198,18.219999,25117871,17.06406
2017-01-16,19.412,19.849,19.39,18.58,75104666,17.401222
2017-01-17,19.753,19.849,19.678,18.450001,23566010,17.27947
2017-01-18,19.743,19.871,19.721,18.59,17879565,17.410587
2017-01-19,19.807,20.009,19.764,18.52,13117422,17.345028
2017-01-20,19.796,19.913,19.721,18.59,21739051,17.410587
2017-01-23,19.945,20.031,19.657,18.5,19879818,17.326296
2017-01-24,19.849,20.159,19.753,18.870001,25543630,17.672823
2017-01-25,20.084,20.234,19.945,18.879999,15272178,17.682188
2017-01-26,20.18,20.554,20.095,19,27318666,17.794577
2017-02-03,20.373,20.373,19.924,18.700001,23307310,17.513609
2017-02-06,20.159,20.18,19.796,18.620001,24044319,17.438684
2017-02-07,19.892,19.945,19.807,18.57,22941249,17.391857
2017-02-08,19.807,19.86,19.732,18.6,19710326,17.419952
2017-02-09,19.849,20.212,19.849,18.73,22249868,17.541706
2017-02-10,20.138,20.255,19.999,18.9,39642813,17.70092
2017-02-13,20.18,20.383,20.17,18.969999,25330996,17.766478
2017-02-14,20.287,20.319,20.084,18.870001,23787741,17.672823
2017-02-15,20.255,20.533,20.18,19.129999,59684478,17.916327
2017-02-16,20.49,20.65,20.33,19.139999,35223424,17.925694
2017-02-17,20.49,20.533,20.266,19.02,17980608,17.813307
2017-02-20,20.319,20.821,20.266,19.4,44635085,18.169197
2017-02-21,20.746,21.152,20.703,19.41,30056784,18.178564
2017-02-22,20.746,20.896,20.607,19.4,22550262,18.169197
2017-02-23,20.725,20.757,20.575,19.379999,15656602,18.150465
2017-02-24,20.693,20.821,20.575,19.43,20702260,18.197296
2017-02-27,20.693,20.896,20.565,19.41,25452155,18.178564
2017-02-28,20.714,20.906,20.671,19.440001,16595374,18.206659
2017-03-01,20.768,20.832,20.586,19.34,23983933,18.113005
2017-03-02,20.693,20.768,20.362,19.1,24151335,17.888231
2017-03-03,20.362,20.469,20.234,19.01,16972146,17.803942
2017-03-06,20.298,20.703,20.287,19.059999,23808114,17.850769
2017-03-07,20.394,20.597,20.255,19.24,25247832,18.01935
2017-03-08,20.415,20.661,20.373,19.290001,19486576,18.066177
2017-03-09,20.554,20.554,20.202,19.049999,23195322,17.841402
2017-03-10,20.308,20.34,20.106,18.91,20905258,17.710285
2017-03-13,20.17,20.34,20.084,19.030001,17056107,17.822672
2017-03-14,20.33,20.49,20.308,19.1,18159274,17.888231
2017-03-15,20.394,20.426,20.244,19.01,21828414,17.803942
2017-03-16,20.394,20.554,20.308,19.059999,31185472,17.850769
2017-03-17,20.469,20.511,20.052,18.809999,35535357,17.616629
2017-03-20,20.17,20.234,19.871,18.76,33463011,17.569801
2017-03-21,20.02,20.106,19.913,18.76,40184805,17.569801
2017-03-22,20.009,20.02,19.732,18.52,46907976,17.345028
2017-03-23,19.775,20.084,19.732,18.639999,40943140,17.457415
2017-03-24,20.042,20.063,19.892,18.780001,32781646,17.588533
2017-03-27,20.063,20.629,20.063,19.1,80019192,17.888231
2017-03-28,20.554,20.618,20.191,18.969999,42027343,17.766478
2017-03-29,20.276,20.458,20.266,19.09,44934719,17.878866
2017-03-30,20.383,20.447,20.244,19.02,25726855,17.813307
2017-03-31,20.308,20.554,20.308,19.17,33962346,17.953791
2017-04-05,20.522,20.597,20.298,19.07,48602592,17.860134
2017-04-06,20.34,20.405,20.212,19.040001,34096737,17.832039
2017-04-07,20.34,20.373,20.095,18.889999,44034033,17.691553
2017-04-10,20.212,20.255,19.967,18.91,32313532,17.710285
2017-04-11,20.191,20.34,20.159,19.02,39407570,17.813307
2017-04-12,20.308,20.415,20.18,19.049999,32143538,17.841402
2017-04-13,20.33,20.34,20.127,18.92,26704897,17.719652
2017-04-14,20.191,20.223,19.913,18.82,30142700,17.625996
2017-04-17,20.042,20.18,19.86,18.879999,40758304,17.682188
2017-04-18,20.074,20.127,19.86,18.6,31585792,17.419952
2017-04-19,19.839,20.02,19.646,18.459999,30928072,17.288834
2017-04-20,19.849,19.86,19.625,18.389999,28367769,17.223276
2017-04-21,19.753,20.212,19.636,18.799999,49743044,17.607264
2017-04-24,20.17,20.298,20.074,18.91,37143301,17.710285
2017-04-25,20.234,20.351,20.052,18.959999,40879001,17.757113
2017-04-26,20.255,20.479,20.191,19.110001,42419144,17.897596
2017-04-27,20.298,20.372,20.106,18.98,34557480,17.775845
2017-04-28,20.394,20.543,20.298,19.129999,49459693,17.916327
2017-05-02,20.437,20.511,20.223,19.01,27786907,17.803942
2017-05-03,20.276,20.319,20.127,18.93,18057905,17.729015
2017-05-04,20.234,20.255,19.924,18.75,39673390,17.560438
2017-05-05,20.063,20.116,19.796,18.799999,34318443,17.607264
2017-05-08,19.935,20.138,19.913,18.790001,42998487,17.597898
2017-05-09,20.074,20.127,20.009,18.790001,14905601,17.597898
2017-05-10,20.127,20.479,20.084,19.02,42066330,17.813307
2017-05-11,20.383,20.768,20.287,19.26,47193321,18.038082
2017-05-12,20.554,21.761,20.49,20.34,122392416,19.049562
2017-05-15,21.835,22.529,21.803,20.67,83559057,19.358625
2017-05-16,21.942,22.145,21.718,20.49,64731794,19.190044
2017-05-17,21.739,21.921,21.419,20.190001,59693502,18.909079
2017-05-18,21.366,21.696,21.366,20.25,36345421,18.965271
2017-05-19,21.536,21.985,21.472,20.530001,39179460,19.227509
2017-05-22,21.846,22.583,21.846,20.889999,57888523,19.564669
2017-05-23,22.294,23.49,22.294,21.83,95034429,20.445032
2017-05-24,23.298,23.768,22.999,21.91,74150674,20.519957
2017-05-25,23.287,24.569,23.277,22.950001,106667813,21.493975
2017-05-26,24.547,24.622,23.96,22.639999,78505419,21.20364
2017-05-31,23.971,24.515,23.682,22.42,73975517,20.997601
2017-06-01,23.843,24.184,23.736,22.59,78092238,21.156815
2017-06-02,24.238,24.291,23.565,22.16,51019453,20.754095
2017-06-05,23.416,23.672,23.063,21.98,65026549,20.585514
2017-06-06,23.49,23.629,23.127,21.93,54884450,20.538687
2017-06-07,23.512,24.11,23.437,22.52,96496305,21.091255
2017-06-08,23.864,24.323,23.469,22.74,74865798,21.297297
2017-06-09,24.291,24.878,24.152,22.91,83753301,21.456512
2017-06-12,24.387,24.836,24.195,22.84,55565434,21.390953
2017-06-13,24.451,24.537,23.811,22.49,54260816,21.063158
2017-06-14,22.459,22.573,21.912,21.299999,51801561,20.627367
2017-06-15,21.995,22.346,21.582,20.93,67537281,20.269053
2017-06-16,21.592,21.778,21.416,20.809999,53191074,20.152842
2017-06-19,21.602,21.995,21.509,21.16,54663330,20.491789
2017-06-20,21.995,22.242,21.602,21.08,53216817,20.414316
2017-06-21,21.984,22.046,21.52,21.309999,50786321,20.637053
2017-06-22,21.943,23.988,21.891,22.73,152388802,22.012209
2017-06-23,23.347,23.833,23.007,23.030001,94120881,22.302738
2017-06-26,23.833,24.69,23.74,23.040001,88995783,22.312422
2017-06-27,23.688,25.382,23.471,24.360001,107584636,23.590736
2017-06-28,24.896,25.278,24.576,23.799999,73712967,23.04842
2017-06-29,24.783,25.134,24.442,24.15,59421356,23.387367
2017-06-30,24.783,24.968,24.473,23.91,40698820,23.154947
2017-07-03,24.576,24.576,24.091,23.52,41623871,22.777264
2017-07-04,24.277,24.37,23.564,23,57363680,22.273684
2017-07-05,23.729,24.834,23.595,23.9,78399696,23.145262
2017-07-06,24.483,24.927,24.163,23.959999,62433300,23.203367
2017-07-07,24.576,24.679,23.802,23.26,63217985,22.525475
2017-07-10,24.08,24.349,23.802,23.26,37203437,22.525475
2017-07-11,23.988,25.175,23.915,24.08,73038307,23.319578
2017-07-12,24.886,25.887,24.731,24.34,85800391,23.571369
2017-07-13,25.134,25.867,24.999,24.9,55940416,24.113684
2017-07-14,25.805,26.239,25.547,25.18,50806029,24.384842
2017-07-17,25.918,26.486,25.547,25.110001,70928750,24.317053
2017-07-18,25.712,25.877,24.824,24.52,64534655,23.745684
2017-07-19,25.237,26.197,25.196,25.219999,63077091,24.423578
2017-07-20,25.918,26.073,25.609,25.200001,51433744,24.404211
2017-07-21,25.898,26.187,25.443,24.74,32764747,23.958736
2017-07-24,25.578,26.6,25.474,25.709999,62592201,24.898104
2017-07-25,26.641,27.096,26.228,25.530001,74394506,24.723789
2017-07-26,26.352,26.889,25.98,25.459999,46334311,24.655998
2017-07-27,26.311,27.023,26.228,25.9,43453232,25.082104
2017-07-28,26.61,26.848,26.332,25.780001,28036197,24.965895
2017-07-31,26.476,26.796,26.208,25.57,34195965,24.762526
2017-08-01,26.414,27.003,26.177,26.139999,47806569,25.314526
2017-08-02,26.972,27.963,26.868,26.620001,60628359,25.779369
2017-08-03,27.385,27.529,26.683,25.889999,51028609,25.07242
2017-08-04,26.714,26.951,26.146,25.52,48927096,24.714106
2017-08-07,26.228,26.951,26.228,25.98,30913583,25.159578
2017-08-08,26.745,26.91,26.497,25.85,22046346,25.033684
2017-08-09,26.621,26.93,26.342,25.540001,29248590,24.733475
2017-08-10,26.301,26.579,25.795,25.139999,46465133,24.346104
2017-08-11,25.784,26.084,25.237,24.49,52173238,23.716631
2017-08-14,25.402,25.691,25.041,24.799999,53594772,24.016842
2017-08-15,25.609,26.703,25.588,25.530001,53690010,24.723789
2017-08-16,26.239,26.301,25.836,25.17,29782847,24.375158
2017-08-17,26.011,26.125,25.66,25.059999,32146044,24.268631
2017-08-18,25.722,26.424,25.609,25.42,39734426,24.617264
2017-08-21,26.249,26.352,25.867,25.299999,31525364,24.501051
2017-08-22,26.249,26.776,26.001,25.889999,50287937,25.07242
2017-08-23,26.827,27.705,26.672,26.52,60736801,25.682526
2017-08-24,27.364,27.715,27.065,26.690001,46161550,25.847158
2017-08-25,27.674,28.479,27.674,27.530001,66092014,26.660631
2017-08-28,28.479,28.81,27.891,27.24,54746121,26.379789
2017-08-29,28.149,28.355,27.942,27.139999,32870241,26.282946
2017-08-30,28.283,28.872,27.849,27.16,47205569,26.302315
2017-08-31,28.046,28.17,27.271,26.75,59081038,25.905262
2017-09-01,27.612,28.066,27.395,26.76,47974643,25.914948
2017-09-04,27.405,27.87,27.282,26.959999,35631693,26.108631
2017-09-05,27.777,28.263,27.612,27.34,40573290,26.476631
2017-09-06,28.17,28.17,27.653,26.879999,32948666,26.031157
2017-09-07,27.777,27.777,27.168,26.35,46675659,25.517895
2017-09-08,27.22,27.467,27.147,26.379999,29097213,25.546946
2017-09-11,27.467,27.767,26.972,26.18,46759279,25.353264
2017-09-12,27.137,27.354,26.807,26.440001,42620226,25.605053
2017-09-13,27.302,27.343,26.899,26.17,32866866,25.343578
2017-09-14,27.034,27.106,26.486,25.860001,47223452,25.043369
2017-09-15,26.59,26.93,26.424,25.969999,32786267,25.149895
2017-09-18,26.817,26.951,26.528,25.76,51107728,24.946526
2017-09-19,26.631,27.106,26.528,26.17,47274118,25.343578
2017-09-20,26.961,27.178,26.662,25.889999,51785947,25.07242
2017-09-21,26.796,27.147,26.693,26.059999,40927253,25.237051
2017-09-22,26.745,27.137,26.672,25.950001,28030992,25.130527
2017-09-25,26.703,26.972,26.538,25.809999,32006496,24.994947
2017-09-26,26.548,26.745,26.476,25.709999,22468076,24.898104
2017-09-27,26.507,26.59,26.146,25.4,33779155,24.597895
2017-09-28,26.311,26.321,25.939,25.200001,34723219,24.404211
2017-09-29,26.022,26.621,25.949,25.549999,47164183,24.743156
2017-10-09,27.674,27.87,26.734,26.08,100296537,25.25642
2017-10-10,26.899,27.416,26.249,26.120001,105250662,25.295158
2017-10-11,26.899,27.106,26.755,26.040001,48399977,25.217686
2017-10-12,26.992,27.416,26.889,26.370001,47842207,25.537264
2017-10-13,27.23,27.416,27.013,26.200001,32734325,25.372633
2017-10-16,27.147,27.829,27.054,26.870001,70703152,26.021475
2017-10-17,27.571,28.221,27.55,27.030001,58293941,26.176422
2017-10-18,27.942,28.18,27.788,27.110001,38327777,26.253895
2017-10-19,28.046,28.19,27.798,27.1,40809614,26.244211
2017-10-20,27.839,27.953,27.571,26.77,28130262,25.924631
2017-10-23,27.653,27.767,27.333,26.5,34731342,25.663158
2017-10-24,27.385,27.705,27.271,26.620001,37077931,25.779369
2017-10-25,27.436,27.767,27.261,26.799999,33931969,25.953684
2017-10-26,27.529,28.087,27.282,26.549999,68850233,25.711578
2017-10-27,27.55,29.058,27.55,28.1,122858298,27.212631
2017-10-30,28.758,28.975,28.407,27.790001,103998076,26.912422
2017-10-31,28.397,28.5,27.787,27.1,62417334,26.244211
2017-11-01,27.994,28.066,27.519,26.9,69513733,26.050526
2017-11-02,27.674,27.901,27.571,27.01,36239453,26.157053
