,ts_code,trade_date,adj_factor
0,000001.SZ,20200508,109.169
1,000002.SZ,20200508,148.412
2,000004.SZ,20200508,4.064
3,000005.SZ,20200508,9.268
4,000006.SZ,20200508,35.426
5,000007.SZ,20200508,8.284
6,000008.SZ,20200508,22.333
7,000009.SZ,20200508,8.859
8,000010.SZ,20200508,10.775
9,000011.SZ,20200508,3.603
10,000012.SZ,20200508,26.405
11,000014.SZ,20200508,5.421
12,000016.SZ,20200508,21.685
13,000017.SZ,20200508,2.683
14,000019.SZ,20200508,4.11
15,000020.SZ,20200508,1.752
16,000021.SZ,20200508,14.002
17,000023.SZ,20200508,2.667
18,000025.SZ,20200508,2.731
19,000026.SZ,20200508,7.571
20,000027.SZ,20200508,13.536
21,000028.SZ,20200508,3.943
22,000030.SZ,20200508,3.316
23,000031.SZ,20200508,14.224
24,000032.SZ,20200508,4.146
25,000034.SZ,20200508,3.042
26,000035.SZ,20200508,4.612
27,000036.SZ,20200508,10.994
28,000037.SZ,20200508,5.659
29,000038.SZ,20200508,2.924
30,000039.SZ,20200508,30.346
31,000040.SZ,20200508,4.349
32,000042.SZ,20200508,13.204
33,000045.SZ,20200508,2.928
34,000046.SZ,20200508,33.245
35,000048.SZ,20200508,6.079
36,000049.SZ,20200508,5.42
37,000050.SZ,20200508,8.323
38,000055.SZ,20200508,9.67
39,000056.SZ,20200508,4.708
40,000058.SZ,20200508,3.261
41,000059.SZ,20200508,1.623
42,000060.SZ,20200508,37.072
43,000061.SZ,20200508,21.313
44,000062.SZ,20200508,7.249
45,000063.SZ,20200508,15.787
46,000065.SZ,20200508,15.142
47,000066.SZ,20200508,10.813
48,000068.SZ,20200508,2.28
49,000069.SZ,20200508,40.462
50,000070.SZ,20200508,3.458
51,000078.SZ,20200508,20.484
52,000088.SZ,20200508,7.357
53,000089.SZ,20200508,7.018
54,000090.SZ,20200508,7.037
55,000096.SZ,20200508,2.65
56,000099.SZ,20200508,3.776
57,000100.SZ,20200508,3.168
58,000150.SZ,20200508,3.944
59,000151.SZ,20200508,2.753
60,000153.SZ,20200508,5.652
61,000155.SZ,20200508,1.568
62,000156.SZ,20200508,1.027
63,000157.SZ,20200508,71.013
64,000158.SZ,20200508,2.952
65,000159.SZ,20200508,3.193
66,000166.SZ,20200508,1.429
67,000301.SZ,20200508,2.247
68,000333.SZ,20200508,4.513
69,000338.SZ,20200508,19.422
70,000400.SZ,20200508,7.638
71,000401.SZ,20200508,3.936
72,000402.SZ,20200508,35.734
73,000404.SZ,20200508,3.317
74,000407.SZ,20200508,10.883
75,000408.SZ,20200508,5.675
76,000409.SZ,20200508,2.15
77,000410.SZ,20200508,2.889
78,000411.SZ,20200508,2.563
79,000413.SZ,20200508,4.592
80,000415.SZ,20200508,20.919
81,000416.SZ,20200508,9.637
82,000417.SZ,20200508,17.193
83,000419.SZ,20200508,14.481
84,000420.SZ,20200508,6.352
85,000421.SZ,20200508,6.854
86,000422.SZ,20200508,14.787
87,000423.SZ,20200508,10.069
88,000425.SZ,20200508,38.052
89,000426.SZ,20200508,16.932
90,000428.SZ,20200508,12.139
91,000429.SZ,20200508,3.553
92,000430.SZ,20200508,4.612
93,000488.SZ,20200508,9.281
94,000498.SZ,20200508,2.757
95,000501.SZ,20200508,6.584
96,000502.SZ,20200508,3.113
97,000503.SZ,20200508,7.615
98,000504.SZ,20200508,2.103
99,000505.SZ,20200508,3.312
100,000506.SZ,20200508,2.872
101,000507.SZ,20200508,4.518
102,000509.SZ,20200508,9.746
103,000510.SZ,20200508,10.422
104,000513.SZ,20200508,8.171
