,ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
0,000905.SH,20230629,5940.5782,5928.709,5964.8577,5924.2783,5942.3112,-1.733,-0.0292,88376857.0,123484005.847
1,000905.SH,20230628,5942.3112,5945.6446,5951.1273,5857.1313,5948.0029,-5.6917,-0.0957,93944302.0,128454934.663
2,000905.SH,20230627,5948.0029,5897.6948,5956.181,5884.9486,5887.0324,60.9705,1.0357,93039155.0,118625135.536
3,000905.SH,20230626,5887.0324,5947.57,5970.6114,5875.9378,5990.8455,-103.8131,-1.7329,111081791.0,148203624.502
4,000905.SH,20230621,5990.8455,6104.2468,6104.2468,5990.7866,6126.1133,-135.2678,-2.2081,106447766.0,154200972.22
5,000905.SH,20230620,6126.1133,6122.7448,6144.0071,6100.1435,6131.3849,-5.2716,-0.086,106630832.0,161419763.307
6,000905.SH,20230619,6131.3849,6148.8548,6148.8548,6126.3881,6148.0125,-16.6276,-0.2705,113787209.0,164780447.141
7,000905.SH,20230616,6148.0125,6094.8437,6154.9321,6091.1847,6096.8075,51.205,0.8399,115349568.0,165690149.219
8,000905.SH,20230615,6096.8075,6049.4683,6100.2336,6046.1621,6044.0766,52.7309,0.8724,118417734.0,165700035.083
9,000905.SH,20230614,6044.0766,6046.4375,6064.2896,6034.4718,6044.0371,0.0395,0.0007,109689021.0,148046160.094
10,000905.SH,20230613,6044.0371,6016.6857,6047.06,6014.0625,6027.7122,16.3249,0.2708,98680298.0,134425849.549
11,000905.SH,20230612,6027.7122,5999.6174,6045.6593,5987.2682,6009.5826,18.1296,0.3017,113612471.0,151203107.291
12,000905.SH,20230609,6009.5826,5968.7001,6017.2812,5960.106,5966.1477,43.4349,0.728,127553432.0,158760400.689
13,000905.SH,20230608,5966.1477,5971.7247,5992.9692,5922.3872,5987.011,-20.8633,-0.3485,108981632.0,124387889.683
14,000905.SH,20230607,5987.011,5982.3085,6010.0304,5969.1593,5983.4202,3.5908,0.06,93597892.0,113593743.558
