,ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
39,000001.SH,20230428,3323.2746,3283.1224,3324.8808,3283.1224,3285.8844,37.3902,1.1379,401554785.0,514904620.7
40,000001.SH,20230427,3285.8844,3256.2278,3299.301,3253.1117,3264.1006,21.7838,0.6674,341590534.0,466175350.4
41,000001.SH,20230426,3264.1006,3255.2171,3277.9797,3239.9893,3264.8717,-0.7711,-0.0236,357917842.0,480418149.4
42,000001.SH,20230425,3264.8717,3276.403,3288.5685,3229.4461,3275.413,-10.5413,-0.3218,380895729.0,494240131.4
43,000001.SH,20230424,3275.413,3300.8125,3303.0908,3264.9349,3301.2575,-25.8445,-0.7829,354255626.0,473265986.3
44,000001.SH,20230421,3301.2575,3363.9987,3367.6093,3301.2575,3367.031,-65.7735,-1.9535,387395098.0,530517857.8
45,000001.SH,20230420,3367.031,3367.0525,3371.3679,3344.016,3370.1283,-3.0973,-0.0919,350354965.0,499672394.2
46,000001.SH,20230419,3370.1283,3391.3549,3394.959,3364.6419,3393.3312,-23.2029,-0.6838,346123443.0,476496941.0
47,000001.SH,20230418,3393.3312,3379.2267,3396.1745,3375.7803,3385.6095,7.7217,0.2281,348399486.0,474287388.9
48,000001.SH,20230417,3385.6095,3337.0605,3385.6095,3336.3881,3338.1525,47.457,1.4217,402809926.0,523790271.0
49,000001.SH,20230414,3338.1525,3326.3704,3340.0764,3316.8101,3318.3638,19.7887,0.5963,338299275.0,478345417.5
50,000001.SH,20230413,3318.3638,3321.2733,3334.4697,3309.2515,3327.1816,-8.8178,-0.265,347862106.0,477587943.4
51,000001.SH,20230412,3327.1816,3316.8623,3330.7079,3315.3991,3313.5705,13.6111,0.4108,343025315.0,482066170.1
52,000001.SH,20230411,3313.5705,3317.0771,3317.4484,3298.2498,3315.3578,-1.7873,-0.0539,320566055.0,466895849.3
53,000001.SH,20230410,3315.3578,3331.5051,3332.7152,3309.9171,3327.6457,-12.2879,-0.3693,340819845.0,516434325.4
54,000001.SH,20230407,3327.6457,3312.4813,3328.8455,3308.061,3312.628,15.0177,0.4533,283032247.0,436372798.9
55,000001.SH,20230406,3312.628,3302.751,3314.5262,3296.055,3312.5578,0.0702,0.0021,327155424.0,506500167.2
56,000001.SH,20230404,3312.5578,3297.183,3312.5615,3290.9925,3296.396,16.1618,0.4903,385871617.0,555811064.0
57,000001.SH,20230403,3296.396,3277.34,3299.7321,3276.4158,3272.8602,23.5358,0.7191,357676775.0,513390565.5
58,000001.SH,20230331,3272.8602,3263.4061,3278.4231,3260.0396,3261.2485,11.6117,0.3561,283613746.0,396689286.3
59,000001.SH,20230330,3261.2485,3243.0683,3263.7379,3220.9846,3240.0568,21.1917,0.6541,299898295.0,401634271.1
60,000001.SH,20230329,3240.0568,3253.6212,3254.5564,3229.5848,3245.376,-5.3192,-0.1639,296900508.0,405542776.9
61,000001.SH,20230328,3245.376,3256.6023,3264.0978,3241.7368,3251.3971,-6.0211,-0.1852,295682660.0,396882943.4
62,000001.SH,20230327,3251.3971,3261.8235,3261.8235,3229.7037,3265.6537,-14.2566,-0.4366,337861206.0,453585768.7
63,000001.SH,20230324,3265.6537,3282.739,3282.739,3260.8444,3286.6491,-20.9954,-0.6388,324513337.0,430761598.9
64,000001.SH,20230323,3286.6491,3258.7791,3286.6491,3252.9917,3265.7475,20.9016,0.64,306118393.0,426564792.6
65,000001.SH,20230322,3265.7475,3263.4129,3279.3938,3255.7394,3255.6505,10.097,0.3101,290840462.0,382509081.3
66,000001.SH,20230321,3255.6505,3240.8388,3255.9997,3237.8934,3234.9103,20.7402,0.6411,301810779.0,388047055.9
67,000001.SH,20230320,3234.9103,3253.9302,3267.9931,3231.6459,3250.546,-15.6357,-0.481,392517391.0,480292404.9
68,000001.SH,20230317,3250.546,3245.2604,3279.9228,3240.157,3226.8912,23.6548,0.7331,343001022.0,431983057.7
69,000001.SH,20230316,3226.8912,3244.4699,3257.433,3224.7223,3263.3148,-36.4236,-1.1162,327389632.0,392910208.4
70,000001.SH,20230315,3263.3148,3261.0284,3273.1232,3256.8566,3245.3123,18.0025,0.5547,305168798.0,373276384.4
71,000001.SH,20230314,3245.3123,3261.9219,3262.0025,3216.9927,3268.6955,-23.3832,-0.7154,319906033.0,409976276.1
72,000001.SH,20230313,3268.6955,3228.1239,3268.6955,3228.1239,3230.0766,38.6189,1.1956,294928087.0,364414206.5
73,000001.SH,20230310,3230.0766,3255.5121,3262.147,3229.4959,3276.0937,-46.0171,-1.4046,281135410.0,342198577.6
74,000001.SH,20230309,3276.0937,3285.9427,3289.06,3259.9999,3283.2479,-7.1542,-0.2179,264021859.0,328825695.5
75,000001.SH,20230308,3283.2479,3271.8798,3283.2479,3263.6927,3285.0988,-1.8509,-0.0563,260443547.0,312822175.7
76,000001.SH,20230307,3285.0988,3320.211,3342.8585,3284.4099,3322.0259,-36.9271,-1.1116,389957956.0,430081145.2
77,000001.SH,20230306,3322.0259,3332.0235,3333.0619,3308.7255,3328.3927,-6.3668,-0.1913,340530446.0,431616811.1
78,000001.SH,20230303,3328.3927,3314.7727,3330.6046,3302.6231,3310.6536,17.7391,0.5358,343996919.0,388860006.7
79,000001.SH,20230302,3310.6536,3308.0113,3320.7441,3306.4554,3312.3478,-1.6942,-0.0511,328520016.0,389390626.9
80,000001.SH,20230301,3312.3478,3279.1364,3315.1604,3272.0351,3279.6053,32.7425,0.9984,318398704.0,384387413.8
81,000001.SH,20230228,3279.6053,3265.742,3280.4154,3246.1446,3258.0344,21.5709,0.6621,251625032.0,318030137.3
82,000001.SH,20230227,3258.0344,3256.9998,3276.5791,3251.7213,3267.1597,-9.1253,-0.2793,242855344.0,324605090.9
83,000001.SH,20230224,3267.1597,3287.2553,3288.3922,3253.9748,3287.477,-20.3173,-0.618,234206306.0,308004347.7
84,000001.SH,20230223,3287.477,3293.5219,3307.4385,3275.3621,3291.1477,-3.6707,-0.1115,262324304.0,334364534.4
85,000001.SH,20230222,3291.1477,3292.0489,3307.0343,3286.7207,3306.5236,-15.3759,-0.465,255403985.0,320515620.0
86,000001.SH,20230221,3306.5236,3291.6312,3308.7908,3282.436,3290.3383,16.1853,0.4919,324409449.0,390691271.6
87,000001.SH,20230220,3290.3383,3230.4728,3291.0388,3225.8427,3224.0243,66.314,2.0569,325007733.0,397720315.3
88,000001.SH,20230217,3224.0243,3244.7325,3262.4729,3223.2581,3249.0295,-25.0052,-0.7696,278451237.0,355625842.5
89,000001.SH,20230216,3249.0295,3281.7352,3308.8279,3231.3421,3280.4919,-31.4624,-0.9591,380863545.0,468382512.2
90,000001.SH,20230215,3280.4919,3294.015,3296.1995,3274.5505,3293.2825,-12.7906,-0.3884,269939123.0,357621816.1
91,000001.SH,20230214,3293.2825,3288.9742,3293.7338,3279.1894,3284.1599,9.1226,0.2778,270974168.0,355558052.4
92,000001.SH,20230213,3284.1599,3256.9881,3285.0913,3252.6327,3260.6734,23.4865,0.7203,297213188.0,397011413.4
93,000001.SH,20230210,3260.6734,3266.4367,3269.9944,3247.2296,3270.3826,-9.7092,-0.2969,260626926.0,341749872.0
94,000001.SH,20230209,3270.3826,3227.7278,3270.3826,3225.7724,3232.1063,38.2763,1.1843,254754529.0,351760831.7
95,000001.SH,20230208,3232.1063,3251.5006,3257.114,3230.4393,3248.094,-15.9877,-0.4922,234530481.0,293332736.1
96,000001.SH,20230207,3248.094,3245.2297,3250.033,3233.8334,3238.6978,9.3962,0.2901,250946450.0,321257641.9
97,000001.SH,20230206,3238.6978,3244.7007,3250.3514,3226.2112,3263.4059,-24.7081,-0.7571,267053107.0,349127264.9
98,000001.SH,20230203,3263.4059,3275.6578,3275.6578,3235.3533,3285.6705,-22.2646,-0.6776,293342814.0,378648523.0
99,000001.SH,20230202,3285.6705,3291.7828,3295.7636,3272.414,3284.9213,0.7492,0.0228,333413133.0,428662803.4
100,000001.SH,20230201,3284.9213,3262.1961,3284.9224,3245.4113,3255.6692,29.2521,0.8985,339509410.0,413395187.7
101,000001.SH,20230131,3255.6692,3266.1442,3277.2524,3252.0145,3269.318,-13.6488,-0.4175,300162957.0,375260749.6
102,000001.SH,20230130,3269.318,3308.8694,3310.4903,3266.758,3264.8138,4.5042,0.138,353325829.0,453177014.1
103,000001.SH,20230120,3264.8138,3247.2031,3267.0579,3247.2031,3240.2794,24.5344,0.7572,273219182.0,329028168.4
104,000001.SH,20230119,3240.2794,3221.5179,3240.2794,3210.3825,3224.406,15.8734,0.4923,226465030.0,296815557.3
105,000001.SH,20230118,3224.406,3227.5947,3234.8169,3220.3703,3224.2448,0.1612,0.005,212109730.0,266068176.7
106,000001.SH,20230117,3224.2448,3229.4354,3231.2645,3211.7573,3227.5916,-3.3468,-0.1037,226592230.0,302611778.5
107,000001.SH,20230116,3227.5916,3198.5189,3251.3739,3197.3186,3195.3059,32.2857,1.0104,306749549.0,413219641.0
108,000001.SH,20230113,3195.3059,3170.3548,3195.3067,3167.5098,3163.4509,31.855,1.007,220226897.0,288062499.1
109,000001.SH,20230112,3163.4509,3167.273,3171.5905,3153.4038,3161.8376,1.6133,0.051,216671305.0,275371843.3
110,000001.SH,20230111,3161.8376,3172.3759,3184.757,3160.8896,3169.5072,-7.6696,-0.242,237742869.0,309248892.9
111,000001.SH,20230110,3169.5072,3178.022,3178.1569,3165.1446,3176.0845,-6.5773,-0.2071,232984175.0,310357698.6
112,000001.SH,20230109,3176.0845,3169.3737,3183.583,3165.4282,3157.6365,18.448,0.5842,258115218.0,342693771.0
113,000001.SH,20230106,3157.6365,3155.0747,3170.7418,3151.8407,3155.2162,2.4203,0.0767,257380255.0,338539843.7
114,000001.SH,20230105,3155.2162,3132.7614,3159.427,3130.23,3123.5164,31.6998,1.0149,257003018.0,335635934.5
115,000001.SH,20230104,3123.5164,3117.5711,3129.0937,3109.4512,3116.5119,7.0045,0.2248,273313626.0,316391228.7
116,000001.SH,20230103,3116.5119,3087.513,3119.8556,3073.054,3089.2579,27.254,0.8822,281370362.0,331392138.9
117,000001.SH,20221230,3089.2579,3084.5226,3096.3135,3082.1964,3073.7016,15.5563,0.5061,217545344.0,250355950.9
118,000001.SH,20221229,3073.7016,3076.7264,3086.0048,3064.4594,3087.3997,-13.6981,-0.4437,215570676.0,253916981.2
119,000001.SH,20221228,3087.3997,3088.6174,3098.6496,3079.4338,3095.5678,-8.1681,-0.2639,224554151.0,260508525.7
120,000001.SH,20221227,3095.5678,3077.7469,3098.0783,3074.3133,3065.5626,30.0052,0.9788,222218322.0,267946785.4
121,000001.SH,20221226,3065.5626,3048.1963,3071.8363,3047.3491,3045.8664,19.6962,0.6467,206503893.0,255470265.3
122,000001.SH,20221223,3045.8664,3038.8416,3061.867,3031.5358,3054.4313,-8.5649,-0.2804,192020305.0,233335246.2
123,000001.SH,20221222,3054.4313,3085.8004,3096.2449,3044.5991,3068.4105,-13.9792,-0.4556,223639537.0,266315477.4
124,000001.SH,20221221,3068.4105,3078.3312,3085.7951,3060.5542,3073.7659,-5.3554,-0.1742,189067920.0,226852792.6
125,000001.SH,20221220,3073.7659,3098.9532,3100.7477,3061.5098,3107.115,-33.3491,-1.0733,218836766.0,261716073.4
126,000001.SH,20221219,3107.115,3165.3092,3170.2552,3096.0981,3167.8576,-60.7426,-1.9175,278513541.0,307934621.5
127,000001.SH,20221216,3167.8576,3156.1349,3175.3526,3151.6089,3168.6478,-0.7902,-0.0249,259771795.0,307227738.4
128,000001.SH,20221215,3168.6478,3177.1995,3179.1,3158.4515,3176.5253,-7.8775,-0.248,243023333.0,305204998.6
129,000001.SH,20221214,3176.5253,3178.5542,3189.835,3168.5925,3176.3255,0.1998,0.0063,265623569.0,333950671.1
130,000001.SH,20221213,3176.3255,3179.4354,3187.2035,3171.4827,3179.0417,-2.7162,-0.0854,285821200.0,333539763.0
131,000001.SH,20221212,3179.0417,3195.868,3196.7247,3176.5752,3206.9502,-27.9085,-0.8703,333381792.0,394919615.2
132,000001.SH,20221209,3206.9502,3197.1183,3212.1059,3182.9068,3197.3499,9.6003,0.3003,373343209.0,447750222.0
133,000001.SH,20221208,3197.3499,3196.0156,3206.7151,3187.2566,3199.6194,-2.2695,-0.0709,320969294.0,364935622.7
134,000001.SH,20221207,3199.6194,3204.9352,3226.0817,3188.6705,3212.5334,-12.914,-0.402,354113078.0,402146133.1
135,000001.SH,20221206,3212.5334,3200.275,3224.822,3195.0788,3211.8144,0.719,0.0224,373590296.0,435248700.2
136,000001.SH,20221205,3211.8144,3181.9155,3213.4395,3177.0642,3156.1442,55.6702,1.7639,447398437.0,479203617.4
137,000001.SH,20221202,3156.1442,3160.5789,3170.898,3149.8406,3165.4711,-9.3269,-0.2946,307812484.0,366318678.8
138,000001.SH,20221201,3165.4711,3187.9899,3198.4088,3164.5348,3151.3353,14.1358,0.4486,387013056.0,462184974.0
139,000001.SH,20221130,3151.3353,3141.3992,3158.5732,3137.3687,3149.7478,1.5875,0.0504,372718321.0,404504379.3
140,000001.SH,20221129,3149.7478,3096.1126,3152.0027,3096.1126,3078.5485,71.1993,2.3128,391449748.0,439102619.3
141,000001.SH,20221128,3078.5485,3055.2899,3080.1843,3034.7045,3101.6932,-23.1447,-0.7462,305811284.0,338549350.8
142,000001.SH,20221125,3101.6932,3085.4611,3111.4214,3077.9671,3089.3096,12.3836,0.4009,311431979.0,325426338.4
143,000001.SH,20221124,3089.3096,3104.0955,3113.2392,3084.8554,3096.9073,-7.5977,-0.2453,267482928.0,308190185.8
144,000001.SH,20221123,3096.9073,3084.7403,3108.2438,3075.3241,3088.9426,7.9647,0.2578,326155449.0,356400844.3
145,000001.SH,20221122,3088.9426,3084.2328,3118.1197,3076.3214,3085.0444,3.8982,0.1264,327565927.0,374142821.1
146,000001.SH,20221121,3085.0444,3078.0569,3085.2426,3056.1703,3097.2432,-12.1988,-0.3939,256045549.0,345025496.5
147,000001.SH,20221118,3097.2432,3116.7291,3126.7107,3096.8858,3115.4347,-18.1915,-0.5839,299954276.0,389207386.5
148,000001.SH,20221117,3115.4347,3110.9649,3115.4351,3087.1737,3119.9804,-4.5457,-0.1457,287028407.0,377900109.3
149,000001.SH,20221116,3119.9804,3133.6504,3145.7526,3115.3453,3134.0778,-14.0974,-0.4498,303429844.0,386992905.1
150,000001.SH,20221115,3134.0778,3081.1349,3135.5903,3074.4982,3083.4013,50.6765,1.6435,331470577.0,446460007.9
151,000001.SH,20221114,3083.4013,3100.8669,3121.4056,3075.2152,3087.2926,-3.8913,-0.126,361788216.0,454546731.4
152,000001.SH,20221111,3087.2926,3099.65,3117.7419,3070.3007,3036.1318,51.1608,1.6851,409604534.0,513784597.3
153,000001.SH,20221110,3036.1318,3031.6915,3047.9803,3022.8506,3048.1676,-12.0358,-0.3949,270371798.0,335925917.7
154,000001.SH,20221109,3048.1676,3064.4633,3073.9183,3046.1881,3064.4928,-16.3252,-0.5327,235637324.0,306860895.7
155,000001.SH,20221108,3064.4928,3077.3056,3078.276,3047.4624,3077.817,-13.3242,-0.4329,256522007.0,338966942.0
156,000001.SH,20221107,3077.817,3062.859,3088.1927,3054.4571,3070.7964,7.0206,0.2286,320567097.0,424429131.5
157,000001.SH,20221104,3070.7964,2996.9971,3081.5903,2996.9971,2997.8057,72.9907,2.4348,329806740.0,458770093.7
158,000001.SH,20221103,2997.8057,2981.2038,3003.7207,2977.7162,3003.3699,-5.5642,-0.1853,259348567.0,370653283.8
159,000001.SH,20221102,3003.3699,2960.6465,3019.0486,2954.9478,2969.1995,34.1704,1.1508,325078248.0,457581522.0
160,000001.SH,20221101,2969.1995,2899.4985,2969.1995,2896.7572,2893.4829,75.7166,2.6168,319809578.0,431015902.9
161,000001.SH,20221031,2893.4829,2893.1962,2926.015,2885.0894,2915.9257,-22.4428,-0.7697,301994203.0,396654162.1
162,000001.SH,20221028,2915.9257,2967.0221,2974.236,2908.9831,2982.9029,-66.9772,-2.2454,292531308.0,385261361.9
163,000001.SH,20221027,2982.9029,3005.0373,3017.2629,2981.6889,2999.5036,-16.6007,-0.5534,265608254.0,381330371.1
164,000001.SH,20221026,2999.5036,2977.5643,3028.3478,2977.5643,2976.283,23.2206,0.7802,268689492.0,372845274.6
165,000001.SH,20221025,2976.283,2969.156,3001.715,2944.2607,2977.5554,-1.2724,-0.0427,255554160.0,337519280.8
166,000001.SH,20221024,2977.5554,3034.7458,3064.4211,2965.1675,3038.9291,-61.3737,-2.0196,298085356.0,394725942.5
167,000001.SH,20221021,3038.9291,3038.0358,3055.4157,3026.9603,3035.0504,3.8787,0.1278,245254122.0,315110985.8
168,000001.SH,20221020,3035.0504,3029.3028,3070.2648,3013.6929,3044.3777,-9.3273,-0.3064,244736145.0,340091337.8
169,000001.SH,20221019,3044.3777,3073.2616,3081.3903,3044.3777,3080.9574,-36.5797,-1.1873,230895310.0,313108348.7
170,000001.SH,20221018,3080.9574,3094.9272,3099.9182,3074.2162,3084.9423,-3.9849,-0.1292,245634757.0,326002905.4
171,000001.SH,20221017,3084.9423,3060.5176,3087.1944,3052.7149,3071.9868,12.9555,0.4217,262608618.0,349214469.7
172,000001.SH,20221014,3071.9868,3035.0341,3084.2724,3035.0341,3016.3561,55.6307,1.8443,277304061.0,372050694.6
173,000001.SH,20221013,3016.3561,3008.3016,3036.2485,3004.4963,3025.5055,-9.1494,-0.3024,249683281.0,317764786.7
174,000001.SH,20221012,3025.5055,2976.7168,3025.5055,2934.0922,2979.7926,45.7129,1.5341,248013557.0,306871328.8
175,000001.SH,20221011,2979.7926,2978.0617,2986.9116,2953.4953,2974.1454,5.6472,0.1899,208635950.0,246715637.0
176,000001.SH,20221010,2974.1454,3026.9354,3029.4478,2968.281,3024.3905,-50.2451,-1.6613,243404828.0,290120024.2
177,000001.SH,20220930,3024.3905,3042.1664,3054.6129,3021.9309,3041.2046,-16.8141,-0.5529,204115336.0,240262768.4
178,000001.SH,20220929,3041.2046,3067.4727,3076.7615,3026.0792,3045.0668,-3.8622,-0.1268,230030416.0,276441059.4
179,000001.SH,20220928,3045.0668,3089.0975,3089.0975,3044.864,3093.8618,-48.795,-1.5772,230098650.0,276039741.6
180,000001.SH,20220927,3093.8618,3056.3917,3094.0389,3048.365,3051.226,42.6358,1.3973,232735303.0,290065702.7
181,000001.SH,20220926,3051.226,3067.5689,3102.6544,3048.5143,3088.3695,-37.1435,-1.2027,262698628.0,293536440.8
182,000001.SH,20220923,3088.3695,3106.8055,3124.6583,3072.2409,3108.9096,-20.5401,-0.6607,243057719.0,285552915.2
183,000001.SH,20220922,3108.9096,3098.7682,3125.6797,3092.8189,3117.1774,-8.2678,-0.2652,221140689.0,269978597.6
184,000001.SH,20220921,3117.1774,3116.0065,3129.8245,3091.2966,3122.4058,-5.2284,-0.1674,232972496.0,269513754.5
185,000001.SH,20220920,3122.4058,3127.8356,3140.0252,3114.0368,3115.6019,6.8039,0.2184,219942534.0,268600300.2
186,000001.SH,20220919,3115.6019,3122.7549,3135.5565,3101.2207,3126.3977,-10.7958,-0.3453,249113662.0,289918817.1
187,000001.SH,20220916,3126.3977,3189.8265,3191.8265,3126.3972,3199.9187,-73.521,-2.2976,316475893.0,355085342.9
188,000001.SH,20220915,3199.9187,3248.9721,3254.1789,3174.3899,3237.5419,-37.6232,-1.1621,325206121.0,392490591.5
189,000001.SH,20220914,3237.5419,3224.6783,3250.8024,3221.9609,3263.7972,-26.2553,-0.8044,255193365.0,306452822.2
190,000001.SH,20220913,3263.7972,3272.0492,3278.1659,3259.6644,3262.0542,1.743,0.0534,276189823.0,339021890.6
191,000001.SH,20220909,3262.0542,3241.1809,3266.1974,3236.5078,3235.5862,26.468,0.818,283827665.0,338566713.3
192,000001.SH,20220908,3235.5862,3245.557,3253.7005,3233.8007,3246.2943,-10.7081,-0.3299,281680358.0,328657091.6
193,000001.SH,20220907,3246.2943,3232.1368,3253.7671,3227.8225,3243.4466,2.8477,0.0878,301014466.0,368608741.5
194,000001.SH,20220906,3243.4466,3207.933,3244.6353,3203.8161,3199.9118,43.5348,1.3605,318869689.0,378636070.3
195,000001.SH,20220905,3199.9118,3183.946,3199.9118,3172.0394,3186.4781,13.4337,0.4216,280675633.0,339591536.3
196,000001.SH,20220902,3186.4781,3189.6439,3198.2812,3173.7929,3184.9797,1.4984,0.047,250456911.0,313337604.1
197,000001.SH,20220901,3184.9797,3196.5367,3214.5583,3181.6256,3202.1378,-17.1581,-0.5358,274660541.0,336978641.2
198,000001.SH,20220831,3202.1378,3216.5257,3232.0158,3184.3936,3227.2203,-25.0825,-0.7772,344408829.0,431758007.4
199,000001.SH,20220830,3227.2203,3240.1835,3243.746,3212.6346,3240.7275,-13.5072,-0.4168,294318914.0,353775673.8
200,000001.SH,20220829,3240.7275,3203.1022,3240.7275,3198.996,3236.2226,4.5049,0.1392,297015097.0,363729979.8
201,000001.SH,20220826,3236.2226,3250.6276,3266.2737,3232.2766,3246.2481,-10.0255,-0.3088,309927554.0,397556251.3
202,000001.SH,20220825,3246.2481,3223.4645,3248.3505,3199.1242,3215.2033,31.0448,0.9656,336196165.0,419464277.0
203,000001.SH,20220824,3215.2033,3279.1716,3281.8752,3212.386,3276.2234,-61.0201,-1.8625,366140577.0,458360278.4
204,000001.SH,20220823,3276.2234,3274.427,3284.5963,3262.6331,3277.7943,-1.5709,-0.0479,316566356.0,418311744.0
205,000001.SH,20220822,3277.7943,3249.7046,3278.1655,3247.187,3258.0784,19.7159,0.6051,314537869.0,427653295.8
206,000001.SH,20220819,3258.0784,3275.6229,3286.4911,3258.0637,3277.5438,-19.4654,-0.5939,333535471.0,457863361.1
207,000001.SH,20220818,3277.5438,3286.3669,3289.1415,3270.5584,3292.526,-14.9822,-0.455,301694778.0,418075199.7
208,000001.SH,20220817,3292.526,3282.1008,3295.9976,3263.3483,3277.8847,14.6413,0.4467,326124759.0,423859011.4
209,000001.SH,20220816,3277.8847,3278.6756,3295.0226,3271.5703,3276.087,1.7977,0.0549,303592274.0,409210082.3
210,000001.SH,20220815,3276.087,3268.3653,3286.891,3261.8151,3276.8877,-0.8007,-0.0244,287106773.0,387257744.6
211,000001.SH,20220812,3276.8877,3275.77,3288.2233,3272.8406,3281.6654,-4.7777,-0.1456,299932928.0,403906156.3
212,000001.SH,20220811,3281.6654,3243.4716,3281.6654,3237.9041,3230.02,51.6454,1.5989,300605376.0,427399149.6
213,000001.SH,20220810,3230.02,3242.3622,3253.1662,3217.8065,3247.4318,-17.4118,-0.5362,257583592.0,390066120.1
214,000001.SH,20220809,3247.4318,3235.7351,3248.7718,3227.5394,3236.9337,10.4981,0.3243,259605467.0,391415560.3
215,000001.SH,20220808,3236.9337,3218.8511,3237.9693,3214.0826,3227.0267,9.907,0.307,254268050.0,392277178.5
