,ts_code,trade_date,suspend_timing,suspend_type
0,600999.SH,20200716,,S
1,603633.SH,20200716,,S
2,000029.SZ,20200716,,S
3,002245.SZ,20200716,,S
4,002270.SZ,20200716,,S
5,002319.SZ,20200716,,S
6,002691.SZ,20200716,,S
7,300645.SZ,20200716,,S
8,600267.SH,20200716,,S
9,600460.SH,20200716,,S
10,600614.SH,20200716,,S
11,600651.SH,20200716,,S
12,600673.SH,20200716,,S
13,603922.SH,20200716,,S
14,002282.SZ,20200716,,R
15,600891.SH,20200716,,S
16,430047.BJ,20200716,,S
17,430090.BJ,20200716,,S
18,430418.BJ,20200716,,S
19,430489.BJ,20200716,,S
20,430510.BJ,20200716,,S
21,830799.BJ,20200716,,S
22,830946.BJ,20200716,,S
23,830964.BJ,20200716,,S
24,831010.BJ,20200716,,S
25,831370.BJ,20200716,,S
26,831445.BJ,20200716,,S
27,831856.BJ,20200716,,S
28,831961.BJ,20200716,,S
29,832000.BJ,20200716,,S
30,832278.BJ,20200716,,S
31,832317.BJ,20200716,,S
32,832566.BJ,20200716,,S
33,833266.BJ,20200716,,S
34,833819.BJ,20200716,,S
35,833874.BJ,20200716,,S
36,833994.BJ,20200716,,S
37,834021.BJ,20200716,,S
38,834415.BJ,20200716,,S
39,834475.BJ,20200716,,S
40,834682.BJ,20200716,,S
41,835184.BJ,20200716,,S
42,835185.BJ,20200716,,S
43,835368.BJ,20200716,,S
44,835508.BJ,20200716,,S
45,835640.BJ,20200716,,S
46,835670.BJ,20200716,,S
47,836149.BJ,20200716,,S
48,836263.BJ,20200716,,S
49,836675.BJ,20200716,,S
50,837242.BJ,20200716,,S
51,838030.BJ,20200716,,S
52,838163.BJ,20200716,,S
53,838275.BJ,20200716,,S
54,839167.BJ,20200716,,S
55,839729.BJ,20200716,,S
56,839946.BJ,20200716,,S
57,871396.BJ,20200716,,S
58,871981.BJ,20200716,,S
59,430198.BJ,20200716,,S
60,836433.BJ,20200716,,S
61,832491.BJ,20200716,,S
62,831152.BJ,20200716,,S
63,831087.BJ,20200716,,S
64,832802.BJ,20200716,,S
65,834770.BJ,20200716,,S
66,835857.BJ,20200716,,S
67,839719.BJ,20200716,,S
68,830779.BJ,20200716,,S
