,ts_code,trade_date,suspend_timing,suspend_type
0,600080.SH,20200602,,R
1,600568.SH,20200602,,R
2,002220.SZ,20200602,,R
3,300090.SZ,20200602,,S
4,300525.SZ,20200602,,S
5,300106.SZ,20200602,,R
6,300571.SZ,20200602,,R
7,000029.SZ,20200602,,S
8,000155.SZ,20200602,,S
9,000612.SZ,20200602,,S
10,000668.SZ,20200602,,S
11,001979.SZ,20200602,,S
12,002090.SZ,20200602,,S
13,002263.SZ,20200602,,S
14,002450.SZ,20200602,,S
15,002509.SZ,20200602,,S
16,300156.SZ,20200602,,S
17,600081.SH,20200602,,S
18,600145.SH,20200602,,S
19,600175.SH,20200602,,S
20,600226.SH,20200602,,S
21,600306.SH,20200602,,S
22,600589.SH,20200602,,S
23,600824.SH,20200602,,S
24,600889.SH,20200602,,S
25,601969.SH,20200602,,S
26,300426.SZ,20200602,,R
27,600037.SH,20200602,,R
28,002986.SZ,20200602,09:30-10:00,S
29,600891.SH,20200602,,S
30,430090.BJ,20200602,,S
31,430418.BJ,20200602,,S
32,430489.BJ,20200602,,S
33,830799.BJ,20200602,,S
34,830946.BJ,20200602,,S
35,830964.BJ,20200602,,S
36,831010.BJ,20200602,,S
37,831370.BJ,20200602,,S
38,831445.BJ,20200602,,S
39,831961.BJ,20200602,,S
40,832278.BJ,20200602,,S
41,832317.BJ,20200602,,S
42,833266.BJ,20200602,,S
43,833819.BJ,20200602,,S
44,833874.BJ,20200602,,S
45,833994.BJ,20200602,,S
46,834021.BJ,20200602,,S
47,834415.BJ,20200602,,S
48,834475.BJ,20200602,,S
49,834682.BJ,20200602,,S
50,835184.BJ,20200602,,S
51,835185.BJ,20200602,,S
52,835368.BJ,20200602,,S
53,835508.BJ,20200602,,S
54,835640.BJ,20200602,,S
55,836149.BJ,20200602,,S
56,836263.BJ,20200602,,S
57,837242.BJ,20200602,,S
58,838030.BJ,20200602,,S
59,838163.BJ,20200602,,S
60,839167.BJ,20200602,,S
61,839729.BJ,20200602,,S
62,430198.BJ,20200602,,S
63,836433.BJ,20200602,,S
64,430300.BJ,20200602,,S
65,834770.BJ,20200602,,S
66,835857.BJ,20200602,,S
67,839719.BJ,20200602,,S
