,ts_code,trade_date,suspend_timing,suspend_type
0,000927.SZ,20200410,,R
1,002079.SZ,20200410,,S
2,000029.SZ,20200410,,S
3,000678.SZ,20200410,,S
4,002450.SZ,20200410,,S
5,300164.SZ,20200410,,S
6,300334.SZ,20200410,,S
7,300419.SZ,20200410,,S
8,300827.SZ,20200410,09:30-10:00,S
9,600145.SH,20200410,,S
10,600209.SH,20200410,,S
11,600396.SH,20200410,,S
12,600812.SH,20200410,,S
13,600816.SH,20200410,,S
14,603032.SH,20200410,,S
15,300802.SZ,20200410,,R
16,688085.SH,20200410,11:25-13:05,S
17,600891.SH,20200410,,S
18,838227.BJ,20200410,,S
19,832023.BJ,20200410,,S
20,834770.BJ,20200410,,S
21,835857.BJ,20200410,,S
22,833394.BJ,20200410,,S
23,832651.BJ,20200410,,S
