,ts_code,trade_date,suspend_timing,suspend_type
0,000806.SZ,20200601,,R
1,600081.SH,20200601,,S
2,600824.SH,20200601,,S
3,300666.SZ,20200601,,R
4,603701.SH,20200601,,R
5,002634.SZ,20200601,,R
6,600816.SH,20200601,,R
7,001979.SZ,20200601,,S
8,600074.SH,20200601,,S
9,600080.SH,20200601,,S
10,600568.SH,20200601,,S
11,000029.SZ,20200601,,S
12,000155.SZ,20200601,,S
13,000612.SZ,20200601,,S
14,000668.SZ,20200601,,S
15,002220.SZ,20200601,,S
16,002450.SZ,20200601,,S
17,002509.SZ,20200601,,S
18,300106.SZ,20200601,,S
19,300156.SZ,20200601,,S
20,300426.SZ,20200601,,S
21,600037.SH,20200601,,S
22,600145.SH,20200601,,S
23,600175.SH,20200601,,S
24,600226.SH,20200601,,S
25,600306.SH,20200601,,S
26,600589.SH,20200601,,S
27,300211.SZ,20200601,,R
28,002090.SZ,20200601,,S
29,300571.SZ,20200601,,S
30,601969.SH,20200601,,S
31,605288.SH,20200601,09:30-10:00,S
32,600891.SH,20200601,,S
33,430090.BJ,20200601,,S
34,430418.BJ,20200601,,S
35,430489.BJ,20200601,,S
36,830799.BJ,20200601,,S
37,830946.BJ,20200601,,S
38,830964.BJ,20200601,,S
39,831010.BJ,20200601,,S
40,831370.BJ,20200601,,S
41,831445.BJ,20200601,,S
42,831961.BJ,20200601,,S
43,832278.BJ,20200601,,S
44,832317.BJ,20200601,,S
45,833266.BJ,20200601,,S
46,833819.BJ,20200601,,S
47,833874.BJ,20200601,,S
48,833994.BJ,20200601,,S
49,834021.BJ,20200601,,S
50,834415.BJ,20200601,,S
51,834475.BJ,20200601,,S
52,834682.BJ,20200601,,S
53,835184.BJ,20200601,,S
54,835185.BJ,20200601,,S
55,835368.BJ,20200601,,S
56,835508.BJ,20200601,,S
57,835640.BJ,20200601,,S
58,836149.BJ,20200601,,S
59,836263.BJ,20200601,,S
60,837242.BJ,20200601,,S
61,838030.BJ,20200601,,S
62,838163.BJ,20200601,,S
63,839167.BJ,20200601,,S
64,839729.BJ,20200601,,S
65,430198.BJ,20200601,,S
66,836433.BJ,20200601,,S
67,430300.BJ,20200601,,S
68,834770.BJ,20200601,,S
69,835857.BJ,20200601,,S
70,839719.BJ,20200601,,S
