,ts_code,trade_date,suspend_timing,suspend_type
0,600241.SH,20200427,,R
1,603603.SH,20200427,,S
2,002256.SZ,20200427,,R
3,600212.SH,20200427,,R
4,600290.SH,20200427,,R
5,000890.SZ,20200427,,S
6,002319.SZ,20200427,,S
7,601798.SH,20200427,,S
8,000029.SZ,20200427,,S
9,002450.SZ,20200427,,S
10,002469.SZ,20200427,,S
11,300427.SZ,20200427,,S
12,600145.SH,20200427,,S
13,600485.SH,20200427,,S
14,600596.SH,20200427,,S
15,600816.SH,20200427,,S
16,601558.SH,20200427,,S
17,600375.SH,20200427,,S
18,600662.SH,20200427,,S
19,600891.SH,20200427,,S
20,430300.BJ,20200427,,S
21,838227.BJ,20200427,,S
22,834770.BJ,20200427,,S
23,835857.BJ,20200427,,S
24,833394.BJ,20200427,,S
25,839719.BJ,20200427,,S
26,832651.BJ,20200427,,S
