,ts_code,trade_date,suspend_timing,suspend_type
0,000029.SZ,20200107,,S
1,000750.SZ,20200107,,S
2,002450.SZ,20200107,,S
3,600145.SH,20200107,,S
4,600215.SH,20200107,,S
5,600248.SH,20200107,,S
6,600319.SH,20200107,,S
7,600419.SH,20200107,,S
8,600679.SH,20200107,,S
9,600817.SH,20200107,,S
10,002552.SZ,20200107,,R
11,300269.SZ,20200107,,R
12,300391.SZ,20200107,,R
13,830832.BJ,20200107,,S
14,430564.BJ,20200107,,S
15,834770.BJ,20200107,,S
16,835857.BJ,20200107,,S
17,833394.BJ,20200107,,S
18,832651.BJ,20200107,,S
