,ts_code,trade_date,suspend_timing,suspend_type
0,002254.SZ,20200713,,S
1,600999.SH,20200713,,S
2,603633.SH,20200713,,S
3,601599.SH,20200713,,R
4,002872.SZ,20200713,,R
5,603488.SH,20200713,,R
6,300561.SZ,20200713,,R
7,000029.SZ,20200713,,S
8,002045.SZ,20200713,,S
9,300090.SZ,20200713,,S
10,300156.SZ,20200713,,S
11,300645.SZ,20200713,,S
12,600267.SH,20200713,,S
13,600614.SH,20200713,,S
14,603922.SH,20200713,,S
15,002270.SZ,20200713,,S
16,002691.SZ,20200713,,S
17,300850.SZ,20200713,09:30-10:00,S
18,300852.SZ,20200713,09:30-10:00,S
19,600460.SH,20200713,,S
20,600891.SH,20200713,,S
21,430047.BJ,20200713,,S
22,430090.BJ,20200713,,S
23,430418.BJ,20200713,,S
24,430489.BJ,20200713,,S
25,430510.BJ,20200713,,S
26,830799.BJ,20200713,,S
27,830946.BJ,20200713,,S
28,830964.BJ,20200713,,S
29,831010.BJ,20200713,,S
30,831370.BJ,20200713,,S
31,831445.BJ,20200713,,S
32,831856.BJ,20200713,,S
33,831961.BJ,20200713,,S
34,832000.BJ,20200713,,S
35,832278.BJ,20200713,,S
36,832317.BJ,20200713,,S
37,832566.BJ,20200713,,S
38,833266.BJ,20200713,,S
39,833819.BJ,20200713,,S
40,833874.BJ,20200713,,S
41,833994.BJ,20200713,,S
42,834021.BJ,20200713,,S
43,834415.BJ,20200713,,S
44,834475.BJ,20200713,,S
45,834682.BJ,20200713,,S
46,835184.BJ,20200713,,S
47,835185.BJ,20200713,,S
48,835368.BJ,20200713,,S
49,835508.BJ,20200713,,S
50,835640.BJ,20200713,,S
51,835670.BJ,20200713,,S
52,836149.BJ,20200713,,S
53,836263.BJ,20200713,,S
54,836675.BJ,20200713,,S
55,837242.BJ,20200713,,S
56,838030.BJ,20200713,,S
57,838163.BJ,20200713,,S
58,838275.BJ,20200713,,S
59,839167.BJ,20200713,,S
60,839729.BJ,20200713,,S
61,839946.BJ,20200713,,S
62,871396.BJ,20200713,,S
63,430198.BJ,20200713,,S
64,836433.BJ,20200713,,S
65,832491.BJ,20200713,,S
66,831152.BJ,20200713,,S
67,831087.BJ,20200713,,S
68,832802.BJ,20200713,,S
69,834770.BJ,20200713,,S
70,835857.BJ,20200713,,S
71,830779.BJ,20200713,,S
