,ts_code,trade_date,suspend_timing,suspend_type
0,000029.SZ,20200511,,S
1,000403.SZ,20200511,,S
2,000732.SZ,20200511,,S
3,000792.SZ,20200511,,S
4,000966.SZ,20200511,,S
5,002450.SZ,20200511,,S
6,002711.SZ,20200511,,S
7,300344.SZ,20200511,,S
8,300362.SZ,20200511,,S
9,300521.SZ,20200511,,S
10,600145.SH,20200511,,S
11,600185.SH,20200511,,S
12,600226.SH,20200511,,S
13,600485.SH,20200511,,S
14,600589.SH,20200511,,S
15,600662.SH,20200511,,S
16,600677.SH,20200511,,S
17,600701.SH,20200511,,S
18,600816.SH,20200511,,S
19,600893.SH,20200511,,S
20,601558.SH,20200511,,S
21,600084.SH,20200511,,R
22,600654.SH,20200511,,R
23,600891.SH,20200511,,S
24,430418.BJ,20200511,,S
25,430489.BJ,20200511,,S
26,830799.BJ,20200511,,S
27,830964.BJ,20200511,,S
28,831370.BJ,20200511,,S
29,831445.BJ,20200511,,S
30,832317.BJ,20200511,,S
31,833266.BJ,20200511,,S
32,833819.BJ,20200511,,S
33,833994.BJ,20200511,,S
34,834021.BJ,20200511,,S
35,834682.BJ,20200511,,S
36,835184.BJ,20200511,,S
37,835185.BJ,20200511,,S
38,836149.BJ,20200511,,S
39,838030.BJ,20200511,,S
40,838163.BJ,20200511,,S
41,839167.BJ,20200511,,S
42,430300.BJ,20200511,,S
43,838227.BJ,20200511,,S
44,834770.BJ,20200511,,S
45,835857.BJ,20200511,,S
46,833394.BJ,20200511,,S
47,839719.BJ,20200511,,S
48,832651.BJ,20200511,,S
