,ts_code,trade_date,suspend_timing,suspend_type
0,002500.SZ,20200629,,R
1,600182.SH,20200629,,S
2,002254.SZ,20200629,,S
3,600175.SH,20200629,,R
4,000835.SZ,20200629,,R
5,002280.SZ,20200629,,R
6,002770.SZ,20200629,,R
7,600781.SH,20200629,,R
8,300084.SZ,20200629,,S
9,300561.SZ,20200629,,S
10,600145.SH,20200629,,S
11,600614.SH,20200629,,S
12,000029.SZ,20200629,,S
13,000597.SZ,20200629,,S
14,000760.SZ,20200629,,S
15,002220.SZ,20200629,,S
16,002359.SZ,20200629,,S
17,002450.SZ,20200629,,S
18,300090.SZ,20200629,,S
19,300156.SZ,20200629,,S
20,300185.SZ,20200629,,S
21,600069.SH,20200629,,S
22,600226.SH,20200629,,S
23,600317.SH,20200629,,S
24,601558.SH,20200629,,S
25,601880.SH,20200629,,S
26,002819.SZ,20200629,,S
27,600956.SH,20200629,,S
28,600891.SH,20200629,,S
29,430090.BJ,20200629,,S
30,430418.BJ,20200629,,S
31,430489.BJ,20200629,,S
32,430510.BJ,20200629,,S
33,830799.BJ,20200629,,S
34,830946.BJ,20200629,,S
35,830964.BJ,20200629,,S
36,831010.BJ,20200629,,S
37,831370.BJ,20200629,,S
38,831445.BJ,20200629,,S
39,831856.BJ,20200629,,S
40,831961.BJ,20200629,,S
41,832000.BJ,20200629,,S
42,832278.BJ,20200629,,S
43,832317.BJ,20200629,,S
44,832566.BJ,20200629,,S
45,833266.BJ,20200629,,S
46,833819.BJ,20200629,,S
47,833874.BJ,20200629,,S
48,833994.BJ,20200629,,S
49,834021.BJ,20200629,,S
50,834415.BJ,20200629,,S
51,834475.BJ,20200629,,S
52,834682.BJ,20200629,,S
53,835184.BJ,20200629,,S
54,835185.BJ,20200629,,S
55,835368.BJ,20200629,,S
56,835508.BJ,20200629,,S
57,835640.BJ,20200629,,S
58,835670.BJ,20200629,,S
59,836149.BJ,20200629,,S
60,836263.BJ,20200629,,S
61,836675.BJ,20200629,,S
62,837242.BJ,20200629,,S
63,838030.BJ,20200629,,S
64,838163.BJ,20200629,,S
65,838275.BJ,20200629,,S
66,839167.BJ,20200629,,S
67,839729.BJ,20200629,,S
68,871396.BJ,20200629,,S
69,430198.BJ,20200629,,S
70,836433.BJ,20200629,,S
71,831087.BJ,20200629,,S
72,834770.BJ,20200629,,S
73,835857.BJ,20200629,,S
74,830779.BJ,20200629,,S
