,ts_code,trade_date,suspend_timing,suspend_type
0,002175.SZ,20201103,,R
1,002766.SZ,20201103,,R
2,000029.SZ,20201103,,S
3,002816.SZ,20201103,,S
4,300064.SZ,20201103,,S
5,300442.SZ,20201103,,S
6,300569.SZ,20201103,,S
7,600486.SH,20201103,,S
8,603007.SH,20201103,,S
9,603333.SH,20201103,,S
10,688189.SH,20201103,,S
11,600891.SH,20201103,,S
12,834765.BJ,20201103,,S
13,430047.BJ,20201103,,S
14,430090.BJ,20201103,,S
15,430510.BJ,20201103,,S
16,830832.BJ,20201103,,S
17,830839.BJ,20201103,,S
18,831305.BJ,20201103,,S
19,831726.BJ,20201103,,S
20,831856.BJ,20201103,,S
21,832000.BJ,20201103,,S
22,832225.BJ,20201103,,S
23,832566.BJ,20201103,,S
24,832735.BJ,20201103,,S
25,833427.BJ,20201103,,S
26,833509.BJ,20201103,,S
27,834599.BJ,20201103,,S
28,835174.BJ,20201103,,S
29,835670.BJ,20201103,,S
30,836077.BJ,20201103,,S
31,836239.BJ,20201103,,S
32,836675.BJ,20201103,,S
33,836826.BJ,20201103,,S
34,837212.BJ,20201103,,S
35,837344.BJ,20201103,,S
36,838030.BJ,20201103,,S
37,838275.BJ,20201103,,S
38,839946.BJ,20201103,,S
39,871396.BJ,20201103,,S
40,871553.BJ,20201103,,S
41,832491.BJ,20201103,,S
42,839792.BJ,20201103,,S
43,839719.BJ,20201103,,S
