,ts_code,trade_date,suspend_timing,suspend_type
0,600370.SH,20200729,,R
1,002285.SZ,20200729,,S
2,002180.SZ,20200729,,R
3,000029.SZ,20200729,,S
4,000507.SZ,20200729,,S
5,000877.SZ,20200729,,S
6,002226.SZ,20200729,,S
7,002319.SZ,20200729,,S
8,002342.SZ,20200729,,S
9,300540.SZ,20200729,,S
10,600518.SH,20200729,,S
11,600526.SH,20200729,,S
12,603067.SH,20200729,,S
13,600673.SH,20200729,,R
14,688050.SH,20200729,13:13-13:23,S
15,600891.SH,20200729,,S
16,430047.BJ,20200729,,S
17,430090.BJ,20200729,,S
18,430510.BJ,20200729,,S
19,830839.BJ,20200729,,S
20,831856.BJ,20200729,,S
21,832000.BJ,20200729,,S
22,832566.BJ,20200729,,S
23,835670.BJ,20200729,,S
24,836675.BJ,20200729,,S
25,838030.BJ,20200729,,S
26,838275.BJ,20200729,,S
27,839946.BJ,20200729,,S
28,871396.BJ,20200729,,S
29,832491.BJ,20200729,,S
30,831152.BJ,20200729,,S
31,831087.BJ,20200729,,S
32,834770.BJ,20200729,,S
33,835857.BJ,20200729,,S
34,839719.BJ,20200729,,S
35,830779.BJ,20200729,,S
